年次,Year,項番 Item number,種類,Type,種類,Type,種類,Type,種類,Type,取扱総数 Total number of cases handled,旧受 Previously received,新受計 Newly received total,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／職員受 Received by officials,手続開始内訳  Breakdown of case proceedings commenced／申告 Stated／委員受 Received by commissioners,手続開始内訳  Breakdown of case proceedings commenced／委員通報 Notified by commissioners,手続開始内訳  Breakdown of case proceedings commenced／関係官公署の通報 Reported by relevant public authorities,手続開始内訳  Breakdown of case proceedings commenced／情報 Information,手続開始内訳  Breakdown of case proceedings commenced／移送 Transferred,処理件数 Total number of cases disposed,処理内訳 Breakdown of cases processed／措置 Measures／援助 Assisted,処理内訳 Breakdown of cases processed／措置 Measures／調整 Adjusted,処理内訳 Breakdown of cases processed／措置 Measures／要請 Requested,処理内訳 Breakdown of cases processed／措置 Measures／説示 Instructed,処理内訳 Breakdown of cases processed／措置 Measures／勧告 Advised,処理内訳 Breakdown of cases processed／措置 Measures／通告 Informed,処理内訳 Breakdown of cases processed／措置 Measures／告発 Indicted,処理内訳 Breakdown of cases processed／措置猶予 Suspension of sentence,処理内訳 Breakdown of cases processed／侵犯事実不存在 Non-existence of facts about infringement,処理内訳 Breakdown of cases processed／侵犯事実不明確 Uncertainty of facts about infringement,処理内訳 Breakdown of cases processed／打切り Closed,処理内訳 Breakdown of cases processed／中止 Discontinued,処理内訳 Breakdown of cases processed／移送 Transferred,処理内訳 Breakdown of cases processed／啓発 Admonished,未済 Pending
平成27年,2015,8,公務員等の職務執行に伴う侵犯事件,Cases of infringement by public servants in the execution of their duties　　　　　　　　　　　　,その他の公務員による侵犯,Infringement by other public servants,地方公務員,Local government servants,,,28,4,24,18,6,-,-,-,-,24,20,-,-,-,-,-,-,-,-,4,-,-,-,-,4
平成27年,2015,9,公務員等の職務執行に伴う侵犯事件,Cases of infringement by public servants in the execution of their duties　　　　　　　　　　　　,その他の公務員による侵犯,Infringement by other public servants,その他,Others,,,5,-,5,3,2,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,1,私人間の侵犯事件,Infringement cases among private citizens,,,,,,,1497,259,1238,679,557,-,-,2,-,1237,1146,-,23,2,-,-,-,-,1,52,12,2,-,6,260
平成27年,2015,1,私人間の侵犯事件,Infringement cases among private citizens,人身売買,Human trafficking  ,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,2,私人間の侵犯事件,Infringement cases among private citizens,売春に伴う侵犯,Infringement relating to prostitution,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,3,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,夫の妻に対するもの,From husband to wife　　　　　　　　　　　　　　,68,-,68,33,35,-,-,-,-,67,66,-,-,-,-,-,-,-,-,1,-,-,-,-,1
平成27年,2015,4,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,妻の夫に対するもの,From wife to husband 　　　　　　　　　　　　　　,5,-,5,1,4,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,5,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,親の子に対するもの,From parent to child 　　　　　　　　　　　　　　,41,1,40,19,20,-,-,1,-,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成27年,2015,6,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,子の親に対するもの,From child to parent 　　　　　　　　　　　　　　,27,1,26,3,23,-,-,-,-,27,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,7,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,家族間におけるもの,Among family members,その他,Others,18,-,18,7,11,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,8,私人間の侵犯事件,Infringement cases among private citizens,暴行虐待,Violence and abuse,その他,Others,,,34,1,33,14,19,-,-,-,-,34,33,-,-,-,-,-,-,-,-,1,-,-,-,-,-
平成27年,2015,9,私人間の侵犯事件,Infringement cases among private citizens,私的制裁,Lynching,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,10,私人間の侵犯事件,Infringement cases among private citizens,医療に関する侵犯,Infringement related to medical care,,,,,23,3,20,15,5,-,-,-,-,23,19,-,-,-,-,-,-,-,-,4,-,-,-,1,-
平成27年,2015,11,私人間の侵犯事件,Infringement cases among private citizens,人身の自由に対する侵犯,Infringement of personal liberty,精神保健法関係,Related to the Mental Health Act ,,,8,1,7,4,3,-,-,-,-,8,6,-,1,1,-,-,-,-,-,1,-,-,-,-,-
平成27年,2015,12,私人間の侵犯事件,Infringement cases among private citizens,人身の自由に対する侵犯,Infringement of personal liberty,その他,Others　　　　　　　　　　　　　　　　　　　　　　　,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,13,私人間の侵犯事件,Infringement cases among private citizens,社会福祉施設における侵犯,Infringement in social welfare facilities,施設職員によるもの,By staff of facilities,,,9,1,8,4,4,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成27年,2015,14,私人間の侵犯事件,Infringement cases among private citizens,社会福祉施設における侵犯,Infringement in social welfare facilities,その他,Others　　　　　　　　　　　　　　　　　　　　　　　,,,3,1,2,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2
平成27年,2015,15,私人間の侵犯事件,Infringement cases among private citizens,村八分,Social ostracism,,,,,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
平成27年,2015,16,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,女性に関するもの,Against women,,,3,-,3,3,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,17,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,高齢者に関するもの,Against elderly people,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,18,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,障害者に関するもの,Against persons with disabilities,,,29,4,25,18,7,-,-,-,-,24,15,-,-,-,-,-,-,-,-,9,-,-,-,1,5
平成27年,2015,19,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,同和問題に関するもの,Related to Dowa problem,,,3,2,1,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1
平成27年,2015,20,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,アイヌの人々に関するもの,Against Ainu people,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,21,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,外国人に関するもの,Against foreigners,,,26,-,26,16,9,-,-,1,-,17,15,-,-,-,-,-,-,-,-,2,-,-,-,-,9
平成27年,2015,22,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,ＨＩＶ感染者等に関するもの,Against HIV-positive patients， etc.,,,1,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,23,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,刑を終えた人に関するもの,Against ex-convicts  ,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,24,私人間の侵犯事件,Infringement cases among private citizens,差別待遇,Discriminative treatment ,その他,Others,,,15,6,9,8,1,-,-,-,-,13,4,-,-,-,-,-,-,-,1,7,1,-,-,1,2
平成27年,2015,25,私人間の侵犯事件,Infringement cases among private citizens,参政権に対する侵犯,Infringement of suffrage ,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,26,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,報道機関等,By media， etc. ,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,27,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,インターネット等によるもの,Via Internet， etc. ,,,424,212,212,168,44,-,-,-,-,206,184,-,22,-,-,-,-,-,-,-,-,-,-,-,218
平成27年,2015,28,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,相隣間におけるもの,Among neighbors,,,10,-,10,6,4,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1
平成27年,2015,29,私人間の侵犯事件,Infringement cases among private citizens,プライバシーに関する侵犯,Infringement of privacy,その他,Others,,,22,-,22,14,8,-,-,-,-,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,5
平成27年,2015,30,私人間の侵犯事件,Infringement cases among private citizens,集会，結社及び表現の自由に対する侵犯,Infringement of the freedom of gathering， association and expression,,,,,3,1,2,1,1,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,1
平成27年,2015,31,私人間の侵犯事件,Infringement cases among private citizens,信教の自由に対する侵犯,Infringement of the freedom of religion,,,,,3,-,3,2,1,-,-,-,-,3,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-
平成27年,2015,32,私人間の侵犯事件,Infringement cases among private citizens,教育を受ける権利への侵犯,Infringement of the right of receiving education ,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,33,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,不当労働行為,Unfair labor practice,,,2,-,2,-,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,34,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,労働基準法違反,Violation of the Labor Standards Act ,,,6,-,6,3,3,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,35,私人間の侵犯事件,Infringement cases among private citizens,労働権に対する侵犯,Infringement of the right of labor,その他,Others　　,,,349,19,330,186,144,-,-,-,-,341,317,-,-,1,-,-,-,-,-,10,11,2,-,2,8
平成27年,2015,36,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,自力執行,Execution by oneself,,,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,37,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,小公害,Small pollution,53,-,53,17,36,-,-,-,-,53,51,-,-,-,-,-,-,-,-,2,-,-,-,-,-
平成27年,2015,38,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,相隣間におけるもの,Between neighbors,その他,Others,72,3,69,17,52,-,-,-,-,72,68,-,-,-,-,-,-,-,-,4,-,-,-,1,-
平成27年,2015,39,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,公害,Pollution,,,2,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,40,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,不動産,Real estate,,,6,-,6,3,3,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,41,私人間の侵犯事件,Infringement cases among private citizens,住居・生活の安全に対する侵犯,Infringement of the safety of dwelling and living,その他,Others,,,88,-,88,37,51,-,-,-,-,87,85,-,-,-,-,-,-,-,-,2,-,-,-,-,1
平成27年,2015,42,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,夫の妻に対するもの,From husband to wife　　　　　　　　　　　　　　,24,-,24,8,16,-,-,-,-,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,43,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,妻の夫に対するもの,From wife to husband 　　　　　　　　　　　　　　,4,-,4,2,2,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,44,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,親の子に対するもの,From parent to child 　　　　　　　　　　　　　　,9,-,9,2,7,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,45,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,子の親に対するもの,From child to parent 　　　　　　　　　　　　　　,7,-,7,3,4,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,46,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,家族間におけるもの,Among family members,その他,Others,16,1,15,6,9,-,-,-,-,15,14,-,-,-,-,-,-,-,-,1,-,-,-,-,1
平成27年,2015,47,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,セクシュアル・ハラスメント,Sexual harassment,,,36,-,36,25,11,-,-,-,-,36,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,48,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,ストーカー,Stalking,,,16,-,16,10,6,-,-,-,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,49,私人間の侵犯事件,Infringement cases among private citizens,強制強要,Coercion,その他,Others,,,26,-,26,17,9,-,-,-,-,23,23,-,-,-,-,-,-,-,-,-,-,-,-,-,3
平成27年,2015,50,私人間の侵犯事件,Infringement cases among private citizens,組織，多衆の圧力による侵犯,Infringement by organizations or pressure of the masses,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,51,私人間の侵犯事件,Infringement cases among private citizens,交通事故,Traffic accidents,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,52,私人間の侵犯事件,Infringement cases among private citizens,犯罪被害者,Victims of crimes,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
平成27年,2015,53,私人間の侵犯事件,Infringement cases among private citizens,その他,Others,,,,,2,-,2,1,1,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-7  人権侵犯事件の種類別件数 （平成26， 27年） 20-7  CASES OF INFRINGEMENT ON HUMAN RIGHTS BY TYPE ( 2014 and 2015 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：東京法務局人権擁護部 Source: Tokyo Legal Affairs Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
