年度,Fiscal year,地域階層,地域コード,地域,District,住民税負担額 (百万円) Inhabitant tax (millions yen)／計 Total,住民税負担額 (百万円) Inhabitant tax (millions yen)／道府県民税分 Prefectural,住民税負担額 (百万円) Inhabitant tax (millions yen)／市町村民税分 Municipal,1人当たり負担額 (円) Tax levied per capita (yen)／計 Total,1人当たり負担額 (円) Tax levied per capita (yen)／道府県民税分 Prefectural,1人当たり負担額 (円) Tax levied per capita (yen)／市町村民税分 Municipal,1世帯当たり負担額 (円) Tax levied per household (yen)／計 Total,1世帯当たり負担額 (円) Tax levied per household (yen)／道府県民税分 Prefectural,1世帯当たり負担額 (円) Tax levied per household (yen)／市町村民税分 Municipal
平成26,2014,2,13204,三鷹市,Mitaka-shi,27729,11039,16690,147478,58710,88768,298781,118942,179839
平成26,2014,2,13205,青梅市,Ome-shi,12766,5069,7696,93414,37095,56319,234142,92978,141163
平成26,2014,2,13206,府中市,Fuchu-shi,31754,12617,19137,122565,48700,73864,264104,104940,159164
平成26,2014,2,13207,昭島市,Akishima-shi,11244,4464,6780,101074,40131,60943,229035,90938,138097
平成26,2014,2,13208,調布市,Chofu-shi,31234,12428,18806,137939,54887,83052,278251,110718,167534
平成26,2014,2,13209,町田市,Machida-shi,50149,19939,30210,116961,46502,70458,265791,105676,160115
平成26,2014,2,13210,小金井市,Koganei-shi,17326,6901,10425,143462,57141,86321,285791,113831,171960
平成26,2014,2,13211,小平市,Kodaira-shi,21540,8569,12971,113555,45173,68381,248890,99011,149878
平成26,2014,2,13212,日野市,Hino-shi,20623,8200,12422,112695,44812,67883,244495,97221,147274
平成26,2014,2,13213,東村山市,Higashimurayama-shi,15357,6099,9258,101120,40158,60962,231148,91796,139352
平成26,2014,2,13214,国分寺市,Kokubunji-shi,17384,6918,10466,142171,56575,85597,289422,115170,174252
平成26,2014,2,13215,国立市,Kunitachi-shi,11344,4514,6830,150439,59862,90577,307087,122194,184893
平成26,2014,2,13218,福生市,Fussa-shi,5651,2245,3407,97009,38530,58480,197563,78467,119096
平成26,2014,2,13219,狛江市,Komae-shi,10116,4021,6095,125649,49941,75708,248111,98616,149495
平成26,2014,2,13220,東大和市,Higashiyamato-shi,8453,3360,5092,99178,39427,59750,233894,92983,140912
平成26,2014,2,13221,清瀬市,Kiyose-shi,7079,2813,4266,95184,37826,57359,218960,87013,131947
平成26,2014,2,13222,東久留米市,Higashikurume-shi,12290,4889,7402,105757,42066,63691,242128,96309,145819
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,5901,2343,3558,83681,33229,50452,207675,82466,125208
平成26,2014,2,13224,多摩市,Tama-shi,17378,6913,10465,117700,46821,70879,259827,103359,156468
平成26,2014,2,13225,稲城市,Inagi-shi,10887,4329,6557,125531,49921,75610,296387,117866,178521
平成26,2014,2,13227,羽村市,Hamura-shi,5757,2296,3461,103010,41081,61928,235274,93830,141445
平成26,2014,2,13228,あきる野市,Akiruno-shi,7310,2903,4408,90448,35912,54536,235807,93627,142180
平成26,2014,2,13229,西東京市,Nishitokyo-shi,23912,9507,14405,120023,47719,72304,261067,103796,157271
平成26,2014,1,13300,郡部,All gun,4797,1905,2893,83084,32986,50098,219627,87196,132431
平成26,2014,2,13303,瑞穂町,Mizuho-machi,2941,1168,1772,89015,35365,53649,226214,89874,136340
平成26,2014,2,13305,日の出町,Hinode-machi,1353,537,816,79082,31398,47684,228730,90812,137918
平成26,2014,2,13307,檜原村,Hinohara-mura,133,52,80,59005,23242,35763,152152,59933,92219
平成26,2014,2,13308,奥多摩町,Okutama-machi,371,147,224,69356,27456,41900,180372,71404,108968
平成26,2014,1,13350,島部,All islands,2337,927,1411,87773,34800,52974,171194,67874,103320
平成26,2014,2,13361,大島町,Oshima-machi,621,246,374,77278,30675,46603,152169,60402,91767
平成26,2014,2,13362,利島村,Toshima-mura,32,13,20,97636,38777,58858,159680,63419,96261
平成26,2014,2,13363,新島村,Niijima-mura,205,81,124,75793,30067,45725,166046,65871,100175
平成26,2014,2,13364,神津島村,Kozushima-mura,156,62,94,85398,33755,51643,194328,76811,117517
平成26,2014,2,13381,三宅村,Miyake-mura,239,94,145,93548,36894,56654,151897,59906,91991
平成26,2014,2,13382,御蔵島村,Mikurajima-mura,32,13,19,96735,38418,58317,163551,64953,98598
平成26,2014,2,13401,八丈町,Hachijo-machi,594,235,359,76005,30119,45887,148071,58676,89395
平成26,2014,2,13402,青ヶ島村,Aogashima-mura,26,10,16,136194,53078,83116,200596,78177,122419
平成26,2014,2,13421,小笠原村,Ogasawara-mura,432,172,260,152284,60588,91696,304031,120963,183068
,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,,,,,
21-8  地域別個人住民税負担額 (平成22～平成26年度) 21-8  INHABITANT TAX ON INDIVIDUALS LEVIED BY DISTRICT ( Fiscal Years 2010-2014 ),,,,,,,,,,,,,,
この表の住民負担額のうち特別区の区域分は都民税及び特別区民税の収入額，その他の区域分は都民税及び市町村税の収入額による。また，負担額の算出に用いた人口及び世帯数は各年度とも10月1日現在のものである。,,,,,,,,,,,,,,
The individual inhabitant tax for the ku area is revenue from the metropolitan and municipal ku inhabitant taxes， and for the other districts is revenue from the metropolitan and municipal shi， machi， mura inhabitant taxes. The populations and houshold numbers used to calculate the levied amounts are as of Oct. 1 of the fiscal years stated.,,,,,,,,,,,,,,
資料：都主税局税制部歳入課「東京都税務統計年報」Source: Bureau of Taxation， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市町村部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,
