地域階層,地区コード,項番 Item number,地域,District,総数 All manufacturing／事業所数 Establishments,総数 All manufacturing／従業者数 Employees,総数 All manufacturing／現金給与総額 Total cash wages,総数 All manufacturing／原材料使用額等 Value of raw materials used， etc.,総数 All manufacturing／製造品出荷額等 Shipment value of manufactured goods， etc.,総数 All manufacturing／粗付加価値額 Gross value added,事業所数 Establishments／食料品 Food,事業所数 Establishments／飲料・たばこ・飼料 Beverages， tobacco and feed,事業所数 Establishments／繊維工業 Textiles,事業所数 Establishments／木材・木製品(家具を除く) Lumber and wood products， except furniture,事業所数 Establishments／家具・装備品 Furniture and fixtures,事業所数 Establishments／パルプ・紙・紙加工品 Pulp， paper and paper products,事業所数 Establishments／印刷・同関連業 Printing and allied industries,事業所数 Establishments／化学工業 Chemicals,事業所数 Establishments／石油・石炭製品 Petroleum and coal products,事業所数 Establishments／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,事業所数 Establishments／ゴム製品 Rubber products,事業所数 Establishments／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,事業所数 Establishments／窯業・土石製品 Ceramic， stone and clay products,事業所数 Establishments／鉄鋼業 Iron and steel,事業所数 Establishments／非鉄金属 Non-ferrous metals and products,事業所数 Establishments／金属製品 Fabricated metal products,事業所数 Establishments／はん用機械器具 General-purpose machinery,事業所数 Establishments／生産用機械器具 Production machinery,事業所数 Establishments／業務用機械器具 Business use machinery,事業所数 Establishments／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,事業所数 Establishments／電気機械器具 Electrical machinery， equipment and supplies,事業所数 Establishments／情報通信機械器具 Information and communications equipment,事業所数 Establishments／輸送用機械器具 Transportation equipment,事業所数 Establishments／その他 Others,従業者数 Persons engaged／食料品 Food,従業者数 Persons engaged／飲料・たばこ・飼料 Beverages， tobacco and feed,従業者数 Persons engaged／繊維工業 Textiles,従業者数 Persons engaged／木材・木製品(家具を除く) Lumber and wood products， except furniture,従業者数 Persons engaged／家具・装備品 Furniture and fixtures,従業者数 Persons engaged／パルプ・紙・紙加工品 Pulp， paper and paper products,従業者数 Persons engaged／印刷・同関連業 Printing and allied industries,従業者数 Persons engaged／化学工業 Chemicals,従業者数 Persons engaged／石油・石炭製品 Petroleum and coal products,従業者数 Persons engaged／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,従業者数 Persons engaged／ゴム製品 Rubber products,従業者数 Persons engaged／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,従業者数 Persons engaged／窯業・土石製品 Ceramic， stone and clay products,従業者数 Persons engaged／鉄鋼業 Iron and steel,従業者数 Persons engaged／非鉄金属 Non-ferrous metals and products,従業者数 Persons engaged／金属製品 Fabricated metal products,従業者数 Persons engaged／はん用機械器具 General-purpose machinery,従業者数 Persons engaged／生産用機械器具 Production machinery,従業者数 Persons engaged／業務用機械器具 Business use machinery,従業者数 Persons engaged／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,従業者数 Persons engaged／電気機械器具 Electrical machinery， equipment and supplies,従業者数 Persons engaged／情報通信機械器具 Information and communications equipment,従業者数 Persons engaged／輸送用機械器具 Transportation equipment,従業者数 Persons engaged／その他 Others,製造品出荷額等 Value of manufactured goods shipments， etc.／食料品 Food,製造品出荷額等 Value of manufactured goods shipments， etc.／飲料・たばこ・飼料 Beverages， tobacco and feed,製造品出荷額等 Value of manufactured goods shipments， etc.／繊維工業 Textiles,製造品出荷額等 Value of manufactured goods shipments， etc.／木材・木製品(家具を除く) Lumber and wood products， except furniture,製造品出荷額等 Value of manufactured goods shipments， etc.／家具・装備品 Furniture and fixtures,製造品出荷額等 Value of manufactured goods shipments， etc.／パルプ・紙・紙加工品 Pulp， paper and paper products,製造品出荷額等 Value of manufactured goods shipments， etc.／印刷・同関連業 Printing and allied industries,製造品出荷額等 Value of manufactured goods shipments， etc.／化学工業 Chemicals,製造品出荷額等 Value of manufactured goods shipments， etc.／石油・石炭製品 Petroleum and coal products,製造品出荷額等 Value of manufactured goods shipments， etc.／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,製造品出荷額等 Value of manufactured goods shipments， etc.／ゴム製品 Rubber products,製造品出荷額等 Value of manufactured goods shipments， etc.／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,製造品出荷額等 Value of manufactured goods shipments， etc.／窯業・土石製品 Ceramic， stone and clay products,製造品出荷額等 Value of manufactured goods shipments， etc.／鉄鋼業 Iron and steel,製造品出荷額等 Value of manufactured goods shipments， etc.／非鉄金属 Non-ferrous metals and products,製造品出荷額等 Value of manufactured goods shipments， etc.／金属製品 Fabricated metal products,製造品出荷額等 Value of manufactured goods shipments， etc.／はん用機械器具 General-purpose machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／生産用機械器具 Production machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／業務用機械器具 Business use machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,製造品出荷額等 Value of manufactured goods shipments， etc.／電気機械器具 Electrical machinery， equipment and supplies,製造品出荷額等 Value of manufactured goods shipments， etc.／情報通信機械器具 Information and communications equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／輸送用機械器具 Transportation equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／その他 Others
2,13111,11,大田区,Ota-ku,1413,21496,9263392,21573072,41102927,18331124,51,4,18,3,11,17,79,20,1,106,12,1,19,29,26,294,116,254,85,41,115,16,65,30,1623,99,202,29,151,251,1396,747,42,1318,229,20,344,396,292,3964,1751,3499,1363,599,1667,398,745,371,3432086,366409,175214,x,231664,394164,2230707,2252171,x,1915781,461279,x,1386002,1609344,1305791,6367203,3129696,5963997,2594059,1050180,2864373,752868,1389034,604449
2,13112,12,世田谷区,Setagaya-ku,178,2416,949531,1900139,3963337,1930062,27,-,11,-,5,5,27,8,-,3,2,1,7,-,2,16,3,8,17,6,16,4,-,10,412,-,77,-,52,25,413,130,-,30,9,9,111,-,69,142,36,84,264,109,229,82,-,133,689482,-,35763,-,92886,14084,659847,345054,-,40779,x,x,543788,-,x,169500,36964,138123,406440,149248,328645,87300,-,x
2,13113,13,渋谷区,Shibuya-ku,58,1037,464622,852174,1773470,863729,5,-,3,-,1,1,23,1,-,2,-,-,-,-,-,2,-,-,5,-,7,1,-,7,40,-,20,-,7,7,608,10,-,11,-,-,-,-,-,17,-,-,153,-,79,4,-,81,x,-,x,-,x,x,1070199,x,-,x,-,-,-,-,-,x,-,-,356814,-,113752,x,-,116397
2,13114,14,中野区,Nakano-ku,78,911,372363,566042,1224380,621445,10,2,12,-,1,3,18,2,-,-,-,-,1,-,-,7,1,5,3,3,3,1,1,5,163,14,161,-,5,45,116,20,-,-,-,-,6,-,-,89,9,70,79,38,24,5,17,50,233875,x,120489,-,x,74979,121520,x,-,-,-,-,x,-,-,80240,x,104275,x,76362,39320,x,x,62917
2,13115,15,杉並区,Suginami-ku,95,1025,421593,881818,1753417,816024,9,-,5,1,6,3,25,-,-,3,1,-,2,2,-,1,1,4,7,1,11,2,4,7,74,-,76,8,37,21,220,-,-,33,7,-,12,13,-,6,6,44,75,13,225,34,45,76,103571,-,112751,x,41774,24679,382446,-,-,33906,x,-,x,x,-,x,x,54031,197124,x,464935,x,112341,99693
2,13116,16,豊島区,Toshima-ku,161,3003,1368041,2685129,5720484,2870478,10,-,13,1,3,10,59,5,-,4,2,2,1,-,-,7,4,3,15,2,7,4,1,8,168,-,127,12,60,92,1208,56,-,25,19,12,13,-,-,54,72,21,169,56,490,52,9,288,260359,-,119358,x,105669,88481,2205119,96564,-,22997,x,x,x,-,-,53113,92224,26825,204229,x,1627805,70232,x,551546
2,13117,17,北区,Kita-ku,285,7895,4312765,12346969,24056734,10993274,18,1,14,-,4,18,78,8,-,9,6,10,1,1,4,28,9,13,17,3,11,4,6,22,258,13,164,-,47,292,3606,624,-,51,219,93,10,25,42,293,136,174,624,30,203,79,191,721,335013,x,171148,-,65732,519180,13708618,1274857,-,31903,347353,113059,x,x,57916,622071,296084,536898,2223627,38967,538993,116955,530638,2280721
2,13118,18,荒川区,Arakawa-ku,505,5814,2237211,5199638,9407813,3940178,18,1,12,1,15,36,127,7,-,27,12,19,6,4,3,78,11,22,27,6,19,2,3,49,412,16,98,24,104,329,1596,166,-,237,122,206,64,19,32,707,203,183,283,149,296,22,26,520,1161720,x,101352,x,127746,549021,2502935,254008,-,240331,116935,417955,70440,26470,36372,1031401,276249,262285,464163,206412,559135,x,71374,877323
2,13119,19,板橋区,Itabashi-ku,668,16454,7712394,21785942,42582847,19616533,38,-,18,1,12,39,212,26,2,40,4,3,7,7,7,59,12,44,57,9,21,6,12,32,1102,-,317,6,96,579,6334,685,65,457,40,49,364,787,80,642,185,621,2159,82,358,555,311,580,2380791,-,408638,x,174030,721938,10604997,2318575,x,604932,51543,40573,1229438,5119257,228715,756245,390622,1270037,11211734,192507,909573,1952642,759088,989740
2,13120,20,練馬区,Nerima-ku,193,3032,1160552,3366716,6163668,2633635,30,-,19,1,9,12,18,4,-,16,3,2,5,-,3,12,3,8,13,3,11,3,4,14,751,-,131,4,163,218,311,71,-,139,21,19,54,-,204,140,38,82,177,31,153,165,34,126,1108572,-,119270,x,425386,398598,411869,1059537,-,155432,33203,x,429025,-,574381,196707,106519,110643,197183,14270,254314,340947,42204,158176
2,13121,21,足立区,Adachi-ku,883,12760,4540190,13253236,22689403,8861989,62,-,47,5,51,59,74,23,3,63,20,66,8,6,8,163,26,69,20,5,25,6,17,57,2075,-,500,30,467,880,861,981,35,712,292,727,260,173,164,1610,377,855,279,130,370,52,248,682,2881099,-,459664,26974,711213,1757448,1224510,2540418,114481,873636,299789,1527218,557660,1792396,541658,2186252,630684,1512067,582292,183568,587344,63437,492652,1142943
2,13122,22,葛飾区,Katsushika-ku,770,9525,3499541,9532801,16893556,6901324,30,1,31,3,17,37,54,7,-,69,59,28,9,5,10,183,15,80,26,6,23,5,12,60,563,8,332,22,135,675,585,149,-,731,679,494,113,44,103,2063,189,743,339,105,538,156,97,662,2596714,x,394706,13924,96440,2143890,860167,403306,-,1116791,794781,670739,508411,66874,337539,2582814,293448,1102517,630372,96519,770768,x,85751,959661
2,13123,23,江戸川区,Edogawa-ku,757,9473,3798314,11608293,19890563,7777528,36,-,58,4,28,30,71,11,-,46,14,9,18,19,5,171,36,98,22,4,27,-,17,33,1021,-,512,26,208,553,915,207,-,485,187,96,222,176,90,1850,360,1492,188,56,278,-,184,367,3729998,-,666482,27000,267014,2194609,884881,418134,-,636915,234230,155776,645961,500022,472456,3444846,523673,3414429,232307,126344,508581,-,269513,537392
1,13200,,市部,All shi,2424,110309,59679143,269876047,447780650,166769342,207,24,60,9,50,43,193,45,5,135,9,2,53,14,31,247,94,284,184,193,257,93,97,95,16068,901,1007,83,1651,913,5005,3272,95,2064,719,15,1013,406,1020,3838,3000,5702,5220,6663,20782,11509,16643,2720,38983282,12510397,x,81146,6369483,2104200,9959271,12060982,812028,3531969,2282112,x,4881326,3404520,3138851,5680231,5581976,14441524,10291920,26496757,70129812,82840526,117494423,13614878
2,13201,1,八王子市,Hachioji-shi,561,15393,6451994,17571384,36981225,18473471,33,6,27,1,10,8,32,13,2,41,-,-,12,1,8,53,25,69,48,55,59,21,22,15,2263,111,387,13,126,235,1525,900,32,823,-,-,169,5,202,704,487,1605,1207,1520,1704,604,557,214,5655578,278550,423540,x,305927,733952,3583094,4844119,x,1509993,-,-,680613,x,529695,913181,747132,5516700,2536770,2794923,3004538,926337,1148708,418334
2,13202,2,立川市,Tachikawa-shi,90,3753,1753734,5077877,8193097,3179372,13,-,-,-,3,3,11,2,-,5,-,-,2,-,-,9,3,6,7,6,7,3,5,5,724,-,-,-,1013,61,490,79,-,173,-,-,17,-,-,99,44,81,107,191,312,178,139,45,932408,-,-,-,4462557,44061,502636,x,-,418322,-,-,x,-,-,138188,127976,209708,84287,240058,467300,117756,234844,53264
2,13203,3,武蔵野市,Musashino-shi,28,376,171948,256683,611038,331067,3,-,-,-,-,-,8,-,-,1,-,1,1,-,-,-,2,2,2,3,3,-,-,2,35,-,-,-,-,-,126,-,-,7,-,9,17,-,-,-,29,20,31,53,36,-,-,13,31883,-,-,-,-,-,148056,-,-,x,-,x,x,-,-,-,x,x,x,102480,73247,-,-,x
2,13204,4,三鷹市,Mitaka-shi,85,2967,2118485,9387156,9467438,105170,6,-,1,-,-,-,16,1,-,4,1,-,1,1,-,7,2,12,10,3,10,7,2,1,146,-,5,-,-,-,249,42,-,43,7,-,6,6,-,131,37,110,206,36,186,1530,221,6,142154,-,x,-,-,-,388634,x,-,87540,x,-,x,x,-,195077,x,112592,531467,77523,282596,6973307,x,x
2,13205,5,青梅市,Ome-shi,236,9176,5540208,12165866,20809541,8211186,19,2,7,-,3,4,10,2,1,22,1,-,5,4,1,31,9,49,14,12,20,7,9,4,852,92,206,-,15,63,169,50,15,237,19,-,123,102,7,477,153,881,680,722,2259,1402,619,33,1051994,x,164316,-,19380,58340,266349,x,x,326705,x,-,272268,1294847,x,722392,220299,1644107,1323494,2721836,6729925,819256,2754873,54527
2,13206,6,府中市,Fuchu-shi,123,13197,8607943,63786585,89165922,21751723,12,2,2,-,2,2,11,-,1,4,2,-,5,-,4,11,5,9,6,9,21,9,2,4,1156,149,34,-,18,32,296,-,29,48,23,-,94,-,486,100,214,207,231,611,4872,4444,59,94,2542820,x,x,-,x,x,1242522,-,x,69488,x,-,451638,-,1867323,155500,309324,545869,389854,2115678,22618857,50624314,x,210424
2,13207,7,昭島市,Akishima-shi,127,9210,4919684,39967964,51228353,11288751,9,-,-,2,5,3,2,1,-,1,-,-,2,1,3,19,5,20,9,5,19,4,11,6,2287,-,-,19,105,41,16,8,-,25,-,-,220,4,31,349,39,567,138,1519,2917,208,624,93,5412636,-,-,x,318313,36850,x,x,-,x,-,-,x,x,15059,458433,37020,1559199,142462,14612849,11876504,13011952,1796072,71277
2,13208,8,調布市,Chofu-shi,103,2378,1176907,2435049,5005639,2424962,10,1,4,-,3,3,17,1,-,5,-,-,2,1,-,6,5,4,10,8,13,3,2,5,177,56,48,-,22,26,279,9,-,54,-,-,29,13,-,120,99,58,180,99,1016,30,24,39,554512,x,64925,-,13708,43570,288227,x,-,61766,-,-,x,x,-,119886,147722,57274,377172,88668,2284146,44872,x,32579
2,13209,9,町田市,Machida-shi,143,4692,1891718,5558755,9586725,3823721,14,1,3,1,-,2,8,2,1,9,2,-,-,2,2,19,7,7,9,19,14,7,4,10,1126,13,47,9,-,39,79,53,19,148,15,-,-,20,24,286,155,234,751,318,402,682,50,222,1401885,x,48283,x,-,x,92552,x,x,192048,x,-,-,x,x,522137,236279,1055389,1506107,733525,1155199,1695663,80163,286852
2,13210,10,小金井市,Koganei-shi,17,366,161210,354801,469779,107298,2,-,1,-,-,1,1,1,-,1,-,-,2,-,-,-,-,2,2,-,-,-,2,2,13,-,6,-,-,16,4,28,-,15,-,-,21,-,-,-,-,20,38,-,-,-,42,163,x,-,x,-,-,x,x,x,-,x,-,-,x,-,-,-,-,x,x,-,-,-,x,x
2,13211,11,小平市,Kodaira-shi,87,4481,2112250,7777219,11675558,3733250,9,-,3,-,4,4,8,1,-,4,3,-,2,-,2,10,4,10,1,9,8,3,-,2,1438,-,41,-,27,57,118,6,-,40,655,-,44,-,15,100,234,133,23,150,81,1305,-,14,1328082,-,23048,-,20849,63725,159540,x,-,44514,2216243,-,x,-,x,161556,821417,186429,x,172405,123702,6162390,-,x
2,13212,12,日野市,Hino-shi,74,16110,11689081,29020158,78011391,46152682,4,1,1,-,1,2,9,1,-,2,-,-,2,1,1,4,2,6,9,8,11,4,2,3,329,7,4,-,4,17,176,1303,-,13,-,-,41,6,6,47,15,76,289,234,5331,120,8077,15,1453097,x,x,-,x,x,300912,x,-,x,-,-,x,x,x,36866,x,117159,435144,311975,18807583,212798,x,15431
2,13213,13,東村山市,Higashimurayama-shi,85,2507,886702,3080113,5759883,2508496,11,1,2,1,2,2,12,7,-,8,-,-,1,-,2,6,3,4,1,7,9,3,1,2,865,22,20,4,20,54,218,341,-,100,-,-,29,-,12,127,67,33,5,407,115,24,12,32,2636412,x,x,x,x,x,306339,1026857,-,206350,-,-,x,-,x,148151,169201,49204,x,588605,147496,18474,x,x
2,13214,14,国分寺市,Kokubunji-shi,28,993,591692,829717,2227262,1322309,-,-,2,-,-,-,5,3,-,1,-,-,-,-,-,2,-,-,4,2,3,3,-,3,-,-,15,-,-,-,58,41,-,9,-,-,-,-,-,53,-,-,41,69,101,580,-,26,-,-,x,-,-,-,96112,69679,-,x,-,-,-,-,-,x,-,-,40209,x,151465,1610484,-,108393
2,13215,15,国立市,Kunitachi-shi,22,350,113425,180715,389759,195312,6,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,4,-,3,1,3,2,131,-,-,-,-,-,4,-,-,11,-,-,-,-,-,-,-,8,106,-,29,18,29,14,104927,-,-,-,-,-,x,-,-,x,-,-,-,-,-,-,-,x,118061,-,32734,x,36833,x
2,13218,16,福生市,Fussa-shi,42,1359,529394,1063402,2322267,1167866,4,2,1,-,-,-,5,1,-,2,-,-,1,-,1,3,1,2,5,2,5,-,6,1,332,40,6,-,-,-,546,5,-,12,-,-,33,-,10,14,8,45,68,11,77,-,143,9,397351,x,x,-,-,-,1155017,x,-,x,-,-,x,-,x,23957,x,x,114055,x,147713,-,230207,x
