地域階層,地域コード,項番 Item number,地域,District,総床面積 Total floor space,新設 Newly constructed／総数 Total／戸数 Number,新設 Newly constructed／総数 Total／総床面積 Total floor space,新設 Newly constructed／持家 Owner's dwelling ／戸数 Number,新設 Newly constructed／持家 Owner's dwelling ／総床面積 Total floor space,新設 Newly constructed／貸家 For rent／戸数 Number,新設 Newly constructed／貸家 For rent／総床面積 Total floor space,新設 Newly constructed／給与住宅 Issued dwelling／戸数 Number,新設 Newly constructed／給与住宅 Issued dwelling／総床面積 Total floor space,新設 Newly constructed／分譲住宅 For sale／戸数 Number,新設 Newly constructed／分譲住宅 For sale／総床面積 Total floor space,その他 Others／総数 Total／戸数 Number,その他 Others／総数 Total／総床面積 Total floor space,その他 Others／持家 Owner's dwelling ／戸数 Number,その他 Others／持家 Owner's dwelling ／総床面積 Total floor space,その他 Others／貸家 For rent／戸数 Number,その他 Others／貸家 For rent／総床面積 Total floor space,その他 Others／給与住宅 Issued dwelling／戸数 Number,その他 Others／給与住宅 Issued dwelling／総床面積 Total floor space,その他 Others／分譲住宅 For sale／戸数 Number,その他 Others／分譲住宅 For sale／総床面積 Total floor space
5,13121,21,足立区,Adachi-ku,474410,8081,470307,666,81737,3811,145453,10,757,3594,242360,110,4103,9,633,23,395,78,3075,-,-
5,13122,22,葛飾区,Katsushika-ku,241089,4167,239662,446,51821,2447,92823,6,765,1268,94253,55,1427,4,148,21,398,30,881,-,-
5,13123,23,江戸川区,Edogawa-ku,320972,4551,316880,543,66009,2328,102433,5,156,1675,148282,87,4092,10,271,45,981,32,2840,-,-
2,13200,,市部,All shi,2652580,34029,2604505,6277,713715,12704,577744,158,9375,14890,1303671,774,48075,144,6556,297,6259,328,34938,5,322
5,13201,1,八王子市,Hachioji-shi,343272,4382,334403,778,93907,1774,76143,88,4726,1742,159627,153,8869,36,1111,51,827,63,6798,3,133
5,13202,2,立川市,Tachikawa-shi,147508,2035,141315,290,32193,816,37329,1,42,928,71751,52,6193,8,493,18,238,26,5462,-,-
5,13203,3,武蔵野市,Musashino-shi,88480,1247,87771,283,34695,690,33362,41,1578,233,18136,20,709,4,136,9,176,7,397,-,-
5,13204,4,三鷹市,Mitaka-shi,107194,1482,106242,324,36968,722,32527,-,-,436,36747,28,952,3,115,15,502,10,335,-,-
5,13205,5,青梅市,Ome-shi,70285,781,69251,253,29094,255,12648,1,98,272,27411,23,1034,5,255,17,767,1,12,-,-
5,13206,6,府中市,Fuchu-shi,149774,2004,148603,340,37859,768,33853,10,729,886,76162,33,1171,8,356,16,460,9,355,-,-
5,13207,7,昭島市,Akishima-shi,51701,650,51469,164,17749,227,10286,-,-,259,23434,8,232,1,23,5,89,2,120,-,-
5,13208,8,調布市,Chofu-shi,173868,2593,171520,302,31689,1244,52254,1,144,1046,87433,59,2348,8,398,10,165,41,1785,-,-
5,13209,9,町田市,Machida-shi,251034,2789,243550,638,74665,730,38495,8,443,1413,129947,87,7484,18,754,22,433,45,6108,2,189
5,13210,10,小金井市,Koganei-shi,90835,1274,90394,202,22885,539,22684,-,-,533,44825,22,441,4,115,14,233,4,93,-,-
5,13211,11,小平市,Kodaira-shi,167150,2118,165677,312,33601,525,23128,-,-,1281,108948,40,1473,5,158,14,234,21,1081,-,-
5,13212,12,日野市,Hino-shi,119355,1443,117864,317,37314,541,24610,1,309,584,55631,41,1491,11,502,21,302,9,687,-,-
5,13213,13,東村山市,Higashimurayama-shi,89802,1103,88784,180,19808,250,10198,-,-,673,58778,20,1018,3,388,5,72,12,558,-,-
5,13214,14,国分寺市,Kokubunji-shi,131021,1722,130634,205,22615,427,19966,2,512,1088,87541,20,387,1,44,12,186,7,157,-,-
5,13215,15,国立市,Kunitachi-shi,55976,789,55452,135,17034,416,16371,-,-,238,22047,19,524,3,137,9,187,7,200,-,-
5,13218,16,福生市,Fussa-shi,26980,317,26810,82,9208,132,7709,-,-,103,9893,7,170,2,111,-,-,5,59,-,-
5,13219,17,狛江市,Komae-shi,54463,699,54135,141,14901,216,10800,-,-,342,28434,12,328,2,82,6,113,4,133,-,-
5,13220,18,東大和市,Higashiyamato-shi,45550,526,40930,119,13278,242,11752,-,-,165,15900,12,4620,1,26,8,195,3,4399,-,-
5,13221,19,清瀬市,Kiyose-shi,58205,745,57688,150,16588,306,14387,-,-,289,26713,14,517,1,13,6,306,7,198,-,-
5,13222,20,東久留米市,Higashikurume-shi,46608,550,46290,160,16936,137,6141,-,-,253,23213,3,318,2,302,1,16,-,-,-,-
5,13223,21,武蔵村山市,Musashimurayama-shi,36864,422,36645,136,14250,124,6738,-,-,162,15657,8,219,2,110,4,76,2,33,-,-
5,13224,22,多摩市,Tama-shi,83931,964,78910,117,13832,374,20310,1,136,472,44632,15,5021,4,134,9,152,2,4735,-,-
5,13225,23,稲城市,Inagi-shi,54002,745,53546,122,13541,391,19603,1,191,231,20211,15,456,3,179,3,84,9,193,-,-
5,13227,24,羽村市,Hamura-shi,31156,389,31035,80,9360,167,7675,1,93,141,13907,7,121,-,-,7,121,-,-,-,-
5,13228,25,あきる野市,Akiruno-shi,50431,523,49786,216,24418,121,6883,-,-,186,18485,15,645,6,442,9,203,-,-,-,-
5,13229,26,西東京市,Nishitokyo-shi,127135,1737,125801,231,25327,570,21892,2,374,934,78208,41,1334,3,172,6,122,32,1040,-,-
3,13300,,郡部,All gun,33085,367,32759,126,14065,127,7429,-,-,114,11265,12,326,4,224,4,58,4,44,-,-
3,13350,,島部,All islands,4935,58,4935,33,3492,9,566,14,724,2,153,-,-,-,-,-,-,-,-,-,-
4,13360,1,大島支庁,Oshima-shicho,1765,16,1765,16,1765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13380,2,三宅支庁,Miyake-shicho,438,10,438,1,134,1,80,8,224,-,-,-,-,-,-,-,-,-,-,-,-
4,13400,3,八丈支庁,Hachijo-shicho,2074,25,2074,10,1036,8,486,6,500,1,52,-,-,-,-,-,-,-,-,-,-
4,13420,4,小笠原支庁,Ogasawara-shicho,658,7,658,6,557,-,-,-,-,1,101,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-11  地  域  別  着  工  住  宅  数 （平成27年） ,,,,,,,,,,,,,,,,,,,,,,,,,
　この表は， 建築基準法に基づき建築主から知事に届出のあった建築工事届により，着工住宅を工事別に分類したもので， 「新設」 ,,,,,,,,,,,,,,,,,,,,,,,,,
とは建築物の新築， 増築又は改築によって住宅の戸が新たに造られる工事をいい，「その他」とは住宅が増築又は改築されるときで， ,,,,,,,,,,,,,,,,,,,,,,,,,
住宅戸数が新たに増加しない工事をいう。 ,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　資料：都都市整備局市街地建築部建築企画課 ,,,,,,,,,,,,,,,,,,,,,,,,,
3-11  DWELLING  CONSTRUCTION STARTS BY DISTRICT ( 2015 ) ,,,,,,,,,,,,,,,,,,,,,,,,,
This table refers to the number of dwelling constructions started after submission of construction notification to the ,,,,,,,,,,,,,,,,,,,,,,,,,
Governor by the builders as prescribed in the Building Standards Act which have been classified by type of construction.,,,,,,,,,,,,,,,,,,,,,,,,,
Newly constructed refers to the building of a new dwelling unit through new construction extension or reconstruction,,,,,,,,,,,,,,,,,,,,,,,,,
"and ""Others"" refers to extension or reconstruction that does not result in an increase of dwelling units. ",,,,,,,,,,,,,,,,,,,,,,,,,
(Space in m2) ,,,,,,,,,,,,,,,,,,,,,,,,,
　　Source: Bureau of Urban Development， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
