地域階層,地域コード,項番 Item number,地域,District,登録自動車 Motor vehicles registered／総数 Total,登録自動車 Motor vehicles registered／貨物自動車 Trucks／計 Total,登録自動車 Motor vehicles registered／貨物自動車 Trucks／普通車 Ordinary,登録自動車 Motor vehicles registered／貨物自動車 Trucks／小型車 Small,登録自動車 Motor vehicles registered／貨物自動車 Trucks／被けん引車 Trailers,登録自動車 Motor vehicles registered／乗用車 Passenger cars／計 Total,登録自動車 Motor vehicles registered／乗用車 Passenger cars／普通車 Ordinary,登録自動車 Motor vehicles registered／乗用車 Passenger cars／小型車 Small,登録自動車 Motor vehicles registered／乗合自動車 Buses,登録自動車 Motor vehicles registered／特種用途車 Special use motor vehicles,登録自動車 Motor vehicles registered／大型特殊車 Heavy special type motor vehicles,1)小型二輪車（検査） Light two-wheeled motor vehicles ( Inspected ),2)課税登録台数軽自動車(四輪車) Light four-wheeled motor vehicles registered,有料駐車場 Pay parking lots／駐車場数 Quantity,有料駐車場 Pay parking lots／収容台数 Capacity,,
5,13109,9,品川区,Shinagawa-ku,70651,12016,3050,7161,1805,56332,35350,20982,491,1499,313,4550,8708,64,10386,,
5,13110,10,目黒区,Meguro-ku,53727,3859,949,2880,30,48745,33986,14759,234,829,60,3649,5327,21,1618,,
5,13111,11,大田区,Ota-ku,157914,28879,10067,16528,2284,122274,73656,48618,1201,4579,981,9701,21864,41,19385,,
5,13112,12,世田谷区,Setagaya-ku,194995,13816,4082,9713,21,176708,118379,58329,730,3370,371,13027,22738,32,5008,,
5,13113,13,渋谷区,Shibuya-ku,50922,4223,678,3529,16,45790,33361,12429,153,714,42,3376,5013,77,9262,,
5,13114,14,中野区,Nakano-ku,46573,4564,865,3691,8,40887,24351,16536,242,824,56,4293,7805,15,1577,,
5,13115,15,杉並区,Suginami-ku,97364,7719,2045,5667,7,87274,53444,33830,482,1774,115,6347,14227,8,759,,
5,13116,16,豊島区,Toshima-ku,42044,5202,788,4407,7,35768,21759,14009,252,814,8,3049,6680,48,7107,,
5,13117,17,北区,Kita-ku,53695,6827,1631,5188,8,45392,24519,20873,387,1012,77,3774,9294,11,1517,,
5,13118,18,荒川区,Arakawa-ku,35012,6268,1617,4586,65,27577,15296,12281,107,871,189,1871,6203,9,887,,
5,13119,19,板橋区,Itabashi-ku,110003,16573,5827,10717,29,89986,49825,40161,547,2668,229,6662,19217,31,6120,,
5,13120,20,練馬区,Nerima-ku,162113,17206,5170,12004,32,140384,79336,61048,820,3487,216,8676,30291,27,6478,,
5,13121,21,足立区,Adachi-ku,185200,33828,13973,19705,150,142341,75371,66970,1226,6884,921,8776,42593,37,7074,,
5,13122,22,葛飾区,Katsushika-ku,104374,14653,4829,9715,109,85514,45558,39956,548,2903,756,5505,21713,20,3960,,
5,13123,23,江戸川区,Edogawa-ku,173700,31596,14073,16650,873,133192,74157,59035,1088,6166,1658,8190,31163,21,2967,,
2,13200,,市部,All shi,1148297,98422,31625,66317,480,1016769,504458,512311,5313,24488,3305,54663,368359,332,72249,,
5,13201,1,八王子市,Hachioji-shi,177710,17348,6242,10985,121,154160,75156,79004,1165,4472,565,8812,66703,68,13293,,
5,13202,2,立川市,Tachikawa-shi,54250,5781,1463,4310,8,46452,22328,24124,241,1612,164,2509,18723,35,13679,,
5,13203,3,武蔵野市,Musashino-shi,27424,1530,331,1199,-,25005,14551,10454,346,476,67,1310,4380,25,2805,,
5,13204,4,三鷹市,Mitaka-shi,41775,3476,1009,2458,9,37402,20441,16961,70,742,85,2338,8329,7,841,,
5,13205,5,青梅市,Ome-shi,47862,4312,1556,2668,88,42154,19196,22958,201,994,201,2488,26646,4,376,,
5,13206,6,府中市,Fuchu-shi,65753,6447,2171,4259,17,57196,29212,27984,269,1630,211,3168,16600,14,3694,,
5,13207,7,昭島市,Akishima-shi,33527,3216,1203,2001,12,29286,13706,15580,144,732,149,1545,12123,9,1290,,
5,13208,8,調布市,Chofu-shi,52621,4592,1450,3139,3,46505,25315,21190,296,1064,164,2491,10672,32,5295,,
5,13209,9,町田市,Machida-shi,129145,9081,2720,6346,15,117046,58585,58461,723,2047,248,5360,39290,33,7349,,
5,13210,10,小金井市,Koganei-shi,25084,1305,289,1014,2,23280,12117,11163,74,365,60,1264,5157,7,1017,,
5,13211,11,小平市,Kodaira-shi,48797,3781,1107,2669,5,43629,21495,22134,188,1012,187,2354,12598,2,96,,
5,13212,12,日野市,Hino-shi,49484,2958,748,2205,5,45178,22181,22997,195,1022,131,2405,14090,9,2289,,
5,13213,13,東村山市,Higashimurayama-shi,40106,3396,1114,2277,5,35593,16674,18919,120,907,90,1827,12833,4,646,,
5,13214,14,国分寺市,Kokubunji-shi,28006,1632,292,1339,1,25836,13260,12576,81,397,60,1292,6098,4,1039,,
5,13215,15,国立市,Kunitachi-shi,19884,2560,1166,1364,30,16617,9098,7519,31,586,90,805,4252,5,319,,
5,13218,16,福生市,Fussa-shi,25874,1642,483,1154,5,23678,9982,13696,87,385,82,1247,8954,12,1840,,
5,13219,17,狛江市,Komae-shi,17357,1638,408,1228,2,15248,8127,7121,141,301,29,1004,3545,3,302,,
5,13220,18,東大和市,Higashiyamato-shi,26302,2363,629,1730,4,23264,11008,12256,53,559,63,1344,10154,1,64,,
5,13221,19,清瀬市,Kiyose-shi,18462,1355,283,1070,2,16698,7744,8954,88,280,41,833,6496,5,466,,
5,13222,20,東久留米市,Higashikurume-shi,31772,3120,909,2194,17,27655,13168,14487,195,729,73,1423,9563,2,108,,
5,13223,21,武蔵村山市,Musashimurayama-shi,27679,4555,1998,2489,68,21729,10345,11384,66,1247,82,1342,14770,1,2956,,
5,13224,22,多摩市,Tama-shi,40058,2285,702,1578,5,36750,18421,18329,226,768,29,1852,9738,22,7148,,
5,13225,23,稲城市,Inagi-shi,25085,2098,693,1399,6,22368,11682,10686,62,520,37,1031,6135,10,2206,,
5,13227,24,羽村市,Hamura-shi,19452,1815,707,1089,19,17189,8056,9133,43,310,95,842,9572,2,185,,
5,13228,25,あきる野市,Akiruno-shi,28899,2822,1098,1720,4,25145,11401,13744,108,636,188,1618,20766,7,2147,,
5,13229,26,西東京市,Nishitokyo-shi,45929,3314,854,2433,27,41706,21209,20497,100,695,114,2159,10172,9,799,,
3,13300,,郡部,All gun,27846,5855,2844,2785,226,19814,9078,10736,282,1490,405,1224,16564,-,-,,
3,13350,,島部,All islands,9685,2428,959,1447,22,5369,1454,3915,136,793,959,289,15619,-,-,,
,,,地域不詳,Not reported,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,
4-6  地域別自動車保有台数及び有料駐車場数 (平成27年度末) ,,,,,,,,,,,,,,,,,,,,,
登録自動車台数及び課税登録台数（軽自動車）には，外国軍人軍属の私有車を含む。 また， 駐車場は駐車場法に基づき ,,,,,,,,,,,,,,,,,,,,,
　　　　　 　 届けられた500㎡以上のものである。 ,,,,,,,,,,,,,,,,,,,,,
　　注 1) 総排気量が250㏄を超えるオートバイなど。 ,,,,,,,,,,,,,,,,,,,,,
　　 　 2) 軽自動車の登録台数は年度当初の課税台数である。 ,,,,,,,,,,,,,,,,,,,,,
　　資料： (一財)自動車検査登録情報協会，都総務局行政部区政課，都建設局道路管理部管理課,,,,,,,,,,,,,,,,,,,, , 
4-6  NUMBER OF MOTOR VEHICLES AND PAY PARKING LOTS BY DISTRICT ,,,,,,,,,,,,,,,,,,,,,
( End of Fiscal Year 2015 ) ,,,,,,,,,,,,,,,,,,,,,
"Motor vehicles registered and ""Light four-wheeled motor vehicles registered"" include private vehicles owned by foreign military and civilian ",,,,,,,,,,,,,,,,,,,,,
"personnel.  ""Pay parking lots"" refer to those with an area of at least 500m2 reported as regulated under the Parking Lot Act. ",,,,,,,,,,,,,,,,,,,,,
　　Note: 1) Such as motorcycles with a displacement of over 250cc. ,,,,,,,,,,,,,,,,,,,,,
　　　 　　 2) The number of light four-wheeled motor vehicles registered is the number of such vehicles taxed as of the beginning of the fiscal year. ,,,,,,,,,,,,,,,,,,,,,
　　Source: Automobile Inspection & Registration Information Association; Bureau of General Affairs， TMG;Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,, , 
