地域階層,地域コード,地域,平成13年中／増減,平成13年中／転入,平成13年中／転出,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出,平成16年中／増減,平成16年中／転入,平成16年中／転出,平成17年中／増減,平成17年中／転入,平成17年中／転出
4,13206,府中市,1388,8021,6633,2189,8629,6440,2323,8821,6498,2669,8844,6175,2755,8853,6098
4,13207,昭島市,154,2087,1933,281,2191,1910,20,2087,2067,-27,1909,1936,180,2018,1838
4,13208,調布市,1451,8041,6590,1539,7963,6424,1436,8010,6574,2076,8121,6045,1353,7529,6176
4,13209,町田市,4320,17951,13631,5384,18666,13282,4845,18171,13326,3211,16374,13163,2277,15443,13166
4,13210,小金井市,641,4518,3877,769,4543,3774,806,4425,3619,785,4315,3530,918,4197,3279
4,13211,小平市,1386,6844,5458,1352,6540,5188,920,5998,5078,1136,6021,4885,974,5856,4882
4,13212,日野市,572,5163,4591,572,5054,4482,995,5236,4241,673,4906,4233,610,4697,4087
4,13213,東村山市,62,3826,3764,332,3960,3628,370,4039,3669,58,3770,3712,223,3527,3304
4,13214,国分寺市,1114,4703,3589,943,4483,3540,784,4316,3532,904,4219,3315,1217,4309,3092
4,13215,国立市,306,2550,2244,247,2469,2222,267,2471,2204,475,2463,1988,317,2322,2005
4,13218,福生市,126,1229,1103,0,1057,1057,-123,986,1109,146,1121,975,118,1105,987
4,13219,狛江市,260,3122,2862,544,3155,2611,231,2932,2701,355,2844,2489,490,2928,2438
4,13220,東大和市,155,1375,1220,22,1310,1288,-47,1255,1302,-62,1303,1365,-74,1132,1206
4,13221,清瀬市,270,2158,1888,319,2247,1928,599,2469,1870,1154,2962,1808,203,2007,1804
4,13222,東久留米市,205,3355,3150,-260,2874,3134,166,2984,2818,140,2948,2808,129,2756,2627
4,13223,武蔵村山市,-317,1169,1486,-88,1007,1095,-171,997,1168,26,999,973,138,1041,903
4,13224,多摩市,-41,4110,4151,273,4195,3922,432,4305,3873,295,4023,3728,-169,3523,3692
4,13225,稲城市,442,2767,2325,768,2991,2223,1029,3281,2252,757,3010,2253,542,2653,2111
4,13227,羽村市,-130,1084,1214,143,1138,995,63,1076,1013,145,1165,1020,151,1124,973
4,13228,あきる野市,227,1077,850,109,1018,909,82,948,866,22,867,845,-46,926,972
4,13229,西東京市,911,6299,5388,564,5875,5311,983,6303,5320,1171,6030,4859,1131,6128,4997
1,13550,町村部,-269,1413,1682,62,1527,1465,-182,1362,1544,-210,1276,1486,-254,1424,1678
2,13300,郡部,-148,605,753,31,646,615,-70,614,684,-107,575,682,-107,546,653
4,13303,瑞穂町,-113,388,501,63,440,377,-34,417,451,-59,402,461,-47,372,419
4,13305,日の出町,-7,166,173,-45,126,171,-19,142,161,-50,102,152,-43,121,164
4,13307,檜原村,2,15,13,-1,15,16,-20,16,36,8,28,20,-8,12,20
4,13308,奥多摩町,-30,36,66,14,65,51,3,39,36,-6,43,49,-9,41,50
2,13350,島部,-121,808,929,31,881,850,-112,748,860,-103,701,804,-147,878,1025
3,13360,大島支庁,-28,335,363,73,405,332,-39,335,374,-13,306,319,-63,330,393
4,13361,大島町,-35,213,248,21,248,227,-25,219,244,-30,199,229,-58,228,286
4,13362,利島村,14,21,7,2,14,12,0,11,11,-1,6,7,-6,7,13
4,13363,新島村,-15,60,75,48,95,47,-13,67,80,6,53,47,-1,54,55
4,13364,神津島村,8,41,33,2,48,46,-1,38,39,12,48,36,2,41,39
3,13380,三宅支庁,-75,18,93,-45,16,61,-38,19,57,-19,20,39,27,188,161
4,13381,三宅村,-80,3,83,-48,6,54,-46,0,46,-17,1,18,19,168,149
4,13382,御蔵島村,5,15,10,3,10,7,8,19,11,-2,19,21,8,20,12
3,13400,八丈支庁,-43,249,292,20,275,255,-26,232,258,-16,227,243,-92,210,302
4,13401,八丈町,-54,229,283,24,270,246,-29,216,245,-8,216,224,-94,199,293
4,13402,青ヶ島村,11,20,9,-4,5,9,3,16,13,-8,11,19,2,11,9
3,13420,小笠原支庁,25,206,181,-17,185,202,-9,162,171,-55,148,203,-19,150,169
4,13421,小笠原村,25,206,181,-17,185,202,-9,162,171,-55,148,203,-19,150,169
,,,,,,,,,,,,,,,,,
人口の動き（平成17年中）,,,,,,,,,,,,,,,,,
第12表　区市町村別他県との移動による社会動態　（平成13年～17年）,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
