規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成29,2017,2月,96.7,-0.9,126.2,99.2,86.8,94.2,94.9,94.1,90.3,99.3,115.2,88.4,72.4,110,98.2,77.2,81.5
５人以上,平成29,2017,3月,100,-2.5,121.9,99.2,112.6,94.7,101,95.3,100.5,109.2,121.2,98.6,75.9,120,96.4,94.9,87.1
５人以上,平成29,2017,4月,99.2,-1.8,107,97.6,113.8,93.7,101.5,98.8,98.4,111.3,122.5,104.3,90.8,125,91.1,97.5,84.7
５人以上,平成29,2017,5月,92.5,1.6,97.3,91.1,101.3,82.6,93.4,95.3,95.1,93.6,117.2,104.3,71.3,115,87.5,89.9,83.1
５人以上,平成29,2017,6月,93.3,-0.1,105.3,91.9,75.5,84.2,92.4,90.6,98.9,95.7,115.9,101.4,82.8,115,94.6,93.7,79
５人以上,平成29,2017,7月,94.2,0.9,107.5,89.4,76.1,84.7,96.5,100,92.4,95.7,109.3,105.8,80.5,120,83.9,91.1,82.3
５人以上,平成29,2017,8月,88.3,-1.1,106.4,83.7,67.9,80,87.9,91.8,87,91.5,102.6,100,73.6,90,82.1,63.3,80.6
５人以上,平成29,2017,9月,91.7,-0.1,113.9,95.1,96.2,83.7,89.9,92.9,90.3,100,92.1,97.1,72.4,142.5,85.7,81,80.6
５人以上,平成29,2017,10月,95,-1,117.6,95.1,88.7,88.4,90.4,96.5,95.7,105,99.3,100,92,137.5,89.3,84.8,79.8
５人以上,平成29,2017,10月（前年同月比（％））,－,－,13.6,-2.2,-18.2,-7.1,-9.1,-2.5,0,9.8,7,4.7,35.3,30.3,-8.1,7.5,-11.1
30人以上,平成23,2011,年平均,98.9,-1,90.6,103.3,130.6,104.6,108.3,80.4,80.4,93.8,117.5,106.8,137.3,93.1,98.8,128.6,108
30人以上,平成24,2012,年平均,100.7,1.8,109.1,107.9,102.5,104.8,99.7,84,83,85.3,117.9,124.5,108.9,91.1,106.8,99.8,108.9
30人以上,平成25,2013,年平均,100,-0.7,95.7,110.8,99.7,105.8,87.6,86.9,91,83.8,120.6,118.4,105.4,89.3,113.7,107,107.2
30人以上,平成26,2014,年平均,100.3,0.3,91.5,108,94.9,108.6,83.4,93.1,95.9,92.7,115.5,101.1,131.6,93.7,113.7,87.5,104.1
30人以上,平成27,2015,年平均,100,-0.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,94.3,-5.7,91.5,96.9,111.2,96.6,94,91.1,96.5,96.5,95.9,105.1,58,98.4,98.9,78.4,91.8
30人以上,平成28,2016,10月,94.7,-3.8,101.5,99.9,115.9,95.9,95.9,94.3,95.6,93.9,86.8,110.4,52.4,98.8,95.8,64.4,88.4
30人以上,平成28,2016,11月,94.7,-5.9,101.9,95.4,104.2,94.4,95.9,91.3,93.1,98.7,99.1,105.7,48.5,115.7,97.5,88,94.1
30人以上,平成28,2016,12月,92.5,-6,99.3,93.9,97.4,89.4,98,93.3,91.1,93.9,90.1,123,53.3,91.6,95.8,84.3,91
30人以上,平成29,2017,1月,91.1,-2.3,104.9,93.9,101.2,87.6,100.5,88.1,88.5,81.4,81.8,120.6,64.1,95.2,106.7,70.8,87
30人以上,平成29,2017,2月,95.6,-1.3,121.7,106.1,80.4,92.5,93.4,91.1,89,91.7,103.4,115.9,63.1,114.3,98.3,78.3,82.1
30人以上,平成29,2017,3月,99.3,-3.5,124.3,105.3,117.2,94.5,100,88.1,99,101.4,105.1,114.3,64.1,128.6,95,109.4,88.6
30人以上,平成29,2017,4月,97.8,-3.6,101.3,102.3,114.1,93,99.5,92.1,96.5,104.8,111.9,133.3,68.9,131,88.3,103.8,86.2
30人以上,平成29,2017,5月,90.4,-1.5,88.1,96.9,104.9,81.1,90.9,87.1,94.5,91.7,108.5,136.5,58.3,116.7,86.7,88.7,81.3
30人以上,平成29,2017,6月,90.4,-3.8,92.5,95.4,76.7,83.1,88.9,85.1,98,93.1,105.1,130.2,74.8,114.3,96.7,84,78
30人以上,平成29,2017,7月,89.6,-1.5,99.1,90.8,78.5,84.1,89.4,89.1,90,90.3,102.8,122.2,70.9,97.6,85,87.7,80.5
30人以上,平成29,2017,8月,85.2,-2.4,97.3,86.3,66.3,79.1,83.3,85.1,85.5,82.1,94.9,115.9,69.9,76.2,81.7,48.1,79.7
30人以上,平成29,2017,9月,88.1,-3.2,107.1,97.7,95.1,83.1,85.4,82.2,89,84.1,85.2,122.2,68,109.5,85,82.1,79.7
30人以上,平成29,2017,10月,91.9,-3,110.6,98.5,85.3,88.1,86.9,89.1,94.5,92.4,91.5,112.7,89.3,104.8,88.3,74.5,78
30人以上,平成29,2017,10月（前年同月比（％））,－,－,9,-1.4,-26.4,-8.1,-9.4,-5.5,-1.2,-1.6,5.4,2.1,70.4,6.1,-7.8,15.7,-11.8
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１０月分,,,,,,,,,,,,,,,,,,,,
第19表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
