地域階層,地域コード,地域,District,項番 Item number,警察署,Police station,総数 Total,凶悪犯 Felonious offenses／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／傷人 Bodily injury,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／強姦 Rape),凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／普通 Others,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／殺人 Homicide,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／傷人 Bodily injury,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／強姦 Rape),凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／普通 Others,凶悪犯 Felonious offenses／放火 Arson,凶悪犯 Felonious offenses／強姦 Rape),粗暴犯 Violent offenses／凶器準備集合 Unlawful assembly with dangerous weapons,粗暴犯 Violent offenses／暴行 Violence,粗暴犯 Violent offenses／傷害 Bodily injury,粗暴犯 Violent offenses／傷害致死 Bodily injury resulting in death,粗暴犯 Violent offenses／脅迫 Intimidation,粗暴犯 Violent offenses／恐喝 Extortion,窃盗犯 Larcenous offenses／侵入窃盗 Breaking & entering／theft,窃盗犯 Larcenous offenses／非侵入窃盗 Theft without breaking and entering,知能犯 Intellectual offenses／詐欺 Fraud,知能犯 Intellectual offenses／横領 Embezzlement,知能犯 Intellectual offenses／偽造 Counterfeiting,知能犯 Intellectual offenses／汚職 Corruption,知能犯 Intellectual offenses／背任 Breach of trust,風俗犯 Moral offenses／賭博 Gambling,風俗犯 Moral offenses／わいせつ Indecency,その他 Others／占有離脱物横領 Embezzlement of lost properties,その他 Others／公務執行妨害 Obstructing the execution of official duties,その他 Others／住居侵入 Trespassing,その他 Others／盗品等 Stolen properties， etc.,その他 Others／器物損壊等 Damage or destruction of structure， etc.,その他 Others／その他 Others
2,13103,港区,Minato-ku,9,愛宕署,Atago P. Sta.,917,-,-,-,-,2,-,-,-,2,-,2,-,53,41,-,9,5,23,581,48,5,7,-,-,1,-,42,4,5,-,82,5
2,13103,港区,Minato-ku,10,三田署,Mita P. Sta.,620,2,-,-,-,2,-,-,-,1,-,-,-,24,25,-,3,1,27,365,62,1,4,-,-,-,5,35,-,7,-,53,3
2,13103,港区,Minato-ku,11,高輪署,Takanawa P. Sta. ,892,1,-,-,-,-,-,-,-,5,-,2,-,43,40,-,5,1,21,579,52,3,4,-,-,-,9,46,3,3,-,71,4
2,13103,港区,Minato-ku,12,麻布署,Azabu P. Sta.,1585,3,-,-,-,-,-,2,-,1,1,9,-,141,124,-,7,6,47,859,92,3,4,-,-,-,12,46,21,7,2,182,16
2,13103,港区,Minato-ku,13,赤坂署,Akasaka P. Sta.,864,-,-,-,-,-,-,-,-,2,4,3,-,34,31,-,11,4,30,519,75,5,8,-,-,-,5,17,3,12,-,95,6
2,13104,新宿区,Shinjuku-ku,14,牛込署,Ushigome P. Sta. ,892,1,-,-,-,2,-,-,-,2,-,-,-,29,23,-,2,2,55,532,67,2,2,-,1,-,8,58,6,10,-,87,3
2,13104,新宿区,Shinjuku-ku,15,新宿署,Shinjuku P. Sta.,4637,4,-,2,1,6,-,11,2,29,1,7,-,237,182,1,15,25,147,3138,206,4,27,-,1,3,37,205,37,14,4,270,21
2,13104,新宿区,Shinjuku-ku,16,戸塚署,Totsuka P. Sta.,1431,1,-,1,-,1,-,1,-,3,-,2,-,76,49,-,6,5,52,860,66,1,10,-,-,-,16,101,11,18,2,145,4
2,13104,新宿区,Shinjuku-ku,17,四谷署,Yotsuya P. Sta.,1250,2,-,-,-,1,-,2,-,-,1,3,-,52,43,-,3,2,43,827,58,4,7,-,-,1,12,63,5,5,1,110,5
2,13105,文京区,Bunkyo-ku,18,富坂署,Tomisaka P. Sta.,678,-,-,-,-,-,-,-,-,-,-,1,-,26,15,-,2,-,43,434,53,-,6,-,-,-,3,17,2,4,-,71,1
2,13105,文京区,Bunkyo-ku,19,大塚署,Otsuka P. Sta.,300,1,-,1,-,1,-,1,-,-,-,2,-,10,8,-,1,-,19,176,15,1,4,-,-,-,2,11,-,5,-,41,1
2,13105,文京区,Bunkyo-ku,20,本富士署,Motofuji P. Sta.,665,-,-,-,-,-,-,1,-,1,-,2,-,29,13,-,3,-,36,440,41,1,2,-,-,-,6,30,4,9,-,46,1
2,13105,文京区,Bunkyo-ku,21,駒込署,Komagome P. Sta.,281,2,-,-,-,1,-,-,-,-,-,1,-,5,7,-,6,3,25,170,21,1,2,-,-,-,2,4,2,-,-,25,4
2,13106,台東区,Taito-ku,22,上野署,Ueno P. Sta.,1629,4,-,-,-,7,-,-,-,4,1,2,-,57,52,-,3,8,38,1163,71,-,17,-,-,-,9,66,13,2,3,103,6
2,13106,台東区,Taito-ku,23,下谷署,Shitaya P. Sta.　,701,-,-,-,-,1,-,1,-,-,-,-,-,37,16,-,2,2,37,421,45,1,2,-,-,-,5,39,-,10,1,76,5
2,13106,台東区,Taito-ku,24,浅草署,Asakusa P. Sta.　,1353,2,-,-,-,-,-,1,-,3,1,2,-,56,30,-,13,7,42,923,67,3,6,-,-,-,6,53,9,5,3,119,2
2,13106,台東区,Taito-ku,25,蔵前署,Kuramae P. Sta.,690,-,-,-,-,1,-,1,-,1,-,1,-,16,22,-,3,2,51,428,53,2,18,-,-,-,10,26,5,2,-,46,2
2,13107,墨田区,Sumida-ku,26,本所署,Honjo P. Sta.,2297,1,-,-,-,2,-,5,-,1,2,6,-,119,74,1,9,6,68,1598,83,2,8,-,-,-,10,79,12,18,1,185,7
2,13107,墨田区,Sumida-ku,27,向島署,Mukojima P. Sta. ,1238,1,-,-,-,1,-,2,-,2,-,1,-,17,18,-,9,1,81,854,63,2,2,-,-,-,9,40,5,7,1,120,2
2,13108,江東区,Koto-ku,28,深川署,Fukagawa P. Sta.,1855,-,-,-,-,1,-,2,-,3,-,3,-,63,32,-,12,4,54,1280,103,2,5,-,-,-,10,81,7,12,1,176,4
2,13108,江東区,Koto-ku,29,城東署,Joto P. Sta. ,2992,6,-,-,-,2,-,2,-,3,1,2,-,40,39,-,1,2,104,2218,111,-,22,-,-,1,16,113,10,10,1,286,2
2,13108,江東区,Koto-ku,30,東京湾岸署,Tokyo Wangan P. Sta.,1054,-,-,-,-,-,-,-,-,1,-,2,-,31,20,-,4,2,7,768,41,1,2,-,-,-,6,40,5,7,-,108,9
2,13109,品川区,Shinagawa-ku,31,品川署,Shinagawa P. Sta.,526,-,-,-,-,1,-,-,-,-,-,-,-,17,11,-,2,1,28,305,41,1,2,-,-,-,9,23,3,3,-,52,27
2,13109,品川区,Shinagawa-ku,32,大井署,Oi P. Sta. ,958,1,-,-,-,1,-,-,-,-,1,-,-,32,22,-,8,3,29,660,66,1,8,-,-,-,6,22,-,8,-,86,4
2,13109,品川区,Shinagawa-ku,33,大崎署,Osaki P. Sta.,1014,-,-,-,-,2,-,-,-,2,-,2,-,73,50,-,7,4,29,579,76,5,2,-,-,-,14,41,8,12,1,103,4
2,13109,品川区,Shinagawa-ku,34,荏原署,Ebara P. Sta.　,1143,-,-,-,-,1,-,1,-,1,-,2,-,26,20,-,2,5,33,753,79,3,-,-,-,-,13,32,5,10,1,155,1
2,13110,目黒区,Meguro-ku,35,目黒署,Meguro P. Sta.,1341,-,-,-,-,2,-,2,-,2,-,4,-,46,18,-,5,1,135,809,82,2,4,-,-,-,14,33,3,18,-,156,5
2,13110,目黒区,Meguro-ku,36,碑文谷署,Himon-ya P. Sta.　,1392,-,-,-,-,1,-,-,-,1,-,-,-,23,13,1,7,-,76,1001,69,-,4,-,-,-,20,27,3,11,-,131,4
2,13111,大田区,Ota-ku,37,大森署,Omori P. Sta.,2021,1,-,-,-,-,-,-,-,2,1,4,-,43,40,-,5,10,48,1503,96,3,2,-,-,-,16,68,6,11,2,155,5
2,13111,大田区,Ota-ku,38,田園調布署,Den-en Chofu P. Sta.,1093,1,-,-,-,-,-,1,-,-,1,3,1,24,28,-,11,1,46,697,79,2,2,-,-,-,19,28,-,17,4,127,1
2,13111,大田区,Ota-ku,39,蒲田署,Kamata P. Sta.,3412,3,-,-,-,2,-,3,-,2,2,1,-,80,53,-,3,3,99,2636,65,1,4,-,1,-,16,151,15,35,4,225,8
2,13111,大田区,Ota-ku,40,池上署,Ikegami P. Sta.,1169,-,-,-,-,-,-,1,-,-,1,-,-,8,21,-,6,1,73,882,31,-,2,-,-,-,14,30,1,11,1,84,2
2,13111,大田区,Ota-ku,41,東京空港署,Tokyo Airport P. Sta.,164,-,-,-,-,-,-,-,-,-,-,-,-,28,2,-,2,-,-,104,6,-,4,-,-,-,2,3,-,-,-,12,1
2,13112,世田谷区,Setagaya-ku,42,世田谷署,Setagaya P. Sta.,2168,-,-,-,-,1,-,1,-,1,3,2,-,70,44,-,3,3,149,1421,101,-,3,-,-,-,18,72,9,33,1,226,7
2,13112,世田谷区,Setagaya-ku,43,北沢署,Kitazawa P. Sta. ,1779,-,-,-,-,-,-,-,1,1,1,2,-,53,36,-,2,5,125,1146,81,2,1,-,-,-,23,65,8,18,-,202,7
2,13112,世田谷区,Setagaya-ku,44,玉川署,Tamagawa P. Sta. ,1755,1,-,1,-,1,-,3,-,-,-,1,-,30,21,-,5,5,125,1188,70,-,2,-,-,-,12,67,6,14,1,200,2
2,13112,世田谷区,Setagaya-ku,45,成城署,Seijo P. Sta.　,2813,2,-,-,-,1,-,1,-,2,2,5,-,52,48,-,8,6,113,2021,106,2,-,-,-,-,23,118,8,15,4,273,3
2,13113,渋谷区,Shibuya-ku,46,渋谷署,Shibuya P. Sta.,3550,3,-,-,-,2,-,2,-,4,1,6,-,161,86,-,6,9,75,2487,194,5,5,-,-,1,26,99,15,22,2,326,13
2,13113,渋谷区,Shibuya-ku,47,原宿署,Harajuku P. Sta. ,1203,-,-,-,-,-,-,2,-,1,1,-,-,31,22,-,5,2,36,863,61,4,6,-,1,-,6,36,5,4,1,115,1
2,13113,渋谷区,Shibuya-ku,48,代々木署,Yoyogi P. Sta.,1246,2,-,2,-,-,-,2,-,5,-,1,-,38,17,-,3,1,59,799,74,1,-,-,-,-,11,68,11,15,-,131,6
2,13114,中野区,Nakano-ku,49,中野署,Nakano P. Sta.,1719,1,-,1,-,2,-,2,-,1,1,3,-,60,37,-,6,2,82,1093,93,1,4,-,-,-,17,78,6,22,1,201,5
2,13114,中野区,Nakano-ku,50,野方署,Nogata P. Sta. ,1697,-,-,-,-,1,-,1,-,2,-,9,-,46,40,1,6,8,95,1086,86,2,-,-,-,-,12,71,10,32,2,182,5
2,13115,杉並区,Suginami-ku,51,杉並署,Suginami P. Sta.,1857,1,-,-,-,2,-,2,-,1,1,-,-,47,28,-,6,7,115,1247,89,4,4,-,-,-,16,58,8,26,-,192,3
2,13115,杉並区,Suginami-ku,52,高井戸署,Takaido P. Sta.,1690,-,-,-,-,1,-,2,-,2,-,2,-,37,23,2,4,6,83,1132,136,2,3,-,-,-,16,57,2,15,-,164,1
2,13115,杉並区,Suginami-ku,53,荻窪署,Ogikubo P. Sta.,1719,-,-,-,-,3,-,1,-,3,3,1,-,36,20,-,9,3,81,1231,88,1,6,-,-,-,11,49,8,9,-,155,1
2,13116,豊島区,Toshima-ku,54,巣鴨署,Sugamo P. Sta.,1302,4,1,1,-,-,-,2,-,2,4,2,-,44,33,-,3,3,70,886,85,1,6,-,-,-,8,34,6,6,-,99,2
2,13116,豊島区,Toshima-ku,55,池袋署,Ikebukuro P. Sta.,3241,1,-,-,-,5,-,4,-,4,-,1,-,102,85,-,8,12,83,2462,93,4,12,-,-,2,37,89,9,8,1,209,10
2,13116,豊島区,Toshima-ku,56,目白署,Mejiro P. Sta. ,1557,-,-,-,-,-,-,-,-,-,1,4,-,34,22,-,1,2,106,1067,80,-,5,-,-,-,11,64,-,14,1,143,2
2,13117,北区,Kita-ku,57,滝野川署,Takinogawa P. Sta.,794,5,-,-,-,4,-,2,-,-,-,-,-,15,20,-,-,1,56,534,42,-,1,-,-,-,11,32,4,7,1,58,1
2,13117,北区,Kita-ku,58,王子署,Oji P. Sta.,1344,-,-,-,-,1,-,-,-,1,1,-,-,45,20,1,5,2,44,949,53,2,3,-,-,-,16,39,6,13,1,138,4
2,13117,北区,Kita-ku,59,赤羽署,Akabane P. Sta.　,1697,1,-,-,-,1,-,5,-,1,3,9,-,46,40,-,9,2,70,1158,86,-,10,-,-,-,22,65,4,9,1,152,3
2,13118,荒川区,Arakawa-ku,60,尾久署,Ogu P. Sta.,704,1,-,-,-,-,-,1,-,-,-,-,-,19,18,-,2,-,37,480,48,-,-,-,-,-,4,19,6,6,-,62,1
2,13118,荒川区,Arakawa-ku,61,南千住署,Minamisenju P. Sta.,575,-,-,-,-,-,-,-,-,2,-,1,-,17,22,-,1,-,10,405,25,-,3,-,-,-,4,27,4,9,1,44,-
2,13118,荒川区,Arakawa-ku,62,荒川署,Arakawa P. Sta.,1242,2,-,-,-,1,-,2,-,1,2,-,-,89,31,-,10,5,78,758,40,1,4,-,-,-,18,57,4,11,1,124,3
2,13119,板橋区,Itabashi-ku,63,板橋署,Itabashi P. Sta.,2651,1,-,-,-,1,-,1,-,5,3,2,-,42,47,-,5,2,134,1889,112,3,7,-,-,-,15,115,3,9,-,248,7
2,13119,板橋区,Itabashi-ku,64,志村署,Shimura P. Sta.,1524,3,-,-,-,2,-,1,-,5,-,-,-,35,19,-,5,4,66,1030,69,1,-,-,-,-,13,55,6,13,3,189,5
2,13119,板橋区,Itabashi-ku,65,高島平署,Takashimadaira P. Sta.,2034,2,-,2,-,1,-,3,-,4,1,1,-,32,39,-,-,2,71,1441,82,3,4,-,-,-,24,123,5,8,1,179,6
2,13120,練馬区,Nerima-ku,66,練馬署,Nerima P. Sta.,2631,1,-,-,-,1,-,2,-,1,-,-,-,38,20,-,4,4,87,1985,134,1,7,-,-,-,20,78,3,11,5,225,4
2,13120,練馬区,Nerima-ku,67,光が丘署,Hikarigaoka P. Sta.,2069,1,-,-,-,1,-,2,-,1,2,4,-,28,24,-,7,5,63,1613,49,3,2,-,-,-,14,58,5,15,3,167,2
2,13120,練馬区,Nerima-ku,68,石神井署,Shakujii P. Sta. ,2943,2,-,-,-,3,-,-,-,2,1,2,-,45,43,-,11,2,150,2195,69,1,6,-,1,-,32,72,3,29,2,266,6
2,13121,足立区,Adachi-ku,69,千住署,Senju P. Sta.,788,-,-,-,-,1,-,-,-,1,1,2,-,34,20,-,4,1,36,519,27,-,3,-,-,-,17,32,5,4,-,79,2
2,13121,足立区,Adachi-ku,70,西新井署,Nishiarai P. Sta.,2752,5,-,2,-,2,-,-,-,6,-,4,-,55,55,-,11,12,113,1873,114,2,4,-,-,-,45,63,7,5,3,358,13
2,13121,足立区,Adachi-ku,71,竹の塚署,Takenozuka P. Sta.,1855,-,-,1,-,-,-,-,-,1,1,2,-,39,48,1,4,6,106,1289,59,5,5,-,-,-,16,44,5,10,2,207,4
2,13121,足立区,Adachi-ku,72,綾瀬署,Ayase P. Sta.,2187,1,-,-,-,2,-,2,-,3,4,2,-,57,60,-,14,8,95,1467,94,1,14,-,-,2,14,55,4,21,3,258,6
2,13122,葛飾区,Katsushika-ku,73,亀有署,Kameari P. Sta.,3099,2,-,1,-,5,-,3,-,7,1,1,-,32,42,-,3,8,104,2345,102,1,6,-,-,-,12,101,9,8,3,299,4
2,13122,葛飾区,Katsushika-ku,74,葛飾署,Katsushika P. Sta.,2516,1,-,1,1,3,-,3,-,1,-,1,-,65,52,1,4,4,107,1857,81,-,5,-,-,-,19,80,6,13,1,203,7
2,13123,江戸川区,Edogawa-ku,75,小松川署,Komatsugawa P. Sta.,2944,2,-,-,-,1,-,7,-,4,1,4,-,50,56,-,6,7,171,2050,87,3,8,-,-,-,23,107,8,19,4,319,7
2,13123,江戸川区,Edogawa-ku,76,葛西署,Kasai P. Sta.　,3001,-,-,-,-,2,-,5,-,4,1,6,-,80,43,-,18,2,171,2068,129,2,3,-,-,-,29,84,6,23,-,318,7
2,13123,江戸川区,Edogawa-ku,77,小岩署,Koiwa P. Sta.　,1875,5,-,-,-,2,-,4,-,2,4,-,-,46,31,1,4,5,97,1335,44,2,5,-,-,4,15,50,5,16,2,189,7
1,,市，郡部,All shi and gun,,,,40202,38,1,3,-,26,1,22,-,47,30,39,-,898,635,4,151,91,1808,27661,1773,22,69,-,-,4,359,1235,121,301,32,4738,93
2,13205,青梅市,Ome-shi,1,青梅署,Ome P. Sta.,1069,1,-,-,-,-,-,-,-,2,1,-,-,18,24,-,3,2,40,750,35,2,1,-,-,-,3,27,5,8,-,145,2
2,13228,あきる野市,Akiruno-shi,2,五日市署,Itsukaichi P. Sta.,198,-,-,-,-,-,-,-,-,-,-,1,-,6,5,-,4,-,9,127,9,-,-,-,-,-,1,2,2,1,-,29,2
2,13218,福生市,Fussa-shi,3,福生署,Fussa P. Sta.,2438,2,-,-,-,1,-,2,-,4,1,3,-,50,63,-,8,9,119,1714,79,-,2,-,-,-,25,69,3,14,1,268,1
2,13201,八王子市,Hachioji-shi,4,八王子署,Hachioji P. Sta.,2461,1,-,-,-,5,-,3,-,3,4,3,-,68,47,-,15,9,129,1591,91,1,3,-,-,-,22,96,8,17,4,335,6
2,13201,八王子市,Hachioji-shi,5,高尾署,Takao P. Sta.,1324,4,-,-,-,1,-,-,-,1,1,2,-,35,23,-,12,2,56,853,36,1,1,-,-,-,9,52,2,9,4,214,6
2,13201,八王子市,Hachioji-shi,6,南大沢署,Minami-Osawa P. Sta.,1713,2,-,-,-,-,-,-,-,2,-,-,-,17,26,-,5,5,64,1133,91,4,2,-,-,-,20,66,3,12,1,259,1
2,13209,町田市,Machida-shi,7,町田署,Machida P. Sta.,3500,6,-,1,-,-,-,3,-,7,3,6,-,100,53,-,17,10,228,2171,122,5,9,-,-,3,40,112,12,21,3,558,10
2,13212,日野市,Hino-shi,8,日野署,Hino P. Sta.,1269,1,-,-,-,-,1,-,-,1,-,1,-,23,20,-,4,3,75,835,58,1,1,-,-,-,14,54,2,12,1,160,2
2,13224,多摩市,Tama-shi,9,多摩中央署,Tamachuo P. Sta.,1837,2,-,-,-,1,-,-,-,3,9,1,-,23,28,-,5,5,83,1243,90,-,2,-,-,-,26,47,3,15,1,240,10
2,13207,昭島市,Akishima-shi,10,昭島署,Akishima P. Sta. ,1236,-,-,-,-,-,-,1,-,3,2,4,-,30,19,1,6,4,28,881,52,1,2,-,-,-,10,39,2,8,-,140,3
2,13202,立川市,Tachikawa-shi,11,立川署,Tachikawa P. Sta.,3248,2,1,2,-,-,-,3,-,4,1,-,-,46,54,-,8,1,120,2392,117,-,6,-,-,-,18,154,8,23,4,279,5
2,13220,東大和市,Higashiyamato-shi,12,東大和署,Higashiyamato P. Sta.,1758,2,-,-,-,2,-,1,-,-,1,1,-,31,20,1,4,8,87,1228,66,2,2,-,-,-,13,34,5,7,1,239,3
2,13206,府中市,Fuchu-shi,13,府中署,Fuchu P. Sta.　,2121,1,-,-,-,1,-,2,-,3,-,3,-,46,31,-,7,6,61,1485,92,-,17,-,-,1,16,59,12,13,1,260,4
2,13210,小金井市,Koganei-shi,14,小金井署,Koganei P. Sta.,2179,3,-,-,-,1,-,1,-,2,-,3,-,44,23,1,6,4,119,1545,89,-,-,-,-,-,27,78,3,19,-,210,1
2,13229,西東京市,Nishitokyo-shi,15,田無署,Tanashi P. Sta.,3280,4,-,-,-,6,-,4,-,3,-,1,-,91,37,-,16,2,137,2306,199,1,4,-,-,-,19,70,13,23,5,330,9
2,13211,小平市,Kodaira-shi,16,小平署,Kodaira P. Sta.,1604,1,-,-,-,-,-,-,-,3,3,1,-,36,30,-,7,1,124,996,95,1,4,-,-,-,20,39,7,25,1,203,7
2,13213,東村山市,Higashimurayama-shi,17,東村山署,Higashimurayama P. Sta.,2108,-,-,-,-,2,-,2,-,-,-,1,-,51,35,-,5,4,120,1475,90,-,1,-,-,-,16,33,6,16,-,247,4
2,13203,武蔵野市,Musashino-shi,18,武蔵野署,Musashino P. Sta.,2596,3,-,-,-,1,-,-,-,3,1,3,-,91,42,1,10,5,66,1951,100,1,5,-,-,-,18,66,11,23,-,186,9
2,13204,三鷹市,Mitaka-shi,19,三鷹署,Mitaka P. Sta.,1500,2,-,-,-,1,-,-,-,1,1,-,-,21,22,-,6,5,48,1023,122,-,4,-,-,-,11,56,4,14,2,151,6
2,13208,調布市,Chofu-shi,20,調布署,Chofu P. Sta.,2763,1,-,-,-,4,-,-,-,2,2,5,-,71,33,-,3,6,95,1962,140,2,3,-,-,-,31,82,10,21,3,285,2
1,13350,島部,All islands　　,,,,66,2,-,-,-,-,-,-,-,-,1,-,-,4,2,-,1,-,10,25,8,-,1,-,-,-,-,-,-,-,-,12,-
2,13361,大島町,Oshima-machi,1,大島署,Oshima P. Sta. ,29,1,-,-,-,-,-,-,-,-,-,-,-,3,2,-,-,-,3,11,4,-,-,-,-,-,-,-,-,-,-,5,-
2,13363,新島村,Niijima-mura,2,新島署,Niijima P. Sta.,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,2,-
2,13381,三宅村,Miyake-mura,3,三宅島署,Miyakejima P. Sta.,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-
2,13401,八丈町,Hachijo-machi,4,八丈島署,Hachijojima P. Sta.,24,1,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,4,9,2,-,1,-,-,-,-,-,-,-,-,4,-
2,13421,小笠原村,Ogasawara-mura,5,小笠原署,Ogasawara P. Sta.　,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10 警察署別刑法犯の罪種別認知状況（平成26年） 20-10 CRIMINAL OFFENSES KNOWN TO THE POLICE BY TYPE OF CRIME AND POLICE STATION ( 2014 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 業務上等過失致死傷 （交通関係） 事件は除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 区名の表示は各警察署の所在地による。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Excludes cases of professional negligence resulting in deaths and injuries (traffic related).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) ""ku"" indicates the locations of police stations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：警視庁総務部文書課 「警視庁の統計」 Source: Metropolitan Police Department， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
