年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area,
平成27,2015,5,13105,5,文京区,Bunkyo-ku,207447,1951634,112237,1552359,6147,239491,18524,463580,41774,555342,45792,293946,95210,399275,-,-,16118,89112,79092,310163,
平成27,2015,5,13106,6,台東区,Taito-ku,258407,2623098,217395,2473799,9705,368743,23877,595500,84937,912355,98876,597201,41012,149299,-,-,-,-,41012,149299,
平成27,2015,5,13107,7,墨田区,Sumida-ku,295507,2941736,295401,2941518,3201,117843,35676,876555,108552,1233396,147972,713724,106,218,-,-,-,-,106,218,
平成27,2015,5,13108,8,江東区,Koto-ku,391587,5626035,390510,5621441,38037,1541773,67486,1751802,174947,1641112,110040,686754,1077,4594,-,-,809,3684,268,910,
平成27,2015,5,13109,9,品川区,Shinagawa-ku,386378,3825625,219345,3144853,17995,767843,40208,1025391,138410,1191040,22732,160579,167033,680772,80,1529,128788,566872,38165,112371,
平成27,2015,5,13110,10,目黒区,Meguro-ku,358899,2303073,294183,2113203,2835,105142,15926,463915,135635,997139,139787,547007,64716,189870,140,3459,2517,12551,62059,173860,
平成27,2015,5,13111,11,大田区,Ota-ku,852177,7527998,797603,7356381,32440,1111992,47021,1237312,264091,2442102,454051,2564975,54574,171617,839,6837,2106,12189,51629,152591,
平成27,2015,5,13112,12,世田谷区,Setagaya-ku,1185677,8213951,946380,7397447,16258,611577,27933,661006,221413,2341796,680776,3783068,239297,816504,70,578,2876,14542,236351,801384,
平成27,2015,5,13113,13,渋谷区,Shibuya-ku,272576,2779112,245243,2706003,8745,391122,29716,813837,110917,1063804,95865,437240,27333,73109,-,-,-,-,27333,73109,
平成27,2015,5,13114,14,中野区,Nakano-ku,367641,2149146,209491,1595430,925,30438,8630,240295,52509,640422,147427,684275,158150,553716,-,-,-,-,158150,553716,
平成27,2015,5,13115,15,杉並区,Suginami-ku,688701,4615041,505652,3950790,8549,332196,20421,532466,92091,1002769,384591,2083359,183049,664251,24,270,1110,4842,181915,659139,
平成27,2015,5,13116,16,豊島区,Toshima-ku,308476,2368251,219413,2066658,4665,180719,18120,513638,47688,570933,148940,801368,89063,301593,-,-,170,682,88893,300911,
平成27,2015,5,13117,17,北区,Kita-ku,372110,2970328,270721,2602924,1986,73793,20354,491287,169243,1620617,79138,417227,101389,367404,13868,115456,26826,98532,60695,153416,
平成27,2015,5,13118,18,荒川区,Arakawa-ku,215084,1662078,215084,1662078,2593,92171,5763,179861,86399,871875,120329,518171,-,-,-,-,-,-,-,-,
平成27,2015,5,13119,19,板橋区,Itabashi-ku,740441,5843103,669597,5524672,17147,762307,37740,904365,150652,1345318,464058,2512682,70844,318431,1655,82359,3447,13981,65742,222091,
平成27,2015,5,13120,20,練馬区,Nerima-ku,1130445,7377422,968161,6724378,5633,222399,27383,752815,418384,3332281,516761,2416883,162284,653044,8139,86223,17301,91404,136844,475417,
平成27,2015,5,13121,21,足立区,Adachi-ku,1048627,9745121,957671,9472682,9824,382638,57275,1623034,542881,5191154,347691,2275856,90956,272439,-,-,18086,71271,72870,201168,
平成27,2015,5,13122,22,葛飾区,Katsushika-ku,703474,5208271,614953,4855360,3005,125763,23349,627549,221099,2684609,367500,1417439,88521,352911,-,-,2787,14210,85734,338701,
平成27,2015,5,13123,23,江戸川区,Edogawa-ku,1075750,9236086,1075750,9236086,30005,1107653,75419,1633728,475902,4255445,494424,2239260,-,-,-,-,-,-,-,-,
平成27,2015,2,13200,,市部,All shi,10317629,71765704,7023820,62713635,24660,1065795,256359,8821290,1948861,24915716,4793940,27910834,3293809,9052069,30267,263268,191834,1029754,3071708,7759047,
平成27,2015,5,13201,1,八王子市,Hachioji-shi,1522131,14552773,1302821,13928626,5077,254027,81594,3716730,328714,4532032,887436,5425837,219310,624147,641,5049,3885,20244,214784,598854,
平成27,2015,5,13202,2,立川市,Tachikawa-shi,294158,2570363,231395,2336615,730,32630,16074,539971,93155,1079663,121436,684351,62763,233748,19,198,94,365,62650,233185,
平成27,2015,5,13203,3,武蔵野市,Musashino-shi,146460,1122175,121434,1025588,142,4330,1855,53023,42922,556234,76515,412001,25026,96587,455,3557,2793,15279,21778,77751,
平成27,2015,5,13204,4,三鷹市,Mitaka-shi,292830,1933216,246379,1758402,221,8466,6249,207736,49271,568343,190638,973857,46451,174814,170,1630,1430,6498,44851,166686,
平成27,2015,5,13205,5,青梅市,Ome-shi,960307,4764190,438826,3730467,316,14713,10848,255968,143688,1860317,283974,1599469,521481,1033723,40,289,700,3640,520741,1029794,
平成27,2015,5,13206,6,府中市,Fuchu-shi,479525,3777972,389898,3520739,3116,108652,22639,676871,100268,1279223,263875,1455993,89627,257233,-,-,4293,16219,85334,241014,
平成27,2015,5,13207,7,昭島市,Akishima-shi,253013,1745263,124623,1264536,706,24475,3769,87353,62030,823689,58118,329019,128390,480727,4256,36810,22459,131793,101675,312124,
平成27,2015,5,13208,8,調布市,Chofu-shi,440285,2696692,297216,2322458,586,23790,17310,452638,59694,691002,219626,1155028,143069,374234,181,1265,2088,9842,140800,363127,
平成27,2015,5,13209,9,町田市,Machida-shi,1344644,8545857,895410,7493171,2702,142160,15423,428356,172941,2482624,704344,4440031,449234,1052686,75,2882,3126,11758,446033,1038046,
平成27,2015,5,13210,10,小金井市,Koganei-shi,177215,1064863,86829,732051,21,967,1914,60302,29825,362912,55069,307870,90386,332812,2482,23644,12639,56635,75265,252533,
平成27,2015,5,13211,11,小平市,Kodaira-shi,265893,1978628,206756,1693707,265,13908,1005,30742,71800,873997,133686,775060,59137,284921,3614,30489,22289,131369,33234,123063,
平成27,2015,5,13212,12,日野市,Hino-shi,496684,3328981,346589,2946077,1341,49151,12707,387843,72401,962696,260140,1546387,150095,382904,217,1782,3971,22152,145907,358970,
平成27,2015,5,13213,13,東村山市,Higashimurayama-shi,303293,1783779,226045,1571716,99,7754,1753,40334,55530,600606,168663,923022,77248,212063,82,613,1708,6924,75458,204526,
平成27,2015,5,13214,14,国分寺市,Kokubunji-shi,240609,1305028,102281,752207,64,2069,378,8365,30270,339751,71569,402022,138328,552821,8806,78586,35729,194020,93793,280215,
平成27,2015,5,13215,15,国立市,Kunitachi-shi,154276,1292234,125244,1217250,393,14447,7765,316025,37707,432721,79379,454057,29032,74984,-,-,499,2598,28533,72386,
平成27,2015,5,13218,16,福生市,Fussa-shi,150214,1116689,127643,1051379,39,842,5251,94586,37285,486387,85068,469564,22571,65310,-,-,169,846,22402,64464,
平成27,2015,5,13219,17,狛江市,Komae-shi,128557,814877,109825,762158,148,8996,873,28208,20600,269927,88204,455027,18732,52719,132,3233,7,35,18593,49451,
平成27,2015,5,13220,18,東大和市,Higashiyamato-shi,235889,1539130,188219,1409259,292,15161,494,22816,104189,980949,83244,390333,47670,129871,1696,10365,11285,47220,34689,72286,
平成27,2015,5,13221,19,清瀬市,Kiyose-shi,185277,1064596,102623,827116,1143,48564,474,10948,37781,403461,63225,364143,82654,237480,970,7166,12006,61275,69678,169039,
平成27,2015,5,13222,20,東久留米市,Higashikurume-shi,250860,1557893,188397,1371066,125,5281,281,5418,41811,536142,146180,824225,62463,186827,427,8425,1213,6207,60823,172195,
平成27,2015,5,13223,21,武蔵村山市,Musashimurayama-shi,270807,1544281,145616,1176249,-,-,606,16200,52268,667984,92742,492065,125191,368032,-,-,372,1867,124819,366165,
平成27,2015,5,13224,22,多摩市,Tama-shi,292628,3184905,255921,3004522,4839,188797,22829,673753,65921,934657,162332,1207315,36707,180383,796,8282,4930,52059,30981,120042,
平成27,2015,5,13225,23,稲城市,Inagi-shi,254667,1934974,159134,1738862,354,21875,8332,238715,56444,879015,94004,599257,95533,196112,128,927,560,3022,94845,192163,
平成27,2015,5,13227,24,羽村市,Hamura-shi,164335,1325020,126903,1189140,823,25439,4791,116083,53818,652054,67471,395564,37432,135880,905,6658,4549,22272,31978,106950,
平成27,2015,5,13228,25,あきる野市,Akiruno-shi,742363,3443490,285732,2454860,115,8991,8856,291871,84211,1132246,192550,1021752,456631,988630,2189,16483,13924,70787,440518,901360,
平成27,2015,5,13229,26,西東京市,Nishitokyo-shi,270709,1777835,192061,1435414,1003,40310,2289,60435,44317,527084,144452,807585,78648,342421,1986,14935,25116,134828,51546,192658,
平成27,2015,3,13300,,郡部,All gun,808640,4940395,406575,4112064,291,10680,6926,203396,166239,2563651,233119,1334337,402065,828331,309,2559,3232,16115,398524,809657,
平成27,2015,5,13303,1,瑞穂町,Mizuho-machi,244259,1475778,146629,1212705,212,8830,5368,161428,48880,558447,92169,484000,97630,263073,22,126,1683,8234,95925,254713,
平成27,2015,5,13305,2,日の出町,Hinode-machi,141911,891851,85605,733112,72,1688,1456,40414,30252,382195,53825,308815,56306,158739,253,2136,1203,6246,54850,150357,
平成27,2015,5,13307,3,檜原村,Hinohara-mura,120034,1021220,62216,919881,7,162,6,92,34958,726921,27245,192706,57818,101339,11,108,250,1164,57557,100067,
平成27,2015,5,13308,4,奥多摩町,Okutama-machi,302436,1551546,112125,1246366,-,-,96,1462,52149,896088,59880,348816,190311,305180,23,189,96,471,190192,304520,
平成27,2015,3,13350,,島部,All islands,1480441,7149428,656421,5203909,211,5728,1069,24063,249119,2776570,406022,2397548,824020,1945519,2517,21481,15427,81274,806076,1842764,
平成27,2015,5,13361,1,大島町,Oshima-machi,498832,2022420,175542,1260192,187,5184,369,6297,82702,858395,92284,390316,323290,762228,996,7582,6684,31463,315610,723183,
平成27,2015,5,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378,
平成27,2015,5,13363,3,新島村,Niｉｊima-mura,142718,672468,67037,509046,24,544,9,138,26013,274996,40991,233368,75681,163422,60,437,606,5543,75015,157442,
平成27,2015,5,13364,4,神津島村,Kouzushima-mura,79096,281905,31087,214339,-,-,29,471,8203,87165,22855,126703,48009,67566,9,56,102,514,47898,66996,
平成27,2015,5,13381,5,三宅村,Miyake-mura,134641,879049,83937,737785,-,-,38,1061,40685,531242,43214,205482,50704,141264,105,871,544,2998,50055,137395,
平成27,2015,5,13382,6,御蔵島村,Mikurajima-mura,21353,228929,19054,222864,-,-,-,-,1156,17939,17898,204925,2299,6065,-,-,-,-,2299,6065,
平成27,2015,5,13401,7,八丈町,Hachijo-machi,488854,2105904,193587,1397772,-,-,395,11589,75918,757993,117274,628190,295267,708132,1209,8896,6273,34197,287785,665039,
平成27,2015,5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534,
平成27,2015,5,13421,9,小笠原村,Ogasawara-mura,50121,673667,49391,648852,-,-,73,2321,13382,235099,35936,411432,730,24815,-,-,18,83,712,24732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成23～27年) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課「東京都道路現況調書」 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2011～2015 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Areainsquaremeters),,,,,,,,,,,,,,,,,,,,,,,,,,, 
　　    Source: Bureau of Construction，TMG,,,,,,,,,,,,,,,,,,,,,,,,,,, 
