地域階層,国名,Country,マーク Mark,総数 Total／輸出 Exports,総数 Total／輸入 Imports,海上 By sea／輸出 Exports,海上 By sea／輸入 Imports,航空 By air／輸出 Exports,航空 By air／輸入 Imports
2,フランス,France,,160999,733734,76382,236945,84617,496790
2,ドイツ,Germany,,674567,990557,256884,287285,417683,703272
2,スイス,Switzerland,,217009,539006,15860,108887,201149,430119
2,ポルトガル,Portugal,※,2853,10377,-,-,2853,10377
2,スペイン,Spain,※,26982,215250,13472,73738,13510,141512
2,イタリア,Italy,※,69082,545701,32743,147829,36340,397872
2,フィンランド,Finland,※,9470,36772,4240,23652,5230,13119
2,オーストリア,Austria,※,18368,95835,9487,41044,8881,54791
2,トルコ,Turkey,※,19614,25479,9317,11175,10297,14304
1,中東欧・ロシア等,Central and Eastern Europe， Russia， etc.,,126480,280215,65216,123186,61264,157028
2,ポーランド,Poland,※,28823,43958,19359,28722,9464,15236
2,ロシア,Russia,※,44161,104420,17464,39480,26698,64940
2,ハンガリー,Hungary,※,14476,40521,8509,16517,5967,24004
2,ルーマニア,Romania,※,2736,22668,1263,7650,1474,15018
2,ブルガリア,Bulgaria,※,1627,4833,-,-,1627,4833
2,チェコ,Czech,※,18674,36701,11307,18591,7367,18110
2,スロバキア,Slovakia,※,3250,3273,-,-,3250,3273
2,欧州連合,European Union,※,2071746,3816815,956036,1282544,1115710,2534271
2,北米,North America,,3101525,4120098,1540321,1361246,1561204,2758852
2,カナダ,Canada,※,108396,277419,65802,163022,42593,114397
1,アメリカ合衆国,United States of America,,2993129,3836696,1474519,1192241,1518610,2644454
1,中南米,Central America,,206695,556729,86374,318125,120321,238604
2,メキシコ,Mexico,※,92220,200370,46876,77334,45344,123036
2,コスタリカ,Costa Rica,※,9242,23790,317,10190,8925,13600
2,プエルトリコ（米）,Puerto Rico ( U.S.A. ),※,27755,80229,563,8568,27192,71661
2,コロンビア,Colombia,※,2888,6727,-,-,2888,6727
2,チリ,Chile,※,4692,130176,1737,127317,2956,2859
2,ブラジル,Brazil,※,49515,69814,26731,59364,22784,10450
2,アルゼンチン,Argentina,※,2753,17105,2753,17105,-,-
1,アフリカ,Africa,,43223,287601,21606,37370,21618,250231
2,チュニジア,Tunisia,※,590,5266,-,-,590,5266
2,モロッコ,Morocco,※,683,8978,683,8978,-,-
2,南アフリカ共和国,Republic of South Africa,※,14423,244516,7333,9266,7091,235250
1,大洋州,Oceania,,108697,191413,44616,142424,64081,48989
2,オーストラリア,Australia,※,93683,120813,38044,89461,55639,31352
2,ニュージーランド,New Zealand,※,12709,57082,6036,49278,6673,7803
,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　12  商業・サービス・貿易 12  COMMERCE，SERVICES，AND FOREIGN TRADE,,,,,,,,,
12-6  国別輸出入額 (平成26年) 12-6   VALUE OF IMPORTS AND EXPORTS BY SELECTED COUNTRY ( 2014 ),,,,,,,,,
この表は， 輸出入申告書， 積みもどし申告書及び船舶， 航空機の入出港届等を資料として作成されたものである。輸出は本船渡価額 (F.O.B.)，輸入は到着価額 (C.I.F.) である。 なお，「海上」 は東京税関管内の「東京港」であり，「航空」は「東京国際空港(羽田)」 と「成田国際空港」分を合計したものである。,,,,,,,,,
"This table has been prepared in reference to import／export declarations， reshipment declarations， notifications of the seaports／airports of entry／departure， and others. Values of exports and imports are based on F.O.B. and C.I.F. prices， respectively.""By sea"" refers to the values of imports／exports passing through the Port of Tokyo， Tokyo Customs， and ""By air"" refers to the value of trade (import／export) through the Tokyo International Airport (Haneda Airport) and Narita International Airport.  ",,,,,,,,,
注 1) 主要国及び地域のみを掲げたので，各国・地域の合計と小計とは一致しない。,,,,,,,,,
 2) ※については総数及び航空には羽田を含まない。,,,,,,,,,
Note: 1) Totals and subtotals by country and region do not match the sum of their components because data only reter to selected countries and regions.,,,,,,,,,
" 2) As for countries marked with asterisks， ""Total"" and ""By air"" data do not include import／export trade through Haneda Airport.",,,,,,,,,
資料：東京税関 「貿易年表」 Source: Tokyo Customs ,,,,,,,,,
（単位  百万円）(In millions of yen)  ,,,,,,,,,
地域階層 (0:総額　1:地域　2:内訳),,,,,,,,,
