地域階層,地域コード,項番 Item number,地域,District,総床面積 Total floor space,新設 Newly constructed／総数 Total／戸数 Number,新設 Newly constructed／総数 Total／総床面積 Total floor space,新設 Newly constructed／持家 Owner's dwelling ／戸数 Number,新設 Newly constructed／持家 Owner's dwelling ／総床面積 Total floor space,新設 Newly constructed／貸家 For rent／戸数 Number,新設 Newly constructed／貸家 For rent／総床面積 Total floor space,新設 Newly constructed／給与住宅 Issued dwelling／戸数 Number,新設 Newly constructed／給与住宅 Issued dwelling／総床面積 Total floor space,新設 Newly constructed／分譲住宅 For sale／戸数 Number,新設 Newly constructed／分譲住宅 For sale／総床面積 Total floor space,その他 Others／総数 Total／戸数 Number,その他 Others／総数 Total／総床面積 Total floor space,その他 Others／持家 Owner's dwelling ／戸数 Number,その他 Others／持家 Owner's dwelling ／総床面積 Total floor space,その他 Others／貸家 For rent／戸数 Number,その他 Others／貸家 For rent／総床面積 Total floor space,その他 Others／給与住宅 Issued dwelling／戸数 Number,その他 Others／給与住宅 Issued dwelling／総床面積 Total floor space,その他 Others／分譲住宅 For sale／戸数 Number,その他 Others／分譲住宅 For sale／総床面積 Total floor space
5,13204,4,三鷹市,Mitaka-shi,150137,1835,143925,318,35698,658,31150,-,-,859,77077,40,6212,4,130,14,275,22,5807,-,-
5,13205,5,青梅市,Ome-shi,78259,855,77484,211,24697,184,9888,1,299,459,42600,33,775,9,305,13,217,11,253,-,-
5,13206,6,府中市,Fuchu-shi,180046,2351,178621,397,44731,701,34174,-,-,1253,99716,51,1425,12,329,20,452,19,644,-,-
5,13207,7,昭島市,Akishima-shi,87534,1192,85748,146,16822,425,20450,355,23458,266,25018,62,1786,4,269,16,249,42,1268,-,-
5,13208,8,調布市,Chofu-shi,125623,1626,125004,316,34889,611,29515,-,-,699,60600,22,619,3,112,8,145,11,362,-,-
5,13209,9,町田市,Machida-shi,242320,2742,239953,649,76528,786,39721,3,352,1304,123352,82,2367,29,1248,25,445,28,674,-,-
5,13210,10,小金井市,Koganei-shi,96510,1286,95616,290,31086,475,21345,3,547,518,42638,24,894,6,236,10,185,8,473,-,-
5,13211,11,小平市,Kodaira-shi,158216,1934,157567,361,38639,543,25098,71,5556,959,88274,24,649,2,35,9,144,13,470,-,-
5,13212,12,日野市,Hino-shi,109939,1294,108234,258,29895,433,21010,-,-,603,57329,36,1705,10,578,21,508,5,619,-,-
5,13213,13,東村山市,Higashimurayama-shi,87384,1033,86946,242,26050,209,9823,10,460,572,50613,15,438,3,100,6,104,6,234,-,-
5,13214,14,国分寺市,Kokubunji-shi,73641,997,73305,209,22433,356,14638,2,738,430,35496,19,336,-,-,14,266,5,70,-,-
5,13215,15,国立市,Kunitachi-shi,64420,881,63372,122,14621,349,15091,-,-,410,33660,30,1048,2,128,6,89,22,831,-,-
5,13218,16,福生市,Fussa-shi,25673,270,25043,72,8183,64,4079,-,-,134,12781,4,630,2,226,1,387,1,17,-,-
5,13219,17,狛江市,Komae-shi,42034,521,41290,89,10148,118,5141,-,-,314,26001,14,744,1,18,2,27,11,699,-,-
5,13220,18,東大和市,Higashiyamato-shi,35839,416,35539,103,11110,109,5071,-,-,204,19358,9,300,3,90,6,210,-,-,-,-
5,13221,19,清瀬市,Kiyose-shi,55475,615,55346,156,18522,168,7705,-,-,291,29119,8,129,2,47,6,82,-,-,-,-
5,13222,20,東久留米市,Higashikurume-shi,109908,1383,107520,231,24489,395,18142,1,130,756,64759,63,2388,3,479,4,80,56,1829,-,-
5,13223,21,武蔵村山市,Musashimurayama-shi,39280,446,38579,140,15149,146,8388,-,-,160,15042,18,701,6,518,12,183,-,-,-,-
5,13224,22,多摩市,Tama-shi,62810,731,62249,102,12731,152,6434,-,-,477,43084,15,561,3,252,6,164,6,145,-,-
5,13225,23,稲城市,Inagi-shi,109659,1145,103367,123,14112,250,12364,30,1581,742,75310,19,6292,1,13,4,57,14,6222,-,-
5,13227,24,羽村市,Hamura-shi,24164,292,23810,79,8921,107,4750,-,-,106,10139,12,354,5,254,7,100,-,-,-,-
5,13228,25,あきる野市,Akiruno-shi,49380,527,48720,199,23012,145,7703,-,-,183,18005,17,660,8,454,8,188,1,18,-,-
5,13229,26,西東京市,Nishitokyo-shi,120756,1558,120113,345,37059,435,20117,-,-,778,62937,27,643,6,199,7,130,14,314,-,-
3,13300,,郡部,All gun,35891,388,35332,121,14470,111,5534,-,-,156,15328,17,559,7,365,10,194,-,-,-,-
3,13350,,島部,All islands,9468,128,9271,43,4575,56,2961,29,1735,-,-,7,197,2,112,1,19,4,66,-,-
4,13360,1,大島支庁,Oshima-shicho,3811,42,3737,23,2625,17,819,2,293,-,-,3,74,1,41,1,19,1,14,-,-
4,13380,2,三宅支庁,Miyake-shicho,306,3,306,1,96,1,141,1,69,-,-,-,-,-,-,-,-,-,-,-,-
4,13400,3,八丈支庁,Hachijo-shicho,2933,40,2840,10,950,28,1631,2,259,-,-,3,93,1,71,-,-,2,22,-,-
4,13420,4,小笠原支庁,Ogasawara-shicho,2418,43,2388,9,904,10,370,24,1114,-,-,1,30,-,-,-,-,1,30,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-11  地  域  別  着  工  住  宅  数 （平成26年） ,,,,,,,,,,,,,,,,,,,,,,,,,
　この表は， 建築基準法に基づき建築主から知事に届出のあった建築工事届により，着工住宅を工事別に分類したもので， 「新設」 ,,,,,,,,,,,,,,,,,,,,,,,,,
とは建築物の新築， 増築又は改築によって住宅の戸が新たに造られる工事をいい，「その他」とは住宅が増築又は改築されるときで， ,,,,,,,,,,,,,,,,,,,,,,,,,
住宅戸数が新たに増加しない工事をいう。 ,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　資料：都都市整備局市街地建築部建築企画課 ,,,,,,,,,,,,,,,,,,,,,,,,,
3-11  DWELLING  CONSTRUCTION STARTS BY DISTRICT ( 2014 ) ,,,,,,,,,,,,,,,,,,,,,,,,,
This table refers to the number of dwelling constructions started after submission of construction notification to the ,,,,,,,,,,,,,,,,,,,,,,,,,
Governor by the builders as prescribed in the Building Standards Act which have been classified by type of construction.,,,,,,,,,,,,,,,,,,,,,,,,,
Newly constructed refers to the building of a new dwelling unit through new construction extension or reconstruction,,,,,,,,,,,,,,,,,,,,,,,,,
"and ""Others"" refers to extension or reconstruction that does not result in an increase of dwelling units. ",,,,,,,,,,,,,,,,,,,,,,,,,
(Space in m2) ,,,,,,,,,,,,,,,,,,,,,,,,,
　　Source: Bureau of Urban Development，TMG,,,,,,,,,,,,,,,,,,,,,,,,,
