地域階層,地区コード,項番 Item number,地域,District,総数 All manufacturing／事業所数 Establishments,総数 All manufacturing／従業者数 Employees,総数 All manufacturing／現金給与総額 Total cash wages,総数 All manufacturing／原材料使用額等 Value of raw materials used， etc.,総数 All manufacturing／製造品出荷額等 Shipment value of manufactured goods， etc.,総数 All manufacturing／粗付加価値額 Gross value added,事業所数 Establishments／食料品 Food,事業所数 Establishments／飲料・たばこ・飼料 Beverages， tobacco and feed,事業所数 Establishments／繊維工業 Textiles,事業所数 Establishments／木材・木製品(家具を除く) Lumber and wood products， except furniture,事業所数 Establishments／家具・装備品 Furniture and fixtures,事業所数 Establishments／パルプ・紙・紙加工品 Pulp， paper and paper products,事業所数 Establishments／印刷・同関連業 Printing and allied industries,事業所数 Establishments／化学工業 Chemicals,事業所数 Establishments／石油・石炭製品 Petroleum and coal products,事業所数 Establishments／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,事業所数 Establishments／ゴム製品 Rubber products,事業所数 Establishments／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,事業所数 Establishments／窯業・土石製品 Ceramic， stone and clay products,事業所数 Establishments／鉄鋼業 Iron and steel,事業所数 Establishments／非鉄金属 Non-ferrous metals and products,事業所数 Establishments／金属製品 Fabricated metal products,事業所数 Establishments／はん用機械器具 General-purpose machinery,事業所数 Establishments／生産用機械器具 Production machinery,事業所数 Establishments／業務用機械器具 Business use machinery,事業所数 Establishments／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,事業所数 Establishments／電気機械器具 Electrical machinery， equipment and supplies,事業所数 Establishments／情報通信機械器具 Information and communications equipment,事業所数 Establishments／輸送用機械器具 Transportation equipment,事業所数 Establishments／その他 Others,従業者数 Persons engaged／食料品 Food,従業者数 Persons engaged／飲料・たばこ・飼料 Beverages， tobacco and feed,従業者数 Persons engaged／繊維工業 Textiles,従業者数 Persons engaged／木材・木製品(家具を除く) Lumber and wood products， except furniture,従業者数 Persons engaged／家具・装備品 Furniture and fixtures,従業者数 Persons engaged／パルプ・紙・紙加工品 Pulp， paper and paper products,従業者数 Persons engaged／印刷・同関連業 Printing and allied industries,従業者数 Persons engaged／化学工業 Chemicals,従業者数 Persons engaged／石油・石炭製品 Petroleum and coal products,従業者数 Persons engaged／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,従業者数 Persons engaged／ゴム製品 Rubber products,従業者数 Persons engaged／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,従業者数 Persons engaged／窯業・土石製品 Ceramic， stone and clay products,従業者数 Persons engaged／鉄鋼業 Iron and steel,従業者数 Persons engaged／非鉄金属 Non-ferrous metals and products,従業者数 Persons engaged／金属製品 Fabricated metal products,従業者数 Persons engaged／はん用機械器具 General-purpose machinery,従業者数 Persons engaged／生産用機械器具 Production machinery,従業者数 Persons engaged／業務用機械器具 Business use machinery,従業者数 Persons engaged／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,従業者数 Persons engaged／電気機械器具 Electrical machinery， equipment and supplies,従業者数 Persons engaged／情報通信機械器具 Information and communications equipment,従業者数 Persons engaged／輸送用機械器具 Transportation equipment,従業者数 Persons engaged／その他 Others,製造品出荷額等 Value of manufactured goods shipments， etc.／食料品 Food,製造品出荷額等 Value of manufactured goods shipments， etc.／飲料・たばこ・飼料 Beverages， tobacco and feed,製造品出荷額等 Value of manufactured goods shipments， etc.／繊維工業 Textiles,製造品出荷額等 Value of manufactured goods shipments， etc.／木材・木製品(家具を除く) Lumber and wood products， except furniture,製造品出荷額等 Value of manufactured goods shipments， etc.／家具・装備品 Furniture and fixtures,製造品出荷額等 Value of manufactured goods shipments， etc.／パルプ・紙・紙加工品 Pulp， paper and paper products,製造品出荷額等 Value of manufactured goods shipments， etc.／印刷・同関連業 Printing and allied industries,製造品出荷額等 Value of manufactured goods shipments， etc.／化学工業 Chemicals,製造品出荷額等 Value of manufactured goods shipments， etc.／石油・石炭製品 Petroleum and coal products,製造品出荷額等 Value of manufactured goods shipments， etc.／プラスチック製品(別掲を除く) Plastic products， except otherwise classified,製造品出荷額等 Value of manufactured goods shipments， etc.／ゴム製品 Rubber products,製造品出荷額等 Value of manufactured goods shipments， etc.／なめし革・同製品・毛皮 Tanned leather， leather products and fur skins,製造品出荷額等 Value of manufactured goods shipments， etc.／窯業・土石製品 Ceramic， stone and clay products,製造品出荷額等 Value of manufactured goods shipments， etc.／鉄鋼業 Iron and steel,製造品出荷額等 Value of manufactured goods shipments， etc.／非鉄金属 Non-ferrous metals and products,製造品出荷額等 Value of manufactured goods shipments， etc.／金属製品 Fabricated metal products,製造品出荷額等 Value of manufactured goods shipments， etc.／はん用機械器具 General-purpose machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／生産用機械器具 Production machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／業務用機械器具 Business use machinery,製造品出荷額等 Value of manufactured goods shipments， etc.／電子部品・デバイス・電子回路 Electronic parts， devices and electronic circuits,製造品出荷額等 Value of manufactured goods shipments， etc.／電気機械器具 Electrical machinery， equipment and supplies,製造品出荷額等 Value of manufactured goods shipments， etc.／情報通信機械器具 Information and communications equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／輸送用機械器具 Transportation equipment,製造品出荷額等 Value of manufactured goods shipments， etc.／その他 Others
2,13111,11,大田区,Ota-ku,1503,22505,9770868,22486364,42618320,19246302,55,3,19,3,11,17,82,21,1,109,13,1,21,37,32,300,119,278,94,45,132,15,61,34,1602,105,204,28,259,240,1338,804,41,1311,275,20,340,466,390,4083,1729,3702,1634,644,1845,343,676,426,3820854,246374,189398,x,222777,350575,2142534,2106176,x,2218063,497003,x,1599354,1855239,1668500,6248449,3272311,5808017,3148464,1135233,2911321,576072,1343261,714848
2,13112,12,世田谷区,Setagaya-ku,180,2380,939741,1870567,3774557,1816334,25,-,9,-,5,5,28,8,-,2,2,1,6,-,4,19,3,7,17,7,20,4,-,8,386,-,67,-,54,26,426,128,-,18,9,9,106,-,78,171,36,64,260,122,213,75,-,132,643380,-,54518,-,119620,15892,649195,280032,-,x,x,x,580683,-,51327,171323,61835,104441,437248,147698,239811,88964,-,98634
2,13113,13,渋谷区,Shibuya-ku,60,1080,481506,816366,1722255,864680,5,1,3,-,1,1,23,1,-,2,-,-,-,-,-,2,-,-,4,-,7,1,-,9,68,6,22,-,6,10,610,9,-,10,-,-,-,-,-,17,-,-,136,-,85,4,-,97,x,x,x,-,x,x,1083429,x,-,x,-,-,-,-,-,x,-,-,272405,-,109564,x,-,135401
2,13114,14,中野区,Nakano-ku,85,1002,376311,585222,1223538,609595,12,3,13,-,1,3,20,4,-,-,-,1,1,-,-,7,1,5,3,3,2,1,1,4,185,22,177,-,5,45,126,85,-,-,-,5,6,-,-,78,8,71,76,39,16,5,17,36,247012,18244,114913,-,x,70839,129741,99296,-,-,-,x,x,-,-,79878,x,87298,169373,68405,x,x,x,48512
2,13115,15,杉並区,Suginami-ku,93,1030,421421,711318,1456847,711516,8,-,6,1,5,3,24,-,-,3,1,1,2,1,-,1,1,5,6,2,11,2,4,6,78,-,84,8,29,22,217,-,-,34,7,4,11,9,-,6,6,50,64,17,236,36,45,67,101075,-,119408,x,31668,30835,348442,-,-,34122,x,x,x,x,-,x,x,44592,79915,x,340288,x,106467,97364
2,13116,16,豊島区,Toshima-ku,162,3056,1383907,2613858,5237601,2514904,12,-,12,1,4,11,62,3,-,4,2,2,1,-,1,7,3,-,12,2,7,5,2,9,195,-,120,13,63,92,1225,38,-,44,19,15,13,-,10,203,69,-,159,48,523,62,13,132,246746,-,113137,x,104797,93825,2453313,44023,-,48814,x,x,x,-,x,229965,98662,-,174602,x,1043920,110577,x,301619
2,13117,17,北区,Kita-ku,320,8445,4193993,12003107,23318872,10825460,19,1,14,-,6,18,98,10,-,11,6,11,1,1,3,29,10,16,15,2,13,4,7,25,301,12,154,-,56,292,3941,649,-,65,222,95,10,23,38,309,143,193,639,25,210,90,233,745,355029,x,172546,-,74596,523181,13206633,1519695,-,36236,348905,93258,x,x,50229,574928,321868,539412,1744298,x,472441,131732,599456,2227163
2,13118,18,荒川区,Arakawa-ku,532,6092,2257401,5191456,9143120,3771343,22,2,17,2,15,39,128,7,-,30,13,22,7,3,3,82,10,21,24,5,20,2,3,55,597,50,124,29,107,338,1598,170,-,252,120,236,71,15,31,722,181,184,243,95,314,24,25,566,1191860,x,135796,x,132430,548640,2394930,272178,-,324536,112618,453674,73440,21650,32989,926065,292511,201786,344626,150565,475224,x,57766,908185
2,13119,19,板橋区,Itabashi-ku,710,16592,7538443,18909059,35827044,16198418,41,-,20,-,10,41,228,29,2,40,4,5,8,7,9,57,14,51,61,8,21,6,12,36,1334,-,343,-,93,575,6514,696,74,482,35,59,379,782,97,623,194,758,1671,90,389,530,313,561,2373000,-,436026,-,154828,709419,10192304,2291788,x,512252,x,39320,1189003,4381814,261717,697171,403164,1420598,5737162,208498,923563,1921401,711605,975298
2,13120,20,練馬区,Nerima-ku,197,4201,1786380,3933402,7184398,3114215,27,-,20,3,7,14,24,4,-,17,1,3,3,-,2,11,2,10,14,2,13,4,4,12,1783,-,145,14,102,251,453,75,-,185,7,27,36,-,178,133,31,103,181,25,148,168,37,119,2599860,-,83316,24778,244260,482424,521470,1086067,-,328553,x,27742,150805,-,x,176771,x,136147,192278,x,228852,139006,41937,142411
2,13121,21,足立区,Adachi-ku,942,13521,5335685,14257545,26371932,11596749,64,-,52,5,59,64,84,22,2,60,21,66,9,7,11,178,26,66,24,6,29,7,17,63,1333,-,544,30,550,929,994,942,30,662,316,1092,266,184,171,1792,372,803,952,144,395,61,260,699,2243286,-,469057,x,861175,1848918,1380002,2396854,x,772962,295524,2209896,625719,1647701,530036,2327791,580643,1324025,4379079,170529,609875,62722,317953,1168378
2,13122,22,葛飾区,Katsushika-ku,821,9870,3591393,9670313,17233554,7231928,32,1,33,3,16,39,61,9,-,70,64,33,10,6,9,190,19,84,25,6,25,5,15,66,565,7,337,22,122,703,636,210,-,707,731,527,126,60,77,2092,230,753,343,91,517,165,142,707,2746203,x,415888,13309,84705,2034317,787909,463194,-,1054304,843239,696775,488907,107634,330340,2538221,469210,1041499,565585,90912,772063,x,264306,1024689
2,13123,23,江戸川区,Edogawa-ku,773,9718,3804397,11072029,19532413,8087566,36,-,58,3,31,34,70,9,-,50,14,7,16,23,5,166,37,106,21,4,25,1,20,37,1006,-,490,19,207,552,1158,187,-,505,172,80,185,203,79,1839,369,1507,184,55,246,6,208,461,4190318,-,601153,x,281906,2248356,1021699,354056,-,580273,216085,127941,544458,545976,421338,3162464,550258,2926313,195351,117450,456095,x,310734,653314
1,13200,,市部,All shi,2501,112655,60262075,260486032,422642941,154501945,214,23,62,9,52,41,201,50,5,132,9,3,55,15,35,248,91,293,179,206,271,96,108,103,15382,821,945,80,1509,942,5279,3411,87,2041,673,20,1113,447,1013,3664,4827,6064,5291,6727,15794,13401,19607,3517,37579898,10511736,1040563,83294,4818200,1872207,10451152,11723780,670265,3439447,2437972,10883,4047073,3413826,2953030,4891913,19527496,13856620,9069161,23177621,47038540,78823787,114393967,16810510
2,13201,1,八王子市,Hachioji-shi,566,15567,6529243,16940465,35571631,17958261,37,6,26,1,10,6,33,13,2,37,-,-,12,1,9,53,23,75,45,56,61,20,24,16,2318,108,326,13,131,205,1491,855,28,740,-,-,171,5,207,636,378,1747,1467,1454,1735,524,755,273,5401811,266174,378647,x,156459,451384,3452265,5210139,x,1376949,-,-,689448,x,468672,716346,505900,5215201,2420783,2419826,2959241,635534,1746479,745663
2,13202,2,立川市,Tachikawa-shi,95,3471,1520657,3949814,6518096,2581919,11,-,1,-,4,3,11,2,-,5,1,-,2,-,-,8,4,8,7,6,10,2,5,5,589,-,4,-,860,62,513,76,-,172,6,-,19,-,-,90,66,66,122,194,316,141,123,52,702308,-,x,-,3235371,49238,554946,x,-,462539,x,-,x,-,-,108457,158961,154032,72887,228259,349760,x,196044,45602
2,13203,3,武蔵野市,Musashino-shi,30,3247,2603858,652424,1308042,637340,4,-,-,-,-,-,8,-,-,1,-,1,1,-,-,-,1,2,2,3,4,-,1,2,41,-,-,-,-,-,128,-,-,8,-,10,17,-,-,-,10,21,32,52,56,-,2860,12,36098,-,-,-,-,-,147203,-,-,x,-,x,x,-,-,-,x,x,x,98706,139478,-,x,x
2,13204,4,三鷹市,Mitaka-shi,91,3664,2828543,8089070,9856079,1705698,6,-,2,-,-,-,15,1,-,4,-,-,1,1,-,9,2,12,12,4,12,7,2,1,148,-,9,-,-,-,242,41,-,47,-,-,9,6,-,140,38,144,232,42,195,2131,235,5,140582,-,x,-,-,-,370479,x,-,78912,-,-,x,x,-,175836,x,146835,453875,92981,249873,7448211,x,x
2,13205,5,青梅市,Ome-shi,243,8329,4295969,9184960,14630991,5270304,20,2,7,-,2,4,11,4,1,27,1,-,5,4,1,31,9,45,14,15,19,7,8,6,805,90,206,-,12,68,168,74,16,290,19,-,130,116,7,454,162,760,679,794,777,2064,593,45,887482,x,171993,-,x,55080,289029,151499,x,364891,x,-,319342,1280286,x,618211,235298,1187593,1110949,2523637,1528248,657714,2936553,63999
2,13206,6,府中市,Fuchu-shi,129,13065,8481714,67263149,83544304,13459627,13,2,2,-,2,1,12,-,1,3,3,-,5,-,4,12,5,8,6,11,22,11,2,4,1176,142,32,-,18,15,335,-,29,31,31,-,92,-,473,102,169,189,211,598,4586,4689,47,100,2415520,x,x,-,x,x,1270161,-,x,54949,50105,-,358769,-,1820329,162659,283331,518256,285054,1802348,21168613,47537568,x,214310
2,13207,7,昭島市,Akishima-shi,128,9290,4935313,36695367,46321436,9760063,9,-,1,2,5,3,1,1,-,1,-,-,2,2,4,19,4,20,8,8,15,4,13,6,2133,-,5,15,113,39,4,8,-,23,-,-,237,17,32,329,24,524,103,1513,2807,637,663,64,5416188,-,x,x,336578,39076,x,x,-,x,-,-,x,x,27755,399823,21304,1724604,136448,12204511,10823202,12355712,1691000,79346
2,13208,8,調布市,Chofu-shi,104,2492,1206224,2515760,4938386,2320561,9,1,4,-,3,4,16,2,-,5,-,-,2,1,-,5,5,5,9,8,14,3,3,5,166,65,51,-,21,44,267,25,-,56,-,-,30,13,-,102,93,59,177,104,1089,30,55,45,546753,x,60586,-,13056,61731,265331,x,-,69087,-,-,x,x,-,101068,119841,46880,333509,83202,2345156,43042,30102,35806
2,13209,9,町田市,Machida-shi,146,4466,1728746,4589761,8238297,3523236,13,-,3,1,-,3,9,3,1,8,1,-,1,2,3,17,6,7,9,20,13,9,5,12,736,-,46,8,-,102,99,83,14,132,13,-,5,17,30,261,133,236,760,311,345,749,58,328,770630,-,46452,x,-,133076,105264,181168,x,179273,x,-,x,x,131834,421691,148660,857235,1441863,668260,488558,1763671,61310,775742
2,13210,10,小金井市,Koganei-shi,22,432,170308,299055,553163,243259,2,-,1,-,-,1,2,1,-,1,-,-,2,-,-,1,1,3,1,-,2,-,2,2,14,-,7,-,-,16,9,23,-,15,-,-,21,-,-,8,45,27,28,-,15,-,38,166,x,-,x,-,-,x,x,x,-,x,-,-,x,-,-,x,x,61937,x,-,x,-,x,x
2,13211,11,小平市,Kodaira-shi,84,4349,2101583,5878128,11394850,5354985,9,-,3,-,5,3,9,1,-,4,2,-,2,-,1,11,5,9,1,10,6,2,-,1,1316,-,43,-,34,51,125,7,-,40,594,-,48,-,14,114,222,115,25,184,71,1338,-,8,1245776,-,24870,-,25800,59156,158190,x,-,43547,x,-,x,-,x,160382,780384,144724,x,172818,102047,x,-,x
2,13212,12,日野市,Hino-shi,75,14828,10045940,25666271,70410257,42918088,4,1,1,-,1,2,10,1,-,2,-,-,2,1,1,4,3,6,9,6,10,5,2,4,346,7,4,-,4,16,190,1384,-,15,-,-,45,6,5,44,2121,61,259,173,2032,162,7934,20,1601746,x,x,-,x,x,299839,x,-,x,-,-,x,x,x,39001,14363662,81923,431386,283146,4169303,194801,x,18856
2,13213,13,東村山市,Higashimurayama-shi,94,2817,996868,3498246,6258425,2635280,12,1,2,1,2,2,13,7,-,8,-,-,1,-,2,7,3,7,2,8,10,3,1,2,984,22,23,5,19,55,231,361,-,130,-,-,49,-,16,120,74,112,9,414,125,23,12,33,2986638,x,x,x,x,x,291382,1113111,-,232606,-,-,x,-,x,131825,170557,161040,x,548177,140833,15415,x,x
2,13214,14,国分寺市,Kokubunji-shi,29,897,541657,815876,2081474,1217809,-,-,2,-,-,-,5,3,-,1,-,-,-,-,-,1,-,1,4,2,4,2,1,3,-,-,9,-,-,-,60,37,-,9,-,-,-,-,-,40,-,8,38,67,102,480,7,40,-,-,x,-,-,-,96970,62128,-,x,-,-,-,-,-,x,-,x,39034,x,128234,x,x,87120
2,13215,15,国立市,Kunitachi-shi,24,348,113466,170331,372939,193140,6,-,-,-,-,-,1,-,-,-,1,-,-,-,-,1,-,1,3,1,4,2,2,2,131,-,-,-,-,-,4,-,-,-,10,-,-,-,-,9,-,8,84,5,38,29,16,14,102425,-,-,-,-,-,x,-,-,-,x,-,-,-,-,x,-,x,90165,x,42616,x,x,x
2,13218,16,福生市,Fussa-shi,45,1477,540940,1224020,2757737,1453678,4,2,1,-,-,-,5,1,-,2,-,-,2,-,1,5,1,3,3,2,5,-,6,2,323,38,6,-,-,-,593,5,-,12,-,-,61,-,6,63,8,57,58,11,77,-,144,15,371930,x,x,-,-,-,1359511,x,-,x,-,-,x,-,x,181490,x,94709,100673,x,147186,-,244381,x
