全国地方公共団体コード,都道府県名,市区町村名,発症_年月日,陽性者数,陽性者数（累計）
130001,東京都,,2020-12-30,846,40348
130001,東京都,,2020-12-31,915,41263
130001,東京都,,2021-01-01,1161,42424
130001,東京都,,2021-01-02,1296,43720
130001,東京都,,2021-01-03,1328,45048
130001,東京都,,2021-01-04,1525,46573
130001,東京都,,2021-01-05,1396,47969
130001,東京都,,2021-01-06,1365,49334
130001,東京都,,2021-01-07,1178,50512
130001,東京都,,2021-01-08,1040,51552
130001,東京都,,2021-01-09,963,52515
130001,東京都,,2021-01-10,900,53415
130001,東京都,,2021-01-11,902,54317
130001,東京都,,2021-01-12,1032,55349
130001,東京都,,2021-01-13,900,56249
130001,東京都,,2021-01-14,739,56988
130001,東京都,,2021-01-15,739,57727
130001,東京都,,2021-01-16,701,58428
130001,東京都,,2021-01-17,598,59026
130001,東京都,,2021-01-18,719,59745
130001,東京都,,2021-01-19,613,60358
130001,東京都,,2021-01-20,551,60909
130001,東京都,,2021-01-21,541,61450
130001,東京都,,2021-01-22,540,61990
130001,東京都,,2021-01-23,443,62433
130001,東京都,,2021-01-24,428,62861
130001,東京都,,2021-01-25,511,63372
130001,東京都,,2021-01-26,424,63796
130001,東京都,,2021-01-27,442,64238
130001,東京都,,2021-01-28,364,64602
130001,東京都,,2021-01-29,362,64964
130001,東京都,,2021-01-30,309,65273
130001,東京都,,2021-01-31,264,65537
130001,東京都,,2021-02-01,352,65889
130001,東京都,,2021-02-02,371,66260
130001,東京都,,2021-02-03,307,66567
130001,東京都,,2021-02-04,279,66846
130001,東京都,,2021-02-05,275,67121
130001,東京都,,2021-02-06,241,67362
130001,東京都,,2021-02-07,210,67572
130001,東京都,,2021-02-08,245,67817
130001,東京都,,2021-02-09,218,68035
130001,東京都,,2021-02-10,227,68262
130001,東京都,,2021-02-11,203,68465
130001,東京都,,2021-02-12,228,68693
130001,東京都,,2021-02-13,214,68907
130001,東京都,,2021-02-14,197,69104
130001,東京都,,2021-02-15,225,69329
130001,東京都,,2021-02-16,184,69513
130001,東京都,,2021-02-17,190,69703
130001,東京都,,2021-02-18,186,69889
130001,東京都,,2021-02-19,171,70060
130001,東京都,,2021-02-20,174,70234
130001,東京都,,2021-02-21,143,70377
130001,東京都,,2021-02-22,180,70557
130001,東京都,,2021-02-23,178,70735
130001,東京都,,2021-02-24,175,70910
130001,東京都,,2021-02-25,153,71063
130001,東京都,,2021-02-26,155,71218
130001,東京都,,2021-02-27,131,71349
130001,東京都,,2021-02-28,159,71508
130001,東京都,,2021-03-01,184,71692
130001,東京都,,2021-03-02,193,71885
130001,東京都,,2021-03-03,163,72048
130001,東京都,,2021-03-04,189,72237
130001,東京都,,2021-03-05,166,72403
130001,東京都,,2021-03-06,172,72575
130001,東京都,,2021-03-07,166,72741
130001,東京都,,2021-03-08,197,72938
130001,東京都,,2021-03-09,202,73140
130001,東京都,,2021-03-10,181,73321
130001,東京都,,2021-03-11,195,73516
130001,東京都,,2021-03-12,204,73720
130001,東京都,,2021-03-13,207,73927
130001,東京都,,2021-03-14,172,74099
130001,東京都,,2021-03-15,270,74369
130001,東京都,,2021-03-16,227,74596
130001,東京都,,2021-03-17,202,74798
130001,東京都,,2021-03-18,208,75006
130001,東京都,,2021-03-19,245,75251
130001,東京都,,2021-03-20,227,75478
130001,東京都,,2021-03-21,189,75667
130001,東京都,,2021-03-22,266,75933
130001,東京都,,2021-03-23,258,76191
130001,東京都,,2021-03-24,258,76449
130001,東京都,,2021-03-25,248,76697
130001,東京都,,2021-03-26,221,76918
130001,東京都,,2021-03-27,217,77135
130001,東京都,,2021-03-28,242,77377
130001,東京都,,2021-03-29,290,77667
130001,東京都,,2021-03-30,282,77949
130001,東京都,,2021-03-31,262,78211
130001,東京都,,2021-04-01,310,78521
130001,東京都,,2021-04-02,313,78834
130001,東京都,,2021-04-03,333,79167
130001,東京都,,2021-04-04,278,79445
130001,東京都,,2021-04-05,361,79806
130001,東京都,,2021-04-06,385,80191
130001,東京都,,2021-04-07,357,80548
130001,東京都,,2021-04-08,316,80864
130001,東京都,,2021-04-09,350,81214
130001,東京都,,2021-04-10,329,81543
130001,東京都,,2021-04-11,384,81927
130001,東京都,,2021-04-12,486,82413
130001,東京都,,2021-04-13,466,82879
130001,東京都,,2021-04-14,517,83396
130001,東京都,,2021-04-15,451,83847
130001,東京都,,2021-04-16,487,84334
130001,東京都,,2021-04-17,465,84799
130001,東京都,,2021-04-18,462,85261
130001,東京都,,2021-04-19,607,85868
130001,東京都,,2021-04-20,574,86442
130001,東京都,,2021-04-21,548,86990
130001,東京都,,2021-04-22,536,87526
130001,東京都,,2021-04-23,518,88044
130001,東京都,,2021-04-24,505,88549
130001,東京都,,2021-04-25,533,89082
130001,東京都,,2021-04-26,669,89751
130001,東京都,,2021-04-27,662,90413
130001,東京都,,2021-04-28,653,91066
130001,東京都,,2021-04-29,557,91623
130001,東京都,,2021-04-30,591,92214
130001,東京都,,2021-05-01,615,92829
130001,東京都,,2021-05-02,551,93380
130001,東京都,,2021-05-03,614,93994
130001,東京都,,2021-05-04,551,94545
130001,東京都,,2021-05-05,617,95162
130001,東京都,,2021-05-06,621,95783
130001,東京都,,2021-05-07,642,96425
130001,東京都,,2021-05-08,573,96998
130001,東京都,,2021-05-09,495,97493
130001,東京都,,2021-05-10,557,98050
130001,東京都,,2021-05-11,549,98599
130001,東京都,,2021-05-12,494,99093
130001,東京都,,2021-05-13,398,99491
130001,東京都,,2021-05-14,474,99965
130001,東京都,,2021-05-15,385,100350
130001,東京都,,2021-05-16,382,100732
130001,東京都,,2021-05-17,475,101207
130001,東京都,,2021-05-18,437,101644
130001,東京都,,2021-05-19,403,102047
130001,東京都,,2021-05-20,352,102399
130001,東京都,,2021-05-21,355,102754
130001,東京都,,2021-05-22,378,103132
130001,東京都,,2021-05-23,374,103506
130001,東京都,,2021-05-24,396,103902
130001,東京都,,2021-05-25,381,104283
130001,東京都,,2021-05-26,380,104663
130001,東京都,,2021-05-27,301,104964
130001,東京都,,2021-05-28,308,105272
130001,東京都,,2021-05-29,261,105533
130001,東京都,,2021-05-30,257,105790
130001,東京都,,2021-05-31,303,106093
130001,東京都,,2021-06-01,294,106387
130001,東京都,,2021-06-02,271,106658
130001,東京都,,2021-06-03,245,106903
130001,東京都,,2021-06-04,234,107137
130001,東京都,,2021-06-05,229,107366
130001,東京都,,2021-06-06,229,107595
130001,東京都,,2021-06-07,260,107855
130001,東京都,,2021-06-08,278,108133
130001,東京都,,2021-06-09,273,108406
130001,東京都,,2021-06-10,256,108662
130001,東京都,,2021-06-11,229,108891
130001,東京都,,2021-06-12,274,109165
130001,東京都,,2021-06-13,222,109387
130001,東京都,,2021-06-14,289,109676
130001,東京都,,2021-06-15,293,109969
130001,東京都,,2021-06-16,281,110250
130001,東京都,,2021-06-17,293,110543
130001,東京都,,2021-06-18,310,110853
130001,東京都,,2021-06-19,322,111175
130001,東京都,,2021-06-20,319,111494
130001,東京都,,2021-06-21,343,111837
130001,東京都,,2021-06-22,402,112239
130001,東京都,,2021-06-23,381,112620
130001,東京都,,2021-06-24,319,112939
130001,東京都,,2021-06-25,375,113314
130001,東京都,,2021-06-26,340,113654
130001,東京都,,2021-06-27,354,114008
130001,東京都,,2021-06-28,452,114460
130001,東京都,,2021-06-29,455,114915
130001,東京都,,2021-06-30,465,115380
130001,東京都,,2021-07-01,416,115796
130001,東京都,,2021-07-02,477,116273
130001,東京都,,2021-07-03,451,116724
130001,東京都,,2021-07-04,444,117168
130001,東京都,,2021-07-05,552,117720
130001,東京都,,2021-07-06,603,118323
130001,東京都,,2021-07-07,620,118943
130001,東京都,,2021-07-08,548,119491
130001,東京都,,2021-07-09,533,120024
130001,東京都,,2021-07-10,620,120644
130001,東京都,,2021-07-11,636,121280
130001,東京都,,2021-07-12,880,122160
130001,東京都,,2021-07-13,961,123121
130001,東京都,,2021-07-14,914,124035
130001,東京都,,2021-07-15,877,124912
130001,東京都,,2021-07-16,891,125803
130001,東京都,,2021-07-17,888,126691
130001,東京都,,2021-07-18,1005,127696
130001,東京都,,2021-07-19,1336,129032
130001,東京都,,2021-07-20,1420,130452
130001,東京都,,2021-07-21,1439,131891
130001,東京都,,2021-07-22,1458,133349
130001,東京都,,2021-07-23,1644,134993
130001,東京都,,2021-07-24,1928,136921
130001,東京都,,2021-07-25,2184,139105
130001,東京都,,2021-07-26,2657,141762
130001,東京都,,2021-07-27,2837,144599
130001,東京都,,2021-07-28,2819,147418
130001,東京都,,2021-07-29,2641,150059
130001,東京都,,2021-07-30,2646,152705
130001,東京都,,2021-07-31,2571,155276
130001,東京都,,2021-08-01,3052,158328
130001,東京都,,2021-08-02,3327,161655
130001,東京都,,2021-08-03,3325,164980
130001,東京都,,2021-08-04,3275,168255
130001,東京都,,2021-08-05,3197,171452
130001,東京都,,2021-08-06,3239,174691
130001,東京都,,2021-08-07,3173,177864
130001,東京都,,2021-08-08,3047,180911
130001,東京都,,2021-08-09,3477,184388
130001,東京都,,2021-08-10,3979,188367
130001,東京都,,2021-08-11,3671,192038
130001,東京都,,2021-08-12,3579,195617
130001,東京都,,2021-08-13,3497,199114
130001,東京都,,2021-08-14,3308,202422
130001,東京都,,2021-08-15,3309,205731
130001,東京都,,2021-08-16,3727,209458
130001,東京都,,2021-08-17,3677,213135
130001,東京都,,2021-08-18,3423,216558
130001,東京都,,2021-08-19,3042,219600
130001,東京都,,2021-08-20,2971,222571
130001,東京都,,2021-08-21,2837,225408
130001,東京都,,2021-08-22,2565,227973
130001,東京都,,2021-08-23,3033,231006
130001,東京都,,2021-08-24,2880,233886
130001,東京都,,2021-08-25,2580,236466
130001,東京都,,2021-08-26,2280,238746
130001,東京都,,2021-08-27,2161,240907
130001,東京都,,2021-08-28,1983,242890
130001,東京都,,2021-08-29,1740,244630
130001,東京都,,2021-08-30,1800,246430
130001,東京都,,2021-08-31,1556,247986
130001,東京都,,2021-09-01,1601,249587
130001,東京都,,2021-09-02,1261,250848
130001,東京都,,2021-09-03,1152,252000
130001,東京都,,2021-09-04,980,252980
130001,東京都,,2021-09-05,886,253866
130001,東京都,,2021-09-06,1033,254899
130001,東京都,,2021-09-07,893,255792
130001,東京都,,2021-09-08,824,256616
130001,東京都,,2021-09-09,687,257303
130001,東京都,,2021-09-10,773,258076
130001,東京都,,2021-09-11,542,258618
130001,東京都,,2021-09-12,503,259121
130001,東京都,,2021-09-13,573,259694
130001,東京都,,2021-09-14,497,260191
130001,東京都,,2021-09-15,470,260661
130001,東京都,,2021-09-16,344,261005
130001,東京都,,2021-09-17,301,261306
130001,東京都,,2021-09-18,260,261566
130001,東京都,,2021-09-19,239,261805
130001,東京都,,2021-09-20,238,262043
130001,東京都,,2021-09-21,226,262269
130001,東京都,,2021-09-22,177,262446
130001,東京都,,2021-09-23,201,262647
130001,東京都,,2021-09-24,179,262826
130001,東京都,,2021-09-25,130,262956
130001,東京都,,2021-09-26,133,263089
130001,東京都,,2021-09-27,144,263233
130001,東京都,,2021-09-28,114,263347
130001,東京都,,2021-09-29,117,263464
130001,東京都,,2021-09-30,79,263543
130001,東京都,,2021-10-01,99,263642
130001,東京都,,2021-10-02,77,263719
130001,東京都,,2021-10-03,69,263788
130001,東京都,,2021-10-04,82,263870
130001,東京都,,2021-10-05,68,263938
130001,東京都,,2021-10-06,55,263993
130001,東京都,,2021-10-07,45,264038
130001,東京都,,2021-10-08,35,264073
130001,東京都,,2021-10-09,35,264108
130001,東京都,,2021-10-10,24,264132
130001,東京都,,2021-10-11,40,264172
130001,東京都,,2021-10-12,26,264198
130001,東京都,,2021-10-13,41,264239
130001,東京都,,2021-10-14,29,264268
130001,東京都,,2021-10-15,33,264301
130001,東京都,,2021-10-16,16,264317
130001,東京都,,2021-10-17,18,264335
130001,東京都,,2021-10-18,28,264363
130001,東京都,,2021-10-19,24,264387
130001,東京都,,2021-10-20,20,264407
130001,東京都,,2021-10-21,18,264425
130001,東京都,,2021-10-22,7,264432
130001,東京都,,2021-10-23,21,264453
130001,東京都,,2021-10-24,16,264469
130001,東京都,,2021-10-25,8,264477
130001,東京都,,2021-10-26,17,264494
130001,東京都,,2021-10-27,19,264513
130001,東京都,,2021-10-28,26,264539
130001,東京都,,2021-10-29,13,264552
130001,東京都,,2021-10-30,16,264568
130001,東京都,,2021-10-31,11,264579
130001,東京都,,2021-11-01,13,264592
130001,東京都,,2021-11-02,16,264608
130001,東京都,,2021-11-03,11,264619
130001,東京都,,2021-11-04,19,264638
130001,東京都,,2021-11-05,17,264655
130001,東京都,,2021-11-06,18,264673
130001,東京都,,2021-11-07,13,264686
130001,東京都,,2021-11-08,20,264706
130001,東京都,,2021-11-09,12,264718
130001,東京都,,2021-11-10,23,264741
130001,東京都,,2021-11-11,9,264750
130001,東京都,,2021-11-12,9,264759
130001,東京都,,2021-11-13,7,264766
130001,東京都,,2021-11-14,11,264777
130001,東京都,,2021-11-15,15,264792
130001,東京都,,2021-11-16,17,264809
130001,東京都,,2021-11-17,10,264819
130001,東京都,,2021-11-18,8,264827
130001,東京都,,2021-11-19,9,264836
130001,東京都,,2021-11-20,11,264847
130001,東京都,,2021-11-21,10,264857
130001,東京都,,2021-11-22,13,264870
130001,東京都,,2021-11-23,11,264881
130001,東京都,,2021-11-24,6,264887
130001,東京都,,2021-11-25,15,264902
130001,東京都,,2021-11-26,13,264915
130001,東京都,,2021-11-27,9,264924
130001,東京都,,2021-11-28,8,264932
130001,東京都,,2021-11-29,12,264944
130001,東京都,,2021-11-30,10,264954
130001,東京都,,2021-12-01,15,264969
130001,東京都,,2021-12-02,14,264983
130001,東京都,,2021-12-03,7,264990
130001,東京都,,2021-12-04,9,264999
130001,東京都,,2021-12-05,8,265007
130001,東京都,,2021-12-06,18,265025
130001,東京都,,2021-12-07,21,265046
130001,東京都,,2021-12-08,17,265063
130001,東京都,,2021-12-09,14,265077
