平成29年12月１日現在,,,
年齢,計,男,女
73,1779,830,949
74,1795,819,976
７５～７９,7674,3280,4394
75,1739,769,970
76,1709,741,968
77,1562,686,876
78,1345,521,824
79,1319,563,756
８０～８４,6201,2475,3726
80,1373,568,805
81,1398,534,864
82,1247,506,741
83,1133,442,691
84,1050,425,625
８５～８９,4262,1528,2734
85,1101,407,694
86,946,327,619
87,852,326,526
88,718,251,467
89,645,217,428
９０～９４,1904,571,1333
90,536,177,359
91,475,153,322
92,382,117,265
93,294,77,217
94,217,47,170
９５～１０３,569,106,463
95,179,47,132
96,129,23,106
97,90,15,75
98,52,7,45
99,44,8,36
100,25,0,25
101,21,1,20
102,19,3,16
103,10,2,8
１０４以上,12,3,9
不詳者　　,0,0,0
平成29年11月１日現在,,,
年齢,計,男,女
総計　　　,186444,91377,95067
　０～４　,8011,4114,3897
0,1508,763,745
1,1602,838,764
2,1626,829,797
3,1646,843,803
4,1629,841,788
　５～９　,8026,4159,3867
5,1568,794,774
6,1690,906,784
7,1594,782,812
8,1603,854,749
9,1571,823,748
１０～１４,7334,3768,3566
10,1464,769,695
11,1524,761,763
12,1462,772,690
13,1443,731,712
14,1441,735,706
１５～１９,8172,4127,4045
15,1557,806,751
16,1507,745,762
17,1514,784,730
18,1652,837,815
19,1942,955,987
２０～２４,11080,5503,5577
20,2003,981,1022
21,2099,1019,1080
22,2246,1104,1142
23,2394,1213,1181
24,2338,1186,1152
２５～２９,11630,5914,5716
25,2361,1190,1171
26,2248,1134,1114
27,2282,1173,1109
28,2330,1183,1147
29,2409,1234,1175
３０～３４,12746,6423,6323
30,2291,1151,1140
31,2382,1227,1155
32,2611,1322,1289
33,2685,1333,1352
34,2777,1390,1387
３５～３９,14199,7174,7025
35,2691,1374,1317
36,2784,1419,1365
37,2856,1443,1413
38,2951,1487,1464
39,2917,1451,1466
４０～４４,15430,7791,7639
40,2985,1509,1476
41,2986,1492,1494
42,2954,1511,1443
43,3221,1610,1611
44,3284,1669,1615
４５～４９,15984,8019,7965
45,3308,1659,1649
46,3271,1625,1646
47,3134,1547,1587
48,3196,1638,1558
49,3075,1550,1525
５０～５４,13597,6985,6612
50,2996,1513,1483
51,2389,1213,1176
52,3000,1544,1456
53,2692,1435,1257
54,2520,1280,1240
５５～５９,10981,5580,5401
55,2460,1241,1219
56,2231,1150,1081
57,2155,1074,1081
58,2150,1117,1033
59,1985,998,987
６０～６４,9082,4523,4559
60,1854,915,939
61,1796,897,899
62,1761,871,890
63,1814,918,896
64,1857,922,935
６５～６９,10711,5235,5476
65,1815,913,902
66,2002,1023,979
67,2105,1015,1090
68,2367,1148,1219
69,2422,1136,1286
７０～７４,8869,4111,4758
70,2320,1063,1257
71,1459,703,756
72,1514,708,806
73,1817,838,979
74,1759,799,960
７５～７９,7699,3292,4407
75,1768,781,987
76,1704,748,956
77,1547,673,874
78,1309,500,809
79,1371,590,781
８０～８４,6177,2457,3720
80,1362,559,803
81,1383,531,852
82,1233,498,735
83,1145,441,704
84,1054,428,626
８５～８９,4227,1518,2709
85,1068,390,678
86,970,344,626
87,845,320,525
88,715,258,457
89,629,206,423
９０～９４,1918,580,1338
90,543,185,358
91,472,149,323
92,390,120,270
93,293,74,219
94,220,52,168
９５～１０３,561,102,459
95,174,43,131
96,126,21,105
97,92,17,75
98,54,10,44
99,42,4,38
100,25,0,25
101,18,1,17
102,18,3,15
103,12,3,9
１０４以上,10,2,8
不詳者　　,0,0,0
平成29年10月１日現在,,,
年齢,計,男,女
総計　　　,186382,91331,95051
　０～４　,8013,4114,3899
0,1513,763,750
1,1598,836,762
2,1636,828,808
3,1657,857,800
4,1609,830,779
　５～９　,8017,4149,3868
5,1592,813,779
6,1656,882,774
7,1631,799,832
8,1592,846,746
9,1546,809,737
１０～１４,7352,3782,3570
10,1494,788,706
11,1522,764,758
12,1435,758,677
13,1484,758,726
14,1417,714,703
１５～１９,8229,4151,4078
15,1546,795,751
16,1520,759,761
17,1509,776,733
18,1674,847,827
19,1980,974,1006
２０～２４,11050,5493,5557
20,2011,997,1014
21,2084,1005,1079
22,2223,1069,1154
23,2382,1210,1172
24,2350,1212,1138
２５～２９,11615,5910,5705
25,2345,1158,1187
26,2289,1158,1131
27,2266,1176,1090
28,2329,1192,1137
29,2386,1226,1160
３０～３４,12763,6415,6348
30,2290,1146,1144
31,2412,1250,1162
32,2614,1316,1298
33,2698,1337,1361
34,2749,1366,1383
３５～３９,14224,7174,7050
35,2740,1398,1342
36,2750,1414,1336
37,2904,1460,1444
38,2945,1471,1474
39,2885,1431,1454
４０～４４,15455,7819,7636
40,2993,1515,1478
41,2964,1479,1485
42,2982,1532,1450
43,3227,1610,1617
44,3289,1683,1606
４５～４９,15927,7973,7954
45,3300,1661,1639
46,3231,1599,1632
47,3157,1558,1599
48,3216,1638,1578
49,3023,1517,1506
５０～５４,13605,6997,6608
50,2965,1495,1470
51,2485,1272,1213
52,2929,1516,1413
53,2718,1435,1283
54,2508,1279,1229
５５～５９,10884,5527,5357
55,2396,1210,1186
56,2232,1156,1076
57,2170,1080,1090
58,2134,1104,1030
59,1952,977,975
６０～６４,9103,4546,4557
60,1853,928,925
61,1809,896,913
62,1761,874,887
63,1833,926,907
64,1847,922,925
６５～６９,10790,5275,5515
65,1812,924,888
66,2021,1022,999
67,2136,1035,1101
68,2381,1141,1240
69,2440,1153,1287
７０～７４,8804,4061,4743
70,2258,1031,1227
71,1408,677,731
72,1554,732,822
73,1842,843,999
74,1742,778,964
７５～７９,7706,3310,4396
75,1758,792,966
76,1716,749,967
77,1516,662,854
78,1307,505,802
79,1409,602,807
８０～８４,6131,2429,3702
80,1327,532,795
81,1404,543,861
82,1224,492,732
83,1134,448,686
84,1042,414,628
８５～８９,4230,1526,2704
85,1089,400,689
86,961,333,628
87,824,325,499
88,723,260,463
89,633,208,425
９０～９４,1900,577,1323
90,538,179,359
91,471,151,320
92,391,120,271
93,289,75,214
94,211,52,159
９５～１０３,574,101,473
95,181,40,141
96,126,24,102
97,91,15,76
98,58,11,47
99,43,4,39
100,24,0,24
101,22,1,21
102,18,3,15
103,11,3,8
１０４以上,10,2,8
不詳者　　,0,0,0
平成29年９月１日現在,,,
年齢,計,男,女
総計　　　,186329,91333,94996
　０～４　,8033,4134,3899
0,1531,788,743
1,1628,840,788
2,1625,827,798
3,1675,872,803
4,1574,807,767
　５～９　,8040,4162,3878
5,1621,830,791
6,1652,888,764
7,1627,786,841
8,1594,849,745
9,1546,809,737
１０～１４,7364,3786,3578
10,1487,784,703
11,1542,777,765
12,1419,746,673
13,1484,760,724
14,1432,719,713
１５～１９,8220,4154,4066
15,1543,794,749
16,1541,776,765
17,1459,755,704
18,1708,850,858
19,1969,979,990
２０～２４,10981,5453,5528
20,2005,996,1009
21,2055,986,1069
22,2238,1075,1163
23,2402,1231,1171
24,2281,1165,1116
２５～２９,11619,5924,5695
25,2356,1176,1180
26,2283,1152,1131
27,2251,1150,1101
28,2354,1216,1138
29,2375,1230,1145
３０～３４,12807,6439,6368
30,2284,1145,1139
31,2496,1294,1202
32,2587,1287,1300
33,2690,1354,1336
34,2750,1359,1391
３５～３９,14289,7193,7096
35,2779,1418,1361
36,2705,1387,1318
37,2935,1457,1478
38,2921,1469,1452
39,2949,1462,1487
４０～４４,15468,7838,7630
40,2982,1513,1469
41,2950,1480,1470
42,3010,1546,1464
43,3212,1590,1622
44,3314,1709,1605
４５～４９,15908,7959,7949
45,3290,1664,1626
46,3234,1572,1662
47,3164,1579,1585
48,3225,1653,1572
49,2995,1491,1504
５０～５４,13605,7006,6599
50,2920,1471,1449
51,2586,1332,1254
52,2911,1515,1396
53,2670,1393,1277
54,2518,1295,1223
５５～５９,10817,5501,5316
55,2385,1204,1181
56,2230,1148,1082
57,2156,1087,1069
58,2092,1072,1020
59,1954,990,964
６０～６４,9116,4547,4569
60,1862,920,942
61,1796,903,893
62,1770,870,900
63,1837,932,905
64,1851,922,929
６５～６９,10849,5303,5546
65,1799,911,888
66,2056,1038,1018
67,2163,1059,1104
68,2378,1120,1258
69,2453,1175,1278
７０～７４,8724,4026,4698
70,2200,1013,1187
71,1370,646,724
72,1590,753,837
73,1842,842,1000
74,1722,772,950
７５～７９,7683,3292,4391
75,1789,791,998
76,1685,744,941
77,1501,652,849
78,1294,500,794
79,1414,605,809
８０～８４,6136,2428,3708
80,1353,534,819
81,1397,544,853
82,1210,491,719
83,1120,447,673
84,1056,412,644
８５～８９,4198,1515,2683
85,1074,398,676
86,964,337,627
87,802,317,485
88,717,253,464
89,641,210,431
９０～９４,1897,571,1326
90,536,178,358
91,486,158,328
92,381,112,269
93,277,69,208
94,217,54,163
９５～１０３,563,99,464
95,182,41,141
96,116,22,94
97,87,15,72
98,62,10,52
99,40,4,36
100,26,0,26
101,21,2,19
102,19,2,17
103,10,3,7
１０４以上,12,3,9
不詳者　　,0,0,0
平成29年８月１日現在,,,
年齢,計,男,女
総計　　　,186131,91236,94895
　０～４　,8019,4125,3894
0,1508,780,728
1,1646,838,808
2,1621,833,788
3,1669,874,795
4,1575,800,775
　５～９　,8032,4155,3877
5,1650,850,800
6,1628,871,757
7,1621,798,823
8,1609,849,760
9,1524,787,737
１０～１４,7355,3791,3564
10,1505,793,712
11,1528,772,756
12,1416,738,678
13,1479,769,710
14,1427,719,708
１５～１９,8213,4153,4060
15,1548,787,761
16,1543,780,763
17,1479,773,706
18,1698,831,867
19,1945,982,963
２０～２４,11038,5504,5534
20,2008,1001,1007
21,2058,993,1065
22,2265,1090,1175
23,2414,1232,1182
24,2293,1188,1105
２５～２９,11571,5897,5674
25,2290,1139,1151
26,2301,1152,1149
27,2260,1165,1095
28,2365,1224,1141
29,2355,1217,1138
３０～３４,12819,6421,6398
30,2260,1124,1136
31,2512,1304,1208
32,2585,1275,1310
33,2731,1376,1355
34,2731,1342,1389
３５～３９,14283,7188,7095
35,2782,1420,1362
36,2673,1362,1311
37,2951,1476,1475
38,2904,1460,1444
39,2973,1470,1503
４０～４４,15462,7835,7627
40,2974,1508,1466
41,2934,1486,1448
42,3050,1555,1495
43,3224,1603,1621
44,3280,1683,1597
４５～４９,15883,7952,7931
45,3282,1643,1639
46,3218,1572,1646
47,3181,1608,1573
48,3220,1648,1572
49,2982,1481,1501
５０～５４,13566,6978,6588
50,2874,1437,1437
51,2633,1375,1258
52,2889,1497,1392
53,2641,1369,1272
54,2529,1300,1229
５５～５９,10782,5492,5290
55,2366,1197,1169
56,2195,1140,1055
57,2183,1094,1089
58,2076,1070,1006
59,1962,991,971
６０～６４,9109,4537,4572
60,1862,923,939
61,1747,877,870
62,1804,880,924
63,1833,928,905
64,1863,929,934
６５～６９,10880,5321,5559
65,1786,910,876
66,2095,1043,1052
67,2168,1073,1095
68,2380,1115,1265
69,2451,1180,1271
７０～７４,8681,4013,4668
70,2164,988,1176
71,1361,648,713
72,1591,744,847
73,1868,856,1012
74,1697,777,920
７５～７９,7676,3277,4399
75,1784,774,1010
76,1691,750,941
77,1489,636,853
78,1278,495,783
79,1434,622,812
８０～８４,6127,2425,3702
80,1359,545,814
81,1384,538,846
82,1229,495,734
83,1123,450,673
84,1032,397,635
８５～８９,4190,1512,2678
85,1075,405,670
86,951,324,627
87,801,316,485
88,716,255,461
89,647,212,435
９０～９４,1878,560,1318
90,535,178,357
91,478,159,319
92,377,107,270
93,273,63,210
94,215,53,162
９５～１０３,557,98,459
95,187,41,146
96,111,20,91
97,84,14,70
98,57,9,48
99,38,4,34
100,28,1,27
101,23,4,19
102,17,1,16
103,12,4,8
１０４以上,10,2,8
不詳者　　,0,0,0
平成29年７月１日現在,,,
年齢,計,男,女
総計　　　,186144,91225,94919
　０～４　,8007,4130,3877
0,1528,793,735
1,1612,821,791
2,1636,835,801
3,1663,873,790
4,1568,808,760
　５～９　,8036,4157,3879
5,1655,841,814
6,1617,866,751
7,1624,798,826
8,1611,848,763
9,1529,804,725
１０～１４,7348,3783,3565
10,1494,777,717
11,1506,762,744
12,1418,737,681
13,1487,776,711
14,1443,731,712
１５～１９,8211,4144,4067
15,1538,773,765
16,1543,786,757
17,1473,771,702
18,1735,850,885
19,1922,964,958
２０～２４,11121,5533,5588
20,2030,1020,1010
21,2090,993,1097
22,2278,1102,1176
23,2423,1215,1208
24,2300,1203,1097
２５～２９,11564,5891,5673
25,2297,1120,1177
26,2267,1160,1107
27,2267,1168,1099
28,2420,1250,1170
29,2313,1193,1120
３０～３４,12856,6441,6415
30,2276,1129,1147
31,2521,1297,1224
32,2593,1300,1293
33,2752,1383,1369
34,2714,1332,1382
３５～３９,14308,7197,7111
35,2784,1407,1377
36,2666,1363,1303
37,2970,1483,1487
38,2926,1477,1449
39,2962,1467,1495
４０～４４,15564,7868,7696
40,2973,1505,1468
41,2958,1504,1454
42,3067,1567,1500
43,3248,1610,1638
44,3318,1682,1636
４５～４９,15796,7939,7857
45,3254,1637,1617
46,3206,1581,1625
47,3194,1630,1564
48,3161,1604,1557
49,2981,1487,1494
５０～５４,13521,6947,6574
50,2819,1402,1417
51,2695,1418,1277
52,2868,1471,1397
53,2616,1372,1244
54,2523,1284,1239
５５～５９,10725,5452,5273
55,2345,1197,1148
56,2182,1118,1064
57,2172,1080,1092
58,2100,1089,1011
59,1926,968,958
６０～６４,9103,4543,4560
60,1867,929,938
61,1735,869,866
62,1811,887,924
63,1848,942,906
64,1842,916,926
６５～６９,10936,5355,5581
65,1831,934,897
66,2089,1041,1048
67,2205,1088,1117
68,2385,1102,1283
69,2426,1190,1236
７０～７４,8634,3982,4652
70,2108,956,1152
71,1369,653,716
72,1598,747,851
73,1880,848,1032
74,1679,778,901
７５～７９,7683,3275,4408
75,1802,780,1022
76,1673,755,918
77,1481,620,861
78,1259,480,779
79,1468,640,828
８０～８４,6108,2427,3681
80,1366,555,811
81,1357,533,824
82,1237,498,739
83,1106,443,663
84,1042,398,644
８５～８９,4178,1509,2669
85,1079,403,676
86,937,328,609
87,802,314,488
88,714,251,463
89,646,213,433
９０～９４,1879,554,1325
90,536,181,355
91,484,158,326
92,370,99,271
93,273,64,209
94,216,52,164
９５～１０３,556,97,459
95,180,41,139
96,117,18,99
97,82,14,68
98,55,8,47
99,39,4,35
100,31,2,29
101,23,4,19
102,16,1,15
103,13,5,8
１０４以上,10,1,9
不詳者　　,0,0,0
平成29年６月１日現在,,,
年齢,計,男,女
総計　　　,186166,91211,94955
　０～４　,7994,4125,3869
0,1518,795,723
1,1614,818,796
2,1670,861,809
3,1645,865,780
4,1547,786,761
　５～９　,8016,4147,3869
5,1655,840,815
6,1614,863,751
7,1624,798,826
8,1583,832,751
9,1540,814,726
１０～１４,7360,3793,3567
10,1476,770,706
11,1514,767,747
12,1428,739,689
13,1471,767,704
14,1471,750,721
１５～１９,8233,4135,4098
15,1504,747,757
16,1557,800,757
17,1508,782,726
18,1727,837,890
19,1937,969,968
２０～２４,11187,5559,5628
20,2059,1038,1021
21,2115,999,1116
22,2311,1132,1179
23,2397,1200,1197
24,2305,1190,1115
２５～２９,11572,5887,5685
25,2307,1135,1172
26,2264,1146,1118
27,2277,1174,1103
28,2424,1246,1178
29,2300,1186,1114
３０～３４,12922,6471,6451
30,2322,1158,1164
31,2511,1285,1226
32,2602,1292,1310
33,2768,1385,1383
34,2719,1351,1368
３５～３９,14320,7197,7123
35,2769,1398,1371
36,2698,1375,1323
37,2967,1481,1486
38,2921,1463,1458
39,2965,1480,1485
４０～４４,15595,7880,7715
40,2970,1502,1468
41,2973,1508,1465
42,3063,1570,1493
43,3255,1610,1645
44,3334,1690,1644
４５～４９,15775,7934,7841
45,3245,1640,1605
46,3200,1572,1628
47,3198,1642,1556
48,3140,1596,1544
49,2992,1484,1508
５０～５４,13469,6944,6525
50,2777,1385,1392
51,2695,1416,1279
52,2864,1500,1364
53,2587,1348,1239
54,2546,1295,1251
５５～５９,10659,5401,5258
55,2328,1177,1151
56,2151,1099,1052
57,2187,1080,1107
58,2065,1080,985
59,1928,965,963
６０～６４,9098,4557,4541
60,1856,929,927
61,1722,867,855
62,1834,898,936
63,1845,937,908
64,1841,926,915
６５～６９,11009,5381,5628
65,1862,955,907
66,2087,1021,1066
67,2242,1111,1131
68,2385,1111,1274
69,2433,1183,1250
７０～７４,8582,3962,4620
70,2050,940,1110
71,1345,636,709
72,1639,770,869
73,1869,850,1019
74,1679,766,913
７５～７９,7664,3265,4399
75,1815,780,1035
76,1649,749,900
77,1456,602,854
78,1269,489,780
79,1475,645,830
８０～８４,6114,2431,3683
80,1377,551,826
81,1333,536,797
82,1261,501,760
83,1083,440,643
84,1060,403,657
８５～８９,4158,1493,2665
85,1072,398,674
86,931,333,598
87,811,311,500
88,703,246,457
89,641,205,436
９０～９４,1869,553,1316
90,532,183,349
91,486,160,326
92,354,94,260
93,283,66,217
94,214,50,164
９５～１０３,560,95,465
95,181,40,141
96,119,18,101
97,83,15,68
98,51,6,45
99,39,4,35
100,33,3,30
101,21,3,18
102,20,1,19
103,13,5,8
１０４以上,10,1,9
不詳者　　,0,0,0
平成29年５月１日現在,,,
年齢,計,男,女
総計　　　,186041,91157,94884
　０～４　,7984,4111,3873
0,1502,779,723
1,1620,827,793
2,1660,853,807
3,1646,857,789
4,1556,795,761
　５～９　,7979,4128,3851
5,1637,843,794
6,1601,839,762
7,1611,799,812
8,1605,844,761
9,1525,803,722
１０～１４,7349,3789,3560
10,1491,775,716
11,1476,753,723
12,1455,756,699
13,1448,751,697
14,1479,754,725
１５～１９,8240,4138,4102
15,1521,744,777
16,1554,811,743
17,1501,780,721
18,1746,836,910
19,1918,967,951
２０～２４,11205,5582,5623
20,2086,1047,1039
21,2129,1006,1123
22,2275,1124,1151
23,2398,1202,1196
24,2317,1203,1114
２５～２９,11608,5911,5697
25,2310,1129,1181
26,2248,1157,1091
27,2289,1170,1119
28,2457,1265,1192
29,2304,1190,1114
３０～３４,12963,6506,6457
30,2335,1182,1153
31,2512,1266,1246
32,2613,1298,1315
33,2768,1390,1378
34,2735,1370,1365
３５～３９,14328,7185,7143
35,2733,1358,1375
36,2731,1399,1332
37,2984,1478,1506
38,2874,1437,1437
39,3006,1513,1493
４０～４４,15615,7876,7739
40,2984,1503,1481
41,2954,1500,1454
42,3060,1561,1499
43,3272,1636,1636
44,3345,1676,1669
４５～４９,15752,7936,7816
45,3224,1634,1590
46,3184,1567,1617
47,3232,1653,1579
48,3095,1589,1506
49,3017,1493,1524
５０～５４,13377,6890,6487
50,2673,1331,1342
51,2773,1446,1327
52,2851,1489,1362
53,2553,1345,1208
54,2527,1279,1248
５５～５９,10634,5386,5248
55,2338,1187,1151
56,2151,1079,1072
57,2167,1098,1069
58,2063,1053,1010
59,1915,969,946
６０～６４,9079,4551,4528
60,1843,919,924
61,1720,863,857
62,1843,918,925
63,1852,941,911
64,1821,910,911
６５～６９,11099,5407,5692
65,1897,971,926
66,2094,1039,1055
67,2253,1097,1156
68,2367,1101,1266
69,2488,1199,1289
７０～７４,8510,3936,4574
70,1935,890,1045
71,1365,651,714
72,1671,772,899
73,1850,864,986
74,1689,759,930
７５～７９,7635,3257,4378
75,1804,787,1017
76,1655,748,907
77,1436,592,844
78,1271,496,775
79,1469,634,835
８０～８４,6124,2448,3676
80,1396,559,837
81,1315,535,780
82,1248,505,743
83,1095,438,657
84,1070,411,659
８５～８９,4137,1478,2659
85,1075,390,685
86,911,334,577
87,802,299,503
88,708,247,461
89,641,208,433
９０～９４,1858,543,1315
90,527,178,349
91,480,161,319
92,350,90,260
93,278,63,215
94,223,51,172
９５～１０３,555,98,457
95,173,41,132
96,124,19,105
97,78,13,65
98,52,8,44
99,41,4,37
100,32,3,29
101,22,3,19
102,19,1,18
103,14,6,8
１０４以上,10,1,9
不詳者　　,0,0,0
平成29年４月１日現在,,,
年齢,計,男,女
総計　　　,185725,91053,94672
　０～４　,7987,4100,3887
0,1541,806,735
1,1594,813,781
2,1666,853,813
3,1633,842,791
4,1553,786,767
　５～９　,7993,4160,3833
5,1648,865,783
6,1581,817,764
7,1635,831,804
8,1590,827,763
9,1539,820,719
１０～１４,7339,3783,3556
10,1473,755,718
11,1461,747,714
12,1457,752,705
13,1441,755,686
14,1507,774,733
１５～１９,8114,4070,4044
15,1481,728,753
16,1577,818,759
17,1508,784,724
18,1686,814,872
19,1862,926,936
２０～２４,11131,5570,5561
20,2084,1044,1040
21,2099,993,1106
22,2298,1144,1154
23,2349,1184,1165
24,2301,1205,1096
２５～２９,11564,5903,5661
25,2288,1123,1165
26,2238,1157,1081
27,2303,1171,1132
28,2432,1262,1170
29,2303,1190,1113
３０～３４,12989,6504,6485
30,2364,1177,1187
31,2504,1267,1237
32,2599,1300,1299
33,2786,1399,1387
34,2736,1361,1375
３５～３９,14367,7204,7163
35,2744,1360,1384
36,2729,1392,1337
37,2998,1503,1495
38,2853,1421,1432
39,3043,1528,1515
４０～４４,15600,7895,7705
40,2952,1488,1464
41,2973,1509,1464
42,3063,1555,1508
43,3318,1688,1630
44,3294,1655,1639
４５～４９,15761,7921,7840
45,3232,1622,1610
46,3201,1580,1621
47,3221,1626,1595
48,3114,1624,1490
49,2993,1469,1524
５０～５４,13317,6862,6455
50,2582,1303,1279
51,2889,1486,1403
52,2778,1466,1312
53,2562,1346,1216
54,2506,1261,1245
５５～５９,10602,5370,5232
55,2330,1200,1130
56,2135,1053,1082
57,2156,1102,1054
58,2063,1056,1007
59,1918,959,959
６０～６４,9068,4548,4520
60,1805,912,893
61,1745,867,878
62,1825,925,900
63,1881,940,941
64,1812,904,908
６５～６９,11134,5420,5714
65,1901,993,908
66,2095,1024,1071
67,2300,1125,1175
68,2372,1098,1274
69,2466,1180,1286
７０～７４,8480,3931,4549
70,1864,858,1006
71,1402,682,720
72,1689,780,909
73,1837,856,981
74,1688,755,933
７５～７９,7604,3246,4358
75,1804,787,1017
76,1630,731,899
77,1441,597,844
78,1294,504,790
79,1435,627,808
８０～８４,6123,2445,3678
80,1407,564,843
81,1312,528,784
82,1245,501,744
83,1077,436,641
84,1082,416,666
８５～８９,4131,1483,2648
85,1078,389,689
86,905,333,572
87,804,307,497
88,723,252,471
89,621,202,419
９０～９４,1857,541,1316
90,537,176,361
91,464,163,301
92,358,89,269
93,274,61,213
94,224,52,172
９５～１０３,554,96,458
95,175,39,136
96,121,19,102
97,77,13,64
98,55,9,46
99,38,3,35
100,31,3,28
101,24,3,21
102,20,2,18
103,13,5,8
１０４以上,10,1,9
不詳者　　,0,0,0
平成29年３月１日現在,,,
年齢,計,男,女
総計　　　,184958,90691,94267
　０～４　,8016,4126,3890
0,1556,798,758
1,1619,825,794
2,1636,847,789
3,1644,855,789
4,1561,801,760
　５～９　,7955,4141,3814
5,1662,873,789
6,1566,791,775
7,1618,833,785
8,1566,821,745
9,1543,823,720
１０～１４,7343,3779,3564
10,1459,740,719
11,1462,748,714
12,1469,761,708
13,1429,755,674
14,1524,775,749
１５～１９,7959,4016,3943
15,1439,718,721
16,1582,808,774
17,1528,800,728
18,1591,768,823
19,1819,922,897
２０～２４,10669,5348,5321
20,1940,978,962
21,2053,980,1073
22,2125,1084,1041
23,2280,1128,1152
24,2271,1178,1093
２５～２９,11555,5872,5683
25,2286,1131,1155
26,2210,1144,1066
27,2324,1165,1159
28,2403,1240,1163
29,2332,1192,1140
３０～３４,12985,6518,6467
30,2371,1186,1185
31,2474,1255,1219
32,2618,1290,1328
33,2777,1399,1378
34,2745,1388,1357
３５～３９,14394,7218,7176
35,2708,1333,1375
36,2776,1404,1372
37,2950,1497,1453
38,2896,1441,1455
39,3064,1543,1521
４０～４４,15599,7906,7693
40,2925,1463,1462
41,3003,1534,1469
42,3061,1540,1521
43,3319,1698,1621
44,3291,1671,1620
４５～４９,15791,7943,7848
45,3261,1641,1620
46,3186,1559,1627
47,3209,1638,1571
48,3079,1595,1484
49,3056,1510,1546
５０～５４,13206,6784,6422
50,2464,1227,1237
51,2963,1530,1433
52,2746,1455,1291
53,2535,1310,1225
54,2498,1262,1236
５５～５９,10547,5338,5209
55,2301,1195,1106
56,2143,1048,1095
57,2163,1107,1056
58,2028,1034,994
59,1912,954,958
６０～６４,9087,4557,4530
60,1826,915,911
61,1735,855,880
62,1830,926,904
63,1888,956,932
64,1808,905,903
６５～６９,11194,5447,5747
65,1933,1009,924
66,2098,1025,1073
67,2293,1115,1178
68,2434,1132,1302
69,2436,1166,1270
７０～７４,8462,3915,4547
70,1767,815,952
71,1418,686,732
72,1746,811,935
73,1815,847,968
74,1716,756,960
７５～７９,7585,3240,4345
75,1793,783,1010
76,1619,722,897
77,1417,582,835
78,1316,526,790
79,1440,627,813
８０～８４,6148,2458,3690
80,1408,557,851
81,1297,532,765
82,1244,492,752
83,1083,444,639
84,1116,433,683
８５～８９,4084,1464,2620
85,1040,366,674
86,897,342,555
87,790,299,491
88,733,251,482
89,624,206,418
９０～９４,1816,527,1289
90,512,167,345
91,461,161,300
92,358,86,272
93,266,61,205
94,219,52,167
９５～１０３,552,93,459
95,171,34,137
96,131,21,110
97,65,11,54
98,58,9,49
99,40,5,35
100,29,3,26
101,26,4,22
102,23,2,21
103,9,4,5
１０４以上,11,1,10
不詳者　　,0,0,0
平成29年２月１日現在,,,
年齢,計,男,女
総計　　　,185041,90698,94343
　０～４　,8011,4120,3891
0,1552,798,754
1,1640,834,806
2,1622,835,787
3,1622,844,778
4,1575,809,766
　５～９　,7946,4132,3814
5,1676,883,793
6,1557,781,776
7,1634,846,788
8,1563,831,732
9,1516,791,725
１０～１４,7359,3799,3560
10,1470,742,728
11,1483,774,709
12,1471,759,712
13,1410,738,672
14,1525,786,739
１５～１９,8004,4041,3963
15,1470,725,745
16,1575,804,771
17,1522,794,728
18,1611,794,817
19,1826,924,902
２０～２４,10729,5356,5373
20,1950,972,978
21,2051,973,1078
