令和2年12月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
合計,95828,93021,97147,190168
令和2年10月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1613,1464,1570,3034
下連雀２丁目,1843,1645,1756,3401
下連雀３丁目,6188,4821,5431,10252
下連雀４丁目,3427,3022,3265,6287
下連雀５丁目,2324,2388,2855,5243
下連雀６丁目,2211,2158,2281,4439
下連雀７丁目,2429,2437,2713,5150
下連雀８丁目,1584,1774,1913,3687
下連雀９丁目,1984,2339,2472,4811
小計,23603,22048,24256,46304
牟礼１丁目,1128,1012,1078,2090
牟礼２丁目,2045,1845,1993,3838
牟礼３丁目,1099,1197,1113,2310
牟礼４丁目,1535,1623,1700,3323
牟礼５丁目,1381,1385,1390,2775
牟礼６丁目,2899,3177,3361,6538
牟礼７丁目,888,951,898,1849
小計,10975,11190,11533,22723
井の頭１丁目,2757,2335,2511,4846
井の頭２丁目,2079,1585,1823,3408
井の頭３丁目,1291,1093,1253,2346
井の頭４丁目,1128,1051,1047,2098
井の頭５丁目,1736,1633,1693,3326
小計,8991,7697,8327,16024
中原１丁目,2207,2046,2249,4295
中原２丁目,1487,1547,1597,3144
中原３丁目,1495,1493,1583,3076
中原４丁目,1922,2006,2095,4101
小計,7111,7092,7524,14616
北野１丁目,734,774,827,1601
北野２丁目,943,1025,1044,2069
北野３丁目,922,1026,1013,2039
北野４丁目,1052,1010,1002,2012
小計,3651,3835,3886,7721
新川１丁目,1048,1085,1080,2165
新川２丁目,753,762,822,1584
新川３丁目,1054,1040,1047,2087
新川４丁目,1668,1614,1734,3348
新川５丁目,1375,1267,1339,2606
新川６丁目,2498,2203,2103,4306
小計,8396,7971,8125,16096
上連雀１丁目,1895,1647,1629,3276
上連雀２丁目,1375,1151,1174,2325
上連雀３丁目,1022,889,875,1764
上連雀４丁目,1726,1636,1621,3257
上連雀５丁目,1466,1358,1359,2717
上連雀６丁目,1571,1436,1616,3052
上連雀７丁目,1421,1418,1491,2909
上連雀８丁目,1619,1694,1846,3540
上連雀９丁目,1460,1501,1579,3080
小計,13555,12730,13190,25920
井口１丁目,1827,1955,1904,3859
井口２丁目,1140,1245,1336,2581
井口３丁目,1059,1027,1156,2183
井口４丁目,1513,1582,1562,3144
井口５丁目,491,465,503,968
小計,6030,6274,6461,12735
深大寺１丁目,846,895,918,1813
深大寺２丁目,2095,2222,1896,4118
深大寺３丁目,1135,1123,1005,2128
小計,4076,4240,3819,8059
野崎１丁目,546,523,554,1077
野崎２丁目,1214,1227,1229,2456
野崎３丁目,1035,1173,1168,2341
野崎４丁目,284,342,296,638
小計,3079,3265,3247,6512
大沢１丁目,1334,1476,1407,2883
大沢２丁目,948,995,978,1973
大沢３丁目,943,842,925,1767
大沢４丁目,1417,1503,1588,3091
大沢５丁目,877,1029,1054,2083
大沢６丁目,790,787,768,1555
小計,6309,6632,6720,13352
合計,95776,92974,97088,190062
令和2年9月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1610,1467,1570,3037
下連雀２丁目,1846,1649,1752,3401
下連雀３丁目,6178,4815,5426,10241
下連雀４丁目,3421,3029,3259,6288
下連雀５丁目,2317,2387,2849,5236
下連雀６丁目,2207,2155,2269,4424
下連雀７丁目,2437,2447,2724,5171
下連雀８丁目,1575,1763,1902,3665
下連雀９丁目,1982,2341,2469,4810
小計,23573,22053,24220,46273
牟礼１丁目,1137,1019,1078,2097
牟礼２丁目,2036,1841,1987,3828
牟礼３丁目,1099,1195,1108,2303
牟礼４丁目,1532,1625,1695,3320
牟礼５丁目,1382,1384,1393,2777
牟礼６丁目,2889,3171,3358,6529
牟礼７丁目,886,949,896,1845
小計,10961,11184,11515,22699
井の頭１丁目,2765,2333,2521,4854
井の頭２丁目,2092,1587,1837,3424
井の頭３丁目,1294,1096,1253,2349
井の頭４丁目,1134,1055,1055,2110
井の頭５丁目,1740,1634,1691,3325
小計,9025,7705,8357,16062
中原１丁目,2208,2047,2255,4302
中原２丁目,1495,1548,1602,3150
中原３丁目,1493,1495,1581,3076
中原４丁目,1925,2008,2098,4106
小計,7121,7098,7536,14634
北野１丁目,731,771,822,1593
北野２丁目,949,1031,1049,2080
北野３丁目,924,1035,1014,2049
北野４丁目,1055,1012,998,2010
小計,3659,3849,3883,7732
新川１丁目,1046,1082,1080,2162
新川２丁目,752,760,817,1577
新川３丁目,1048,1036,1037,2073
新川４丁目,1662,1611,1729,3340
新川５丁目,1375,1258,1341,2599
新川６丁目,2507,2208,2112,4320
小計,8390,7955,8116,16071
上連雀１丁目,1901,1651,1634,3285
上連雀２丁目,1373,1146,1173,2319
上連雀３丁目,1019,880,878,1758
上連雀４丁目,1735,1640,1628,3268
上連雀５丁目,1470,1363,1359,2722
上連雀６丁目,1570,1443,1618,3061
上連雀７丁目,1422,1417,1497,2914
上連雀８丁目,1618,1692,1844,3536
上連雀９丁目,1467,1506,1585,3091
小計,13575,12738,13216,25954
井口１丁目,1831,1954,1898,3852
井口２丁目,1136,1245,1333,2578
井口３丁目,1056,1025,1157,2182
井口４丁目,1512,1577,1560,3137
井口５丁目,492,469,507,976
小計,6027,6270,6455,12725
深大寺１丁目,843,894,909,1803
深大寺２丁目,2103,2232,1902,4134
深大寺３丁目,1138,1124,1009,2133
小計,4084,4250,3820,8070
野崎１丁目,550,522,564,1086
野崎２丁目,1212,1229,1231,2460
野崎３丁目,1032,1168,1168,2336
野崎４丁目,283,340,292,632
小計,3077,3259,3255,6514
大沢１丁目,1336,1475,1410,2885
大沢２丁目,958,1000,984,1984
大沢３丁目,927,837,916,1753
大沢４丁目,1416,1507,1587,3094
大沢５丁目,875,1027,1051,2078
大沢６丁目,793,791,771,1562
小計,6305,6637,6719,13356
合計,95797,92998,97092,190090
令和2年8月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1612,1474,1581,3055
下連雀２丁目,1856,1656,1759,3415
下連雀３丁目,6170,4800,5426,10226
下連雀４丁目,3436,3047,3271,6318
下連雀５丁目,2319,2378,2853,5231
下連雀６丁目,2191,2144,2242,4386
下連雀７丁目,2444,2453,2724,5177
下連雀８丁目,1578,1768,1904,3672
下連雀９丁目,1983,2344,2476,4820
小計,23589,22064,24236,46300
牟礼１丁目,1139,1026,1086,2112
牟礼２丁目,2037,1837,1988,3825
牟礼３丁目,1098,1193,1108,2301
牟礼４丁目,1538,1622,1702,3324
牟礼５丁目,1383,1385,1391,2776
牟礼６丁目,2896,3178,3367,6545
牟礼７丁目,890,948,898,1846
小計,10981,11189,11540,22729
井の頭１丁目,2763,2330,2526,4856
井の頭２丁目,2111,1595,1850,3445
井の頭３丁目,1299,1099,1253,2352
井の頭４丁目,1136,1056,1058,2114
井の頭５丁目,1736,1632,1690,3322
小計,9045,7712,8377,16089
中原１丁目,2210,2053,2253,4306
中原２丁目,1497,1548,1600,3148
中原３丁目,1492,1495,1584,3079
中原４丁目,1931,2007,2103,4110
小計,7130,7103,7540,14643
北野１丁目,730,765,816,1581
北野２丁目,947,1027,1045,2072
北野３丁目,924,1033,1010,2043
北野４丁目,1057,1012,998,2010
小計,3658,3837,3869,7706
新川１丁目,1054,1088,1084,2172
新川２丁目,755,762,818,1580
新川３丁目,1043,1029,1032,2061
新川４丁目,1663,1612,1736,3348
新川５丁目,1373,1259,1343,2602
新川６丁目,2537,2223,2118,4341
小計,8425,7973,8131,16104
上連雀１丁目,1860,1624,1601,3225
上連雀２丁目,1370,1140,1176,2316
上連雀３丁目,1031,885,883,1768
上連雀４丁目,1735,1640,1621,3261
上連雀５丁目,1470,1363,1359,2722
上連雀６丁目,1565,1444,1607,3051
上連雀７丁目,1426,1418,1503,2921
上連雀８丁目,1620,1696,1850,3546
上連雀９丁目,1473,1514,1589,3103
小計,13550,12724,13189,25913
井口１丁目,1836,1960,1893,3853
井口２丁目,1137,1244,1331,2575
井口３丁目,1057,1027,1155,2182
井口４丁目,1519,1587,1564,3151
井口５丁目,495,472,510,982
小計,6044,6290,6453,12743
深大寺１丁目,836,889,908,1797
深大寺２丁目,2117,2247,1909,4156
深大寺３丁目,1138,1122,1014,2136
小計,4091,4258,3831,8089
野崎１丁目,549,520,566,1086
野崎２丁目,1211,1229,1228,2457
野崎３丁目,1026,1160,1163,2323
野崎４丁目,282,340,292,632
小計,3068,3249,3249,6498
大沢１丁目,1344,1480,1419,2899
大沢２丁目,954,999,983,1982
大沢３丁目,930,838,921,1759
大沢４丁目,1416,1508,1583,3091
大沢５丁目,871,1025,1052,2077
大沢６丁目,794,792,773,1565
小計,6309,6642,6731,13373
合計,95890,93041,97146,190187
令和2年7月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1612,1471,1588,3059
下連雀２丁目,1848,1650,1756,3406
下連雀３丁目,6184,4817,5430,10247
下連雀４丁目,3439,3048,3279,6327
下連雀５丁目,2309,2366,2837,5203
下連雀６丁目,2187,2142,2244,4386
下連雀７丁目,2447,2455,2729,5184
下連雀８丁目,1569,1761,1891,3652
下連雀９丁目,1985,2345,2486,4831
小計,23580,22055,24240,46295
牟礼１丁目,1136,1029,1085,2114
牟礼２丁目,2047,1848,2000,3848
牟礼３丁目,1101,1197,1108,2305
牟礼４丁目,1545,1629,1703,3332
牟礼５丁目,1381,1386,1380,2766
牟礼６丁目,2895,3173,3358,6531
牟礼７丁目,887,945,893,1838
小計,10992,11207,11527,22734
井の頭１丁目,2773,2333,2533,4866
井の頭２丁目,2114,1605,1846,3451
井の頭３丁目,1299,1099,1256,2355
井の頭４丁目,1134,1056,1051,2107
井の頭５丁目,1743,1632,1701,3333
小計,9063,7725,8387,16112
中原１丁目,2212,2061,2252,4313
中原２丁目,1498,1542,1599,3141
中原３丁目,1493,1497,1592,3089
中原４丁目,1936,2007,2109,4116
小計,7139,7107,7552,14659
北野１丁目,729,760,811,1571
北野２丁目,946,1026,1047,2073
北野３丁目,923,1028,1005,2033
北野４丁目,1042,999,990,1989
小計,3640,3813,3853,7666
新川１丁目,1054,1088,1079,2167
新川２丁目,749,764,814,1578
新川３丁目,1047,1030,1028,2058
新川４丁目,1653,1605,1733,3338
新川５丁目,1380,1258,1349,2607
新川６丁目,2535,2224,2124,4348
小計,8418,7969,8127,16096
上連雀１丁目,1846,1612,1588,3200
上連雀２丁目,1369,1142,1177,2319
上連雀３丁目,1040,889,887,1776
上連雀４丁目,1739,1646,1623,3269
上連雀５丁目,1482,1374,1360,2734
上連雀６丁目,1577,1455,1617,3072
上連雀７丁目,1427,1416,1506,2922
上連雀８丁目,1610,1686,1847,3533
上連雀９丁目,1480,1522,1591,3113
小計,13570,12742,13196,25938
井口１丁目,1833,1961,1898,3859
井口２丁目,1133,1246,1326,2572
井口３丁目,1044,1019,1147,2166
井口４丁目,1520,1586,1572,3158
井口５丁目,494,472,512,984
小計,6024,6284,6455,12739
深大寺１丁目,827,881,896,1777
深大寺２丁目,2116,2246,1905,4151
深大寺３丁目,1143,1128,1020,2148
小計,4086,4255,3821,8076
野崎１丁目,548,521,564,1085
野崎２丁目,1207,1227,1224,2451
野崎３丁目,1027,1166,1170,2336
野崎４丁目,286,344,295,639
小計,3068,3258,3253,6511
大沢１丁目,1353,1490,1422,2912
大沢２丁目,950,992,983,1975
大沢３丁目,942,839,928,1767
大沢４丁目,1417,1513,1585,3098
大沢５丁目,865,1025,1049,2074
大沢６丁目,788,790,769,1559
小計,6315,6649,6736,13385
合計,95895,93064,97147,190211
令和2年6月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1609,1470,1585,3055
下連雀２丁目,1857,1657,1768,3425
下連雀３丁目,6190,4813,5440,10253
下連雀４丁目,3434,3039,3277,6316
下連雀５丁目,2285,2354,2812,5166
下連雀６丁目,2188,2146,2242,4388
下連雀７丁目,2441,2445,2727,5172
下連雀８丁目,1577,1765,1901,3666
下連雀９丁目,2001,2359,2500,4859
小計,23582,22048,24252,46300
牟礼１丁目,1133,1023,1078,2101
牟礼２丁目,2041,1831,2000,3831
牟礼３丁目,1098,1195,1107,2302
牟礼４丁目,1540,1622,1699,3321
牟礼５丁目,1373,1379,1377,2756
牟礼６丁目,2903,3179,3360,6539
牟礼７丁目,883,940,894,1834
小計,10971,11169,11515,22684
井の頭１丁目,2749,2306,2539,4845
井の頭２丁目,2122,1606,1852,3458
井の頭３丁目,1297,1098,1253,2351
井の頭４丁目,1137,1061,1057,2118
井の頭５丁目,1739,1630,1698,3328
小計,9044,7701,8399,16100
中原１丁目,2224,2073,2259,4332
中原２丁目,1498,1545,1602,3147
中原３丁目,1500,1495,1597,3092
中原４丁目,1943,2010,2116,4126
小計,7165,7123,7574,14697
北野１丁目,726,760,809,1569
北野２丁目,942,1024,1046,2070
北野３丁目,913,1023,999,2022
北野４丁目,1036,995,987,1982
小計,3617,3802,3841,7643
新川１丁目,1053,1085,1081,2166
新川２丁目,747,758,811,1569
新川３丁目,1043,1028,1028,2056
新川４丁目,1659,1610,1737,3347
新川５丁目,1377,1263,1344,2607
新川６丁目,2533,2220,2124,4344
小計,8412,7964,8125,16089
上連雀１丁目,1842,1612,1588,3200
上連雀２丁目,1376,1150,1176,2326
上連雀３丁目,1044,887,888,1775
上連雀４丁目,1738,1655,1625,3280
上連雀５丁目,1476,1374,1359,2733
上連雀６丁目,1584,1461,1616,3077
上連雀７丁目,1424,1416,1505,2921
上連雀８丁目,1617,1690,1852,3542
上連雀９丁目,1476,1521,1581,3102
小計,13577,12766,13190,25956
井口１丁目,1823,1958,1896,3854
井口２丁目,1136,1244,1332,2576
井口３丁目,1044,1021,1147,2168
井口４丁目,1518,1588,1561,3149
井口５丁目,494,470,514,984
小計,6015,6281,6450,12731
深大寺１丁目,829,881,895,1776
深大寺２丁目,2112,2249,1906,4155
深大寺３丁目,1139,1130,1020,2150
小計,4080,4260,3821,8081
野崎１丁目,550,526,564,1090
野崎２丁目,1208,1227,1222,2449
野崎３丁目,1026,1166,1166,2332
野崎４丁目,283,340,292,632
小計,3067,3259,3244,6503
大沢１丁目,1346,1484,1411,2895
大沢２丁目,950,994,986,1980
大沢３丁目,972,856,946,1802
大沢４丁目,1412,1504,1582,3086
大沢５丁目,866,1028,1051,2079
大沢６丁目,783,789,768,1557
小計,6329,6655,6744,13399
合計,95859,93028,97155,190183
令和2年5月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1603,1466,1581,3047
下連雀２丁目,1865,1668,1769,3437
下連雀３丁目,6184,4808,5424,10232
下連雀４丁目,3428,3035,3277,6312
下連雀５丁目,2269,2330,2781,5111
下連雀６丁目,2177,2140,2239,4379
下連雀７丁目,2446,2446,2734,5180
下連雀８丁目,1578,1768,1900,3668
下連雀９丁目,2009,2364,2509,4873
小計,23559,22025,24214,46239
牟礼１丁目,1125,1025,1073,2098
牟礼２丁目,2040,1830,1998,3828
牟礼３丁目,1080,1178,1103,2281
牟礼４丁目,1546,1632,1708,3340
牟礼５丁目,1377,1385,1379,2764
牟礼６丁目,2907,3178,3352,6530
牟礼７丁目,879,940,892,1832
小計,10954,11168,11505,22673
井の頭１丁目,2759,2314,2535,4849
井の頭２丁目,2129,1610,1851,3461
井の頭３丁目,1296,1094,1256,2350
井の頭４丁目,1145,1070,1061,2131
井の頭５丁目,1740,1635,1698,3333
小計,9069,7723,8401,16124
中原１丁目,2214,2056,2254,4310
中原２丁目,1496,1545,1598,3143
中原３丁目,1497,1494,1598,3092
中原４丁目,1942,2006,2118,4124
小計,7149,7101,7568,14669
北野１丁目,724,763,808,1571
北野２丁目,948,1028,1048,2076
北野３丁目,911,1027,994,2021
北野４丁目,1026,982,982,1964
小計,3609,3800,3832,7632
新川１丁目,1058,1089,1085,2174
新川２丁目,750,760,812,1572
新川３丁目,1043,1029,1032,2061
新川４丁目,1655,1615,1736,3351
新川５丁目,1389,1276,1355,2631
新川６丁目,2543,2230,2133,4363
小計,8438,7999,8153,16152
上連雀１丁目,1845,1615,1586,3201
上連雀２丁目,1370,1143,1172,2315
上連雀３丁目,1042,889,887,1776
上連雀４丁目,1739,1654,1627,3281
上連雀５丁目,1481,1384,1363,2747
上連雀６丁目,1590,1467,1621,3088
上連雀７丁目,1426,1415,1507,2922
上連雀８丁目,1613,1689,1852,3541
上連雀９丁目,1478,1518,1587,3105
小計,13584,12774,13202,25976
井口１丁目,1817,1954,1895,3849
井口２丁目,1140,1249,1338,2587
井口３丁目,1043,1018,1151,2169
井口４丁目,1509,1583,1554,3137
井口５丁目,491,469,515,984
小計,6000,6273,6453,12726
深大寺１丁目,822,876,889,1765
深大寺２丁目,2123,2254,1921,4175
深大寺３丁目,1136,1123,1019,2142
小計,4081,4253,3829,8082
野崎１丁目,549,525,562,1087
野崎２丁目,1212,1232,1224,2456
野崎３丁目,1029,1171,1163,2334
野崎４丁目,281,340,290,630
小計,3071,3268,3239,6507
大沢１丁目,1349,1490,1414,2904
大沢２丁目,948,989,984,1973
大沢３丁目,973,855,949,1804
大沢４丁目,1417,1516,1588,3104
大沢５丁目,867,1030,1052,2082
大沢６丁目,782,790,767,1557
小計,6336,6670,6754,13424
合計,95850,93054,97150,190204
令和2年4月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1613,1477,1581,3058
下連雀２丁目,1850,1669,1761,3430
下連雀３丁目,6159,4786,5401,10187
下連雀４丁目,3417,3034,3269,6303
下連雀５丁目,2087,2099,2541,4640
下連雀６丁目,2124,2079,2175,4254
下連雀７丁目,2452,2449,2741,5190
下連雀８丁目,1577,1769,1899,3668
下連雀９丁目,2000,2371,2509,4880
小計,23279,21733,23877,45610
牟礼１丁目,1125,1023,1073,2096
牟礼２丁目,2046,1833,2004,3837
牟礼３丁目,1078,1177,1097,2274
牟礼４丁目,1555,1645,1718,3363
牟礼５丁目,1381,1380,1374,2754
牟礼６丁目,2912,3177,3373,6550
牟礼７丁目,877,938,898,1836
小計,10974,11173,11537,22710
井の頭１丁目,2748,2315,2525,4840
井の頭２丁目,2134,1616,1856,3472
井の頭３丁目,1289,1095,1248,2343
井の頭４丁目,1144,1064,1071,2135
井の頭５丁目,1734,1634,1690,3324
小計,9049,7724,8390,16114
中原１丁目,2197,2049,2243,4292
中原２丁目,1486,1533,1590,3123
中原３丁目,1498,1497,1598,3095
中原４丁目,1936,2004,2119,4123
小計,7117,7083,7550,14633
北野１丁目,715,756,797,1553
北野２丁目,946,1034,1048,2082
北野３丁目,912,1033,991,2024
北野４丁目,1016,980,972,1952
小計,3589,3803,3808,7611
新川１丁目,1053,1084,1080,2164
新川２丁目,756,764,819,1583
新川３丁目,1057,1036,1041,2077
新川４丁目,1651,1614,1739,3353
新川５丁目,1389,1280,1351,2631
新川６丁目,2515,2216,2137,4353
小計,8421,7994,8167,16161
上連雀１丁目,1842,1619,1582,3201
上連雀２丁目,1366,1139,1166,2305
上連雀３丁目,1035,888,879,1767
上連雀４丁目,1726,1649,1630,3279
上連雀５丁目,1474,1374,1363,2737
上連雀６丁目,1584,1471,1621,3092
上連雀７丁目,1424,1417,1510,2927
上連雀８丁目,1615,1692,1853,3545
上連雀９丁目,1478,1514,1588,3102
小計,13544,12763,13192,25955
井口１丁目,1795,1942,1878,3820
井口２丁目,1137,1250,1339,2589
井口３丁目,1050,1028,1159,2187
井口４丁目,1490,1563,1550,3113
井口５丁目,491,469,518,987
小計,5963,6252,6444,12696
深大寺１丁目,818,872,886,1758
深大寺２丁目,2123,2248,1931,4179
深大寺３丁目,1132,1125,1023,2148
小計,4073,4245,3840,8085
野崎１丁目,550,526,562,1088
野崎２丁目,1204,1226,1222,2448
野崎３丁目,1028,1173,1157,2330
野崎４丁目,281,340,291,631
小計,3063,3265,3232,6497
大沢１丁目,1338,1473,1407,2880
大沢２丁目,951,991,982,1973
大沢３丁目,992,853,966,1819
大沢４丁目,1411,1507,1584,3091
大沢５丁目,872,1033,1053,2086
大沢６丁目,782,791,766,1557
小計,6346,6648,6758,13406
合計,95418,92683,96795,189478
令和2年3月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1597,1482,1571,3053
下連雀２丁目,1834,1662,1744,3406
下連雀３丁目,6101,4761,5366,10127
下連雀４丁目,3398,3027,3261,6288
下連雀５丁目,1832,1751,2180,3931
下連雀６丁目,2087,2019,2131,4150
下連雀７丁目,2446,2452,2754,5206
下連雀８丁目,1562,1768,1900,3668
下連雀９丁目,2003,2370,2516,4886
小計,22860,21292,23423,44715
牟礼１丁目,1122,1028,1075,2103
牟礼２丁目,2046,1838,2008,3846
牟礼３丁目,1072,1180,1088,2268
牟礼４丁目,1545,1634,1713,3347
牟礼５丁目,1384,1376,1383,2759
牟礼６丁目,2896,3173,3372,6545
牟礼７丁目,878,940,893,1833
小計,10943,11169,11532,22701
井の頭１丁目,2726,2296,2518,4814
井の頭２丁目,2134,1606,1860,3466
井の頭３丁目,1300,1111,1261,2372
井の頭４丁目,1135,1054,1065,2119
井の頭５丁目,1740,1642,1692,3334
小計,9035,7709,8396,16105
中原１丁目,2179,2044,2240,4284
中原２丁目,1479,1534,1580,3114
中原３丁目,1492,1493,1603,3096
中原４丁目,1933,1993,2123,4116
小計,7083,7064,7546,14610
北野１丁目,719,761,798,1559
北野２丁目,940,1035,1051,2086
北野３丁目,906,1031,987,2018
北野４丁目,1012,991,966,1957
小計,3577,3818,3802,7620
新川１丁目,1037,1073,1068,2141
新川２丁目,748,764,809,1573
新川３丁目,1043,1019,1037,2056
新川４丁目,1642,1617,1741,3358
新川５丁目,1388,1281,1353,2634
新川６丁目,2520,2226,2126,4352
小計,8378,7980,8134,16114
上連雀１丁目,1831,1624,1579,3203
上連雀２丁目,1340,1137,1147,2284
上連雀３丁目,1024,876,871,1747
上連雀４丁目,1723,1646,1631,3277
上連雀５丁目,1452,1369,1350,2719
上連雀６丁目,1586,1474,1629,3103
上連雀７丁目,1419,1424,1510,2934
