令和3年10月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
大沢３丁目,914,818,901,1719
大沢４丁目,1429,1485,1595,3080
大沢５丁目,878,1032,1053,2085
大沢６丁目,798,788,773,1561
小計,6298,6581,6701,13282
合計,96408,93163,97611,190774
令和3年3月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1605,1444,1552,2996
下連雀２丁目,1839,1646,1755,3401
下連雀３丁目,6231,4855,5434,10289
下連雀４丁目,3461,3061,3276,6337
下連雀５丁目,2503,2609,3100,5709
下連雀６丁目,2221,2176,2293,4469
下連雀７丁目,2421,2452,2738,5190
下連雀８丁目,1579,1756,1908,3664
下連雀９丁目,1986,2331,2471,4802
小計,23846,22330,24527,46857
牟礼１丁目,1141,1018,1091,2109
牟礼２丁目,2043,1828,1999,3827
牟礼３丁目,1091,1197,1131,2328
牟礼４丁目,1534,1626,1698,3324
牟礼５丁目,1376,1378,1386,2764
牟礼６丁目,2885,3147,3353,6500
牟礼７丁目,902,953,914,1867
小計,10972,11147,11572,22719
井の頭１丁目,2730,2317,2515,4832
井の頭２丁目,2051,1567,1788,3355
井の頭３丁目,1281,1079,1254,2333
井の頭４丁目,1129,1064,1045,2109
井の頭５丁目,1738,1624,1685,3309
小計,8929,7651,8287,15938
中原１丁目,2206,2050,2239,4289
中原２丁目,1479,1545,1601,3146
中原３丁目,1503,1488,1587,3075
中原４丁目,1929,2020,2123,4143
小計,7117,7103,7550,14653
北野１丁目,718,761,800,1561
北野２丁目,959,1038,1056,2094
北野３丁目,916,1016,1005,2021
北野４丁目,1051,997,996,1993
小計,3644,3812,3857,7669
新川１丁目,1030,1072,1078,2150
新川２丁目,760,767,820,1587
新川３丁目,1037,1019,1036,2055
新川４丁目,1667,1611,1730,3341
新川５丁目,1389,1261,1344,2605
新川６丁目,2498,2203,2105,4308
小計,8381,7933,8113,16046
上連雀１丁目,1888,1634,1625,3259
上連雀２丁目,1376,1150,1188,2338
上連雀３丁目,1059,916,900,1816
上連雀４丁目,1732,1647,1611,3258
上連雀５丁目,1454,1354,1376,2730
上連雀６丁目,1553,1431,1601,3032
上連雀７丁目,1411,1401,1477,2878
上連雀８丁目,1618,1679,1835,3514
上連雀９丁目,1476,1509,1595,3104
小計,13567,12721,13208,25929
井口１丁目,1809,1932,1893,3825
井口２丁目,1148,1243,1344,2587
井口３丁目,1087,1058,1202,2260
井口４丁目,1512,1574,1565,3139
井口５丁目,502,464,509,973
小計,6058,6271,6513,12784
深大寺１丁目,845,900,920,1820
深大寺２丁目,2097,2225,1889,4114
深大寺３丁目,1129,1108,998,2106
小計,4071,4233,3807,8040
野崎１丁目,536,516,543,1059
野崎２丁目,1209,1220,1221,2441
野崎３丁目,1024,1162,1165,2327
野崎４丁目,279,335,292,627
小計,3048,3233,3221,6454
大沢１丁目,1333,1475,1415,2890
大沢２丁目,942,987,962,1949
大沢３丁目,938,833,918,1751
大沢４丁目,1430,1496,1600,3096
大沢５丁目,876,1027,1049,2076
大沢６丁目,783,785,767,1552
小計,6302,6603,6711,13314
合計,95935,93037,97366,190403
令和3年2月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1609,1450,1557,3007
下連雀２丁目,1834,1639,1756,3395
下連雀３丁目,6232,4857,5433,10290
下連雀４丁目,3447,3053,3270,6323
下連雀５丁目,2363,2437,2900,5337
下連雀６丁目,2221,2174,2292,4466
下連雀７丁目,2422,2456,2733,5189
下連雀８丁目,1583,1771,1916,3687
下連雀９丁目,1986,2335,2472,4807
小計,23697,22172,24329,46501
牟礼１丁目,1140,1017,1092,2109
牟礼２丁目,2044,1832,1994,3826
牟礼３丁目,1102,1206,1131,2337
牟礼４丁目,1537,1624,1704,3328
牟礼５丁目,1371,1375,1384,2759
牟礼６丁目,2892,3155,3356,6511
牟礼７丁目,905,953,919,1872
小計,10991,11162,11580,22742
井の頭１丁目,2735,2317,2514,4831
井の頭２丁目,2041,1560,1788,3348
井の頭３丁目,1290,1089,1264,2353
井の頭４丁目,1133,1063,1050,2113
井の頭５丁目,1737,1624,1692,3316
小計,8936,7653,8308,15961
中原１丁目,2203,2051,2230,4281
中原２丁目,1487,1554,1600,3154
中原３丁目,1502,1494,1588,3082
中原４丁目,1923,2013,2109,4122
小計,7115,7112,7527,14639
北野１丁目,726,768,812,1580
北野２丁目,948,1027,1047,2074
北野３丁目,921,1021,1009,2030
北野４丁目,1046,998,988,1986
小計,3641,3814,3856,7670
新川１丁目,1029,1068,1077,2145
新川２丁目,751,761,819,1580
新川３丁目,1028,1017,1027,2044
新川４丁目,1662,1608,1730,3338
新川５丁目,1389,1265,1349,2614
新川６丁目,2504,2209,2106,4315
小計,8363,7928,8108,16036
上連雀１丁目,1883,1627,1615,3242
上連雀２丁目,1348,1125,1161,2286
上連雀３丁目,1058,911,897,1808
上連雀４丁目,1730,1640,1610,3250
上連雀５丁目,1468,1366,1381,2747
上連雀６丁目,1557,1435,1607,3042
上連雀７丁目,1409,1404,1478,2882
上連雀８丁目,1613,1678,1830,3508
上連雀９丁目,1472,1505,1596,3101
小計,13538,12691,13175,25866
井口１丁目,1811,1932,1895,3827
井口２丁目,1147,1242,1347,2589
井口３丁目,1088,1061,1195,2256
井口４丁目,1512,1579,1560,3139
井口５丁目,498,463,506,969
小計,6056,6277,6503,12780
深大寺１丁目,848,902,921,1823
深大寺２丁目,2082,2210,1892,4102
深大寺３丁目,1133,1109,1000,2109
小計,4063,4221,3813,8034
野崎１丁目,541,521,551,1072
野崎２丁目,1213,1219,1226,2445
野崎３丁目,1032,1166,1173,2339
野崎４丁目,282,338,294,632
小計,3068,3244,3244,6488
大沢１丁目,1331,1477,1410,2887
大沢２丁目,939,988,962,1950
大沢３丁目,941,831,925,1756
大沢４丁目,1422,1492,1600,3092
大沢５丁目,878,1032,1051,2083
大沢６丁目,785,786,765,1551
小計,6296,6606,6713,13319
合計,95764,92880,97156,190036
令和3年1月1日現在,,,,
地域別（町丁目）,世帯数,人口（男）,人口（女）,総計
下連雀１丁目,1606,1449,1553,3002
下連雀２丁目,1847,1646,1767,3413
下連雀３丁目,6207,4849,5418,10267
下連雀４丁目,3448,3057,3276,6333
下連雀５丁目,2344,2422,2882,5304
下連雀６丁目,2227,2177,2300,4477
下連雀７丁目,2424,2452,2732,5184
下連雀８丁目,1585,1775,1916,3691
下連雀９丁目,1987,2338,2474,4812
小計,23675,22165,24318,46483
牟礼１丁目,1134,1011,1090,2101
牟礼２丁目,2045,1831,1992,3823
牟礼３丁目,1099,1202,1117,2319
牟礼４丁目,1539,1628,1703,3331
牟礼５丁目,1374,1381,1382,2763
牟礼６丁目,2894,3155,3355,6510
牟礼７丁目,910,964,916,1880
小計,10995,11172,11555,22727
井の頭１丁目,2745,2319,2513,4832
井の頭２丁目,2050,1565,1798,3363
井の頭３丁目,1293,1096,1265,2361
井の頭４丁目,1128,1057,1046,2103
井の頭５丁目,1746,1633,1694,3327
小計,8962,7670,8316,15986
中原１丁目,2200,2050,2230,4280
中原２丁目,1487,1553,1598,3151
中原３丁目,1503,1497,1592,3089
中原４丁目,1921,2008,2107,4115
小計,7111,7108,7527,14635
北野１丁目,726,768,813,1581
北野２丁目,944,1026,1043,2069
北野３丁目,928,1025,1014,2039
北野４丁目,1046,998,992,1990
小計,3644,3817,3862,7679
新川１丁目,1030,1072,1073,2145
新川２丁目,753,760,823,1583
新川３丁目,1032,1021,1027,2048
新川４丁目,1662,1605,1728,3333
新川５丁目,1387,1266,1346,2612
新川６丁目,2500,2210,2107,4317
小計,8364,7934,8104,16038
上連雀１丁目,1889,1629,1620,3249
上連雀２丁目,1349,1129,1161,2290
上連雀３丁目,1056,912,896,1808
上連雀４丁目,1737,1642,1619,3261
上連雀５丁目,1471,1367,1381,2748
上連雀６丁目,1559,1440,1610,3050
上連雀７丁目,1414,1407,1489,2896
