町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
石神井台８丁目,1765,1905,2009,3914
下石神井,8859,8974,9243,18217
下石神井１丁目,1259,1341,1343,2684
下石神井２丁目,1558,1600,1699,3299
下石神井３丁目,1135,1199,1255,2454
下石神井４丁目,1968,1736,1795,3531
下石神井５丁目,1320,1332,1350,2682
下石神井６丁目,1619,1766,1801,3567
東大泉,18324,16583,18616,35199
東大泉１丁目,2459,2149,2549,4698
東大泉２丁目,3118,3067,3322,6389
東大泉３丁目,2635,2213,2585,4798
東大泉４丁目,1716,1423,1523,2946
東大泉５丁目,2112,1810,2148,3958
東大泉６丁目,3412,3013,3451,6464
東大泉７丁目,2872,2908,3038,5946
西大泉町,12,11,19,30
西大泉,9964,10761,11216,21977
西大泉１丁目,1935,2009,2036,4045
西大泉２丁目,1287,1406,1514,2920
西大泉３丁目,1734,1801,1902,3703
西大泉４丁目,1527,1794,1876,3670
西大泉５丁目,2210,2356,2473,4829
西大泉６丁目,1271,1395,1415,2810
南大泉,12689,13092,13926,27018
南大泉１丁目,2192,2325,2432,4757
南大泉２丁目,1938,2149,2273,4422
南大泉３丁目,2257,2349,2461,4810
南大泉４丁目,3101,3084,3210,6294
南大泉５丁目,2340,2250,2509,4759
南大泉６丁目,861,935,1041,1976
大泉町,10098,10904,11150,22054
大泉町１丁目,2338,2630,2646,5276
大泉町２丁目,2217,2322,2414,4736
大泉町３丁目,1755,1913,1931,3844
大泉町４丁目,1647,1890,1884,3774
大泉町５丁目,1009,1024,1070,2094
大泉町６丁目,1132,1125,1205,2330
大泉学園町,15753,16705,17547,34252
大泉学園町１丁目,1474,1523,1656,3179
大泉学園町２丁目,1964,1945,1998,3943
大泉学園町３丁目,1361,1617,1602,3219
大泉学園町４丁目,1909,2091,2214,4305
大泉学園町５丁目,2132,2325,2422,4747
大泉学園町６丁目,2315,2511,2699,5210
大泉学園町７丁目,2380,2394,2590,4984
大泉学園町８丁目,2147,2259,2335,4594
大泉学園町９丁目,71,40,31,71
関町北,11737,10461,11490,21951
関町北１丁目,2138,1646,1876,3522
関町北２丁目,2812,2158,2476,4634
関町北３丁目,2181,2011,2112,4123
関町北４丁目,2156,1992,2158,4150
関町北５丁目,2450,2654,2868,5522
関町南,9065,8914,9494,18408
関町南１丁目,1246,1157,1223,2380
関町南２丁目,2195,2087,2227,4314
関町南３丁目,2045,2096,2146,4242
関町南４丁目,3579,3574,3898,7472
上石神井南町,1098,1079,1118,2197
立野町,2441,2553,2767,5320
上石神井,10472,8732,9422,18154
上石神井１丁目,3458,2637,2831,5468
上石神井２丁目,2484,2100,2335,4435
上石神井３丁目,1923,1752,1841,3593
上石神井４丁目,2607,2243,2415,4658
関町東,3061,2591,2643,5234
関町東１丁目,2063,1836,1867,3703
関町東２丁目,998,755,776,1531
