町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
谷原６丁目,1013,1148,1151,2299
三原台,4297,4667,4763,9430
三原台１丁目,1959,2116,2101,4217
三原台２丁目,893,1030,1008,2038
三原台３丁目,1445,1521,1654,3175
石神井町,14949,13359,14646,28005
石神井町１丁目,1791,1415,1717,3132
石神井町２丁目,2415,2121,2432,4553
石神井町３丁目,1985,1593,1726,3319
石神井町４丁目,1761,1659,1788,3447
石神井町５丁目,957,833,898,1731
石神井町６丁目,1647,1529,1599,3128
石神井町７丁目,2156,2055,2185,4240
石神井町８丁目,2237,2154,2301,4455
石神井台,14963,15017,15980,30997
石神井台１丁目,720,788,835,1623
石神井台２丁目,2198,2311,2389,4700
石神井台３丁目,2713,2622,2754,5376
石神井台４丁目,2273,2222,2532,4754
石神井台５丁目,1776,1949,2011,3960
石神井台６丁目,1336,1419,1514,2933
石神井台７丁目,2176,1802,1938,3740
石神井台８丁目,1771,1904,2007,3911
下石神井,8853,8997,9254,18251
下石神井１丁目,1259,1345,1337,2682
下石神井２丁目,1569,1620,1708,3328
下石神井３丁目,1124,1187,1257,2444
下石神井４丁目,1979,1753,1807,3560
下石神井５丁目,1306,1316,1349,2665
下石神井６丁目,1616,1776,1796,3572
東大泉,18335,16634,18661,35295
東大泉１丁目,2479,2176,2550,4726
東大泉２丁目,3134,3068,3351,6419
東大泉３丁目,2647,2217,2598,4815
東大泉４丁目,1716,1427,1527,2954
東大泉５丁目,2093,1809,2136,3945
東大泉６丁目,3391,3010,3441,6451
東大泉７丁目,2875,2927,3058,5985
西大泉町,13,13,20,33
西大泉,9943,10749,11211,21960
西大泉１丁目,1951,2032,2046,4078
西大泉２丁目,1274,1400,1510,2910
西大泉３丁目,1738,1810,1890,3700
西大泉４丁目,1514,1786,1882,3668
西大泉５丁目,2211,2347,2472,4819
西大泉６丁目,1255,1374,1411,2785
南大泉,12753,13184,13979,27163
南大泉１丁目,2201,2332,2432,4764
南大泉２丁目,1930,2155,2271,4426
南大泉３丁目,2291,2389,2473,4862
南大泉４丁目,3116,3088,3245,6333
南大泉５丁目,2361,2279,2525,4804
南大泉６丁目,854,941,1033,1974
大泉町,10088,10925,11163,22088
大泉町１丁目,2336,2647,2657,5304
大泉町２丁目,2231,2326,2439,4765
大泉町３丁目,1745,1903,1922,3825
大泉町４丁目,1634,1892,1875,3767
大泉町５丁目,1019,1035,1076,2111
大泉町６丁目,1123,1122,1194,2316
大泉学園町,15724,16758,17632,34390
大泉学園町１丁目,1463,1508,1655,3163
大泉学園町２丁目,1976,1956,2018,3974
大泉学園町３丁目,1350,1621,1600,3221
大泉学園町４丁目,1913,2117,2223,4340
大泉学園町５丁目,2144,2348,2445,4793
大泉学園町６丁目,2302,2491,2709,5200
大泉学園町７丁目,2364,2411,2592,5003
大泉学園町８丁目,2142,2267,2359,4626
大泉学園町９丁目,70,39,31,70
関町北,11796,10517,11527,22044
関町北１丁目,2137,1651,1879,3530
関町北２丁目,2830,2171,2494,4665
関町北３丁目,2216,2032,2124,4156
関町北４丁目,2166,1998,2154,4152
関町北５丁目,2447,2665,2876,5541
関町南,9088,8891,9462,18353
関町南１丁目,1256,1153,1238,2391
関町南２丁目,2206,2082,2253,4335
関町南３丁目,2086,2131,2137,4268
関町南４丁目,3540,3525,3834,7359
上石神井南町,1096,1085,1105,2190
立野町,2444,2565,2769,5334
上石神井,10527,8799,9455,18254
上石神井１丁目,3491,2686,2851,5537
上石神井２丁目,2486,2107,2324,4431
上石神井３丁目,1920,1740,1839,3579
上石神井４丁目,2630,2266,2441,4707
関町東,3069,2611,2664,5275
関町東１丁目,2070,1854,1883,3737
関町東２丁目,999,757,781,1538
