町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
下石神井４丁目,1984,1762,1808,3570
下石神井５丁目,1300,1307,1350,2657
下石神井６丁目,1604,1771,1783,3554
東大泉,18318,16638,18659,35297
東大泉１丁目,2480,2182,2548,4730
東大泉２丁目,3140,3076,3351,6427
東大泉３丁目,2647,2210,2603,4813
東大泉４丁目,1724,1439,1531,2970
東大泉５丁目,2086,1808,2137,3945
東大泉６丁目,3354,2978,3417,6395
東大泉７丁目,2887,2945,3072,6017
西大泉町,13,13,20,33
西大泉,9923,10725,11191,21916
西大泉１丁目,1954,2031,2048,4079
西大泉２丁目,1267,1396,1499,2895
西大泉３丁目,1724,1785,1873,3658
西大泉４丁目,1513,1788,1887,3675
西大泉５丁目,2216,2349,2476,4825
西大泉６丁目,1249,1376,1408,2784
南大泉,12714,13172,13976,27148
南大泉１丁目,2192,2336,2436,4772
南大泉２丁目,1939,2155,2286,4441
南大泉３丁目,2278,2375,2459,4834
南大泉４丁目,3102,3093,3238,6331
南大泉５丁目,2350,2272,2520,4792
南大泉６丁目,853,941,1037,1978
大泉町,10094,10928,11187,22115
大泉町１丁目,2334,2646,2671,5317
大泉町２丁目,2235,2333,2432,4765
大泉町３丁目,1750,1904,1938,3842
大泉町４丁目,1631,1878,1867,3745
大泉町５丁目,1022,1044,1086,2130
大泉町６丁目,1122,1123,1193,2316
大泉学園町,15745,16792,17646,34438
大泉学園町１丁目,1465,1514,1653,3167
大泉学園町２丁目,1978,1953,2015,3968
大泉学園町３丁目,1362,1651,1613,3264
大泉学園町４丁目,1916,2117,2234,4351
大泉学園町５丁目,2141,2344,2447,4791
大泉学園町６丁目,2304,2493,2704,5197
大泉学園町７丁目,2366,2406,2589,4995
大泉学園町８丁目,2143,2275,2360,4635
大泉学園町９丁目,70,39,31,70
関町北,11775,10492,11528,22020
関町北１丁目,2139,1650,1884,3534
関町北２丁目,2813,2155,2487,4642
関町北３丁目,2211,2040,2120,4160
関町北４丁目,2157,1979,2144,4123
関町北５丁目,2455,2668,2893,5561
関町南,9076,8867,9422,18289
関町南１丁目,1264,1163,1237,2400
関町南２丁目,2209,2087,2242,4329
関町南３丁目,2083,2124,2132,4256
関町南４丁目,3520,3493,3811,7304
上石神井南町,1082,1079,1098,2177
立野町,2441,2561,2771,5332
上石神井,10538,8821,9473,18294
上石神井１丁目,3485,2690,2855,5545
上石神井２丁目,2496,2112,2323,4435
上石神井３丁目,1909,1740,1839,3579
上石神井４丁目,2648,2279,2456,4735
関町東,3073,2608,2674,5282
関町東１丁目,2075,1851,1892,3743
関町東２丁目,998,757,782,1539
