町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
錦１丁目,1811,1730,1820,3550
錦２丁目,1281,1310,1281,2591
氷川台,7126,6635,7020,13655
氷川台１丁目,121,110,127,237
氷川台２丁目,1414,1521,1511,3032
氷川台３丁目,2825,2505,2635,5140
氷川台４丁目,2766,2499,2747,5246
平和台,6756,6888,7043,13931
平和台１丁目,1750,1820,1787,3607
平和台２丁目,1576,1506,1579,3085
平和台３丁目,2003,2128,2202,4330
平和台４丁目,1427,1434,1475,2909
早宮,9588,9309,10048,19357
早宮１丁目,3052,2853,3082,5935
早宮２丁目,2155,2031,2167,4198
早宮３丁目,2302,2286,2498,4784
早宮４丁目,2079,2139,2301,4440
春日町,12872,12384,13461,25845
春日町１丁目,2118,2080,2262,4342
春日町２丁目,2234,2205,2320,4525
春日町３丁目,2139,1898,2169,4067
春日町４丁目,2225,2166,2284,4450
春日町５丁目,2202,2133,2372,4505
春日町６丁目,1954,1902,2054,3956
高松,8264,8995,9192,18187
高松１丁目,1491,1499,1571,3070
高松２丁目,1152,1203,1303,2506
高松３丁目,1272,1583,1654,3237
高松４丁目,1531,1742,1761,3503
高松５丁目,1397,1385,1419,2804
高松６丁目,1421,1583,1484,3067
北町,15192,13249,12939,26188
北町１丁目,2744,2192,2312,4504
北町２丁目,3270,3108,3169,6277
北町３丁目,1585,1358,1437,2795
北町４丁目,998,926,72,998
北町５丁目,1306,1214,1209,2423
北町６丁目,1526,1187,1384,2571
北町７丁目,1582,1407,1464,2871
北町８丁目,2181,1857,1892,3749
田柄,13681,14527,14987,29514
田柄１丁目,2453,2442,2641,5083
田柄２丁目,3799,3554,3713,7267
田柄３丁目,2464,2922,2865,5787
田柄４丁目,3119,3607,3663,7270
田柄５丁目,1846,2002,2105,4107
光が丘,12805,12738,14674,27412
光が丘１丁目,1568,1230,1444,2674
光が丘２丁目,2596,2437,3021,5458
光が丘３丁目,3971,4317,4726,9043
光が丘４丁目,0,0,0,0
光が丘５丁目,1619,1500,1850,3350
光が丘６丁目,472,467,583,1050
光が丘７丁目,2579,2787,3050,5837
旭町,6753,6411,6511,12922
旭町１丁目,1898,2063,2157,4220
旭町２丁目,2563,2274,2277,4551
旭町３丁目,2292,2074,2077,4151
土支田,6092,6911,6969,13880
土支田１丁目,1596,1746,1805,3551
土支田２丁目,1309,1465,1477,2942
土支田３丁目,1757,2003,2084,4087
土支田４丁目,1430,1697,1603,3300
富士見台,7908,7639,7962,15601
富士見台１丁目,1549,1515,1599,3114
富士見台２丁目,2343,2104,2163,4267
富士見台３丁目,2152,1993,2129,4122
富士見台４丁目,1864,2027,2071,4098
南田中,6463,6118,6450,12568
南田中１丁目,1220,1254,1261,2515
南田中２丁目,879,878,883,1761
南田中３丁目,1420,1254,1408,2662
南田中４丁目,1583,1614,1599,3213
南田中５丁目,1361,1118,1299,2417
高野台,7392,7132,8025,15157
高野台１丁目,1788,1619,1929,3548
高野台２丁目,1510,1532,1634,3166
高野台３丁目,1490,1387,1550,2937
高野台４丁目,1216,1178,1333,2511
高野台５丁目,1388,1416,1579,2995
谷原,5712,6503,6680,13183
谷原１丁目,923,1029,1040,2069
谷原２丁目,831,874,903,1777
谷原３丁目,842,996,1061,2057
谷原４丁目,767,996,962,1958
谷原５丁目,1342,1461,1535,2996
谷原６丁目,1007,1147,1179,2326
三原台,4224,4652,4738,9390
三原台１丁目,1982,2135,2138,4273
三原台２丁目,872,1032,1005,2037
三原台３丁目,1370,1485,1595,3080
石神井町,14787,13279,14718,27997
石神井町１丁目,1796,1413,1743,3156
石神井町２丁目,2385,2089,2459,4548
石神井町３丁目,1932,1571,1718,3289
石神井町４丁目,1757,1662,1792,3454
石神井町５丁目,930,862,901,1763
石神井町６丁目,1612,1490,1616,3106
石神井町７丁目,2132,2040,2167,4207
石神井町８丁目,2243,2152,2322,4474
石神井台,14803,15022,15979,31001
石神井台１丁目,718,787,826,1613
石神井台２丁目,2138,2304,2347,4651
石神井台３丁目,2740,2655,2855,5510
石神井台４丁目,2275,2229,2548,4777
石神井台５丁目,1757,1947,1996,3943
石神井台６丁目,1333,1442,1516,2958
石神井台７丁目,2158,1821,1944,3765
石神井台８丁目,1684,1837,1947,3784
下石神井,8802,8996,9299,18295
下石神井１丁目,1293,1341,1395,2736
下石神井２丁目,1573,1660,1730,3390
下石神井３丁目,1108,1183,1243,2426
下石神井４丁目,1963,1746,1822,3568
下石神井５丁目,1290,1289,1352,2641
下石神井６丁目,1575,1777,1757,3534
東大泉,17969,16482,18412,34894
東大泉１丁目,2419,2225,2525,4750
東大泉２丁目,3032,2968,3255,6223
東大泉３丁目,2642,2205,2622,4827
東大泉４丁目,1692,1417,1493,2910
東大泉５丁目,2045,1778,2083,3861
東大泉６丁目,3318,2976,3404,6380
東大泉７丁目,2821,2913,3030,5943
西大泉町,13,13,20,33
西大泉,9896,10867,11275,22142
西大泉１丁目,1951,2072,2038,4110
西大泉２丁目,1298,1446,1545,2991
西大泉３丁目,1684,1775,1872,3647
西大泉４丁目,1497,1789,1877,3666
西大泉５丁目,2209,2365,2497,4862
西大泉６丁目,1257,1420,1446,2866
南大泉,12486,13196,13924,27120
南大泉１丁目,2149,2332,2447,4779
南大泉２丁目,1919,2169,2297,4466
南大泉３丁目,2242,2366,2459,4825
南大泉４丁目,3075,3132,3237,6369
南大泉５丁目,2269,2270,2478,4748
南大泉６丁目,832,927,1006,1933
大泉町,10037,11013,11267,22280
大泉町１丁目,2286,2650,2649,5299
大泉町２丁目,2186,2324,2429,4753
大泉町３丁目,1731,1919,1950,3869
大泉町４丁目,1645,1876,1910,3786
大泉町５丁目,1044,1091,1108,2199
大泉町６丁目,1145,1153,1221,2374
大泉学園町,15572,16811,17679,34490
大泉学園町１丁目,1479,1533,1670,3203
大泉学園町２丁目,1948,1944,2062,4006
大泉学園町３丁目,1352,1650,1590,3240
大泉学園町４丁目,1892,2117,2252,4369
大泉学園町５丁目,2095,2356,2441,4797
大泉学園町６丁目,2279,2487,2674,5161
大泉学園町７丁目,2328,2394,2581,4975
大泉学園町８丁目,2130,2292,2378,4670
大泉学園町９丁目,69,38,31,69
関町北,11704,10554,11631,22185
関町北１丁目,2164,1660,1937,3597
関町北２丁目,2775,2143,2514,4657
関町北３丁目,2213,2065,2139,4204
関町北４丁目,2130,1986,2141,4127
関町北５丁目,2422,2700,2900,5600
関町南,8886,8689,9258,17947
関町南１丁目,1322,1196,1293,2489
関町南２丁目,2172,2063,2231,4294
関町南３丁目,2035,2090,2110,4200
関町南４丁目,3357,3340,3624,6964
上石神井南町,1058,1062,1093,2155
立野町,2395,2543,2724,5267
上石神井,10660,9029,9672,18701
上石神井１丁目,3457,2670,2822,5492
上石神井２丁目,2336,2051,2217,4268
上石神井３丁目,2221,2011,2149,4160
上石神井４丁目,2646,2297,2484,4781
関町東,3016,2607,2633,5240
関町東１丁目,2052,1881,1852,3733
関町東２丁目,964,726,781,1507
