町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
大泉町４丁目,1657,1885,1912,3797
大泉町５丁目,1038,1081,1106,2187
大泉町６丁目,1143,1148,1219,2367
大泉学園町,15715,16831,17728,34559
大泉学園町１丁目,1485,1523,1677,3200
大泉学園町２丁目,1970,1960,2049,4009
大泉学園町３丁目,1363,1650,1597,3247
大泉学園町４丁目,1912,2122,2261,4383
大泉学園町５丁目,2133,2375,2488,4863
大泉学園町６丁目,2288,2475,2675,5150
大泉学園町７丁目,2349,2410,2590,5000
大泉学園町８丁目,2144,2276,2360,4636
大泉学園町９丁目,71,40,31,71
関町北,11745,10523,11614,22137
関町北１丁目,2149,1654,1917,3571
関町北２丁目,2791,2152,2505,4657
関町北３丁目,2218,2046,2131,4177
関町北４丁目,2150,1978,2152,4130
関町北５丁目,2437,2693,2909,5602
関町南,9013,8770,9335,18105
関町南１丁目,1322,1191,1290,2481
関町南２丁目,2210,2091,2239,4330
関町南３丁目,2065,2111,2127,4238
関町南４丁目,3416,3377,3679,7056
上石神井南町,1088,1084,1093,2177
立野町,2406,2535,2741,5276
上石神井,10608,8920,9568,18488
上石神井１丁目,3504,2693,2840,5533
上石神井２丁目,2400,2067,2282,4349
上石神井３丁目,2020,1831,1943,3774
上石神井４丁目,2684,2329,2503,4832
関町東,3058,2600,2677,5277
関町東１丁目,2057,1852,1882,3734
関町東２丁目,1001,748,795,1543
