町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
早宮２丁目,2171,1977,2150,4127
早宮３丁目,2285,2282,2486,4768
早宮４丁目,2114,2142,2310,4452
春日町,13471,12676,13815,26491
春日町１丁目,2341,2256,2397,4653
春日町２丁目,2403,2279,2382,4661
春日町３丁目,2208,1905,2184,4089
春日町４丁目,2229,2145,2276,4421
春日町５丁目,2223,2109,2388,4497
春日町６丁目,2067,1982,2188,4170
高松,8389,8814,9115,17929
高松１丁目,1482,1427,1545,2972
高松２丁目,1249,1234,1330,2564
高松３丁目,1288,1578,1653,3231
高松４丁目,1567,1704,1733,3437
高松５丁目,1350,1323,1332,2655
高松６丁目,1453,1548,1522,3070
北町,15505,13271,13331,26602
北町１丁目,2891,2278,2382,4660
北町２丁目,3302,3065,3248,6313
北町３丁目,1767,1507,1622,3129
北町４丁目,768,704,64,768
北町５丁目,1342,1199,1227,2426
北町６丁目,1623,1284,1450,2734
北町７丁目,1609,1386,1435,2821
北町８丁目,2203,1848,1903,3751
田柄,13913,14235,14771,29006
田柄１丁目,2438,2412,2562,4974
田柄２丁目,3811,3442,3616,7058
田柄３丁目,2522,2812,2758,5570
田柄４丁目,3215,3593,3705,7298
田柄５丁目,1927,1976,2130,4106
光が丘,12711,12259,14226,26485
光が丘１丁目,1569,1140,1408,2548
光が丘２丁目,2564,2320,2898,5218
光が丘３丁目,3952,4178,4591,8769
光が丘４丁目,0,0,0,0
光が丘５丁目,1594,1418,1786,3204
光が丘６丁目,480,465,566,1031
光が丘７丁目,2552,2738,2977,5715
旭町,6914,6506,6485,12991
旭町１丁目,1956,2114,2177,4291
旭町２丁目,2561,2267,2223,4490
旭町３丁目,2397,2125,2085,4210
土支田,6338,7083,7227,14310
土支田１丁目,1633,1745,1839,3584
土支田２丁目,1371,1550,1571,3121
土支田３丁目,1845,2081,2142,4223
土支田４丁目,1489,1707,1675,3382
富士見台,7927,7538,7972,15510
富士見台１丁目,1518,1501,1628,3129
富士見台２丁目,2305,2032,2102,4134
富士見台３丁目,2246,2015,2188,4203
富士見台４丁目,1858,1990,2054,4044
南田中,6457,6060,6327,12387
南田中１丁目,1251,1254,1266,2520
南田中２丁目,925,911,917,1828
南田中３丁目,1436,1255,1372,2627
南田中４丁目,1517,1558,1552,3110
南田中５丁目,1328,1082,1220,2302
高野台,7660,7269,8134,15403
高野台１丁目,1795,1579,1907,3486
高野台２丁目,1613,1609,1732,3341
高野台３丁目,1524,1391,1518,2909
高野台４丁目,1297,1233,1385,2618
高野台５丁目,1431,1457,1592,3049
谷原,5879,6602,6784,13386
谷原１丁目,993,1085,1093,2178
谷原２丁目,853,861,913,1774
谷原３丁目,856,1012,1062,2074
谷原４丁目,779,966,961,1927
谷原５丁目,1395,1547,1624,3171
谷原６丁目,1003,1131,1131,2262
三原台,4300,4671,4746,9417
三原台１丁目,1933,2086,2066,4152
三原台２丁目,933,1079,1052,2131
三原台３丁目,1434,1506,1628,3134
石神井町,14936,13191,14556,27747
石神井町１丁目,1802,1408,1708,3116
石神井町２丁目,2415,2094,2400,4494
石神井町３丁目,1944,1562,1713,3275
石神井町４丁目,1769,1615,1787,3402
石神井町５丁目,981,831,894,1725
石神井町６丁目,1651,1520,1607,3127
石神井町７丁目,2142,2028,2166,4194
石神井町８丁目,2232,2133,2281,4414
石神井台,15046,15001,15981,30982
石神井台１丁目,709,780,820,1600
石神井台２丁目,2209,2298,2373,4671
石神井台３丁目,2759,2643,2785,5428
石神井台４丁目,2231,2173,2488,4661
石神井台５丁目,1786,1942,2019,3961
石神井台６丁目,1375,1448,1543,2991
石神井台７丁目,2203,1803,1953,3756
石神井台８丁目,1774,1914,2000,3914
下石神井,8928,8938,9237,18175
下石神井１丁目,1316,1342,1417,2759
下石神井２丁目,1579,1609,1702,3311
下石神井３丁目,1120,1196,1229,2425
下石神井４丁目,1983,1731,1787,3518
下石神井５丁目,1323,1319,1342,2661
下石神井６丁目,1607,1741,1760,3501
東大泉,18415,16616,18664,35280
東大泉１丁目,2479,2132,2573,4705
東大泉２丁目,3097,3051,3336,6387
東大泉３丁目,2664,2234,2583,4817
東大泉４丁目,1739,1430,1531,2961
東大泉５丁目,2138,1835,2163,3998
東大泉６丁目,3400,3017,3440,6457
東大泉７丁目,2898,2917,3038,5955
西大泉町,14,12,21,33
西大泉,10076,10806,11309,22115
西大泉１丁目,1944,2008,2058,4066
西大泉２丁目,1293,1404,1494,2898
西大泉３丁目,1758,1804,1932,3736
西大泉４丁目,1559,1841,1917,3758
西大泉５丁目,2217,2332,2473,4805
西大泉６丁目,1305,1417,1435,2852
南大泉,12819,13127,13925,27052
南大泉１丁目,2220,2334,2442,4776
南大泉２丁目,1948,2158,2259,4417
南大泉３丁目,2309,2374,2502,4876
南大泉４丁目,3140,3121,3223,6344
南大泉５丁目,2346,2229,2484,4713
南大泉６丁目,856,911,1015,1926
大泉町,10110,10806,11085,21891
大泉町１丁目,2333,2607,2634,5241
大泉町２丁目,2201,2304,2388,4692
大泉町３丁目,1744,1880,1905,3785
大泉町４丁目,1671,1872,1889,3761
大泉町５丁目,1018,1026,1061,2087
大泉町６丁目,1143,1117,1208,2325
大泉学園町,15761,16642,17520,34162
大泉学園町１丁目,1462,1514,1645,3159
大泉学園町２丁目,1968,1946,2002,3948
大泉学園町３丁目,1358,1630,1592,3222
大泉学園町４丁目,1913,2086,2201,4287
大泉学園町５丁目,2135,2303,2408,4711
大泉学園町６丁目,2309,2486,2697,5183
大泉学園町７丁目,2382,2381,2598,4979
大泉学園町８丁目,2165,2259,2345,4604
大泉学園町９丁目,69,37,32,69
関町北,11867,10469,11548,22017
関町北１丁目,2172,1669,1891,3560
関町北２丁目,2849,2153,2511,4664
関町北３丁目,2210,2010,2118,4128
関町北４丁目,2189,2010,2187,4197
関町北５丁目,2447,2627,2841,5468
関町南,9151,8943,9585,18528
関町南１丁目,1274,1165,1237,2402
関町南２丁目,2189,2067,2230,4297
関町南３丁目,2070,2105,2160,4265
関町南４丁目,3618,3606,3958,7564
上石神井南町,1128,1095,1147,2242
立野町,2443,2543,2751,5294
上石神井,10537,8736,9410,18146
上石神井１丁目,3485,2608,2826,5434
上石神井２丁目,2478,2082,2299,4381
上石神井３丁目,1949,1779,1850,3629
上石神井４丁目,2625,2267,2435,4702
関町東,3036,2565,2635,5200
関町東１丁目,2047,1834,1857,3691
関町東２丁目,989,731,778,1509
