町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
富士見台,7827,7579,7982,15561
富士見台１丁目,1543,1524,1622,3146
富士見台２丁目,2292,2068,2147,4215
富士見台３丁目,2151,1982,2164,4146
富士見台４丁目,1841,2005,2049,4054
南田中,6411,6105,6472,12577
南田中１丁目,1219,1247,1275,2522
南田中２丁目,837,865,870,1735
南田中３丁目,1431,1266,1437,2703
南田中４丁目,1568,1613,1585,3198
南田中５丁目,1356,1114,1305,2419
高野台,7268,7048,7905,14953
高野台１丁目,1747,1607,1912,3519
高野台２丁目,1474,1499,1610,3109
高野台３丁目,1473,1382,1552,2934
高野台４丁目,1203,1150,1311,2461
高野台５丁目,1371,1410,1520,2930
谷原,5598,6403,6579,12982
谷原１丁目,939,1047,1036,2083
谷原２丁目,823,860,906,1766
谷原３丁目,834,981,1055,2036
谷原４丁目,757,990,955,1945
谷原５丁目,1265,1380,1464,2844
谷原６丁目,980,1145,1163,2308
三原台,4134,4606,4677,9283
三原台１丁目,1919,2088,2073,4161
三原台２丁目,864,1027,1012,2039
三原台３丁目,1351,1491,1592,3083
石神井町,14698,13266,14663,27929
石神井町１丁目,1784,1422,1741,3163
石神井町２丁目,2366,2095,2426,4521
石神井町３丁目,1932,1562,1725,3287
石神井町４丁目,1738,1641,1792,3433
石神井町５丁目,925,876,887,1763
石神井町６丁目,1594,1471,1600,3071
石神井町７丁目,2110,2037,2149,4186
石神井町８丁目,2249,2162,2343,4505
石神井台,14656,14938,15853,30791
石神井台１丁目,729,799,836,1635
石神井台２丁目,2167,2332,2378,4710
石神井台３丁目,2701,2649,2817,5466
石神井台４丁目,2153,2082,2398,4480
石神井台５丁目,1757,1966,2006,3972
石神井台６丁目,1344,1467,1543,3010
石神井台７丁目,2109,1792,1909,3701
石神井台８丁目,1696,1851,1966,3817
下石神井,8805,9040,9273,18313
下石神井１丁目,1287,1362,1368,2730
下石神井２丁目,1590,1668,1733,3401
下石神井３丁目,1107,1187,1244,2431
下石神井４丁目,1957,1730,1821,3551
下石神井５丁目,1276,1303,1341,2644
下石神井６丁目,1588,1790,1766,3556
東大泉,17775,16339,18251,34590
東大泉１丁目,2420,2233,2528,4761
東大泉２丁目,2986,2909,3176,6085
東大泉３丁目,2616,2167,2620,4787
東大泉４丁目,1636,1382,1464,2846
東大泉５丁目,1997,1741,2041,3782
東大泉６丁目,3303,2958,3402,6360
東大泉７丁目,2817,2949,3020,5969
西大泉町,12,12,19,31
西大泉,9818,10833,11242,22075
西大泉１丁目,1913,2032,2021,4053
西大泉２丁目,1283,1442,1535,2977
西大泉３丁目,1684,1797,1871,3668
西大泉４丁目,1477,1766,1842,3608
西大泉５丁目,2207,2365,2522,4887
西大泉６丁目,1254,1431,1451,2882
南大泉,12358,13187,13805,26992
南大泉１丁目,2128,2306,2421,4727
南大泉２丁目,1906,2187,2290,4477
南大泉３丁目,2242,2368,2466,4834
南大泉４丁目,3017,3087,3174,6261
南大泉５丁目,2236,2298,2448,4746
南大泉６丁目,829,941,1006,1947
大泉町,9987,11045,11346,22391
大泉町１丁目,2272,2666,2686,5352
大泉町２丁目,2164,2304,2422,4726
大泉町３丁目,1717,1926,1959,3885
大泉町４丁目,1655,1906,1926,3832
大泉町５丁目,1043,1088,1117,2205
大泉町６丁目,1136,1155,1236,2391
大泉学園町,15429,16769,17650,34419
大泉学園町１丁目,1453,1516,1628,3144
大泉学園町２丁目,1885,1923,2030,3953
大泉学園町３丁目,1316,1623,1578,3201
大泉学園町４丁目,1866,2116,2251,4367
大泉学園町５丁目,2071,2338,2435,4773
大泉学園町６丁目,2267,2486,2665,5151
大泉学園町７丁目,2344,2420,2627,5047
大泉学園町８丁目,2153,2307,2402,4709
大泉学園町９丁目,74,40,34,74
関町北,11474,10486,11514,22000
関町北１丁目,2025,1610,1857,3467
関町北２丁目,2744,2149,2481,4630
関町北３丁目,2162,2023,2129,4152
関町北４丁目,2125,2002,2136,4138
関町北５丁目,2418,2702,2911,5613
関町南,8645,8490,8986,17476
関町南１丁目,1341,1225,1309,2534
関町南２丁目,2135,2063,2195,4258
関町南３丁目,2017,2059,2081,4140
関町南４丁目,3152,3143,3401,6544
上石神井南町,1068,1081,1116,2197
立野町,2387,2514,2710,5224
上石神井,10613,9071,9653,18724
上石神井１丁目,3408,2627,2780,5407
上石神井２丁目,2318,2055,2211,4266
上石神井３丁目,2288,2098,2238,4336
上石神井４丁目,2599,2291,2424,4715
関町東,2942,2551,2600,5151
関町東１丁目,2023,1832,1855,3687
関町東２丁目,919,719,745,1464
