町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
北町７丁目,1609,1390,1444,2834
北町８丁目,2192,1836,1893,3729
田柄,13908,14203,14786,28989
田柄１丁目,2445,2397,2566,4963
田柄２丁目,3804,3434,3609,7043
田柄３丁目,2502,2804,2741,5545
田柄４丁目,3217,3580,3723,7303
田柄５丁目,1940,1988,2147,4135
光が丘,12718,12242,14223,26465
光が丘１丁目,1566,1142,1410,2552
光が丘２丁目,2563,2310,2882,5192
光が丘３丁目,3955,4178,4604,8782
光が丘４丁目,0,0,0,0
光が丘５丁目,1598,1419,1787,3206
光が丘６丁目,477,463,565,1028
光が丘７丁目,2559,2730,2975,5705
旭町,6939,6520,6506,13026
旭町１丁目,1953,2108,2171,4279
旭町２丁目,2570,2275,2240,4515
旭町３丁目,2416,2137,2095,4232
土支田,6338,7089,7227,14316
土支田１丁目,1637,1748,1856,3604
土支田２丁目,1373,1556,1563,3119
土支田３丁目,1839,2084,2135,4219
土支田４丁目,1489,1701,1673,3374
富士見台,7943,7534,7987,15521
富士見台１丁目,1520,1497,1629,3126
富士見台２丁目,2304,2042,2104,4146
富士見台３丁目,2257,2012,2192,4204
富士見台４丁目,1862,1983,2062,4045
南田中,6468,6052,6344,12396
南田中１丁目,1250,1256,1266,2522
南田中２丁目,927,907,921,1828
南田中３丁目,1445,1250,1382,2632
南田中４丁目,1510,1553,1547,3100
南田中５丁目,1336,1086,1228,2314
高野台,7658,7255,8131,15386
高野台１丁目,1799,1580,1909,3489
高野台２丁目,1611,1606,1723,3329
高野台３丁目,1517,1385,1518,2903
高野台４丁目,1296,1236,1379,2615
高野台５丁目,1435,1448,1602,3050
谷原,5892,6635,6811,13446
谷原１丁目,996,1090,1104,2194
谷原２丁目,858,864,913,1777
谷原３丁目,851,1013,1061,2074
谷原４丁目,791,981,975,1956
谷原５丁目,1400,1557,1637,3194
谷原６丁目,996,1130,1121,2251
三原台,4295,4662,4741,9403
三原台１丁目,1931,2077,2074,4151
三原台２丁目,935,1085,1057,2142
三原台３丁目,1429,1500,1610,3110
石神井町,15041,13312,14636,27948
石神井町１丁目,1793,1407,1701,3108
石神井町２丁目,2507,2193,2498,4691
石神井町３丁目,1950,1568,1696,3264
石神井町４丁目,1769,1622,1789,3411
石神井町５丁目,987,834,895,1729
石神井町６丁目,1642,1518,1603,3121
石神井町７丁目,2155,2033,2171,4204
石神井町８丁目,2238,2137,2283,4420
石神井台,15041,14963,15950,30913
石神井台１丁目,702,773,815,1588
石神井台２丁目,2208,2284,2369,4653
石神井台３丁目,2768,2645,2782,5427
石神井台４丁目,2240,2173,2480,4653
石神井台５丁目,1767,1928,2005,3933
石神井台６丁目,1376,1449,1542,2991
石神井台７丁目,2205,1800,1963,3763
石神井台８丁目,1775,1911,1994,3905
下石神井,8907,8905,9203,18108
下石神井１丁目,1320,1342,1414,2756
下石神井２丁目,1566,1595,1690,3285
下石神井３丁目,1108,1185,1218,2403
下石神井４丁目,1981,1724,1782,3506
下石神井５丁目,1318,1316,1337,2653
下石神井６丁目,1614,1743,1762,3505
東大泉,18394,16592,18663,35255
東大泉１丁目,2478,2126,2571,4697
東大泉２丁目,3097,3040,3336,6376
東大泉３丁目,2652,2238,2572,4810
東大泉４丁目,1718,1415,1512,2927
東大泉５丁目,2144,1842,2173,4015
東大泉６丁目,3420,3022,3462,6484
東大泉７丁目,2885,2909,3037,5946
西大泉町,14,12,21,33
西大泉,10068,10791,11305,22096
西大泉１丁目,1941,1995,2049,4044
西大泉２丁目,1294,1410,1499,2909
西大泉３丁目,1760,1806,1939,3745
西大泉４丁目,1560,1843,1918,3761
西大泉５丁目,2206,2317,2463,4780
西大泉６丁目,1307,1420,1437,2857
南大泉,12799,13128,13866,26994
南大泉１丁目,2220,2340,2435,4775
南大泉２丁目,1941,2153,2245,4398
南大泉３丁目,2303,2365,2491,4856
南大泉４丁目,3132,3114,3209,6323
南大泉５丁目,2349,2242,2474,4716
南大泉６丁目,854,914,1012,1926
大泉町,10094,10763,11073,21836
大泉町１丁目,2323,2591,2626,5217
大泉町２丁目,2189,2288,2379,4667
大泉町３丁目,1739,1861,1897,3758
大泉町４丁目,1681,1880,1898,3778
大泉町５丁目,1012,1022,1058,2080
大泉町６丁目,1150,1121,1215,2336
大泉学園町,15757,16634,17515,34149
大泉学園町１丁目,1455,1511,1639,3150
大泉学園町２丁目,1964,1942,2006,3948
大泉学園町３丁目,1356,1620,1594,3214
大泉学園町４丁目,1906,2085,2187,4272
大泉学園町５丁目,2128,2293,2404,4697
大泉学園町６丁目,2316,2483,2693,5176
大泉学園町７丁目,2394,2394,2609,5003
大泉学園町８丁目,2170,2269,2352,4621
大泉学園町９丁目,68,37,31,68
関町北,11899,10465,11573,22038
関町北１丁目,2179,1669,1892,3561
関町北２丁目,2884,2166,2541,4707
関町北３丁目,2197,1995,2114,4109
関町北４丁目,2190,2007,2194,4201
関町北５丁目,2449,2628,2832,5460
関町南,9168,8910,9597,18507
関町南１丁目,1315,1152,1281,2433
関町南２丁目,2179,2064,2215,4279
関町南３丁目,2072,2100,2154,4254
関町南４丁目,3602,3594,3947,7541
上石神井南町,1131,1092,1147,2239
立野町,2437,2542,2753,5295
上石神井,10595,8755,9440,18195
上石神井１丁目,3507,2610,2832,5442
上石神井２丁目,2476,2067,2297,4364
上石神井３丁目,1960,1787,1850,3637
上石神井４丁目,2652,2291,2461,4752
関町東,3043,2578,2632,5210
関町東１丁目,2047,1845,1854,3699
関町東２丁目,996,733,778,1511
