町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
石神井台２丁目,2201,2293,2381,4674
石神井台３丁目,2736,2638,2759,5397
石神井台４丁目,2253,2185,2518,4703
石神井台５丁目,1774,1933,1998,3931
石神井台６丁目,1374,1439,1548,2987
石神井台７丁目,2217,1808,1963,3771
石神井台８丁目,1760,1902,1996,3898
下石神井,8913,8918,9262,18180
下石神井１丁目,1292,1316,1399,2715
下石神井２丁目,1579,1608,1712,3320
下石神井３丁目,1118,1188,1232,2420
下石神井４丁目,1985,1737,1801,3538
下石神井５丁目,1313,1313,1341,2654
下石神井６丁目,1626,1756,1777,3533
東大泉,18446,16647,18675,35322
東大泉１丁目,2486,2143,2563,4706
東大泉２丁目,3113,3065,3336,6401
東大泉３丁目,2673,2237,2599,4836
東大泉４丁目,1741,1439,1541,2980
東大泉５丁目,2146,1837,2163,4000
東大泉６丁目,3401,3018,3439,6457
東大泉７丁目,2886,2908,3034,5942
西大泉町,14,12,21,33
西大泉,10048,10788,11260,22048
西大泉１丁目,1948,2004,2056,4060
西大泉２丁目,1292,1404,1495,2899
西大泉３丁目,1764,1823,1924,3747
西大泉４丁目,1534,1800,1880,3680
西大泉５丁目,2207,2340,2469,4809
西大泉６丁目,1303,1417,1436,2853
南大泉,12744,13117,13913,27030
南大泉１丁目,2209,2332,2439,4771
南大泉２丁目,1928,2138,2254,4392
南大泉３丁目,2283,2363,2489,4852
南大泉４丁目,3124,3119,3215,6334
南大泉５丁目,2334,2236,2487,4723
南大泉６丁目,866,929,1029,1958
大泉町,10073,10835,11081,21916
大泉町１丁目,2321,2599,2622,5221
大泉町２丁目,2208,2307,2402,4709
大泉町３丁目,1740,1901,1915,3816
大泉町４丁目,1655,1878,1876,3754
大泉町５丁目,1022,1030,1068,2098
大泉町６丁目,1127,1120,1198,2318
大泉学園町,15761,16676,17518,34194
大泉学園町１丁目,1451,1505,1632,3137
大泉学園町２丁目,1968,1944,2001,3945
大泉学園町３丁目,1356,1623,1596,3219
大泉学園町４丁目,1911,2092,2202,4294
大泉学園町５丁目,2137,2316,2409,4725
大泉学園町６丁目,2313,2500,2697,5197
大泉学園町７丁目,2391,2396,2600,4996
大泉学園町８丁目,2166,2263,2350,4613
大泉学園町９丁目,68,37,31,68
関町北,11867,10518,11571,22089
関町北１丁目,2155,1665,1880,3545
関町北２丁目,2830,2151,2495,4646
関町北３丁目,2224,2027,2141,4168
関町北４丁目,2202,2028,2202,4230
関町北５丁目,2456,2647,2853,5500
関町南,9141,8954,9584,18538
関町南１丁目,1267,1166,1231,2397
関町南２丁目,2188,2068,2239,4307
関町南３丁目,2070,2121,2167,4288
関町南４丁目,3616,3599,3947,7546
上石神井南町,1113,1087,1123,2210
立野町,2443,2539,2757,5296
上石神井,10546,8718,9459,18177
上石神井１丁目,3505,2610,2864,5474
上石神井２丁目,2477,2095,2310,4405
上石神井３丁目,1940,1761,1854,3615
上石神井４丁目,2624,2252,2431,4683
関町東,3038,2556,2630,5186
関町東１丁目,2051,1821,1858,3679
関町東２丁目,987,735,772,1507
