町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
下石神井３丁目,1103,1183,1231,2414
下石神井４丁目,1958,1723,1814,3537
下石神井５丁目,1286,1309,1339,2648
下石神井６丁目,1599,1801,1772,3573
東大泉,17824,16350,18328,34678
東大泉１丁目,2429,2240,2548,4788
東大泉２丁目,2986,2899,3190,6089
東大泉３丁目,2623,2162,2625,4787
東大泉４丁目,1691,1414,1499,2913
東大泉５丁目,1998,1745,2047,3792
東大泉６丁目,3277,2937,3399,6336
東大泉７丁目,2820,2953,3020,5973
西大泉町,12,11,19,30
西大泉,9869,10859,11267,22126
西大泉１丁目,1937,2059,2027,4086
西大泉２丁目,1286,1438,1542,2980
西大泉３丁目,1689,1792,1876,3668
西大泉４丁目,1480,1759,1847,3606
西大泉５丁目,2209,2369,2517,4886
西大泉６丁目,1268,1442,1458,2900
南大泉,12428,13183,13863,27046
南大泉１丁目,2133,2310,2418,4728
南大泉２丁目,1915,2174,2308,4482
南大泉３丁目,2241,2363,2458,4821
南大泉４丁目,3043,3114,3198,6312
南大泉５丁目,2268,2287,2472,4759
南大泉６丁目,828,935,1009,1944
大泉町,10001,11047,11323,22370
大泉町１丁目,2281,2673,2680,5353
大泉町２丁目,2171,2313,2440,4753
大泉町３丁目,1727,1927,1951,3878
大泉町４丁目,1644,1899,1913,3812
大泉町５丁目,1041,1086,1109,2195
大泉町６丁目,1137,1149,1230,2379
大泉学園町,15514,16803,17657,34460
大泉学園町１丁目,1481,1541,1658,3199
大泉学園町２丁目,1902,1928,2040,3968
大泉学園町３丁目,1322,1619,1572,3191
大泉学園町４丁目,1875,2112,2248,4360
大泉学園町５丁目,2080,2342,2426,4768
大泉学園町６丁目,2272,2499,2651,5150
大泉学園町７丁目,2346,2406,2620,5026
大泉学園町８丁目,2164,2317,2409,4726
大泉学園町９丁目,72,39,33,72
関町北,11638,10567,11591,22158
関町北１丁目,2103,1645,1905,3550
関町北２丁目,2779,2172,2517,4689
関町北３丁目,2208,2060,2135,4195
関町北４丁目,2121,1986,2132,4118
関町北５丁目,2427,2704,2902,5606
関町南,8695,8491,9030,17521
関町南１丁目,1353,1223,1314,2537
関町南２丁目,2144,2064,2218,4282
関町南３丁目,2049,2094,2107,4201
関町南４丁目,3149,3110,3391,6501
上石神井南町,1099,1109,1111,2220
立野町,2395,2523,2722,5245
上石神井,10689,9123,9685,18808
上石神井１丁目,3431,2642,2794,5436
上石神井２丁目,2341,2068,2219,4287
上石神井３丁目,2294,2099,2244,4343
上石神井４丁目,2623,2314,2428,4742
関町東,2999,2572,2629,5201
関町東１丁目,2038,1834,1856,3690
関町東２丁目,961,738,773,1511
