町丁目,世帯数[世帯],人口（男）[人],人口（女）[人],計[人]
南大泉,12685,13143,13984,27127
南大泉１丁目,2193,2334,2438,4772
南大泉２丁目,1938,2156,2293,4449
南大泉３丁目,2265,2354,2458,4812
南大泉４丁目,3099,3087,3239,6326
南大泉５丁目,2332,2265,2512,4777
南大泉６丁目,858,947,1044,1991
大泉町,10100,10935,11190,22125
大泉町１丁目,2333,2647,2670,5317
大泉町２丁目,2234,2340,2426,4766
大泉町３丁目,1744,1899,1928,3827
大泉町４丁目,1636,1871,1877,3748
大泉町５丁目,1025,1047,1086,2133
大泉町６丁目,1128,1131,1203,2334
大泉学園町,15753,16807,17664,34471
大泉学園町１丁目,1462,1512,1648,3160
大泉学園町２丁目,1989,1962,2025,3987
大泉学園町３丁目,1367,1657,1621,3278
大泉学園町４丁目,1916,2120,2237,4357
大泉学園町５丁目,2131,2337,2447,4784
大泉学園町６丁目,2308,2497,2712,5209
大泉学園町７丁目,2369,2410,2595,5005
大泉学園町８丁目,2141,2273,2348,4621
大泉学園町９丁目,70,39,31,70
関町北,11802,10486,11551,22037
関町北１丁目,2144,1639,1885,3524
関町北２丁目,2820,2154,2493,4647
関町北３丁目,2216,2044,2126,4170
関町北４丁目,2164,1981,2155,4136
関町北５丁目,2458,2668,2892,5560
関町南,9068,8850,9416,18266
関町南１丁目,1269,1162,1244,2406
関町南２丁目,2204,2093,2233,4326
関町南３丁目,2081,2119,2145,4264
関町南４丁目,3514,3476,3794,7270
上石神井南町,1076,1081,1096,2177
立野町,2447,2569,2781,5350
上石神井,10574,8846,9500,18346
上石神井１丁目,3513,2699,2870,5569
上石神井２丁目,2488,2115,2317,4432
上石神井３丁目,1908,1742,1841,3583
上石神井４丁目,2665,2290,2472,4762
関町東,3081,2624,2674,5298
関町東１丁目,2074,1858,1890,3748
関町東２丁目,1007,766,784,1550
