"所在地","施設名称","取得価額","減価償却累計額","当期減価償却額","期末簿価","有形固定資産減価償却率","経度","緯度","分類"
"大和町2-44-6","大和区民活動センター","578260566","427529625","16897603","150730941","73.9","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_集計"
"大和町4-14-9","大和西児童館","135504286","128785128","2472771","6719158","95","139.64640894165","35.7144262438225","固定資産台帳_事業用資産_建物等_集計"
"大和町4-51-11","若宮高齢者会館","18900000","4212432","1053108","14687568","22.3","139.642858672535","35.715700977637","固定資産台帳_事業用資産_建物等_集計"
"弥生町1-14-6","弥生児童館","136479272","118792046","4038379","17687226","87","139.681075878138","35.6903427903996","固定資産台帳_事業用資産_建物等_集計"
"弥生町1-25-1","中野第一小学校跡施設","1424751776","919043068","15683370","505708708","64.5","139.679672509467","35.6921565312977","固定資産台帳_事業用資産_建物等_集計"
"弥生町1-58-14","弥生区民活動センター","436337939","322138253","12953994","114199686","73.8","139.678453378405","35.6923674003137","固定資産台帳_事業用資産_建物等_集計"
"弥生町2-6-3","中野保育園","245701009","213725416","6406189","31975593","87","139.676546666892","35.6921690354023","固定資産台帳_事業用資産_建物等_集計"
"弥生町3-33-8","旧やよい高齢者福祉センター（やよいの園）","611100014","379996186","16799466","231103828","62.2","139.674376638726","35.6887961717645","固定資産台帳_事業用資産_建物等_集計"
"弥生町3-35","弥生町三丁目アパート","13247108","13247100","2649420","8","100","139.674698213463","35.6893277841662","固定資産台帳_事業用資産_建物等_集計"
"弥生町5-4-8","弥生保育園","337114669","188193289","5447256","148921380","55.8","139.666973462957","35.686643096446","固定資産台帳_事業用資産_建物等_集計"
"弥生町5-9-15","弥生町五丁目アパート","249978000","203482092","5499516","46495908","81.4","139.665566036302","35.6878978245378","固定資産台帳_事業用資産_建物等_集計"
"弥生町6-1-3","清掃事務所南中野事業所","824405960","174030372","34823712","650375588","21.1","139.662310794834","35.6851894078521","固定資産台帳_事業用資産_建物等_集計"
"若宮1-49-1","若宮いこいの家","6501600","1742424","435606","4759176","26.8","139.648044618322","35.7201942630389","固定資産台帳_事業用資産_建物等_集計"
"若宮3-54-7","若宮児童館","151982297","136583508","4112298","15398789","89.9","139.640835221202","35.7201935454741","固定資産台帳_事業用資産_建物等_集計"
"中野4-11-19","新区役所庁舎","5722695850","0","0","5722695850","0","139.66290610663","35.7089905108728","固定資産台帳_事業用資産_建物等_集計"
"若宮3-53","明和中学校（令和7年度完成予定）","1485381460","0","0","1485381460","0","139.641102054727","35.7197741494519","固定資産台帳_事業用資産_建物等_集計"
"鷺宮4-7-3","鷺宮小学校・西中野小学校統合新校（第八中学校跡地）","1763079660","0","0","1763079660","0","139.634314203902","35.7240681131924","固定資産台帳_事業用資産_建物等_集計"
"中野4-12","中野四季の森公園地下自転車駐車場","949995880","102599552","25649888","847396328","10.8","139.660779761548","35.7089985197512","固定資産台帳_事業用資産_建物等_集計"
"新井3-37","旧中野刑務所正門","1","0","0","1","0","139.661983151502","35.7144944735197","固定資産台帳_事業用資産_建物等_集計"
"新井3-37-3","旧法務省矯正研修所","1","0","0","1","0","139.661743001167","35.7154175110927","固定資産台帳_事業用資産_建物等_集計"
"若宮1-4-12","旧日本銀行洗心寮","1","0","0","1","0","139.647226190586","35.7168377032091","固定資産台帳_事業用資産_建物等_集計"
"中野5-31","中野駅北口公衆便所","3800000","3534000","114000","266000","93","139.666155070909","35.7056253756599","固定資産台帳_事業用資産_建物等_集計"
"東中野5-1","東中野駅東口公衆便所","3239000","1846230","97170","1392770","57","139.686994206542","35.7064728129496","固定資産台帳_事業用資産_建物等_集計"
"野方6-3-3","野方駅南北自由通路","860198000","340638408","28386534","519559592","39.6","139.652786116187","35.7195845258289","固定資産台帳_事業用資産_建物等_集計"
"東中野4-4-26","東中野駅自由通路","445778000","147106740","14710674","298671260","33","139.683510116435","35.7062831986014","固定資産台帳_事業用資産_建物等_集計"
"東中野4-2-16","東中野キングス・ガーデン","5078921","5078920","0","1","100","139.685095616939","35.7070692249097","固定資産台帳_事業用資産_建物等_集計"
"白鷺1-4-27","鷺宮区民活動センター分室（白鷺一丁目集会室）","45564000","9021672","1002408","36542328","19.8","139.638354131897","35.7175571589006","固定資産台帳_事業用資産_建物等_集計"
"丸山1-17-2","障害児通所支援施設","461841210","228538053","26502637","233303157","49.5","139.657766184262","35.7255903461187","固定資産台帳_事業用資産_建物等_集計"
"本町6-15","杉山公園地下自転車駐車場","184801928","93694575","7207275","91107353","50.7","139.667223100051","35.6968329888981","固定資産台帳_事業用資産_建物等_集計"
"東中野1-58","東中野駅前広場地下自転車駐車場","213734297","46166608","5770826","167567689","21.6","139.683541096869","35.7053736645435","固定資産台帳_事業用資産_建物等_集計"
"中野1-26-1","谷戸小学校、キッズ・プラザ谷戸","2926205448","1630618742","70492752","1295586706","55.7","139.67755100912","35.7021689505598","固定資産台帳_事業用資産_建物等_集計"
"中野2-9","もみじ山文化センター（本館）、中央図書館","7550699516","4370630602","212834843","3180068914","57.9","139.67254686038","35.7045981872023","固定資産台帳_事業用資産_建物等_集計"
"中野5-68-7","社会福祉会館、なかの芸能小劇場、精神障害者地域生活支援センター、スマイル歯科診療所","3270982973","1945511183","84196304","1325471790","59.5","139.665265201647","35.7091819538123","固定資産台帳_事業用資産_建物等_集計"
"中野6-13-1","桃園第二小学校、桃園第二小学校開放用詰所","2032410868","1858174299","81411226","174236569","91.4","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_集計"
"沼袋1-34-14","沼袋保育園、沼袋高齢者会館、沼袋職員住宅、沼袋地下自転車駐車場・自転車保管場所","1349023773","762245950","33608159","586777823","56.5","139.665185670066","35.7197200650732","固定資産台帳_事業用資産_建物等_集計"
"沼袋2-40-18","沼袋区民活動センター、障害者福祉会館、障害者福祉会館備蓄倉庫","1695382607","1399384700","53105816","295997907","82.5","139.663046943301","35.7236111514129","固定資産台帳_事業用資産_建物等_集計"
"沼袋3-13-2","沼袋小学校跡施設、沼袋小学校跡施設（育成活動推進）","627202431","553037258","5388749","74165173","88.2","139.65956029418","35.7173906776158","固定資産台帳_事業用資産_建物等_集計"
"新井2-8-13","職員研修センター、新井福祉作業施設","465688000","450829155","1939651","14858845","96.8","139.664926825043","35.7121759577477","固定資産台帳_事業用資産_建物等_集計"
"野方1-35-8","野方保育園、旧中野福祉作業所","297849913","272527497","1200354","25322416","91.5","139.656685765297","35.7094779658568","固定資産台帳_事業用資産_建物等_集計"
"野方5-3-1","野方区民活動センター、野方区民ホール","2595377720","1492933653","66094392","1102444067","57.5","139.653372525234","35.7183322407295","固定資産台帳_事業用資産_建物等_集計"
"野方6-30-6","北原小学校、北原小学校開放用詰所","1394953813","901718634","23823269","493235179","64.6","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_集計"
"野方6-53-8","のがた苑、野方デイサービスセンター","428880751","202480589","8894292","226400162","47.2","139.649424442281","35.7236365182801","固定資産台帳_事業用資産_建物等_集計"
"東中野1-35-5","旧東中野図書館、旧東中野保育園","782375716","754280431","3243917","28095285","96.4","139.684830559975","35.7045804103978","固定資産台帳_事業用資産_建物等_集計"
"新井4-19-26","令和小学校、キッズ・プラザ令和","4525780841","0","0","4525780841","0","139.66839058403","35.7175254855848","固定資産台帳_事業用資産_建物等_集計"
"本町3-16-1","中野第一小学校,中央図書館中野第一小学校分室、キッズ・プラザ中野第一","4856352213","160850914","158511379","4695501299","3.3","139.677385077537","35.6959898098946","固定資産台帳_事業用資産_建物等_集計"
"本町5-25-1","第二中学校、第二中学校開放用詰所、第二中クラブハウス","3399654533","2247302066","82007138","1152352467","66.1","139.671354406024","35.692561222401","固定資産台帳_事業用資産_建物等_集計"
"本町5-47-13","鍋横区民活動センター、鍋横保育園、鍋横区民活動センター地下文書庫","583457953","503298032","10729619","80159921","86.3","139.668036299239","35.6936428672459","固定資産台帳_事業用資産_建物等_集計"
"松が丘1-6-3","清掃事務所庁舎、リサイクル展示室","1753838259","1563497411","8276813","190340848","89.1","139.669609434334","35.7176575920743","固定資産台帳_事業用資産_建物等_集計"
"丸山1-1-19","緑野中学校、緑野中クラブハウス","2179367083","1354368429","43714651","824998654","62.1","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_集計"
"丸山1-17-1","緑野小学校、キッズ・プラザ緑野、緑野小学校開放用詰所","2057312236","1146117564","45036631","911194672","55.7","139.657358275999","35.725599467621","固定資産台帳_事業用資産_建物等_集計"
"南台3-44-9","南台小学校跡施設、南台小学校跡施設開放用詰所","1751799880","0","0","1751799880","0","139.664723534318","35.6842284833812","固定資産台帳_事業用資産_建物等_集計"
"南台4-4-1","南台小学校、南台小学校開放用詰所","772410269","538803094","9509303","233607175","69.8","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_集計"
"大和町1-18-1","啓明小学校、啓明小学校開放用詰所","2764904486","2485223226","17003090","279681260","89.9","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_集計"
"大和町3-18-2","大和福祉作業施設、中野区やまと荘","522848878","498923886","2021953","23924992","95.4","139.647845092683","35.7111222187087","固定資産台帳_事業用資産_建物等_集計"
"大和町4-26-5","美鳩小学校、キッズ・プラザ美鳩、中央図書館美鳩小学校分室","4636436775","307188198","153594099","4329248577","6.6","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_集計"
"弥生町2-5-11","弥生福祉作業施設、中野区やよい荘","225724000","149901840","5427928","75822160","66.4","139.676418559658","35.6918533917348","固定資産台帳_事業用資産_建物等_集計"
"弥生町4-27-11","みなみの小学校、キッズ・プラザみなみの、中央図書館みなみの小学校分室","4339613201","299065546","149532773","4040547655","6.9","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_集計"
"弥生町4-36-15","南中野児童館、弥生福祉作業所","774652652","682863314","20922606","91789338","88.2","139.670896536041","35.6897650402174","固定資産台帳_事業用資産_建物等_集計"
"弥生町5-2-19","旧南中野高齢者在宅サービスセンター、ふじみ苑","381605110","252711188","8645922","128893922","66.2","139.668221334269","35.686936717261","固定資産台帳_事業用資産_建物等_集計"
"弥生町5-5-2","南中野区民活動センター、南部障害児通所支援施設","1101949360","261839412","43639902","840109948","23.8","139.666354101205","35.6861567510087","固定資産台帳_事業用資産_建物等_集計"
"弥生町5-11-26","南部すこやか福祉センター、南部スポーツ・コミュニティプラザ、南中野地域事務所","2569113786","693486465","99069495","1875627321","27","139.66850453217","35.6881107502144","固定資産台帳_事業用資産_建物等_集計"
"若宮1-1-18","明和中学校、明和中学校解放用詰所","1544652736","859181148","25416440","685471588","55.6","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_集計"
"若宮3-58-10","鷺宮すこやか福祉センター、鷺宮高齢者会館","383605289","183442263","21220265","200163026","47.8","139.64067956187","35.7219541734503","固定資産台帳_事業用資産_建物等_集計"
"若宮3-15-12","鷺宮シルバーワークプラザ、都立家政南自転車駐車場","202899000","144619097","5664858","58279903","71.3","139.645162223689","35.7217329627448","固定資産台帳_事業用資産_建物等_集計"
"江古田2-13-28","江古田小学校、キッズ・プラザ江古田、江古田小学校開放用詰所","1119427880","563929168","21042207","555498712","50.4","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_集計"
"江原町1-39-1","江原小学校、キッズ・プラザ江原、江原小学校開放用詰所","1416253044","892845936","30606201","523407108","63","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_集計"
"上鷺宮1-24-36","上鷺宮小学校、上鷺宮小備蓄倉庫、上鷺宮小学校開放用詰所","1236296033","832132572","39154172","404163461","67.3","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_集計"
"上鷺宮5-1-1","武蔵台小学校、キッズ・プラザ武蔵台、武蔵台小学校開放用詰所","1458826353","940410106","33392895","518416247","64.5","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_集計"
"上鷺宮5-7-1","北中野中学校、北中野中備蓄倉庫、北中野中クラブハウス","1153128356","978134152","15872987","174994204","84.8","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_集計"
"上高田1-2-28","白桜小学校、キッズ・プラザ白桜、白桜小学校開放用詰所","1120159566","685259496","14415983","434900070","61.2","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_集計"
"上高田4-28-1","第五中学校、第五中備蓄倉庫、第五中クラブハウス","1839803236","1041985985","28937473","797817251","56.6","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_集計"
"上高田5-30-15","上高田図書館、上高田児童館","452857412","332678885","11953934","120178527","73.5","139.675169632597","35.7187253183438","固定資産台帳_事業用資産_建物等_集計"
"鷺宮3-22-5","鷺宮区民活動センター、鷺宮図書館","936943208","790100946","6948903","146842262","84.3","139.639785640592","35.7234334241724","固定資産台帳_事業用資産_建物等_集計"
"鷺宮3-31-4","鷺宮小学校、鷺宮小学校開放用詰所","986390543","722758896","13345012","263631647","73.3","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_集計"
