管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
527,1,4,2018/6/30,13:10,1,東京都,大田区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,4,アヴェロング,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,59,120,,,,,,,2,6780,280,,,,1500,和食,,,,5000,アヴェロングにての会食,,,4,4,4,5,4,0,4,4,,2,2,2,2,4,美味しい魚介類が食べられるので！,999,,999,,999,,2,999,,2,,
528,1,4,2018/6/30,13:20,2,静岡県,熱海市,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,1,4,孫に会うために,,,,,,,,,,,,,,3,0,1,0,0,0,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,23780,280,,1500,お菓子,2000,すし,,,,20000,ランドセル購入,,,4,3,3,3,3,0,3,3,,4,4,3,3,4,安く買える問屋があるのは楽しい,999,,999,,999,,2,999,,2,,
529,1,4,2018/6/30,13:30,1,東京都,江戸川区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,2,12000,,,,,2000,寿司,,,,10000,バッグ,,,4,4,3,4,4,0,3,,,3,3,2,2,4,安く買える問屋があるから,999,,999,,999,,2,999,,2,,
530,1,4,2018/6/30,13:40,2,兵庫県,尼崎市,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,104,10,51,30,,,,,,,3,1850,350,,,,1500,洋食,,,,,,,,4,4,4,4,3,0,3,3,,4,4,3,3,12,キレイな街です,999,,999,,999,,2,999,,2,,
531,1,4,2018/6/30,13:50,1,東京都,江戸川区,,,,2,11,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,4,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,3,11500,,,,,1500,天ざる,,,,10000,バッグ,,,4,4,4,4,3,0,4,4,,4,4,4,4,4,安く買える問屋がある,999,,999,,999,,2,999,,2,,
532,1,4,2018/6/30,14:00,1,東京都,練馬区,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,104,10,,,,,,,,,2,10780,280,,,,500,パン、サラダ、コーヒー,,,,10000,バッグ,,,4,4,4,4,4,0,3,4,,4,4,4,4,4,安く買える問屋があるので,999,,999,,999,,2,999,,2,,
533,1,4,2018/6/30,14:10,1,東京都,台東区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,3,0,0,1,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,999,32280,280,,,,2000,イタリアン,,,,30000,バッグ洋服,,,5,5,5,5,4,0,5,5,,,0,5,5,4,いろんなものが安く買えるので！,999,,999,,999,,2,999,,2,,
534,1,4,2018/6/30,14:20,1,東京都,大田区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,3,0,0,1,0,0,,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,3,22840,340,,1000,人形焼,1500,天ぷらそば,,,,20000,バッグ,,,4,4,4,4,3,0,3,4,,4,4,4,4,7,街の人が親切です,999,,999,,999,,2,999,,2,,
535,1,4,2018/6/30,14:30,1,東京都,足立区,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,104,10,41,120,,,,,,,4,1400,,,600,人形焼,800,和定食,,,,,,,,5,5,4,4,4,0,3,4,,4,4,3,3,5,外国人が増えてにぎやかになってきた,999,,999,,999,,2,999,,2,,
536,1,4,2018/6/30,14:40,1,東京都,文京区,,,,1,3,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,買い物,,0,,,,,,,,,104,10,,,,,,,,,2,11280,280,,,,1000,ラーメン,,,,10000,洋服,,,3,3,3,3,3,0,3,3,,3,3,3,3,999,,999,,9,駅周辺にトイレがない,999,,2,999,,2,,
537,1,4,2018/6/30,14:50,1,東京都,北区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,4,友人と会う,,,,,,,,,,,,,,8,0,0,1,0,0,,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,20,,,,,,,,,2,1320,320,,,,1000,パン、おにぎりなど,,,,,,,,4,3,3,3,3,0,3,3,,4,4,3,3,14,庶民的な街だから！,999,,999,,999,,2,999,,2,,
538,1,4,2018/6/30,15:00,1,東京都,江戸川区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,6000,,,,,1000,冷やし中華,,,,5000,バッグ,,,4,4,4,4,4,0,4,4,,4,4,3,3,4,安く買える問屋があるので,999,,999,,999,,2,999,,2,,
539,1,4,2018/6/30,15:10,1,東京都,葛飾区,,,,2,8,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,41,60,,,,,,,3,13360,360,,,,3000,うなぎ,,,,10000,バッグ,,,5,5,5,5,5,0,5,5,,4,4,4,4,2,JR、地下鉄があり便利になった,999,,999,,999,,2,999,,2,,
540,1,4,2018/6/30,15:20,2,千葉県,市川市,,,,1,6,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,800,,,,,800,カレー,,,,,,,,4,4,3,3,3,0,3,3,,5,5,5,5,999,,999,,2,東京メトロの駅がないこと,999,,2,999,,2,,
541,1,4,2018/6/30,15:30,1,東京都,葛飾区,,,,2,11,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,10,,,,,,,,,2,5600,,,,,600,スイーツ,,,,5000,シャツ,,,3,3,3,3,3,0,3,3,,2,2,2,2,12,街がきれいになった,999,,999,,999,,2,999,,2,,
542,1,4,2018/6/30,15:40,2,埼玉県,坂戸市,,,,1,2,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,買い物,,0,,,,,,,,,104,15,,,,,,,,,2,11360,360,,,,1000,パン、サラダ、コーヒー,,,,10000,ポロシャツ,,,4,4,4,4,4,0,4,4,,3,3,2,2,4,気に入ったポロシャツが安く買えるので,999,,999,,999,,2,999,,2,,
543,1,4,2018/6/30,15:50,2,茨城県,つくば市,,,,2,1,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,,,,,,,,,104,10,41,120,,,,,,,3,2260,360,,600,人形焼,1300,パスタセット,,,,,,,,4,4,4,4,4,0,3,4,,4,4,3,3,5,外国人が多くなって活気がある,999,,999,,999,,2,999,,2,,
544,1,4,2018/6/30,16:00,1,東京都,墨田区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,4,買い物,,,,,,,,,,,,,,2,0,0,1,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,20,,,,,,,,,999,1360,360,,,,1000,すし,,,,,,,,5,5,5,4,4,0,4,4,,4,4,3,3,4,良いものを安く買えるので,999,,999,,999,,2,999,,2,,
545,1,4,2018/6/30,16:10,2,北海道,札幌市,,,,2,5,2,,1,飯田橋,,1,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,15,41,120,,,,,,,2,14320,320,,2000,雷おこし、人形焼,2000,和食,,,,10000,かさ、ポロシャツ,,,4,4,4,4,4,0,4,4,,3,3,3,3,1,浅草寺に参拝できること,999,,999,,999,,2,999,,2,,
546,1,4,2018/6/30,10:10,3,海外,,スウェーデン,成田,成田,1,8,2,4,,,,4,2,0,0,1,0,0,0,0,,0,2,,3,,13,,4,,20,,,,,,,4,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,,,,,,,,,,,,,,,5,5,4,5,4,4,,4,,4,4,4,4,999,,999,,999,,999,,2,999,,2,,
547,1,4,2018/6/30,10:30,3,海外,,ニュージーランド,成田,成田,2,2,2,13,2,,,15,,0,0,0,0,0,0,1,ホステル,0,2,,9,,3,,1,,4,,13,,,,,2,0,0,1,0,0,,0,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,128200,3200,110000,10000,,,,5000,,,,,,,5,5,5,5,5,5,5,5,,5,5,5,5,4,おいしい、良い価格,2,とても親切,999,,999,,2,999,,1,300,この町が日本と同じように好き
548,1,4,2018/6/30,10:45,3,海外,,メキシコ,成田,成田,1,7,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,,5,,14,,,,,,,,,1,1,0,0,0,0,,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,180,,,,,,,104,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,歴史が好き,13,,999,,999,,1,1,,2,,
549,1,4,2018/6/30,11:00,3,海外,,米国,成田,成田,2,2,2,3,7,,,10,,0,0,0,0,0,0,1,ホステル,0,4,スポーツイベント,,,,,,,,,,,,,,15,0,0,1,0,0,,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,トリップアドバイザー,0,,,,,,,,,104,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,味が良い,6,,8,,2,999,,2,,
550,1,4,2018/6/30,11:20,3,海外,,イギリス,成田,羽田,1,2,2,,14,,,14,,0,0,0,0,0,0,0,,1,2,,1,,6,,7,,,,,,,,,2,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,3,1900,400,,,,1500,,,,,,,,,4,4,5,,4,0,5,5,,4,4,4,4,4,,999,,999,,999,,2,999,,2,,
551,1,4,2018/6/30,11:50,3,海外,,南アフリカ,羽田,羽田,1,2,2,3,7,,,10,,0,0,0,0,0,0,1,ホステル,0,2,,1,,2,,4,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,3,,,,,,,,,,,,,,,,5,5,,4,,5,4,,5,4,5,5,7,みんな助けてくれる,6,誰も老人を押したりしない,999,,999,,999,999,,2,,台東区はいいね
552,1,4,2018/6/30,12:20,3,海外,,スウェーデン,成田,成田,2,3,2,7,,,,7,,0,0,1,0,0,0,0,,0,2,,1,,7,,,,,,,,,,,2,0,0,0,0,1,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,3,123400,8000,100000,15000,,,,400,,,,,,,5,5,3,5,4,4,4,4,,5,5,5,5,1,便利,7,,12,ゴミ箱がない,999,,2,999,,2,,
553,1,4,2018/6/30,12:40,3,海外,,オーストラリア,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,6,,7,,12,,,,,,,,,2,0,0,1,0,0,,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,,,,,,,,,,,,,,,5,5,5,5,4,0,5,5,,4,4,4,4,2,きれい,4,,999,,999,,2,999,,999,,
554,1,4,2018/6/30,13:00,3,海外,,米国,成田,成田,1,3,1,,,,,,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,104,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,,,,4,,4,,2,時間通り,4,良い,999,,999,,2,999,,2,,
555,1,4,2018/6/30,13:30,3,海外,,インドネシア,成田,成田,2,2,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,,3,,,,,,,,,,,2,0,1,0,0,0,,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,,,,,,,,,,,,,,,4,5,5,4,4,4,,4,,5,5,5,5,2,快適,8,はやい,999,,999,,2,999,,1,200,
556,1,4,2018/6/30,13:50,3,海外,,チェコ,,,2,2,2,5,7,,,12,4,0,0,1,0,0,0,0,,0,2,,1,,6,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,,,,,,,,,,,,,,,4,5,5,5,4,,,5,,4,4,4,4,8,楽しい,1,楽しい,6,良くない,999,,1,1,,999,,
557,1,4,2018/6/30,14:10,3,海外,,フィンランド,成田,成田,1,8,2,,5,,,5,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,4,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,1000,,,,,1000,,,,,,,,,,,,,,0,,,,,,,,1,,4,とてもよい,999,,999,,2,999,,999,,
558,1,4,2018/6/30,14:40,3,海外,,フランス,成田,成田,1,3,1,,,,,,,0,0,0,0,0,0,0,,1,4,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,2,140,140,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,999,,999,,999,,2,999,,999,,
559,1,4,2018/6/30,15:20,3,海外,,フランス,成田,成田,1,2,2,,8,,,8,,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,3,,,,,,,,,,,,,,,4,4,3,4,,0,,,,,,,,4,,1,,999,,999,,2,999,,999,,
560,1,4,2018/6/30,16:00,3,海外,,オーストラリア,関西,関西,2,4,2,7,1,,,20,,0,0,1,0,0,0,0,,0,2,,1,,1,,,,,,,,,,,2,0,1,0,0,0,,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,104,,,,,,,,,,1,12000,,10000,500,,1500,,,,,,,,,5,5,5,5,,5,4,5,便利で住みやすい,5,5,5,5,2,すばらしい,4,とてもおいしい,999,,999,,2,4,ホテル,2,,
561,1,4,2018/6/30,16:20,3,海外,,米国,,,1,3,2,5,4,,,9,,0,0,0,0,0,0,1,ホステル,0,4,日本語能力試験,,,,,,,,,,,,,,1,1,0,0,0,0,,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,アキバと近いから,,0,,,,,,,,,104,,,,,,,,,,3,31000,8000,10000,1000,,8000,,1000,,,3000,,,,4,2,5,5,4,3,1,4,,5,5,5,5,2,電車がすばらしい,999,,8,,999,,1,999,,2,,
562,1,2,2018/6/21,9:50,2,千葉県,千葉市,,,,1,1,2,,1,代々木,オリンピック記念青少年総合センター,1,,0,0,0,0,0,0,0,,1,4,校外学習,,,,,,,,,,,,,,1,1,0,0,0,0,,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,学校,,0,,,,,,,,,102,10,21,120,,,,,,,6,,,,,,,,,,,,,,,4,4,4,4,,0,4,4,,4,3,4,3,999,,999,,6,パンダを見るのに70分待った,999,,2,999,,2,,
563,1,2,2018/6/21,10:05,2,長野県,大町市,,,,2,1,2,,1,千葉,,1,,0,0,0,0,0,0,0,,1,4,修学旅行,,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,学校,,0,,,,,,,,,102,15,21,120,,,,,,,6,,,,,,,,,,,,,,,4,4,4,3,,0,3,4,,4,4,4,4,14,パンダが見られるので,999,,6,人が多すぎる,999,,2,999,,2,,
564,1,2,2018/6/21,10:10,1,東京都,杉並区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,8,20,,,,,,,,,,2,0,0,1,0,0,,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,102,10,21,120,20,120,,,,,2,3480,280,,,,1000,洋食,2200,,,,,,,4,4,4,,,0,4,4,,4,4,4,4,14,上野公園の雰囲気が良い。美術館もあって,999,,2,上野駅が不便だ,999,,2,999,,2,,
565,1,2,2018/6/21,10:15,1,東京都,台東区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,2,,8,20,,,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,102,15,20,120,,,,,,,2,2080,280,,,,800,そば,1000,,,,,,,5,5,5,5,4,0,5,5,,,0,5,5,9,トイレの案内がすごく目立って良いと思います,999,,999,,999,,2,999,,2,,
566,1,2,2018/6/21,10:20,2,栃木県,下都賀郡野木町,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,2,,8,20,,,,,,,,,,,,2,0,0,1,0,0,,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,102,10,20,120,,,,,,,2,2780,280,,,,1500,和食,1000,,,,,,,5,5,5,4,4,0,4,4,,3,3,3,3,1,空いていたので見ることができた,999,,14,パンダ70分待ち,999,,2,999,,2,,
567,1,2,2018/6/21,10:40,1,東京都,荒川区,,,,2,13,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,8,20,3,33,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,10,21,120,20,120,33,60,,,2,2380,280,,,,800,そば,1300,,,,,,,5,5,5,4,4,0,4,4,,4,4,4,4,12,緑が多くて大変良い,999,,9,トイレが汚い！,999,,2,999,,2,,
568,1,2,2018/6/21,10:30,1,東京都,荒川区,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,1,2,,8,20,9,21,3,33,,,,,,,,1,1,0,0,0,0,,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,102,15,20,120,21,120,33,30,,,15,4200,,,2000,シャンシャン写真集,,,2200,,,,,,,4,4,4,3,3,0,3,3,,4,4,4,4,12,都心にしては広々としている！,999,,999,,999,,2,999,,2,,
569,1,2,2018/6/21,10:45,1,東京都,千代田区,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,10,0,0,0,1,0,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,102,15,21,240,,,,,,,2,1880,280,,,,1000,パスタ,600,,,,,,,4,5,5,4,4,0,3,4,,4,4,4,4,1,動物園美術館など楽しめるものがあるから,999,,6,人が多すぎる,999,,2,999,,2,,
570,1,2,2018/6/21,11:00,1,東京都,世田谷区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,8,20,,,,,,,,,,3,0,1,0,0,0,,0,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,102,10,21,120,20,90,,,,,2,2780,280,,,,300,お弁当,2200,,,,,,,4,4,4,3,3,0,,,,4,4,4,4,6,観光客が多くにぎわっている,999,,9,トイレが汚い,12,ごみを捨てる人がいる,2,999,,2,,
571,1,2,2018/6/21,11:05,1,東京都,文京区,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,8,20,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,102,10,21,120,20,60,,,,,2,3980,280,,,,1500,パスタ,2200,,,,,,,4,4,5,4,4,0,4,4,,4,4,4,4,999,,999,,14,虫よけ対策,999,,2,999,,2,,
572,1,2,2018/6/21,11:10,2,愛知県,犬山市,,,,2,1,2,,2,浦安,オリエンタルホテル東京ベイ,2,,0,0,0,0,0,0,0,,1,4,修学旅行,,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,学校,,0,,,,,,,,,102,10,21,120,,,,,,,1,,,,,,,,,,,,,60000,999,4,4,4,3,3,0,3,4,,4,4,3,3,4,お土産の品がかわいい,999,,999,,999,,2,999,,2,,
573,1,2,2018/6/21,11:20,1,東京都,葛飾区,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,,,,,,,,,,,,2,0,0,1,0,0,,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,102,10,21,120,,,,,,,3,3380,280,,1000,ライチ,1500,ビール、小籠包,600,,,,,,,3,4,5,4,4,0,5,4,,5,5,5,5,4,台湾フーズが美味しかった,5,観光客が多く活気があった,14,パンダが見れなかった,999,,2,999,,2,,
574,1,2,2018/6/21,11:35,1,東京都,台東区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,23,16,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0,,,,,,,,,102,10,21,120,16,60,,,,,2,1880,280,,,,1000,洋食ランチ,600,,,,,,,5,5,5,3,3,0,4,4,,,0,4,4,1,博物館や美術館があり環境が整っている,12,緑が多い,9,トイレが汚い,999,,2,999,,2,,
575,1,2,2018/6/21,11:45,1,東京都,文京区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,,,,,,,,,,,,2,0,1,0,0,0,,0,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0,,,,,,,,,102,10,21,120,,,,,,,15,1600,,,,,1000,サンドイッチ、サラダミルク,600,,,,,,,4,4,5,3,3,0,4,3,,4,4,4,4,1,すばらしい環境だ1,999,,9,汚れている,999,,2,999,,2,,
576,1,2,2018/6/21,,1,東京都,板橋区,,,,2,12,1,,,,,,,0,0,0,0,0,0,0,,1,2,,8,20,8,28,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,102,15,20,90,28,90,,,,,2,5080,280,,,,3000,うなぎ,1800,,,,,,,4,3,5,4,,0,3,4,,4,4,3,3,1,美術館、博物館がそろっている,4,美味しいウナギ,999,,999,,2,999,,2,,
577,1,2,2018/6/21,,2,埼玉県,和光市,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,9,21,,,,,,,,,,,,2,0,1,0,0,0,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,102,10,21,120,,,,,,,2,5380,280,,2500,ぬいぐるみ、人形焼,2000,洋食,600,,,,,,,4,4,4,,4,0,4,4,,3,3,4,4,4,美味しいお店があるので,999,,999,,999,,2,999,,2,,
