"key","管理者番号","指定番号","樹種","延長","指定日","生垣所在地","経度","緯度","分類"
"","216","7","ｻﾜﾗ","22","1990/09/25 0:00:00","南台4-63-12","139.664604355363","35.6768656176199","保護指定生け垣"
"","549","132","ﾋｲﾗｷﾞﾓｸｾｲ","22","2021/08/17 0:00:00","中央5-33-12","139.665282903947","35.6992870870869","保護指定生け垣"
"","223","100","ﾍﾞﾆｶﾅﾒﾓﾁ","13","2009/09/30 0:00:00","江古田2-11-2","139.666002548055","35.7244821579297","保護指定生け垣"
"","387","66","ﾍﾞﾆｶﾅﾒﾓﾁ","13","1997/03/31 0:00:00","南台4-19-1","139.666183091707","35.6808641595082","保護指定生け垣"
"","381","57","ｲﾇﾂｹﾞ","13","1994/02/17 0:00:00","南台3-37-33","139.666273796931","35.6831262510809","保護指定生け垣"
"","502","106","ｶﾅﾒﾓﾁ","27","2011/12/20 0:00:00","新井4-13-23","139.666084584775","35.7160118363417","保護指定生け垣"
"","423","83","ｳﾊﾞﾒｶﾞｼ","10","2001/04/27 0:00:00","中野2-23-6","139.667735545011","35.7049634906894","保護指定生け垣"
"","543","130","ｻﾜﾗ","19","2019/02/22 0:00:00","新井1-3-15","139.6685302949","35.7101899812098","保護指定生け垣"
"","526","120","ｶﾅﾒﾓﾁ","28","2015/09/17 0:00:00","弥生町4-26-20","139.669472235172","35.6877221719954","保護指定生け垣"
"","496","103","ﾍﾞﾆｶﾅﾒﾓﾁ","64","2011/03/07 0:00:00","江古田2-2-15","139.669414965179","35.7252573614984","保護指定生け垣"
"","445","89","ﾍﾞﾆｶﾅﾒﾓﾁ","13","2003/05/01 0:00:00","江古田1-42-5","139.669954338467","35.7258978620738","保護指定生け垣"
"","497","104","ｸﾞﾘｰﾝｺｰﾝ","12","2011/03/25 0:00:00","松が丘2-27-6","139.670625689328","35.7223353614754","保護指定生け垣"
"","360","34","ｻﾜﾗ･ﾂﾊﾞｷ","25","1991/03/19 0:00:00","江古田1-26-3","139.671030027233","35.7266486897916","保護指定生け垣"
"","480","97","ｶﾅﾒﾓﾁ","24","2008/07/16 0:00:00","中央3-38-9","139.6716281612","35.6988763650059","保護指定生け垣"
"","514","113","ｶﾅﾒﾓﾁ","20","2013/02/04 0:00:00","江古田1-36-12","139.671791234719","35.7248800358853","保護指定生け垣"
"","405","79","ｶﾅﾒﾓﾁ","12","2000/06/15 0:00:00","松が丘1-29-7","139.672685627902","35.719588852143","保護指定生け垣"
"","388","67","ｷｬﾗ","12","1997/11/17 0:00:00","江原町3-26-10","139.673664091538","35.7333143402545","保護指定生け垣"
"","431","101","ﾋﾊﾞ","31","2010/02/01 0:00:00","上高田3-26-5","139.674052632686","35.7137316184098","保護指定生け垣"
"","443","88","ｶﾅﾒﾓﾁ","10","2002/02/14 0:00:00","上高田1-46-7","139.675228104972","35.7116581099854","保護指定生け垣"
"","134","122","ｻﾜﾗ","19","2017/05/24 0:00:00","江古田1-19-1","139.675662544196","35.7263528900684","保護指定生け垣"
"","499","105","ｶﾅﾒﾓﾁ","13","2011/07/05 0:00:00","上高田5-24-13","139.67591180374","35.7160926540374","保護指定生け垣"
"","512","112","混ぜ垣","10","2012/06/29 0:00:00","弥生町2-2-6","139.676303105201","35.6906437673181","保護指定生け垣"
"","477","95","ｻｻﾞﾝｶ･ﾏｷ","69","2008/03/25 0:00:00","上高田4-38-16","139.676453360919","35.7141153665944","保護指定生け垣"
"","390","69","ｻｻﾞﾝｶ","19","1998/10/09 0:00:00","本町3-30-4","139.676862447148","35.6970781672927","保護指定生け垣"
"","507","109","ｶﾅﾒﾓﾁ","30","2012/03/27 0:00:00","弥生町1-43-15","139.677385383923","35.6884225921183","保護指定生け垣"
"","536","123","ﾍﾞﾆｶﾅﾒﾓﾁ","36","2018/04/11 0:00:00","本町3-15-24","139.677462446549","35.6945641177841","保護指定生け垣"
"","404","78","ﾋｲﾗｷﾞﾓｸｾｲ","55","2000/06/09 0:00:00","弥生町1-57-4","139.677366602179","35.6925621641829","保護指定生け垣"
"","424","82","ｻｻﾞﾝｶ","17","2001/04/13 0:00:00","中野1-7-1","139.678887503504","35.7020750065263","保護指定生け垣"
"","386","64","ﾍﾞﾆｶﾅﾒﾓﾁ","62","1995/12/01 0:00:00","東中野5-18-16","139.689758151333","35.7093675537915","保護指定生け垣"
"","556","137","","71","","","139.645455510211","35.7214361918707","保護指定生け垣"
"","556","137","","71","","","139.645218988049","35.7212532949274","保護指定生け垣"
"","557","138","","22","","","139.663940373193","35.7049911414386","保護指定生け垣"
"","557","138","","22","","","139.664297226636","35.7047741883404","保護指定生け垣"
