"key","管理者番号","樹木","指定番号","樹種","指定日","樹木等所在","経度","緯度","分類"
"","417","○","422","ﾀｲｻﾝﾎﾞｸ","1995/12/07 0:00:00","野方6-6-2","139.653550680755","35.7204719378602","保護指定樹木"
"","417","○","599","ｼｲ","2014/01/27 0:00:00","野方6-6-2","139.65356163139","35.7206744292584","保護指定樹木"
"","141","○","618","ﾋﾏﾗﾔｽｷﾞ","2016/03/22 0:00:00","野方4-29-3","139.654876803865","35.7215437634876","保護指定樹木"
"","141","○","238","ｼｲ","1983/03/09 0:00:00","野方4-29-3","139.654908726293","35.7216547070284","保護指定樹木"
"","141","●","234","ｸｽﾉｷ","1983/03/09 0:00:00","野方4-29-3","139.654932675482","35.7217346354994","保護指定樹木"
"","141","○","616","ｶｼ","2016/03/22 0:00:00","野方4-29-3","139.654986135731","35.7216953644741","保護指定樹木"
"","484","●","540","ｻｸﾗ","2008/12/12 0:00:00","野方3-24-10","139.655051246959","35.7178924693072","保護指定樹木"
"","141","○","237","ｴﾉｷ","1983/03/09 0:00:00","野方4-29-3","139.655176448441","35.7219257858026","保護指定樹木"
"","141","○","617","ｷﾘ","2016/03/22 0:00:00","野方4-29-3","139.655306705438","35.7218741077654","保護指定樹木"
"","319","○","591","ｼｲ","2013/03/25 0:00:00","野方2-45-3","139.655335097204","35.714304517262","保護指定樹木"
"","319","○","612","ｱｶﾏﾂ","2015/03/22 0:00:00","野方2-45-3","139.655348226147","35.7143824501686","保護指定樹木"
"","319","○","590","ｼｲ","2013/03/25 0:00:00","野方2-45-3","139.655354476776","35.7142229318038","保護指定樹木"
"","117","●","177","ｻｸﾗ","1982/03/05 0:00:00","丸山1-24-9","139.6554586302","35.7253253517645","保護指定樹木"
"","319","●","589","ｻｸﾗ","2013/03/25 0:00:00","野方2-45-3","139.655487528041","35.714182668456","保護指定樹木"
"","319","○","592","ｻｸﾗ","2013/03/25 0:00:00","野方2-45-3","139.655489025415","35.7143813257319","保護指定樹木"
"","319","○","593","ｸﾘ","2013/03/25 0:00:00","野方2-45-3","139.655588166745","35.7143358429141","保護指定樹木"
"","505","●","571","ｼｲ","2012/02/13 0:00:00","野方2-8-15","139.658265824583","35.7145105242473","保護指定樹木"
"","124","●","188","ｹﾔｷ","1982/08/16 0:00:00","沼袋3-21-7","139.658748434689","35.7182687957091","保護指定樹木"
"","271","●","355","ﾒﾀｾｺｲｱ","1990/08/29 0:00:00","江古田4-39-17","139.658787860048","35.7239390830016","保護指定樹木"
"","240","●","411","ｻｸﾗ","1995/01/26 0:00:00","江古田4-36-11","139.658812456157","35.7237244809207","保護指定樹木"
"","124","○","192","ﾄｳｶｴﾃﾞ","1982/08/16 0:00:00","沼袋3-21-7","139.658836481111","35.7183929364434","保護指定樹木"
"","124","○","191","ｶﾔ","1982/08/16 0:00:00","沼袋3-21-7","139.658914214071","35.7184188056821","保護指定樹木"
"","124","○","190","ｲﾁｮｳ","1982/08/16 0:00:00","沼袋3-21-7","139.658978198805","35.7183120563977","保護指定樹木"
"","257","●","448","ｹﾔｷ","1997/03/18 0:00:00","野方2-1-5","139.659476380368","35.7134587935129","保護指定樹木"
"","453","●","30","ｼｲ","1979/11/30 0:00:00","野方1-5-2","139.659493684133","35.7099275834027","保護指定樹木"
"","453","○","32","ｲﾁｮｳ","1979/11/30 0:00:00","野方1-5-2","139.659494306914","35.7099695002971","保護指定樹木"
"","453","○","31","ｼｲ","1979/11/30 0:00:00","野方1-5-2","139.659559068107","35.7100228814154","保護指定樹木"
"","146","○","249","ｻｸﾗ","1983/04/18 0:00:00","南台5-30-22","139.659953939274","35.6825776462344","保護指定樹木"
"","146","○","248","ｻｸﾗ","1983/04/18 0:00:00","南台5-30-22","139.65998463641","35.6825755440445","保護指定樹木"
"","400","●","588","ﾋﾉｷ","2013/03/18 0:00:00","新井3-27-1","139.659923882407","35.7138222393104","保護指定樹木"
"","146","○","247","ｻｸﾗ","1983/04/18 0:00:00","南台5-30-22","139.660022347423","35.6825741674075","保護指定樹木"
"","146","●","246","ｹﾔｷ","1983/04/18 0:00:00","南台5-30-22","139.660060933817","35.6825735074827","保護指定樹木"
"","123","●","466","ｼｲ","1999/06/15 0:00:00","沼袋4-22-17","139.660139794115","35.7223775721996","保護指定樹木"
"","221","●","384","ｻｸﾗ","1991/07/09 0:00:00","沼袋3-11-11","139.660924534532","35.7178388411677","保護指定樹木"
"","279","●","482","ｻｸﾗ","1999/12/27 0:00:00","江古田4-22-18","139.660939068381","35.7261748932595","保護指定樹木"
"","511","●","573","ﾔｴｻﾞｸﾗ","2012/05/30 0:00:00","沼袋4-5-13","139.661360743259","35.7208309611198","保護指定樹木"
"","255","○","301","ｲﾁｮｳ","1990/01/10 0:00:00","中央5-19-18","139.662022404046","35.6976139747707","保護指定樹木"
"","255","○","437","ｶﾔ","1997/02/19 0:00:00","中央5-19-18","139.662022998512","35.6976777710084","保護指定樹木"
"","255","●","299","ｶﾔ","1984/03/31 0:00:00","中央5-19-18","139.66204337733","35.697718342874","保護指定樹木"
"","14","○","20","ﾕﾘﾉｷ","1979/11/29 0:00:00","中野3-16-1-2","139.662261552434","35.7020423727674","保護指定樹木"
"","14","●","17","ｹﾔｷ","1979/11/29 0:00:00","中野3-16-1-2","139.662292749947","35.702139056888","保護指定樹木"
"","230","●","396","ｼｲ","1992/03/12 0:00:00","中央5-17-12","139.663149183875","35.6987570257713","保護指定樹木"
"","168","●","302","ｻｸﾗ","1992/06/26 0:00:00","新井4-32-11","139.663467716037","35.718271743469","保護指定樹木"
"","185","○","332","ｸｽﾉｷ","2010/12/15 0:00:00","新井2-26-10","139.663528256447","35.7111411672728","保護指定樹木"
"","185","●","331","ｹﾔｷ","2010/12/15 0:00:00","新井2-26-10","139.663659150169","35.7114680789409","保護指定樹木"
"","195","●","345","ﾀﾞｲｵｳｼｮｳ","1989/10/02 0:00:00","中野3-28-5","139.663907407728","35.7020600317863","保護指定樹木"
"","546","○","659","ﾋﾏﾗﾔｽｷﾞ","2019/11/07 0:00:00","中野3-28-11","139.664143714529","35.70294593435","保護指定樹木"
"","546","○","658","ﾋﾏﾗﾔｽｷﾞ","2019/11/07 0:00:00","中野3-28-11","139.6641553595","35.7029697994421","保護指定樹木"
"","532","●","628","ｱﾝｽﾞ","2017/02/15 0:00:00","中野3-9-2","139.664173907107","35.7012704006811","保護指定樹木"
"","546","●","657","ﾋﾏﾗﾔｽｷﾞ","2019/11/07 0:00:00","中野3-28-11","139.664240115592","35.7029866126453","保護指定樹木"
"","133","●","205","ﾋﾏﾗﾔｽｷﾞ","1982/12/09 0:00:00","中野3-29-3","139.664285300417","35.7017053245069","保護指定樹木"
"","157","○","273","ﾋﾏﾗﾔｽｷﾞ","1983/08/26 0:00:00","中野3-29-4","139.664327772547","35.7018921269092","保護指定樹木"
"","157","●","272","ﾋﾏﾗﾔｽｷﾞ","1983/08/26 0:00:00","中野3-29-4","139.66434403914","35.7019427090518","保護指定樹木"
"","157","○","274","ﾋﾏﾗﾔｽｷﾞ","1983/08/26 0:00:00","中野3-29-4","139.664360311791","35.7019904293531","保護指定樹木"
"","513","●","577","ｸｽﾉｷ","2012/11/05 0:00:00","江古田4-11-2","139.664461770151","35.7246259113184","保護指定樹木"
"","261","●","456","ｻｸﾗ","1997/11/13 0:00:00","沼袋2-33-18","139.66451950992","35.722604844807","保護指定樹木"
"","216","●","376","ｻｸﾗ","1990/09/25 0:00:00","南台4-63-12","139.664643398919","35.6768500986142","保護指定樹木"
"","76","●","121","ﾋﾏﾗﾔｽｷﾞ","1981/03/31 0:00:00","中野3-28-16","139.66471975282","35.7035655216341","保護指定樹木"
"","501","●","569","ｻｸﾗ","2011/08/02 0:00:00","新井3-3-1","139.665106179056","35.7141771745264","保護指定樹木"
"","418","○","611","ｹﾔｷ","2015/03/12 0:00:00","南台3-37-31","139.665405822909","35.6832726638045","保護指定樹木"
"","418","○","610","ｹﾔｷ","2015/03/12 0:00:00","南台3-37-31","139.665424368346","35.683298075708","保護指定樹木"
"","23","●","33","ｹﾔｷ","1979/11/30 0:00:00","南台3-26-5","139.665468333295","35.6846287704013","保護指定樹木"
"","548","●","660","ﾕﾘﾉｷ","2021/04/30 0:00:00","江古田3-14-13","139.665839441345","35.7282747031433","保護指定樹木"
"","418","●","609","ｱｶﾏﾂ","2015/03/12 0:00:00","南台3-37-31","139.665949874426","35.6833152760712","保護指定樹木"
"","548","○","661","ﾕﾘﾉｷ","2021/04/30 0:00:00","江古田3-14-13","139.665890311278","35.7282847903625","保護指定樹木"
"","449","●","336","ｼｲ","1988/10/24 0:00:00","中野5-61-9","139.666097441478","35.706874127774","保護指定樹木"
"","149","○","253","ｼｲ","1983/07/07 0:00:00","新井4-14-3","139.666153136742","35.7151920830037","保護指定樹木"
"","149","●","252","ｼｲ","1983/07/07 0:00:00","新井4-14-3","139.666231603198","35.7151464025179","保護指定樹木"
"","149","○","254","ｼｲ","1983/07/07 0:00:00","新井4-14-3","139.666322695575","35.7152161670976","保護指定樹木"
"","149","○","255","ｼｲ","1983/07/07 0:00:00","新井4-14-3","139.666324071731","35.7151715178805","保護指定樹木"
"","149","○","513","ｼﾗｶｼ","2006/02/22 0:00:00","新井4-14-3","139.666329204925","35.714899465698","保護指定樹木"
"","149","○","256","ｹﾔｷ","1983/07/07 0:00:00","新井4-14-3","139.666338916969","35.7150225291863","保護指定樹木"
"","149","○","510","ｽﾀﾞｼﾞｲ","2006/02/22 0:00:00","新井4-14-3","139.666343845967","35.7151704069871","保護指定樹木"
"","222","●","385","ｼｲ","1991/07/09 0:00:00","沼袋1-10-13","139.666349473956","35.7183065761568","保護指定樹木"
"","149","○","257","ｲﾁｮｳ","1983/07/07 0:00:00","新井4-14-3","139.666377015803","35.714970124119","保護指定樹木"
"","149","○","515","ｹﾔｷ","2006/02/22 0:00:00","新井4-14-3","139.666385055919","35.7148669888222","保護指定樹木"
"","149","○","514","ｼﾗｶｼ","2006/02/22 0:00:00","新井4-14-3","139.666411267651","35.7148118164091","保護指定樹木"
"","149","○","511","ｽﾀﾞｼﾞｲ","2006/02/22 0:00:00","新井4-14-3","139.666424876125","35.7150524681859","保護指定樹木"
"","149","○","512","ｽﾀﾞｼﾞｲ","2006/02/22 0:00:00","新井4-14-3","139.666449591596","35.7149444682061","保護指定樹木"
"","483","●","539","ｽﾀﾞｼﾞｲ","2008/12/12 0:00:00","南台3-18-1","139.667253084671","35.6840531741291","保護指定樹木"
"","70","○","576","ｼﾗｶｼ","2012/07/09 0:00:00","本町5-47-10","139.667373516904","35.6935114032811","保護指定樹木"
"","70","○","575","ｽﾀﾞｼﾞｲ","2012/07/09 0:00:00","本町5-47-10","139.667382398924","35.6934618880141","保護指定樹木"
"","70","●","574","ｽﾀﾞｼﾞｲ","2012/07/09 0:00:00","本町5-47-10","139.667428983686","35.693414505729","保護指定樹木"
"","242","●","414","ｼｲ","1995/12/01 0:00:00","弥生町5-13-6","139.667542265668","35.6881728409225","保護指定樹木"
"","70","○","625","ｻｸﾗ","2016/11/24 0:00:00","本町5-47-10","139.667585603936","35.6936351322111","保護指定樹木"
"","70","○","675","ｻｸﾗ","2023/01/16 0:00:00","本町5-47-10","139.667623234841","35.6934718105034","保護指定樹木"
"","10","●","13","ｹﾔｷ","1979/11/29 0:00:00","中央4-7-10","139.668316005287","35.6980429673531","保護指定樹木"
"","162","○","288","ｹﾔｷ","1984/01/06 0:00:00","中野2-12-15","139.668360369771","35.7048178712312","保護指定樹木"
"","162","○","289","ｹﾔｷ","1984/01/06 0:00:00","中野2-12-15","139.66847148022","35.7048170695202","保護指定樹木"
"","213","○","372","ｻｸﾗ","1990/09/11 0:00:00","中野2-16-26","139.668585536292","35.7036277898642","保護指定樹木"
"","162","●","287","ｼｲ","1984/01/06 0:00:00","中野2-12-15","139.668600265598","35.7047523773318","保護指定樹木"
"","213","○","373","ｸﾇｷﾞ","1990/09/11 0:00:00","中野2-16-26","139.668657626351","35.7038329875316","保護指定樹木"
"","213","○","371","ｻｸﾗ","1990/09/11 0:00:00","中野2-16-26","139.668686058373","35.7036565458769","保護指定樹木"
"","213","○","370","ｱｶﾏﾂ","1990/09/11 0:00:00","中野2-16-26","139.668701295812","35.7036403495872","保護指定樹木"
"","213","●","369","ｱｶﾏﾂ","1990/09/11 0:00:00","中野2-16-26","139.66897820211","35.7037752348086","保護指定樹木"
"","466","●","519","ﾑｸﾉｷ","2006/05/31 0:00:00","本町5-33-18","139.669007274522","35.6934755877933","保護指定樹木"
"","500","●","568","ｼｲ","2011/07/14 0:00:00","中央4-16-7","139.66908148645","35.6993128576077","保護指定樹木"
"","72","○","109","ﾐｽﾞｷ","1981/02/17 0:00:00","江原町2-24-4","139.669352497897","35.7312451574434","保護指定樹木"
"","210","●","365","ｼｲ","1990/09/10 0:00:00","松が丘2-14-15","139.669975366245","35.7215105521214","保護指定樹木"
"","214","●","374","ｱｶﾏﾂ","1990/09/18 0:00:00","松が丘2-13-4","139.670545994602","35.7216280645273","保護指定樹木"
"","39","●","52","ｹﾔｷ","1979/12/05 0:00:00","江原町2-13-20","139.671068311384","35.7285957067615","保護指定樹木"
"","473","○","527","ｲﾁｮｳ","2007/10/03 0:00:00","本町4-30","139.671140974548","35.6971693945011","保護指定樹木"
"","27","●","37","ｼｲ","1979/11/30 0:00:00","本町4-24-8","139.671223013855","35.6950490336152","保護指定樹木"
"","473","●","526","ｲﾁｮｳ","2007/10/03 0:00:00","本町4-30","139.671266726698","35.6971934754489","保護指定樹木"
"","266","●","460","ｷﾝﾓｷｾｲ","1999/02/23 0:00:00","中野2-4-3","139.671390876439","35.7029619246792","保護指定樹木"
"","112","●","172","ｻｸﾗ","1982/01/25 0:00:00","江原町2-29-18","139.671431422416","35.731670673397","保護指定樹木"
"","494","●","565","ｹﾔｷ","2010/07/15 0:00:00","中野1-56-9","139.672195838703","35.7028395878209","保護指定樹木"
"","454","●","171","ｱｵｷﾞﾘ","1982/01/25 0:00:00","江原町2-27-4","139.672165235233","35.7316634068951","保護指定樹木"
"","494","○","566","ﾋﾏﾗﾔｽｷﾞ","2010/07/15 0:00:00","中野1-56-9","139.672507814128","35.7029845283522","保護指定樹木"
"","208","●","362","ｲﾁｮｳ","1990/09/07 0:00:00","松が丘1-22-5","139.672589891475","35.7188145745121","保護指定樹木"
"","148","●","328","ｼｲ","1987/07/08 0:00:00","中野6-27-14","139.672729691749","35.707211556942","保護指定樹木"
"","25","●","35","ｹﾔｷ","1979/11/30 0:00:00","中央3-45-16","139.672778358822","35.7009503442404","保護指定樹木"
"","46","●","62","ｼｲ","1979/12/05 0:00:00","上高田2-17-12","139.673282285913","35.7127003220324","保護指定樹木"
"","517","●","596","ｸﾘ","2013/07/08 0:00:00","中野6-32-21","139.673312332759","35.7080117417144","保護指定樹木"
"","46","○","63","ｼｲ","1979/12/05 0:00:00","上高田2-17-12","139.673303565269","35.7127471195819","保護指定樹木"
"","545","●","656","ｻｸﾗ","2019/07/04 0:00:00","中野1-60-4","139.673490856928","35.7047198785522","保護指定樹木"
"","79","●","125","ｲﾁｮｳ","1981/04/30 0:00:00","上高田1-37-29","139.673937936275","35.7091194864994","保護指定樹木"
"","315","●","137","ﾏﾃﾊﾞｼｲ","1981/07/02 0:00:00","江原町3-12-5　　　　　　","139.673910246751","35.7315565048847","保護指定樹木"
"","527","●","613","ｻｸﾗ","2015/10/20 0:00:00","中野1-50-12","139.674077725506","35.7025129810706","保護指定樹木"
"","315","○","138","ｲﾁｮｳ","1981/07/02 0:00:00","江原町3-12-5　　　　　　","139.674078560591","35.7314899516467","保護指定樹木"
"","137","○","220","ｶｼ","1982/12/16 0:00:00","上高田3-12-7","139.674514542629","35.714080478083","保護指定樹木"
"","137","●","215","ｹﾔｷ","1982/12/16 0:00:00","上高田3-12-7","139.674560816156","35.7143398935724","保護指定樹木"
"","137","○","216","ｹﾔｷ","1982/12/16 0:00:00","上高田3-12-7","139.674649287905","35.7143334518676","保護指定樹木"
"","471","●","523","ｻｸﾗ","2007/06/04 0:00:00","中野1-41-37","139.674792281899","35.7052410249169","保護指定樹木"
"","137","○","217","ｸﾇｷﾞ","1982/12/16 0:00:00","上高田3-12-7","139.67484089868","35.7142973351131","保護指定樹木"
"","544","●","655","ｻｸﾗ","2019/06/05 0:00:00","上高田1-45-6","139.674887904516","35.7117601095661","保護指定樹木"
"","137","○","218","ｸﾇｷﾞ","1982/12/16 0:00:00","上高田3-12-7","139.674886234068","35.7142926250707","保護指定樹木"
"","137","○","219","ｶｼ","1982/12/16 0:00:00","上高田3-12-7","139.674904192602","35.7140839727286","保護指定樹木"
"","399","●","489","ｲﾇｻﾞｸﾗ","2000/05/19 0:00:00","江原町3-13-11","139.67497044319","35.7314789399054","保護指定樹木"
"","428","●","93","ｼｲ","1980/11/21 0:00:00","弥生町2-11-6","139.675180257447","35.6928901561238","保護指定樹木"
"","528","●","619","ｹﾔｷ","2016/08/03 0:00:00","上高田1-35-29","139.675471575253","35.7091384403633","保護指定樹木"
"","140","●","227","ｼｲ","1983/02/16 0:00:00","上高田1-41-2","139.675494685369","35.7108147253953","保護指定樹木"
"","134","○","208","ｻｸﾗ","1982/12/11 0:00:00","江古田1-19-1","139.675576412763","35.726328261671","保護指定樹木"
"","134","●","207","ｻｸﾗ","1982/12/11 0:00:00","江古田1-19-1","139.675623569005","35.7263299515325","保護指定樹木"
