"登録No","ぱくぱくパートナーズ登録店名","業種","住所","マッチングレベル","経度","緯度","分類"
"33","日本酒バル 中野青二才","居酒屋","中野三丁目35番7号","","139.664657278308","35.7050126597075","食品ロス削減協力店登録店舗一覧"
"34","カフェアンドバー ミートコ","喫茶店　ほか","中野五丁目54番8号","","139.666758931104","35.708862977424","食品ロス削減協力店登録店舗一覧"
"36","岡埜栄泉","小売店（和菓子）","本町六丁目22番15号","","139.664803551903","35.6971828773547","食品ロス削減協力店登録店舗一覧"
"37","葵禅カフェ＆バー","喫茶店","東中野四丁目15番2号","","139.684480354511","35.7092997415094","食品ロス削減協力店登録店舗一覧"
"38","けむっ亭　ほか","居酒屋","東中野四丁目3番2号","","139.684855737411","35.7065066678144","食品ロス削減協力店登録店舗一覧"
"40","和ダイニング縁慈","和食レストラン","中央三丁目33番7号","","139.67201957746","35.6977911554778","食品ロス削減協力店登録店舗一覧"
"41","イエローフィッシュ","ダイニングバー","上高田三丁目20番10号","","139.672267994741","35.715266732992","食品ロス削減協力店登録店舗一覧"
"42","坂入商店","小売店（青果）","弥生町三丁目8番7号","","139.675605013417","35.6880758829419","食品ロス削減協力店登録店舗一覧"
"43","すし割烹 悠水","寿司屋　ほか","中央一丁目38番1号","","139.683343231154","35.69769512169","食品ロス削減協力店登録店舗一覧"
"44","中国料理 新楽園","中華料理店","東中野四丁目3番1号","","139.685045170744","35.7065580678","食品ロス削減協力店登録店舗一覧"
"45","南の風さくら","小売店（菓子類）　ほか","中野五丁目12番3号","","139.670856655618","35.7064937141792","食品ロス削減協力店登録店舗一覧"
"46","RINGO'S SALOON","ダイニングバー","中央一丁目21番17号","","139.686546662408","35.6976720692711","食品ロス削減協力店登録店舗一覧"
"47","セブンイレブン東中野2丁目店","コンビニエンスストア","東中野二丁目1番2号","","139.682207450678","35.7011413937891","食品ロス削減協力店登録店舗一覧"
"48","セブンイレブン野方駅北口店","コンビニエンスストア","野方六丁目12番5号","","139.652457182862","35.7215923982004","食品ロス削減協力店登録店舗一覧"
"49","焼肉 慶州","焼肉店","東中野五丁目3番3号","","139.686486068077","35.7066569804384","食品ロス削減協力店登録店舗一覧"
"51","太陽飯店","中華料理店","中央三丁目1番23号","","139.675527665019","35.6984988243749","食品ロス削減協力店登録店舗一覧"
"52","フリーダム","スナック","中野五丁目2番3号","","139.672239075086","35.7068122303192","食品ロス削減協力店登録店舗一覧"
"53","支那そば あまちゃん","ラーメン屋","野方五丁目18番13号","","139.651525764832","35.7192319060915","食品ロス削減協力店登録店舗一覧"
"54","三宝丼丸 野方店","小売店（海鮮丼）","丸山二丁目20番1号","","139.652631138263","35.7231241411431","食品ロス削減協力店登録店舗一覧"
"56","ちめんかのや","ギャラリー＆バー","江古田四丁目11番2号","","139.664592854411","35.7246307709913","食品ロス削減協力店登録店舗一覧"
"57","レストランパブスカーレット","スナック　ほか","中野五丁目54番6号","","139.666582634926","35.7088746610527","食品ロス削減協力店登録店舗一覧"
"58","居酒屋とみQ","居酒屋","南台二丁目31番1号","","139.670373144798","35.6836032840646","食品ロス削減協力店登録店舗一覧"
"59","越後へぎそば桂屋","蕎麦屋","本町六丁目21番16号","","139.665355414069","35.6972216709907","食品ロス削減協力店登録店舗一覧"
"61","すし屋の久","寿司屋","南台三丁目6番25号","","139.66893458444","35.6855498291027","食品ロス削減協力店登録店舗一覧"
"62","信濃路　ほか","小料理屋　ほか","中野五丁目53番9号","","139.666724473173","35.7092250403642","食品ロス削減協力店登録店舗一覧"
"63","ふくふく　ほか","居酒屋（おでん）","鷺宮四丁目3番16号","","139.637823866228","35.7235632674765","食品ロス削減協力店登録店舗一覧"
"64","ベーカリーオリーブ","小売店（パン）","丸山二丁目9番16号","","139.651870419543","35.7259158244392","食品ロス削減協力店登録店舗一覧"
"66","ローソン中野区役所店","コンビニエンスストア","中野四丁目8番1号","","139.663737226103","35.7068716920706","食品ロス削減協力店登録店舗一覧"
"67","stanotte","イタリアンバル","弥生町二丁目52番5号","","139.669429850683","35.6908238865023","食品ロス削減協力店登録店舗一覧"
"69","生粉蕎麦バル つるかめ","生粉蕎麦バル","東中野三丁目9番11号","","139.68225314605","35.7079955904838","食品ロス削減協力店登録店舗一覧"
"70","居酒屋 藤吉郎","居酒屋","中央四丁目2番6号","","139.669477511287","35.6980699793985","食品ロス削減協力店登録店舗一覧"
"71","PINの店","ベーカリー","中央五丁目1番2号","","139.667035884749","35.6975952752105","食品ロス削減協力店登録店舗一覧"
"72","ベーカリー ヨネザエモン","小売店（パン）","弥生町四丁目1番4号","","139.671953795108","35.6865201935957","食品ロス削減協力店登録店舗一覧"
"73","御菓子司 ありん堂","小売店（和菓子）　ほか","江古田二丁目13番22号","","139.667271006047","35.7263141740475","食品ロス削減協力店登録店舗一覧"
"74","盛絽屋","蕎麦屋","野方一丁目42番20号","","139.655944870906","35.7099252357452","食品ロス削減協力店登録店舗一覧"
"75","焼肉 寿苑","焼肉屋","鷺宮三丁目45番8号","","139.640584448904","35.7258834092953","食品ロス削減協力店登録店舗一覧"
"76","changing moods CAFE/DINER and BAR","カフェ","本町四丁目19番6号","","139.67177492169","35.696916260094","食品ロス削減協力店登録店舗一覧"
"77","田舎っぺらーめん","ラーメン屋","中野一丁目32番7号","","139.67466430738","35.702313763867","食品ロス削減協力店登録店舗一覧"
"78","味好家","ラーメン屋","鷺宮一丁目16番8号","","139.645094828206","35.7224264717071","食品ロス削減協力店登録店舗一覧"
"79","中華料理ミッキー飯店","中華料理店","本町二丁目17番4号","","139.679459582462","35.694300094895","食品ロス削減協力店登録店舗一覧"
"80","せきよし","居酒屋　ほか","野方五丁目26番5号","","139.653542109492","35.7193530919109","食品ロス削減協力店登録店舗一覧"
"81","ビストロ グラート","イタリアンレストラン","東中野四丁目9番1号","","139.686073545646","35.7071288961997","食品ロス削減協力店登録店舗一覧"
"82","東中野キッチンnom","ビストロ","東中野一丁目56番4号","","139.684095305493","35.7059698425597","食品ロス削減協力店登録店舗一覧"
"83","中野レンガ坂 オルガニコ","オーガニックワインバル","中野三丁目34番24号","","139.665131928689","35.7050078148104","食品ロス削減協力店登録店舗一覧"
"86","串カツ でんがな 東中野店","和食居酒屋","東中野四丁目3番2号","","139.684855737411","35.7065066678144","食品ロス削減協力店登録店舗一覧"
"87","イー亭","立喰そば・うどん屋","中央四丁目1番4号","","139.67029597471","35.6976947346683","食品ロス削減協力店登録店舗一覧"
"88","Darts & Dining Bar LINX","ダーツバー","中野二丁目29番15号","","139.665847932111","35.7037307984325","食品ロス削減協力店登録店舗一覧"
"89","On Flowers","花屋＆カフェ","東中野一丁目32番6号","","139.682937699404","35.7050829274896","食品ロス削減協力店登録店舗一覧"
"90","サンパティック","フランス料理店","上高田二丁目54番8号","","139.668973379585","35.7135914030898","食品ロス削減協力店登録店舗一覧"
"91","SmB CAFE","カフェ","本町三丁目31番2号","","139.676106086885","35.6971117224038","食品ロス削減協力店登録店舗一覧"
"92","三好弥","定食屋","中央四丁目61番1号","","139.666037279951","35.7024873860401","食品ロス削減協力店登録店舗一覧"
"94","BAR「創る","バー","中野五丁目46番4号","","139.666968778273","35.7081261657108","食品ロス削減協力店登録店舗一覧"
"95","よろずや","オムライス専門店","中野二丁目13番24号","","139.668745714701","35.7052235345331","食品ロス削減協力店登録店舗一覧"
"96","カサデオリーバ","喫茶店","本町五丁目35番9号","","139.668360582367","35.6936514785089","食品ロス削減協力店登録店舗一覧"
"97","焼酎彩菜 はる吉","焼酎バー","中央三丁目34番1号","","139.671366332936","35.697885565751","食品ロス削減協力店登録店舗一覧"
"98","好日","ラーメン屋","東中野一丁目53番7号","","139.684068829509","35.7053491768421","食品ロス削減協力店登録店舗一覧"
"100","クロシェット カフェ","喫茶店　ほか","中野四丁目3番1号","","139.664638801989","35.7088122515219","食品ロス削減協力店登録店舗一覧"
"101","bar ⊿ RIO","バー","中野五丁目58番9号","","139.666128021055","35.7080027589291","食品ロス削減協力店登録店舗一覧"
"102","お酒の美術館 中野店","居酒屋","中野五丁目60番10号","","139.665866757866","35.7074233807913","食品ロス削減協力店登録店舗一覧"
"103","炭火やきとり 泪橋","居酒屋","中野五丁目53番10号","","139.666744118943","35.7090776904028","食品ロス削減協力店登録店舗一覧"
"104","スナック パスタイム","カラオケスナック","中野二丁目28番1号","","139.665989607217","35.7030924218574","食品ロス削減協力店登録店舗一覧"
"105","サーティワンアイスクリーム 中野早稲田通り店","アイスクリームショップ","中野五丁目68番13号","","139.665363748842","35.7098849374398","食品ロス削減協力店登録店舗一覧"
"107","中島屋精肉店","小売店（肉類）","若宮一丁目27番9号","","139.650479426271","35.71882344836","食品ロス削減協力店登録店舗一覧"
"109","野方食堂","食堂","野方五丁目30番1号","","139.65246981257","35.718932108634","食品ロス削減協力店登録店舗一覧"
"110","Compter sur","小売店（パン）","本町六丁目27番11号","","139.663318867468","35.6972443987408","食品ロス削減協力店登録店舗一覧"
"111","ホルモン ギャング","ホルモン焼肉屋","中野五丁目53番9号","","139.666724473173","35.7092250403642","食品ロス削減協力店登録店舗一覧"
"113","大吉 中野店","焼き鳥屋","中野三丁目3番6号","","139.661586838271","35.7003241186022","食品ロス削減協力店登録店舗一覧"
"114","お好み焼「かつみ」","お好み焼き屋","野方五丁目28番1号","","139.653466699453","35.7194644315609","食品ロス削減協力店登録店舗一覧"
"115","ITSUKI Coffee Roastery","コーヒースタンド","東中野四丁目4番3号","","139.684178741555","35.7065658225866","食品ロス削減協力店登録店舗一覧"
"116","篠勝商店","小売店（青果）","野方五丁目18番11号","","139.651308201581","35.7193959211153","食品ロス削減協力店登録店舗一覧"
"117","ハワイアンダイニング＆バー　マハロア","洋食レストラン","新井一丁目23番21号","","139.666802111957","35.7117568973916","食品ロス削減協力店登録店舗一覧"
"118","九州亭","居酒屋","新井五丁目27番1号","","139.671174036272","35.7159732552818","食品ロス削減協力店登録店舗一覧"
"119","やきとり大吉 中野中央店","焼き鳥居酒屋","中央一丁目25番3号","","139.685592231452","35.7014282671768","食品ロス削減協力店登録店舗一覧"
"120","ケバブカフェ エルトゥールル","トルコ料理屋（ケバブ専門）","中野三丁目33番14号","","139.665341372616","35.7036732254121","食品ロス削減協力店登録店舗一覧"
"121","wine bar brighter day 東中野","イタリアン　ほか","東中野二丁目20番11号","","139.682201353404","35.7040931016307","食品ロス削減協力店登録店舗一覧"
"122","HastaLuego","スペインバル","東中野五丁目9番1号","","139.687409943996","35.7087934090207","食品ロス削減協力店登録店舗一覧"
"123","セブンイレブン中野新橋店　伊勢屋","コンビニエンスストア","本町三丁目11番5号","","139.674552109892","35.6936576208842","食品ロス削減協力店登録店舗一覧"
"124","おでんといわな骨酒「和み」　ほか","おでん屋　ほか","中野五丁目56番12号","","139.666201637475","35.7084742004412","食品ロス削減協力店登録店舗一覧"
"125","ゆとりろん 手当て＋かふぇ","喫茶店＆整体","中野五丁目36番1号","","139.667220719683","35.7073393588707","食品ロス削減協力店登録店舗一覧"
"127","中国料理 茉莉","中華料理店","東中野三丁目11番7号","","139.682119918978","35.708320001147","食品ロス削減協力店登録店舗一覧"
"128","meat.meet","鉄板ステーキ屋","弥生町二丁目31番16号","","139.674265678207","35.6912703199887","食品ロス削減協力店登録店舗一覧"
"129","パティスリー・オダ","洋菓子店","中野五丁目30番1号","","139.669524616433","35.7061327334211","食品ロス削減協力店登録店舗一覧"
"130","やきとり大吉 新井薬師前店","焼き鳥居酒屋","新井一丁目35番13号","","139.668184409115","35.7129779749374","食品ロス削減協力店登録店舗一覧"
"131","やきとり 縄のれん","居酒屋","野方三丁目27番1号","","139.656314078265","35.7189076975319","食品ロス削減協力店登録店舗一覧"
"133","揚げ?揚げ?","小売店（揚げ物）　ほか","中野二丁目14番20号","","139.669747705586","35.7045747469793","食品ロス削減協力店登録店舗一覧"
"134","TOKYO DINER　ほか","カフェ＆ダイナー","南台三丁目12番10号","","139.66847968349","35.6829810313877","食品ロス削減協力店登録店舗一覧"
"135","お好み鉄板焼 剣","お好み焼き屋","若宮三丁目20番2号","","139.643983160575","35.7215938511639","食品ロス削減協力店登録店舗一覧"
"137","おでんや おてん","居酒屋","野方三丁目22番8号","","139.653979763261","35.7183841229196","食品ロス削減協力店登録店舗一覧"
"138","コープみらい　コープ中野鷺宮店","スーパーマーケット","鷺宮二丁目18番8号","","139.647787773995","35.7261054613632","食品ロス削減協力店登録店舗一覧"
"139","ロイスダール","小売店（パン・ケーキ）　ほか","松が丘二丁目4番14号","","139.670096138141","35.7191012430419","食品ロス削減協力店登録店舗一覧"
"140","リルマック おおくま","小売店（食品）　ほか","野方三丁目14番27号","","139.657558475403","35.7179729127887","食品ロス削減協力店登録店舗一覧"
"141","たこ焼き アラキ","小売店（たこ焼き）","沼袋四丁目30番18号","","139.66261876989","35.7230195218123","食品ロス削減協力店登録店舗一覧"
"142","リズ","居酒屋（おでん）","東中野一丁目31番7号","","139.682758246994","35.7038351434679","食品ロス削減協力店登録店舗一覧"
"143","旬彩酒肴 ひな田","居酒屋","中野五丁目47番5号","","139.666929901245","35.7087548248594","食品ロス削減協力店登録店舗一覧"
"144","えてがみ","スナック","中野五丁目67番12号","","139.665541923707","35.7079166046816","食品ロス削減協力店登録店舗一覧"
"145","酒房 北國","居酒屋","中野三丁目35番8号","","139.66462223291","35.704861330467","食品ロス削減協力店登録店舗一覧"
"148","タリーズコーヒー　東京警察病院店","喫茶店","中野四丁目22番1号","","139.659358089973","35.7092030222035","食品ロス削減協力店登録店舗一覧"
"149","讃岐のおうどん 花は咲く","うどん屋","中央四丁目6番12号","","139.667901801407","35.6988631045168","食品ロス削減協力店登録店舗一覧"
"150","こひつじ coffee","喫茶店","本町六丁目27番14号","","139.663765377663","35.6972000007226","食品ロス削減協力店登録店舗一覧"
"151","4 Seasons LDK","ビストロ","東中野一丁目57番7号","","139.684159153061","35.7058061151218","食品ロス削減協力店登録店舗一覧"
"152","ワインバル LDK","ワインバー","東中野一丁目50番4号","","139.686494086692","35.705896501821","食品ロス削減協力店登録店舗一覧"
"153","セブンイレブン　中野中央1丁目店","コンビニエンスストア","中央一丁目38番1号","","139.683343231154","35.69769512169","食品ロス削減協力店登録店舗一覧"
"154","ふらっと","パブスナック","上高田三丁目40番10号","","139.6717469657","35.7154953721476","食品ロス削減協力店登録店舗一覧"
"155","もつ焼やまもと","居酒屋","弥生町四丁目25番1号","","139.669221191848","35.6864098553597","食品ロス削減協力店登録店舗一覧"
"156","山形屋酒店","小売店（酒類）　ほか","弥生町三丁目24番17号","","139.673466955984","35.6878706097421","食品ロス削減協力店登録店舗一覧"
"157","さわや","小売店（お弁当）ほか","東中野三丁目7番26号","","139.682349378101","35.70706728397","食品ロス削減協力店登録店舗一覧"
"158","彩華","中華料理店","中野二丁目28番1号","","139.665989607217","35.7030924218574","食品ロス削減協力店登録店舗一覧"
"235","新宿つな八　凛ほか","和食レストラン　ほか","中野三丁目34番28号","","139.66507283821","35.7047291469042","食品ロス削減協力店登録店舗一覧"
"161","セブンイレブン　中野江古田1丁目店","コンビニエンスストア","江古田一丁目1番7号","","139.67519012429","35.7237562109711","食品ロス削減協力店登録店舗一覧"
"162","居酒屋 松吉商店　ほか","居酒屋　ほか","上高田三丁目40番8号","","139.671457220407","35.7155802103809","食品ロス削減協力店登録店舗一覧"
"163","中華食堂 かめのお","中華料理店","鷺宮三丁目20番6号","","139.638285110652","35.7238902719665","食品ロス削減協力店登録店舗一覧"
"175","Amelie　ほか","スナック　ほか","中野五丁目57番2号","","139.666649027485","35.7080354072414","食品ロス削減協力店登録店舗一覧"
"165","尾張屋 豆腐店","小売店（豆腐）","沼袋一丁目45番5号","","139.662903379913","35.7209451808658","食品ロス削減協力店登録店舗一覧"
"166","株式会社いづみや","製造販売業（豆腐）","南台五丁目9番13号","","139.66333606487","35.6823160723213","食品ロス削減協力店登録店舗一覧"
"167","IRORI2号店","居酒屋","上高田三丁目41番7号","","139.671741444052","35.7157678433461","食品ロス削減協力店登録店舗一覧"
"168","IRORI　ほか","スナック　ほか","上高田三丁目19番3号","","139.672589254353","35.7154497478808","食品ロス削減協力店登録店舗一覧"
"170","炭火焼ホルモン　まんてん 中野店","ホルモン焼肉屋","中野五丁目54番6号","","139.666582634926","35.7088746610527","食品ロス削減協力店登録店舗一覧"
"171","タイ食堂 The Spicy Cafe","タイ料理屋","新井二丁目7番12号","","139.665453208309","35.7120285473939","食品ロス削減協力店登録店舗一覧"
"172","鮨 さるたひこ","寿司屋","弥生町一丁目14番1号","","139.68047389575","35.6908265384088","食品ロス削減協力店登録店舗一覧"
"174","うちさん","居酒屋","上高田三丁目41番8号","","139.671616470113","35.7158078726725","食品ロス削減協力店登録店舗一覧"
"175","Amelie","スナック","中野五丁目57番2号","","139.666649027485","35.7080354072414","食品ロス削減協力店登録店舗一覧"
"176","セブンイレブン中野桃園店","コンビニエンスストア","中野三丁目40番3号","","139.663377768678","35.7041366857247","食品ロス削減協力店登録店舗一覧"
"177","tachiyori（立ち寄り）","居酒屋","本町二丁目49番14号","","139.680624647538","35.6969747684518","食品ロス削減協力店登録店舗一覧"
"178","スナック 青春","スナック","中野五丁目56番12号","","139.666201637475","35.7084742004412","食品ロス削減協力店登録店舗一覧"
"179","7seki","定食屋","上高田三丁目40番8号","","139.671457220407","35.7155802103809","食品ロス削減協力店登録店舗一覧"
"180","タベルナパパ","イタリアンレストラン","弥生町一丁目11番5号","","139.680770673092","35.6910592743932","食品ロス削減協力店登録店舗一覧"
"181","中華惣菜 東方紅","小売店（中華惣菜）","中野三丁目34番28号","","139.66507283821","35.7047291469042","食品ロス削減協力店登録店舗一覧"
"182","だんだん亭","食事処","上高田三丁目19番3号","","139.672589254353","35.7154497478808","食品ロス削減協力店登録店舗一覧"
"183","金時せんべい","小売店（米菓）","野方五丁目30番20号","","139.652454443957","35.7191304200567","食品ロス削減協力店登録店舗一覧"
"184","もつ焼き専門店 カッパ 中野店","居酒屋（もつ焼き専門店）","中野五丁目55番15号","","139.666384324803","35.7085774917219","食品ロス削減協力店登録店舗一覧"
"185","ずっちゃん","やきとん屋","中野五丁目36番3号","","139.666879141796","35.707383789316","食品ロス削減協力店登録店舗一覧"
"186","和菓子司 松屋","小売店（菓子類）","若宮三丁目36番12号","","139.64467666823","35.7211616322895","食品ロス削減協力店登録店舗一覧"
"187","デリステーション中野店　ほか","宅配レストラン","中央五丁目48番5号","","139.665368985978","35.7018295549861","食品ロス削減協力店登録店舗一覧"
"188","Cafe ゆるり","カフェ","沼袋四丁目27番10号","","139.662270234257","35.7221465077596","食品ロス削減協力店登録店舗一覧"
"189","セブン-イレブン中野一丁目店","コンビニエンスストア","中野一丁目32番6号","","139.674776582927","35.7022571702644","食品ロス削減協力店登録店舗一覧"
"190","セブン-イレブン中野もみじ山通り店","コンビニエンスストア","中野一丁目58番3号","","139.672716748212","35.7044700778925","食品ロス削減協力店登録店舗一覧"
"191","セブン-イレブン中野５丁目店","コンビニエンスストア","中野五丁目47番9号","","139.667053904993","35.7089122695341","食品ロス削減協力店登録店舗一覧"
"192","セブン-イレブン中野駅北口一番街店","コンビニエンスストア","中野五丁目61番4号","","139.666054280607","35.7067950377241","食品ロス削減協力店登録店舗一覧"
"193","セブン-イレブン中野６丁目店","コンビニエンスストア","中野六丁目14番6号","","139.675921659874","35.7083468872938","食品ロス削減協力店登録店舗一覧"
"194","セブン-イレブン中野上高田１丁目店","コンビニエンスストア","上高田一丁目8番19号","","139.678752742482","35.7113784805304","食品ロス削減協力店登録店舗一覧"
"195","セブン-イレブン中野上高田２丁目東店","コンビニエンスストア","上高田一丁目38番7号","","139.673709622412","35.7108965203928","食品ロス削減協力店登録店舗一覧"
"196","セブン-イレブン中野上高田店","コンビニエンスストア","上高田二丁目40番14号","","139.669724309052","35.7111822747671","食品ロス削減協力店登録店舗一覧"
"197","セブン-イレブン中野上高田３丁目店","コンビニエンスストア","上高田三丁目22番9号","","139.672648542197","35.7148183682879","食品ロス削減協力店登録店舗一覧"
"198","セブン-イレブン東中野末広橋店","コンビニエンスストア","東中野一丁目1番19号","","139.687152971844","35.7018110446604","食品ロス削減協力店登録店舗一覧"
"199","セブン-イレブン東中野１丁目店","コンビニエンスストア","東中野一丁目36番7号","","139.685681110643","35.704180640046","食品ロス削減協力店登録店舗一覧"
"200","セブン-イレブン東中野銀座通り店","コンビニエンスストア","東中野三丁目12番7号","","139.682031869671","35.7084211534871","食品ロス削減協力店登録店舗一覧"
"201","セブン-イレブン東中野４丁目店","コンビニエンスストア","東中野四丁目29番9号","","139.686530192982","35.71063804107","食品ロス削減協力店登録店舗一覧"
"202","セブン-イレブン中野中央１丁目東店","コンビニエンスストア","中央一丁目35番4号","","139.685088677544","35.6967397735497","食品ロス削減協力店登録店舗一覧"
"203","セブン-イレブン中野坂上駅前店","コンビニエンスストア","中央二丁目8番22号","","139.682690698802","35.6983231699089","食品ロス削減協力店登録店舗一覧"
"204","セブン-イレブン中野坂上駅西店","コンビニエンスストア","中央二丁目5番1号","","139.680080879358","35.6976148485472","食品ロス削減協力店登録店舗一覧"
"205","セブン-イレブン中野中央３丁目店","コンビニエンスストア","中央三丁目22番2号","","139.674738778178","35.6978934211441","食品ロス削減協力店登録店舗一覧"
"206","セブン-イレブン新中野駅前店","コンビニエンスストア","中央四丁目1番2号","","139.670570451598","35.6977516625889","食品ロス削減協力店登録店舗一覧"
"207","セブン-イレブン中野中央店","コンビニエンスストア","中央四丁目22番18号","","139.671016156448","35.7002939486358","食品ロス削減協力店登録店舗一覧"
"208","セブン-イレブン中野中央４丁目店","コンビニエンスストア","中央四丁目53番4号ベルプラザ１Ｆ","","139.668190037206","35.7027115957776","食品ロス削減協力店登録店舗一覧"
"209","セブン-イレブン中野中央中野通り店","コンビニエンスストア","中央五丁目4番22号","","139.667395207327","35.698836677441","食品ロス削減協力店登録店舗一覧"
"210","セブン-イレブン中野中央５丁目店","コンビニエンスストア","中央五丁目10番30号","","139.665162517634","35.6977852208045","食品ロス削減協力店登録店舗一覧"
"211","セブン-イレブン中野坂上駅南店","コンビニエンスストア","本町二丁目29番12号","","139.682204178764","35.6952356604859","食品ロス削減協力店登録店舗一覧"
"212","セブン-イレブン中野本町４丁目店","コンビニエンスストア","本町四丁目48番10号","","139.667560415346","35.6969579711848","食品ロス削減協力店登録店舗一覧"
"214","セブン-イレブン中野弥生町２丁目店","コンビニエンスストア","弥生町二丁目17番5号","","139.674349356721","35.6903012441088","食品ロス削減協力店登録店舗一覧"
"215","セブン-イレブン南台店","コンビニエンスストア","南台三丁目24番5号","","139.666382217494","35.6856519092553","食品ロス削減協力店登録店舗一覧"
"216","セブン-イレブン中野江原町２丁目店","コンビニエンスストア","江原町二丁目86番1号","","139.669809068207","35.7303537106919","食品ロス削減協力店登録店舗一覧"
"217","セブン-イレブン中野新井薬師前駅北店","コンビニエンスストア","松が丘一丁目17番10号","","139.672856821316","35.7181674823956","食品ロス削減協力店登録店舗一覧"
"218","セブン-イレブン中野沼袋駅前店","コンビニエンスストア","沼袋三丁目4番19号","","139.663400271134","35.7190940592018","食品ロス削減協力店登録店舗一覧"
"219","セブン-イレブン中野新井１丁目店","コンビニエンスストア","新井一丁目42番8号","","139.666529272569","35.7143485481698","食品ロス削減協力店登録店舗一覧"
"220","セブン-イレブン中野野方１丁目店","コンビニエンスストア","野方一丁目30番3号","","139.657565453737","35.7099919464965","食品ロス削減協力店登録店舗一覧"
"221","セブン-イレブン中野野方２丁目店","コンビニエンスストア","野方二丁目4番3号","","139.658548261556","35.7151778771246","食品ロス削減協力店登録店舗一覧"
