年月日[西暦],港区総数日本人世帯数[世帯],港区総数日本人人口男[人],港区総数日本人人口女[人],港区総数日本人人口計[人],港区総数外国人世帯数[世帯],港区総数外国人人口男[人],港区総数外国人人口女[人],港区総数外国人人口計[人],港区総数複数国籍世帯数[世帯],港区総数合計世帯数[世帯],港区総数合計人口男[人],港区総数合計人口女[人],港区総数合計人口計[人],芝地区総合支所管内日本人世帯数[世帯],芝地区総合支所管内日本人人口男[人],芝地区総合支所管内日本人人口女[人],芝地区総合支所管内日本人人口計[人],芝地区総合支所管内外国人世帯数[世帯],芝地区総合支所管内外国人人口男[人],芝地区総合支所管内外国人人口女[人],芝地区総合支所管内外国人人口計[人],芝地区総合支所管内複数国籍世帯数[世帯],芝地区総合支所管内合計世帯数[世帯],芝地区総合支所管内合計人口男[人],芝地区総合支所管内合計人口女[人],芝地区総合支所管内合計人口計[人],麻布地区総合支所管内日本人世帯数[世帯],麻布地区総合支所管内日本人人口男[人],麻布地区総合支所管内日本人人口女[人],麻布地区総合支所管内日本人人口計[人],麻布地区総合支所管内外国人世帯数[世帯],麻布地区総合支所管内外国人人口男[人],麻布地区総合支所管内外国人人口女[人],麻布地区総合支所管内外国人人口計[人],麻布地区総合支所管内複数国籍世帯数[世帯],麻布地区総合支所管内合計世帯数[世帯],麻布地区総合支所管内合計人口男[人],麻布地区総合支所管内合計人口女[人],麻布地区総合支所管内合計人口計[人],赤坂地区総合支所管内日本人世帯数[世帯],赤坂地区総合支所管内日本人人口男[人],赤坂地区総合支所管内日本人人口女[人],赤坂地区総合支所管内日本人人口計[人],赤坂地区総合支所管内外国人世帯数[世帯],赤坂地区総合支所管内外国人人口男[人],赤坂地区総合支所管内外国人人口女[人],赤坂地区総合支所管内外国人人口計[人],赤坂地区総合支所管内複数国籍世帯数[世帯],赤坂地区総合支所管内合計世帯数[世帯],赤坂地区総合支所管内合計人口男[人],赤坂地区総合支所管内合計人口女[人],赤坂地区総合支所管内合計人口計[人],高輪地区総合支所管内日本人世帯数[世帯],高輪地区総合支所管内日本人人口男[人],高輪地区総合支所管内日本人人口女[人],高輪地区総合支所管内日本人人口計[人],高輪地区総合支所管内外国人世帯数[世帯],高輪地区総合支所管内外国人人口男[人],高輪地区総合支所管内外国人人口女[人],高輪地区総合支所管内外国人人口計[人],高輪地区総合支所管内複数国籍世帯数[世帯],高輪地区総合支所管内合計世帯数[世帯],高輪地区総合支所管内合計人口男[人],高輪地区総合支所管内合計人口女[人],高輪地区総合支所管内合計人口計[人],芝浦港南地区総合支所管内日本人世帯数[世帯],芝浦港南地区総合支所管内日本人人口男[人],芝浦港南地区総合支所管内日本人人口女[人],芝浦港南地区総合支所管内日本人人口計[人],芝浦港南地区総合支所管内外国人世帯数[世帯],芝浦港南地区総合支所管内外国人人口男[人],芝浦港南地区総合支所管内外国人人口女[人],芝浦港南地区総合支所管内外国人人口計[人],芝浦港南地区総合支所管内複数国籍世帯[世帯],芝浦港南地区総合支所管内合計世帯数[世帯],芝浦港南地区総合支所管内合計人口男[人],芝浦港南地区総合支所管内合計人口女[人],芝浦港南地区総合支所管内合計人口計[人]
20030701,91278,77485,88955,166440,-,-,-,-,-,-,-,-,-,14890,12494,13944,26438,-,-,-,-,-,-,-,-,-,24098,19408,22551,41959,-,-,-,-,-,-,-,-,-,15969,13134,15985,29119,-,-,-,-,-,-,-,-,-,24774,21528,25386,46914,-,-,-,-,-,-,-,-,-,11547,10921,11089,22010,-,-,-,-,-,-,-,-,-
20030801,91426,77564,89118,166682,-,-,-,-,-,-,-,-,-,14900,12507,13965,26472,-,-,-,-,-,-,-,-,-,24165,19440,22604,42044,-,-,-,-,-,-,-,-,-,15955,13108,15973,29081,-,-,-,-,-,-,-,-,-,24800,21551,25418,46969,-,-,-,-,-,-,-,-,-,11606,10958,11158,22116,-,-,-,-,-,-,-,-,-
20030901,91550,77640,89124,166764,-,-,-,-,-,-,-,-,-,14910,12513,13956,26469,-,-,-,-,-,-,-,-,-,24210,19461,22625,42086,-,-,-,-,-,-,-,-,-,15963,13087,15953,29040,-,-,-,-,-,-,-,-,-,24841,21604,25436,47040,-,-,-,-,-,-,-,-,-,11626,10975,11154,22129,-,-,-,-,-,-,-,-,-
20031001,91638,77595,89183,166778,-,-,-,-,-,-,-,-,-,14946,12516,13997,26513,-,-,-,-,-,-,-,-,-,24202,19422,22622,42044,-,-,-,-,-,-,-,-,-,15945,13048,15930,28978,-,-,-,-,-,-,-,-,-,24900,21626,25464,47090,-,-,-,-,-,-,-,-,-,11645,10983,11170,22153,-,-,-,-,-,-,-,-,-
20031101,91812,77733,89284,167017,-,-,-,-,-,-,-,-,-,14953,12526,14005,26531,-,-,-,-,-,-,-,-,-,24248,19455,22636,42091,-,-,-,-,-,-,-,-,-,15959,13058,15945,29003,-,-,-,-,-,-,-,-,-,24968,21678,25500,47178,-,-,-,-,-,-,-,-,-,11684,11016,11198,22214,-,-,-,-,-,-,-,-,-
20031201,91873,77779,89268,167047,-,-,-,-,-,-,-,-,-,14951,12544,13975,26519,-,-,-,-,-,-,-,-,-,24281,19482,22648,42130,-,-,-,-,-,-,-,-,-,15988,13074,15952,29026,-,-,-,-,-,-,-,-,-,24987,21672,25517,47189,-,-,-,-,-,-,-,-,-,11666,11007,11176,22183,-,-,-,-,-,-,-,-,-
20040101,91883,77673,89281,166954,-,-,-,-,-,-,-,-,-,14932,12510,13945,26455,-,-,-,-,-,-,-,-,-,24305,19477,22674,42151,-,-,-,-,-,-,-,-,-,15960,13049,15922,28971,-,-,-,-,-,-,-,-,-,25024,21650,25559,47209,-,-,-,-,-,-,-,-,-,11662,10987,11181,22168,-,-,-,-,-,-,-,-,-
20040201,91974,77764,89365,167129,-,-,-,-,-,-,-,-,-,14927,12496,13944,26440,-,-,-,-,-,-,-,-,-,24345,19502,22682,42184,-,-,-,-,-,-,-,-,-,15980,13076,15924,29000,-,-,-,-,-,-,-,-,-,25017,21660,25574,47234,-,-,-,-,-,-,-,-,-,11705,11030,11241,22271,-,-,-,-,-,-,-,-,-
20040301,92174,77881,89447,167328,-,-,-,-,-,-,-,-,-,14938,12504,13950,26454,-,-,-,-,-,-,-,-,-,24449,19562,22724,42286,-,-,-,-,-,-,-,-,-,16008,13089,15906,28995,-,-,-,-,-,-,-,-,-,25054,21683,25613,47296,-,-,-,-,-,-,-,-,-,11725,11043,11254,22297,-,-,-,-,-,-,-,-,-
20040401,92866,78200,89860,168060,-,-,-,-,-,-,-,-,-,15161,12624,14123,26747,-,-,-,-,-,-,-,-,-,24576,19598,22783,42381,-,-,-,-,-,-,-,-,-,16049,13126,15879,29005,-,-,-,-,-,-,-,-,-,25364,21841,25839,47680,-,-,-,-,-,-,-,-,-,11716,11011,11236,22247,-,-,-,-,-,-,-,-,-
20040501,93625,78630,90305,168935,-,-,-,-,-,-,-,-,-,15475,12873,14320,27193,-,-,-,-,-,-,-,-,-,24702,19652,22812,42464,-,-,-,-,-,-,-,-,-,16118,13131,15907,29038,-,-,-,-,-,-,-,-,-,25582,21972,26019,47991,-,-,-,-,-,-,-,-,-,11748,11002,11247,22249,-,-,-,-,-,-,-,-,-
20040601,93908,78771,90472,169243,-,-,-,-,-,-,-,-,-,15605,12959,14403,27362,-,-,-,-,-,-,-,-,-,24774,19668,22873,42541,-,-,-,-,-,-,-,-,-,16142,13157,15894,29051,-,-,-,-,-,-,-,-,-,25623,21966,26053,48019,-,-,-,-,-,-,-,-,-,11764,11021,11249,22270,-,-,-,-,-,-,-,-,-
20040701,93991,78875,90504,169379,-,-,-,-,-,-,-,-,-,15625,12993,14395,27388,-,-,-,-,-,-,-,-,-,24816,19688,22904,42592,-,-,-,-,-,-,-,-,-,16126,13169,15885,29054,-,-,-,-,-,-,-,-,-,25619,21974,26052,48026,-,-,-,-,-,-,-,-,-,11805,11051,11268,22319,-,-,-,-,-,-,-,-,-
20040801,94108,78959,90569,169528,-,-,-,-,-,-,-,-,-,15647,13008,14388,27396,-,-,-,-,-,-,-,-,-,24832,19698,22901,42599,-,-,-,-,-,-,-,-,-,16170,13200,15920,29120,-,-,-,-,-,-,-,-,-,25634,21983,26063,48046,-,-,-,-,-,-,-,-,-,11825,11070,11297,22367,-,-,-,-,-,-,-,-,-
20040901,94540,79304,90877,170181,-,-,-,-,-,-,-,-,-,15693,13016,14412,27428,-,-,-,-,-,-,-,-,-,24855,19721,22876,42597,-,-,-,-,-,-,-,-,-,16181,13194,15917,29111,-,-,-,-,-,-,-,-,-,25707,22005,26117,48122,-,-,-,-,-,-,-,-,-,12104,11368,11555,22923,-,-,-,-,-,-,-,-,-
20041001,94699,79360,90963,170323,-,-,-,-,-,-,-,-,-,15716,13019,14416,27435,-,-,-,-,-,-,-,-,-,24909,19761,22942,42703,-,-,-,-,-,-,-,-,-,16200,13217,15885,29102,-,-,-,-,-,-,-,-,-,25729,21974,26141,48115,-,-,-,-,-,-,-,-,-,12145,11389,11579,22968,-,-,-,-,-,-,-,-,-
20041101,94885,79483,91121,170604,-,-,-,-,-,-,-,-,-,15775,13068,14459,27527,-,-,-,-,-,-,-,-,-,24998,19843,23012,42855,-,-,-,-,-,-,-,-,-,16212,13218,15900,29118,-,-,-,-,-,-,-,-,-,25713,21949,26135,48084,-,-,-,-,-,-,-,-,-,12187,11405,11615,23020,-,-,-,-,-,-,-,-,-
20041201,95120,79636,91302,170938,-,-,-,-,-,-,-,-,-,15908,13190,14566,27756,-,-,-,-,-,-,-,-,-,25028,19870,23030,42900,-,-,-,-,-,-,-,-,-,16234,13225,15916,29141,-,-,-,-,-,-,-,-,-,25738,21942,26161,48103,-,-,-,-,-,-,-,-,-,12212,11409,11629,23038,-,-,-,-,-,-,-,-,-
20050101,95223,79610,91361,170971,-,-,-,-,-,-,-,-,-,15979,13241,14604,27845,-,-,-,-,-,-,-,-,-,25118,19844,23122,42966,-,-,-,-,-,-,-,-,-,16192,13205,15870,29075,-,-,-,-,-,-,-,-,-,25749,21940,26150,48090,-,-,-,-,-,-,-,-,-,12185,11380,11615,22995,-,-,-,-,-,-,-,-,-
20050201,95415,79704,91499,171203,-,-,-,-,-,-,-,-,-,16019,13253,14624,27877,-,-,-,-,-,-,-,-,-,25164,19873,23146,43019,-,-,-,-,-,-,-,-,-,16201,13189,15882,29071,-,-,-,-,-,-,-,-,-,25787,21965,26188,48153,-,-,-,-,-,-,-,-,-,12244,11424,11659,23083,-,-,-,-,-,-,-,-,-
20050301,95617,79827,91634,171461,-,-,-,-,-,-,-,-,-,16052,13272,14634,27906,-,-,-,-,-,-,-,-,-,25196,19882,23168,43050,-,-,-,-,-,-,-,-,-,16210,13195,15876,29071,-,-,-,-,-,-,-,-,-,25796,21954,26194,48148,-,-,-,-,-,-,-,-,-,12363,11524,11762,23286,-,-,-,-,-,-,-,-,-
20050401,96331,80177,92060,172237,-,-,-,-,-,-,-,-,-,16269,13335,14782,28117,-,-,-,-,-,-,-,-,-,25305,19880,23168,43048,-,-,-,-,-,-,-,-,-,16193,13181,15839,29020,-,-,-,-,-,-,-,-,-,25763,21905,26158,48063,-,-,-,-,-,-,-,-,-,12801,11876,12113,23989,-,-,-,-,-,-,-,-,-
20050501,97157,80568,92585,173153,-,-,-,-,-,-,-,-,-,16464,13434,14892,28326,-,-,-,-,-,-,-,-,-,25406,19879,23245,43124,-,-,-,-,-,-,-,-,-,16241,13198,15839,29037,-,-,-,-,-,-,-,-,-,26001,21992,26334,48326,-,-,-,-,-,-,-,-,-,13045,12065,12275,24340,-,-,-,-,-,-,-,-,-
20050601,97398,80706,92714,173420,-,-,-,-,-,-,-,-,-,16514,13452,14907,28359,-,-,-,-,-,-,-,-,-,25469,19942,23259,43201,-,-,-,-,-,-,-,-,-,16247,13185,15850,29035,-,-,-,-,-,-,-,-,-,26067,22017,26371,48388,-,-,-,-,-,-,-,-,-,13101,12110,12327,24437,-,-,-,-,-,-,-,-,-
20050701,97697,80873,92952,173825,-,-,-,-,-,-,-,-,-,16574,13491,14951,28442,-,-,-,-,-,-,-,-,-,25521,19944,23309,43253,-,-,-,-,-,-,-,-,-,16259,13195,15838,29033,-,-,-,-,-,-,-,-,-,26175,22070,26482,48552,-,-,-,-,-,-,-,-,-,13168,12173,12372,24545,-,-,-,-,-,-,-,-,-
20050801,97909,81071,93184,174255,-,-,-,-,-,-,-,-,-,16569,13487,14927,28414,-,-,-,-,-,-,-,-,-,25517,19926,23337,43263,-,-,-,-,-,-,-,-,-,16255,13200,15858,29058,-,-,-,-,-,-,-,-,-,26324,22202,26609,48811,-,-,-,-,-,-,-,-,-,13244,12256,12453,24709,-,-,-,-,-,-,-,-,-
20050901,98170,81258,93370,174628,-,-,-,-,-,-,-,-,-,16626,13522,14930,28452,-,-,-,-,-,-,-,-,-,25562,19953,23387,43340,-,-,-,-,-,-,-,-,-,16238,13176,15840,29016,-,-,-,-,-,-,-,-,-,26357,22217,26620,48837,-,-,-,-,-,-,-,-,-,13387,12390,12593,24983,-,-,-,-,-,-,-,-,-
20051001,98584,81557,93610,175167,-,-,-,-,-,-,-,-,-,16687,13566,14949,28515,-,-,-,-,-,-,-,-,-,25586,19979,23369,43348,-,-,-,-,-,-,-,-,-,16257,13197,15846,29043,-,-,-,-,-,-,-,-,-,26425,22242,26682,48924,-,-,-,-,-,-,-,-,-,13629,12573,12764,25337,-,-,-,-,-,-,-,-,-
20051101,98850,81706,93761,175467,-,-,-,-,-,-,-,-,-,16699,13557,14939,28496,-,-,-,-,-,-,-,-,-,25664,20024,23402,43426,-,-,-,-,-,-,-,-,-,16256,13199,15831,29030,-,-,-,-,-,-,-,-,-,26506,22295,26758,49053,-,-,-,-,-,-,-,-,-,13725,12631,12831,25462,-,-,-,-,-,-,-,-,-
20051201,99199,82014,94106,176120,-,-,-,-,-,-,-,-,-,16728,13566,14975,28541,-,-,-,-,-,-,-,-,-,25718,20073,23455,43528,-,-,-,-,-,-,-,-,-,16264,13226,15828,29054,-,-,-,-,-,-,-,-,-,26553,22313,26833,49146,-,-,-,-,-,-,-,-,-,13936,12836,13015,25851,-,-,-,-,-,-,-,-,-
20060101,99608,82312,94469,176781,-,-,-,-,-,-,-,-,-,16766,13598,14986,28584,-,-,-,-,-,-,-,-,-,25676,20042,23425,43467,-,-,-,-,-,-,-,-,-,16244,13206,15796,29002,-,-,-,-,-,-,-,-,-,26852,22523,27133,49656,-,-,-,-,-,-,-,-,-,14070,12943,13129,26072,-,-,-,-,-,-,-,-,-
20060201,100030,82740,94861,177601,-,-,-,-,-,-,-,-,-,16824,13654,15043,28697,-,-,-,-,-,-,-,-,-,25679,20062,23430,43492,-,-,-,-,-,-,-,-,-,16229,13204,15772,28976,-,-,-,-,-,-,-,-,-,27025,22647,27288,49935,-,-,-,-,-,-,-,-,-,14273,13173,13328,26501,-,-,-,-,-,-,-,-,-
20060301,100577,83148,95292,178440,-,-,-,-,-,-,-,-,-,16870,13653,15050,28703,-,-,-,-,-,-,-,-,-,25707,20062,23415,43477,-,-,-,-,-,-,-,-,-,16241,13194,15771,28965,-,-,-,-,-,-,-,-,-,27217,22789,27447,50236,-,-,-,-,-,-,-,-,-,14542,13450,13609,27059,-,-,-,-,-,-,-,-,-
20060401,102203,84374,96591,180965,-,-,-,-,-,-,-,-,-,17047,13731,15171,28902,-,-,-,-,-,-,-,-,-,25977,20203,23533,43736,-,-,-,-,-,-,-,-,-,16330,13219,15824,29043,-,-,-,-,-,-,-,-,-,27532,23029,27676,50705,-,-,-,-,-,-,-,-,-,15317,14192,14387,28579,-,-,-,-,-,-,-,-,-
20060501,103091,84927,97153,182080,-,-,-,-,-,-,-,-,-,17204,13828,15212,29040,-,-,-,-,-,-,-,-,-,26107,20252,23623,43875,-,-,-,-,-,-,-,-,-,16480,13317,15922,29239,-,-,-,-,-,-,-,-,-,27781,23158,27830,50988,-,-,-,-,-,-,-,-,-,15519,14372,14566,28938,-,-,-,-,-,-,-,-,-
20060601,103539,85330,97427,182757,-,-,-,-,-,-,-,-,-,17276,13894,15236,29130,-,-,-,-,-,-,-,-,-,26156,20332,23603,43935,-,-,-,-,-,-,-,-,-,16465,13310,15886,29196,-,-,-,-,-,-,-,-,-,27933,23254,27978,51232,-,-,-,-,-,-,-,-,-,15709,14540,14724,29264,-,-,-,-,-,-,-,-,-
20060701,103686,85405,97543,182948,-,-,-,-,-,-,-,-,-,17286,13880,15228,29108,-,-,-,-,-,-,-,-,-,26201,20358,23616,43974,-,-,-,-,-,-,-,-,-,16444,13300,15846,29146,-,-,-,-,-,-,-,-,-,27945,23231,28017,51248,-,-,-,-,-,-,-,-,-,15810,14636,14836,29472,-,-,-,-,-,-,-,-,-
20060801,103823,85478,97700,183178,-,-,-,-,-,-,-,-,-,17288,13851,15234,29085,-,-,-,-,-,-,-,-,-,26246,20379,23667,44046,-,-,-,-,-,-,-,-,-,16433,13298,15835,29133,-,-,-,-,-,-,-,-,-,27988,23261,28052,51313,-,-,-,-,-,-,-,-,-,15868,14689,14912,29601,-,-,-,-,-,-,-,-,-
20060901,104308,85841,98099,183940,-,-,-,-,-,-,-,-,-,17320,13850,15232,29082,-,-,-,-,-,-,-,-,-,26326,20432,23772,44204,-,-,-,-,-,-,-,-,-,16428,13265,15806,29071,-,-,-,-,-,-,-,-,-,28003,23239,28086,51325,-,-,-,-,-,-,-,-,-,16231,15055,15203,30258,-,-,-,-,-,-,-,-,-
20061001,104523,86035,98301,184336,-,-,-,-,-,-,-,-,-,17349,13870,15217,29087,-,-,-,-,-,-,-,-,-,26381,20467,23824,44291,-,-,-,-,-,-,-,-,-,16420,13272,15793,29065,-,-,-,-,-,-,-,-,-,28028,23272,28134,51406,-,-,-,-,-,-,-,-,-,16345,15154,15333,30487,-,-,-,-,-,-,-,-,-
20061101,104788,86258,98438,184696,-,-,-,-,-,-,-,-,-,17374,13883,15221,29104,-,-,-,-,-,-,-,-,-,26442,20535,23832,44367,-,-,-,-,-,-,-,-,-,16433,13274,15784,29058,-,-,-,-,-,-,-,-,-,28099,23332,28163,51495,-,-,-,-,-,-,-,-,-,16440,15234,15438,30672,-,-,-,-,-,-,-,-,-
20061201,105126,86484,98785,185269,-,-,-,-,-,-,-,-,-,17651,14105,15474,29579,-,-,-,-,-,-,-,-,-,26453,20547,23820,44367,-,-,-,-,-,-,-,-,-,16416,13268,15783,29051,-,-,-,-,-,-,-,-,-,28084,23296,28192,51488,-,-,-,-,-,-,-,-,-,16522,15268,15516,30784,-,-,-,-,-,-,-,-,-
20070101,105372,86615,98995,185610,-,-,-,-,-,-,-,-,-,17772,14188,15582,29770,-,-,-,-,-,-,-,-,-,26513,20536,23877,44413,-,-,-,-,-,-,-,-,-,16367,13230,15725,28955,-,-,-,-,-,-,-,-,-,28093,23318,28211,51529,-,-,-,-,-,-,-,-,-,16627,15343,15600,30943,-,-,-,-,-,-,-,-,-
20070201,106495,87672,100002,187674,-,-,-,-,-,-,-,-,-,17878,14238,15648,29886,-,-,-,-,-,-,-,-,-,26580,20587,23925,44512,-,-,-,-,-,-,-,-,-,16393,13245,15728,28973,-,-,-,-,-,-,-,-,-,28063,23266,28221,51487,-,-,-,-,-,-,-,-,-,17581,16336,16480,32816,-,-,-,-,-,-,-,-,-
20070301,106875,88003,100312,188315,-,-,-,-,-,-,-,-,-,17938,14283,15677,29960,-,-,-,-,-,-,-,-,-,26612,20616,23953,44569,-,-,-,-,-,-,-,-,-,16388,13250,15709,28959,-,-,-,-,-,-,-,-,-,28103,23261,28244,51505,-,-,-,-,-,-,-,-,-,17834,16593,16729,33322,-,-,-,-,-,-,-,-,-
20070401,107795,88656,100880,189536,-,-,-,-,-,-,-,-,-,18079,14351,15746,30097,-,-,-,-,-,-,-,-,-,26779,20680,24046,44726,-,-,-,-,-,-,-,-,-,16414,13275,15689,28964,-,-,-,-,-,-,-,-,-,28145,23235,28195,51430,-,-,-,-,-,-,-,-,-,18378,17115,17204,34319,-,-,-,-,-,-,-,-,-
20070501,108906,89515,101865,191380,-,-,-,-,-,-,-,-,-,18144,14368,15751,30119,-,-,-,-,-,-,-,-,-,26754,20579,24065,44644,-,-,-,-,-,-,-,-,-,16462,13321,15724,29045,-,-,-,-,-,-,-,-,-,28253,23259,28231,51490,-,-,-,-,-,-,-,-,-,19293,17988,18094,36082,-,-,-,-,-,-,-,-,-
20070601,109626,90079,102434,192513,-,-,-,-,-,-,-,-,-,18209,14389,15789,30178,-,-,-,-,-,-,-,-,-,26810,20603,24062,44665,-,-,-,-,-,-,-,-,-,16495,13320,15756,29076,-,-,-,-,-,-,-,-,-,28277,23268,28245,51513,-,-,-,-,-,-,-,-,-,19835,18499,18582,37081,-,-,-,-,-,-,-,-,-
