年月日[西暦],港区総数日本人世帯数[世帯],港区総数日本人人口男[人],港区総数日本人人口女[人],港区総数日本人人口計[人],港区総数外国人世帯数[世帯],港区総数外国人人口男[人],港区総数外国人人口女[人],港区総数外国人人口計[人],港区総数複数国籍世帯数[世帯],港区総数合計世帯数[世帯],港区総数合計人口男[人],港区総数合計人口女[人],港区総数合計人口計[人],芝地区総合支所管内日本人世帯数[世帯],芝地区総合支所管内日本人人口男[人],芝地区総合支所管内日本人人口女[人],芝地区総合支所管内日本人人口計[人],芝地区総合支所管内外国人世帯数[世帯],芝地区総合支所管内外国人人口男[人],芝地区総合支所管内外国人人口女[人],芝地区総合支所管内外国人人口計[人],芝地区総合支所管内複数国籍世帯数[世帯],芝地区総合支所管内合計世帯数[世帯],芝地区総合支所管内合計人口男[人],芝地区総合支所管内合計人口女[人],芝地区総合支所管内合計人口計[人],麻布地区総合支所管内日本人世帯数[世帯],麻布地区総合支所管内日本人人口男[人],麻布地区総合支所管内日本人人口女[人],麻布地区総合支所管内日本人人口計[人],麻布地区総合支所管内外国人世帯数[世帯],麻布地区総合支所管内外国人人口男[人],麻布地区総合支所管内外国人人口女[人],麻布地区総合支所管内外国人人口計[人],麻布地区総合支所管内複数国籍世帯数[世帯],麻布地区総合支所管内合計世帯数[世帯],麻布地区総合支所管内合計人口男[人],麻布地区総合支所管内合計人口女[人],麻布地区総合支所管内合計人口計[人],赤坂地区総合支所管内日本人世帯数[世帯],赤坂地区総合支所管内日本人人口男[人],赤坂地区総合支所管内日本人人口女[人],赤坂地区総合支所管内日本人人口計[人],赤坂地区総合支所管内外国人世帯数[世帯],赤坂地区総合支所管内外国人人口男[人],赤坂地区総合支所管内外国人人口女[人],赤坂地区総合支所管内外国人人口計[人],赤坂地区総合支所管内複数国籍世帯数[世帯],赤坂地区総合支所管内合計世帯数[世帯],赤坂地区総合支所管内合計人口男[人],赤坂地区総合支所管内合計人口女[人],赤坂地区総合支所管内合計人口計[人],高輪地区総合支所管内日本人世帯数[世帯],高輪地区総合支所管内日本人人口男[人],高輪地区総合支所管内日本人人口女[人],高輪地区総合支所管内日本人人口計[人],高輪地区総合支所管内外国人世帯数[世帯],高輪地区総合支所管内外国人人口男[人],高輪地区総合支所管内外国人人口女[人],高輪地区総合支所管内外国人人口計[人],高輪地区総合支所管内複数国籍世帯数[世帯],高輪地区総合支所管内合計世帯数[世帯],高輪地区総合支所管内合計人口男[人],高輪地区総合支所管内合計人口女[人],高輪地区総合支所管内合計人口計[人],芝浦港南地区総合支所管内日本人世帯数[世帯],芝浦港南地区総合支所管内日本人人口男[人],芝浦港南地区総合支所管内日本人人口女[人],芝浦港南地区総合支所管内日本人人口計[人],芝浦港南地区総合支所管内外国人世帯数[世帯],芝浦港南地区総合支所管内外国人人口男[人],芝浦港南地区総合支所管内外国人人口女[人],芝浦港南地区総合支所管内外国人人口計[人],芝浦港南地区総合支所管内複数国籍世帯[世帯],芝浦港南地区総合支所管内合計世帯数[世帯],芝浦港南地区総合支所管内合計人口男[人],芝浦港南地区総合支所管内合計人口女[人],芝浦港南地区総合支所管内合計人口計[人]
20130101,119175,99457,113228,212685,-,9988,8865,18853,-,-,109445,122093,231538,20913,16605,18042,34647,-,1475,1187,2662,-,-,18080,19229,37309,27651,21560,24959,46519,-,3790,3426,7216,-,-,25350,28385,53735,17559,14384,17103,31487,-,1697,1522,3219,-,-,16081,18625,34706,29039,23773,29606,53379,-,1445,1324,2769,-,-,25218,30930,56148,24013,23135,23518,46653,-,1581,1406,2987,-,-,24716,24924,49640
20130201,119375,99639,113492,213131,-,10068,8908,18976,-,-,109707,122400,232107,20933,16617,18076,34693,-,1488,1197,2685,-,-,18105,19273,37378,27711,21616,25014,46630,-,3819,3425,7244,-,-,25435,28439,53874,17589,14423,17143,31566,-,1718,1540,3258,-,-,16141,18683,34824,29094,23807,29698,53505,-,1448,1342,2790,-,-,25255,31040,56295,24048,23176,23561,46737,-,1595,1404,2999,-,-,24771,24965,49736
20130301,119556,99860,113693,213553,-,9864,8761,18625,-,-,109724,122454,232178,20969,16661,18097,34758,-,1476,1183,2659,-,-,18137,19280,37417,27789,21686,25083,46769,-,3727,3353,7080,-,-,25413,28436,53849,17593,14436,17131,31567,-,1679,1514,3193,-,-,16115,18645,34760,29134,23854,29759,53613,-,1420,1320,2740,-,-,25274,31079,56353,24071,23223,23623,46846,-,1562,1391,2953,-,-,24785,25014,49799
20130401,120167,100138,114000,214138,-,9868,8780,18648,-,-,110006,122780,232786,21057,16655,18135,34790,-,1489,1173,2662,-,-,18144,19308,37452,28030,21823,25225,47048,-,3751,3375,7126,-,-,25574,28600,54174,17632,14440,17104,31544,-,1679,1516,3195,-,-,16119,18620,34739,29375,24025,29895,53920,-,1396,1321,2717,-,-,25421,31216,56637,24073,23195,23641,46836,-,1553,1395,2948,-,-,24748,25036,49784
20130501,120620,100462,114279,214741,-,9932,8805,18737,-,-,110394,123084,233478,21185,16719,18214,34933,-,1506,1177,2683,-,-,18225,19391,37616,28090,21875,25230,47105,-,3757,3382,7139,-,-,25632,28612,54244,17727,14522,17184,31706,-,1674,1516,3190,-,-,16196,18700,34896,29498,24136,29986,54122,-,1420,1336,2756,-,-,25556,31322,56878,24120,23210,23665,46875,-,1575,1394,2969,-,-,24785,25059,49844
20130601,120895,100719,114553,215272,-,9917,8796,18713,-,-,110636,123349,233985,21216,16760,18236,34996,-,1495,1173,2668,-,-,18255,19409,37664,28153,21924,25312,47236,-,3774,3395,7169,-,-,25698,28707,54405,17849,14602,17319,31921,-,1675,1510,3185,-,-,16277,18829,35106,29547,24218,29977,54195,-,1407,1328,2735,-,-,25625,31305,56930,24130,23215,23709,46924,-,1566,1390,2956,-,-,24781,25099,49880
20130701,120986,100816,114690,215506,-,9716,8595,18311,-,-,110532,123285,233817,21240,16788,18264,35052,-,1458,1145,2603,-,-,18246,19409,37655,28181,21933,25325,47258,-,3683,3288,6971,-,-,25616,28613,54229,17861,14620,17344,31964,-,1657,1490,3147,-,-,16277,18834,35111,29590,24258,30044,54302,-,1373,1294,2667,-,-,25631,31338,56969,24114,23217,23713,46930,-,1545,1378,2923,-,-,24762,25091,49853
20130801,121113,100915,114845,215760,-,9645,8525,18170,-,-,110560,123370,233930,21213,16753,18266,35019,-,1472,1144,2616,-,-,18225,19410,37635,28217,21968,25348,47316,-,3646,3286,6932,-,-,25614,28634,54248,17859,14630,17338,31968,-,1630,1465,3095,-,-,16260,18803,35063,29659,24311,30104,54415,-,1390,1291,2681,-,-,25701,31395,57096,24165,23253,23789,47042,-,1507,1339,2846,-,-,24760,25128,49888
20130901,121218,101014,114942,215956,-,9646,8512,18158,-,-,110660,123454,234114,21240,16761,18275,35036,-,1482,1136,2618,-,-,18243,19411,37654,28247,21994,25417,47411,-,3655,3305,6960,-,-,25649,28722,54371,17885,14639,17350,31989,-,1638,1446,3084,-,-,16277,18796,35073,29673,24334,30105,54439,-,1383,1274,2657,-,-,25717,31379,57096,24173,23286,23795,47081,-,1488,1351,2839,-,-,24774,25146,49920
20131001,121332,101114,115170,216284,-,9624,8507,18131,-,-,110738,123677,234415,21259,16768,18301,35069,-,1489,1145,2634,-,-,18257,19446,37703,28331,22066,25495,47561,-,3664,3289,6953,-,-,25730,28784,54514,17919,14674,17425,32099,-,1635,1459,3094,-,-,16309,18884,35193,29682,24321,30141,54462,-,1370,1266,2636,-,-,25691,31407,57098,24141,23285,23808,47093,-,1466,1348,2814,-,-,24751,25156,49907
20131101,121536,101277,115405,216682,-,9702,8554,18256,-,-,110979,123959,234938,21243,16749,18321,35070,-,1496,1141,2637,-,-,18245,19462,37707,28453,22137,25586,47723,-,3690,3290,6980,-,-,25827,28876,54703,17992,14749,17470,32219,-,1636,1465,3101,-,-,16385,18935,35320,29708,24332,30177,54509,-,1394,1292,2686,-,-,25726,31469,57195,24140,23310,23851,47161,-,1486,1366,2852,-,-,24796,25217,50013
20131201,121666,101493,115633,217126,-,9715,8611,18326,-,-,111208,124244,235452,21241,16765,18328,35093,-,1500,1142,2642,-,-,18265,19470,37735,28645,22345,25826,48171,-,3697,3325,7022,-,-,26042,29151,55193,17994,14752,17477,32229,-,1644,1470,3114,-,-,16396,18947,35343,29665,24328,30136,54464,-,1393,1296,2689,-,-,25721,31432,57153,24121,23303,23866,47169,-,1481,1378,2859,-,-,24784,25244,50028
20140101,121684,101568,115665,217233,-,9570,8534,18104,-,-,111138,124199,235337,21256,16773,18330,35103,-,1478,1144,2622,-,-,18251,19474,37725,28721,22425,25886,48311,-,3620,3259,6879,-,-,26045,29145,55190,17995,14758,17452,32210,-,1619,1467,3086,-,-,16377,18919,35296,29623,24318,30133,54451,-,1382,1291,2673,-,-,25700,31424,57124,24089,23294,23864,47158,-,1471,1373,2844,-,-,24765,25237,50002
20140201,121832,101784,115896,217680,-,9659,8625,18284,-,-,111443,124521,235964,21298,16831,18354,35185,-,1470,1153,2623,-,-,18301,19507,37808,28761,22524,25928,48452,-,3693,3322,7015,-,-,26217,29250,55467,18021,14765,17511,32276,-,1623,1460,3083,-,-,16388,18971,35359,29654,24336,30201,54537,-,1378,1300,2678,-,-,25714,31501,57215,24098,23328,23902,47230,-,1495,1390,2885,-,-,24823,25292,50115
20140301,122069,101969,116156,218125,-,9739,8667,18406,-,-,111708,124823,236531,21348,16852,18376,35228,-,1478,1154,2632,-,-,18330,19530,37860,28862,22621,26058,48679,-,3730,3346,7076,-,-,26351,29404,55755,18104,14830,17585,32415,-,1641,1463,3104,-,-,16471,19048,35519,29676,24333,30233,54566,-,1383,1312,2695,-,-,25716,31545,57261,24079,23333,23904,47237,-,1507,1392,2899,-,-,24840,25296,50136
20140401,122722,102239,116464,218703,-,9772,8670,18442,-,-,112011,125134,237145,21544,16890,18445,35335,-,1481,1159,2640,-,-,18371,19604,37975,29134,22781,26247,49028,-,3770,3344,7114,-,-,26551,29591,56142,18142,14839,17592,32431,-,1652,1465,3117,-,-,16491,19057,35548,29827,24449,30313,54762,-,1380,1300,2680,-,-,25829,31613,57442,24075,23280,23867,47147,-,1489,1402,2891,-,-,24769,25269,50038
20140501,123085,102461,116768,219229,-,9855,8719,18574,-,-,112316,125487,237803,21622,16905,18463,35368,-,1485,1154,2639,-,-,18390,19617,38007,29183,22781,26313,49094,-,3813,3350,7163,-,-,26594,29663,56257,18217,14884,17667,32551,-,1636,1459,3095,-,-,16520,19126,35646,29934,24539,30418,54957,-,1418,1326,2744,-,-,25957,31744,57701,24129,23352,23907,47259,-,1503,1430,2933,-,-,24855,25337,50192
20140601,123339,102619,117029,219648,-,9850,8729,18579,-,-,112469,125758,238227,21711,16939,18538,35477,-,1467,1154,2621,-,-,18406,19692,38098,29289,22835,26396,49231,-,3819,3365,7184,-,-,26654,29761,56415,18236,14907,17692,32599,-,1624,1441,3065,-,-,16531,19133,35664,29974,24558,30471,55029,-,1422,1330,2752,-,-,25980,31801,57781,24129,23380,23932,47312,-,1518,1439,2957,-,-,24898,25371,50269
20140701,123478,102833,117245,220078,-,9798,8640,18438,-,-,112631,125885,238516,21754,16962,18602,35564,-,1469,1160,2629,-,-,18431,19762,38193,29331,22904,26430,49334,-,3760,3295,7055,-,-,26664,29725,56389,18265,14952,17737,32689,-,1634,1450,3084,-,-,16586,19187,35773,29965,24581,30482,55063,-,1422,1315,2737,-,-,26003,31797,57800,24163,23434,23994,47428,-,1513,1420,2933,-,-,24947,25414,50361
20140801,123467,102888,117329,220217,-,9742,8628,18370,-,-,112630,125957,238587,21794,16998,18623,35621,-,1474,1149,2623,-,-,18472,19772,38244,29329,22903,26463,49366,-,3733,3289,7022,-,-,26636,29752,56388,18220,14922,17721,32643,-,1626,1452,3078,-,-,16548,19173,35721,29963,24593,30506,55099,-,1411,1326,2737,-,-,26004,31832,57836,24161,23472,24016,47488,-,1498,1412,2910,-,-,24970,25428,50398
20140901,123521,102952,117456,220408,-,9807,8657,18464,-,-,112759,126113,238872,21802,16992,18640,35632,-,1475,1149,2624,-,-,18467,19789,38256,29351,22958,26529,49487,-,3779,3336,7115,-,-,26737,29865,56602,18214,14915,17723,32638,-,1631,1450,3081,-,-,16546,19173,35719,29981,24597,30536,55133,-,1420,1312,2732,-,-,26017,31848,57865,24173,23490,24028,47518,-,1502,1410,2912,-,-,24992,25438,50430
20141001,123673,103178,117641,220819,-,9874,8696,18570,-,-,113052,126337,239389,21852,17055,18649,35704,-,1506,1157,2663,-,-,18561,19806,38367,29439,23034,26670,49704,-,3803,3361,7164,-,-,26837,30031,56868,18197,14889,17697,32586,-,1633,1438,3071,-,-,16522,19135,35657,29984,24641,30556,55197,-,1430,1323,2753,-,-,26071,31879,57950,24201,23559,24069,47628,-,1502,1417,2919,-,-,25061,25486,50547
20141101,123899,103470,117928,221398,-,9931,8772,18703,-,-,113401,126700,240101,21890,17079,18702,35781,-,1515,1161,2676,-,-,18594,19863,38457,29477,23106,26730,49836,-,3805,3402,7207,-,-,26911,30132,57043,18205,14913,17715,32628,-,1639,1436,3075,-,-,16552,19151,35703,30042,24724,30620,55344,-,1439,1331,2770,-,-,26163,31951,58114,24285,23648,24161,47809,-,1533,1442,2975,-,-,25181,25603,50784
20141201,124015,103663,118126,221789,-,9963,8754,18717,-,-,113626,126880,240506,21852,17054,18693,35747,-,1517,1166,2683,-,-,18571,19859,38430,29452,23127,26702,49829,-,3820,3411,7231,-,-,26947,30113,57060,18222,14934,17735,32669,-,1634,1428,3062,-,-,16568,19163,35731,30024,24724,30623,55347,-,1445,1315,2760,-,-,26169,31938,58107,24465,23824,24373,48197,-,1547,1434,2981,-,-,25371,25807,51178
20150101,124171,103853,118312,222165,-,9790,8630,18420,-,-,113643,126942,240585,21915,17090,18769,35859,-,1511,1169,2680,-,-,18601,19938,38539,29479,23199,26703,49902,-,3719,3335,7054,-,-,26918,30038,56956,18157,14886,17687,32573,-,1627,1411,3038,-,-,16513,19098,35611,30049,24749,30659,55408,-,1411,1300,2711,-,-,26160,31959,58119,24571,23929,24494,48423,-,1522,1415,2937,-,-,25451,25909,51360
20150201,124282,104010,118541,222551,-,9837,8698,18535,-,-,113847,127239,241086,21938,17132,18772,35904,-,1515,1184,2699,-,-,18647,19956,38603,29511,23235,26764,49999,-,3770,3367,7137,-,-,27005,30131,57136,18145,14883,17708,32591,-,1627,1413,3040,-,-,16510,19121,35631,30065,24770,30702,55472,-,1399,1308,2707,-,-,26169,32010,58179,24623,23990,24595,48585,-,1526,1426,2952,-,-,25516,26021,51537
20150301,124454,104162,118745,222907,-,9895,8713,18608,-,-,114057,127458,241515,22000,17192,18888,36080,-,1530,1201,2731,-,-,18722,20089,38811,29526,23294,26778,50072,-,3811,3381,7192,-,-,27105,30159,57264,18139,14874,17699,32573,-,1634,1416,3050,-,-,16508,19115,35623,30061,24760,30658,55418,-,1386,1302,2688,-,-,26146,31960,58106,24728,24042,24722,48764,-,1534,1413,2947,-,-,25576,26135,51711
20150401,125179,104400,119106,223506,-,9938,8770,18708,-,-,114338,127876,242214,22137,17160,18959,36119,-,1560,1223,2783,-,-,18720,20182,38902,29693,23360,26899,50259,-,3839,3401,7240,-,-,27199,30300,57499,18216,14919,17713,32632,-,1643,1435,3078,-,-,16562,19148,35710,30315,24937,30786,55723,-,1371,1296,2667,-,-,26308,32082,58390,24818,24024,24749,48773,-,1525,1415,2940,-,-,25549,26164,51713
20150501,125567,104626,119410,224036,-,10000,8834,18834,-,-,114626,128244,242870,22240,17217,19017,36234,-,1575,1224,2799,-,-,18792,20241,39033,29773,23391,26989,50380,-,3850,3423,7273,-,-,27241,30412,57653,18254,14949,17748,32697,-,1661,1460,3121,-,-,16610,19208,35818,30380,24981,30803,55784,-,1375,1295,2670,-,-,26356,32098,58454,24920,24088,24853,48941,-,1539,1432,2971,-,-,25627,26285,51912
20150601,125674,104666,119499,224165,-,10072,8837,18909,-,-,114738,128336,243074,22276,17211,19043,36254,-,1595,1232,2827,-,-,18806,20275,39081,29753,23372,26959,50331,-,3851,3410,7261,-,-,27223,30369,57592,18283,14957,17793,32750,-,1657,1452,3109,-,-,16614,19245,35859,30365,24971,30803,55774,-,1398,1301,2699,-,-,26369,32104,58473,24997,24155,24901,49056,-,1571,1442,3013,-,-,25726,26343,52069
20150701,125721,104764,119664,224428,-,9966,8700,18666,-,-,114730,128364,243094,22325,17238,19104,36342,-,1597,1219,2816,-,-,18835,20323,39158,29742,23387,26982,50369,-,3761,3308,7069,-,-,27148,30290,57438,18326,15002,17842,32844,-,1627,1442,3069,-,-,16629,19284,35913,30327,24933,30809,55742,-,1389,1280,2669,-,-,26322,32089,58411,25001,24204,24927,49131,-,1592,1451,3043,-,-,25796,26378,52174
20150801,125737,104970,119754,224724,-,9954,8680,18634,-,-,114924,128434,243358,22357,17291,19133,36424,-,1589,1226,2815,-,-,18880,20359,39239,29682,23389,26974,50363,-,3753,3301,7054,-,-,27142,30275,57417,18317,15027,17829,32856,-,1621,1415,3036,-,-,16648,19244,35892,30335,24994,30862,55856,-,1394,1282,2676,-,-,26388,32144,58532,25046,24269,24956,49225,-,1597,1456,3053,-,-,25866,26412,52278
20150901,125751,105035,119910,224945,-,9970,8738,18708,-,-,115005,128648,243653,22366,17271,19156,36427,-,1585,1239,2824,-,-,18856,20395,39251,29654,23411,26977,50388,-,3834,3391,7225,-,-,27245,30368,57613,18308,15016,17800,32816,-,1596,1389,2985,-,-,16612,19189,35801,30460,25110,31021,56131,-,1375,1276,2651,-,-,26485,32297,58782,24963,24227,24956,49183,-,1580,1443,3023,-,-,25807,26399,52206
20151001,125848,105111,120006,225117,-,10008,8779,18787,-,-,115119,128785,243904,22397,17289,19182,36471,-,1591,1259,2850,-,-,18880,20441,39321,29689,23439,27013,50452,-,3837,3399,7236,-,-,27276,30412,57688,18308,15010,17794,32804,-,1601,1393,2994,-,-,16611,19187,35798,30475,25155,31044,56199,-,1410,1299,2709,-,-,26565,32343,58908,24979,24218,24973,49191,-,1569,1429,2998,-,-,25787,26402,52189
20151101,125880,105075,120222,225297,-,10051,8789,18840,-,-,115126,129011,244137,22425,17285,19230,36515,-,1582,1249,2831,-,-,18867,20479,39346,29717,23455,27084,50539,-,3842,3397,7239,-,-,27297,30481,57778,18310,15008,17795,32803,-,1628,1400,3028,-,-,16636,19195,35831,30523,25175,31105,56280,-,1414,1306,2720,-,-,26589,32411,59000,24905,24152,25008,49160,-,1585,1437,3022,-,-,25737,26445,52182
20151201,125929,105125,120288,225413,-,10050,8768,18818,-,-,115175,129056,244231,22426,17291,19227,36518,-,1571,1234,2805,-,-,18862,20461,39323,29690,23430,27108,50538,-,3858,3395,7253,-,-,27288,30503,57791,18327,15002,17802,32804,-,1627,1388,3015,-,-,16629,19190,35819,30551,25191,31115,56306,-,1399,1297,2696,-,-,26590,32412,59002,24935,24211,25036,49247,-,1595,1454,3049,-,-,25806,26490,52296
20160101,125903,105157,120334,225491,-,9835,8651,18486,-,-,114992,128985,243977,22428,17305,19245,36550,-,1563,1205,2768,-,-,18868,20450,39318,29649,23440,27104,50544,-,3736,3356,7092,-,-,27176,30460,57636,18331,14985,17784,32769,-,1591,1363,2954,-,-,16576,19147,35723,30575,25189,31140,56329,-,1367,1285,2652,-,-,26556,32425,58981,24920,24238,25061,49299,-,1578,1442,3020,-,-,25816,26503,52319
20160201,126033,105304,120546,225850,-,10037,8791,18828,-,-,115341,129337,244678,22448,17302,19264,36566,-,1579,1225,2804,-,-,18881,20489,39370,29668,23469,27153,50622,-,3809,3386,7195,-,-,27278,30539,57817,18386,15020,17859,32879,-,1590,1379,2969,-,-,16610,19238,35848,30619,25247,31178,56425,-,1394,1304,2698,-,-,26641,32482,59123,24912,24266,25092,49358,-,1665,1497,3162,-,-,25931,26589,52520
20160301,126409,105739,120949,226688,-,10047,8844,18891,-,-,115786,129793,245579,22498,17298,19282,36580,-,1578,1239,2817,-,-,18876,20521,39397,29740,23528,27214,50742,-,3803,3398,7201,-,-,27331,30612,57943,18360,15013,17841,32854,-,1591,1375,2966,-,-,16604,19216,35820,30593,25244,31195,56439,-,1394,1302,2696,-,-,26638,32497,59135,25218,24656,25417,50073,-,1681,1530,3211,-,-,26337,26947,53284
20160401,127369,106217,121498,227715,-,10079,8870,18949,-,-,116296,130368,246664,22704,17356,19386,36742,-,1592,1254,2846,-,-,18948,20640,39588,30001,23661,27418,51079,-,3811,3406,7217,-,-,27472,30824,58296,18429,15056,17819,32875,-,1600,1375,2975,-,-,16656,19194,35850,30842,25398,31291,56689,-,1385,1293,2678,-,-,26783,32584,59367,25393,24746,25584,50330,-,1691,1542,3233,-,-,26437,27126,53563
20160501,127744,106415,121774,228189,-,10155,8967,19122,-,-,116570,130741,247311,22843,17451,19464,36915,-,1615,1270,2885,-,-,19066,20734,39800,30017,23653,27430,51083,-,3826,3405,7231,-,-,27479,30835,58314,18441,15076,17817,32893,-,1602,1380,2982,-,-,16678,19197,35875,30931,25399,31322,56721,-,1414,1334,2748,-,-,26813,32656,59469,25512,24836,25741,50577,-,1698,1578,3276,-,-,26534,27319,53853
20160601,127868,106537,121984,228521,-,10192,9011,19203,-,-,116729,130995,247724,22868,17458,19486,36944,-,1630,1286,2916,-,-,19088,20772,39860,30036,23685,27472,51157,-,3865,3391,7256,-,-,27550,30863,58413,18430,15092,17824,32916,-,1596,1388,2984,-,-,16688,19212,35900,30998,25452,31410,56862,-,1406,1348,2754,-,-,26858,32758,59616,25536,24850,25792,50642,-,1695,1598,3293,-,-,26545,27390,53935
20160701,127915,106653,122122,228775,-,10090,8880,18970,-,-,116743,131002,247745,22834,17457,19475,36932,-,1599,1272,2871,-,-,19056,20747,39803,30042,23706,27483,51189,-,3796,3301,7097,-,-,27502,30784,58286,18425,15109,17818,32927,-,1571,1374,2945,-,-,16680,19192,35872,31050,25494,31496,56990,-,1413,1323,2736,-,-,26907,32819,59726,25564,24887,25850,50737,-,1711,1610,3321,-,-,26598,27460,54058
20160801,127923,106693,122247,228940,-,9989,8789,18778,-,-,116682,131036,247718,22790,17439,19430,36869,-,1589,1265,2854,-,-,19028,20695,39723,30050,23680,27553,51233,-,3768,3279,7047,-,-,27448,30832,58280,18418,15120,17839,32959,-,1579,1365,2944,-,-,16699,19204,35903,31085,25507,31543,57050,-,1402,1315,2717,-,-,26909,32858,59767,25580,24947,25882,50829,-,1651,1565,3216,-,-,26598,27447,54045
20160901,128065,106805,122359,229164,-,10066,8925,18991,-,-,116871,131284,248155,22810,17449,19438,36887,-,1576,1290,2866,-,-,19025,20728,39753,30089,23723,27593,51316,-,3849,3360,7209,-,-,27572,30953,58525,18444,15161,17869,33030,-,1595,1377,2972,-,-,16756,19246,36002,31114,25502,31558,57060,-,1384,1312,2696,-,-,26886,32870,59756,25608,24970,25901,50871,-,1662,1586,3248,-,-,26632,27487,54119
20161001,128108,106969,122467,229436,-,10127,9022,19149,-,-,117096,131489,248585,22844,17500,19461,36961,-,1570,1301,2871,-,-,19070,20762,39832,30102,23753,27613,51366,-,3890,3404,7294,-,-,27643,31017,58660,18413,15181,17884,33065,-,1603,1391,2994,-,-,16784,19275,36059,31154,25540,31604,57144,-,1410,1340,2750,-,-,26950,32944,59894,25595,24995,25905,50900,-,1654,1586,3240,-,-,26649,27491,54140
20161101,128180,107069,122564,229633,-,10124,9067,19191,-,-,117193,131631,248824,22879,17535,19485,37020,-,1568,1296,2864,-,-,19103,20781,39884,30081,23757,27582,51339,-,3885,3441,7326,-,-,27642,31023,58665,18430,15223,17901,33124,-,1604,1388,2992,-,-,16827,19289,36116,31184,25537,31649,57186,-,1390,1332,2722,-,-,26927,32981,59908,25606,25017,25947,50964,-,1677,1610,3287,-,-,26694,27557,54251
20161201,128261,107217,122751,229968,-,10124,9130,19254,-,-,117341,131881,249222,22866,17543,19478,37021,-,1565,1301,2866,-,-,19108,20779,39887,30045,23742,27597,51339,-,3891,3462,7353,-,-,27633,31059,58692,18488,15286,17978,33264,-,1591,1400,2991,-,-,16877,19378,36255,31186,25565,31681,57246,-,1398,1344,2742,-,-,26963,33025,59988,25676,25081,26017,51098,-,1679,1623,3302,-,-,26760,27640,54400
20170101,128356,107365,122885,230250,-,9988,9004,18992,-,-,117353,131889,249242,22897,17568,19525,37093,-,1567,1292,2859,-,-,19135,20817,39952,30064,23797,27609,51406,-,3806,3381,7187,-,-,27603,30990,58593,18514,15310,17991,33301,-,1580,1395,2975,-,-,16890,19386,36276,31229,25601,31733,57334,-,1366,1316,2682,-,-,26967,33049,60016,25652,25089,26027,51116,-,1669,1620,3289,-,-,26758,27647,54405
20170201,128432,107467,123122,230589,-,10110,9076,19186,-,-,117577,132198,249775,22893,17566,19561,37127,-,1579,1292,2871,-,-,19145,20853,39998,30059,23824,27630,51454,-,3867,3416,7283,-,-,27691,31046,58737,18529,15321,18023,33344,-,1599,1401,3000,-,-,16920,19424,36344,31258,25605,31816,57421,-,1382,1322,2704,-,-,26987,33138,60125,25693,25151,26092,51243,-,1683,1645,3328,-,-,26834,27737,54571
20170301,128616,107616,123309,230925,-,10160,9108,19268,-,-,117776,132417,250193,22904,17590,19596,37186,-,1579,1287,2866,-,-,19169,20883,40052,30115,23880,27684,51564,-,3899,3436,7335,-,-,27779,31120,58899,18529,15297,18030,33327,-,1611,1410,3021,-,-,16908,19440,36348,31339,25656,31862,57518,-,1391,1333,2724,-,-,27047,33195,60242,25729,25193,26137,51330,-,1680,1642,3322,-,-,26873,27779,54652
20170401,129311,107932,123724,231656,-,10203,9156,19359,-,-,118135,132880,251015,23118,17661,19776,37427,-,1570,1268,2838,-,-,19231,21034,40265,30251,23979,27746,51725,-,3919,3482,7401,-,-,27898,31228,59126,18595,15329,18065,33394,-,1617,1425,3042,-,-,16946,19490,36436,31585,25798,32041,57839,-,1392,1332,2724,-,-,27190,33373,60563,25762,25165,26106,51271,-,1705,1649,3354,-,-,26870,27755,54625
20170501,129626,108019,123961,231980,10556,10277,9198,19475,3122,143304,118296,133159,251455,23183,17662,19790,37452,1720,1580,1272,2852,436,25339,19242,21062,40304,30322,24003,27804,51807,3968,3934,3491,7425,940,35230,27937,31295,59232,18635,15331,18110,33441,1779,1629,1432,3061,510,20924,16960,19542,36502,31678,25852,32097,57949,1478,1411,1337,2748,589,33745,27263,33434,60697,25808,25171,26160,51331,1611,1723,1666,3389,647,28066,26894,27826,54720
20170601,129872,108300,124263,232563,10601,10328,9215,19543,3137,143610,118628,133478,252106,23230,17704,19851,37555,1742,1605,1280,2885,439,25411,19309,21131,40440,30390,24051,27881,51932,3960,3928,3489,7417,946,35296,27979,31370,59349,18665,15358,18147,33505,1794,1648,1435,3083,514,20973,17006,19582,36588,31687,25902,32147,58049,1495,1423,1335,2758,587,33769,27325,33482,60807,25900,25285,26237,51522,1610,1724,1676,3400,651,28161,27009,27913,54922
20170701,129974,108497,124474,232971,10567,10244,9118,19362,3134,143675,118741,133592,252333,23224,17743,19880,37623,1732,1595,1272,2867,435,25391,19338,21152,40490,30447,24128,27948,52076,3947,3889,3420,7309,949,35343,28017,31368,59385,18677,15372,18148,33520,1793,1627,1440,3067,509,20979,16999,19588,36587,31675,25909,32168,58077,1475,1402,1317,2719,585,33735,27311,33485,60796,25951,25345,26330,51675,1620,1731,1669,3400,656,28227,27076,27999,55075
20170801,130050,108607,124640,233247,10510,10189,9095,19284,3155,143715,118796,133735,252531,23229,17753,19867,37620,1722,1591,1266,2857,443,25394,19344,21133,40477,30467,24152,27976,52128,3953,3859,3421,7280,945,35365,28011,31397,59408,18678,15394,18169,33563,1765,1612,1432,3044,516,20959,17006,19601,36607,31702,25936,32235,58171,1456,1399,1299,2698,586,33744,27335,33534,60869,25974,25372,26393,51765,1614,1728,1677,3405,665,28253,27100,28070,55170
