地域区分,国・地域（人）,人口
アフリカ,リビア,7
アフリカ,レソト,0
アフリカ,マダガスカル,13
アフリカ,マリ,37
アフリカ,モーリタニア,3
アフリカ,モロッコ,126
アフリカ,マラウイ,13
アフリカ,モーリシャス,10
アフリカ,モザンビーク,14
アフリカ,ニジェール,3
アフリカ,ナイジェリア,495
アフリカ,ナミビア,1
アフリカ,ルワンダ,7
アフリカ,セネガル,84
アフリカ,シエラレオネ,18
アフリカ,ソマリア,4
アフリカ,スーダン,34
アフリカ,スワジランド,0
アフリカ,サントメ・プリンシペ,0
アフリカ,セイシェル,2
アフリカ,タンザニア,52
アフリカ,トーゴ,6
アフリカ,チュニジア,108
アフリカ,ウガンダ,67
アフリカ,南アフリカ,109
アフリカ,エジプト,194
アフリカ,ブルキナファソ,7
アフリカ,ザンビア,11
アフリカ,ジンバブエ,19
アフリカ,アンゴラ,2
アフリカ,コモロ,0
アフリカ,ギニアビサウ,1
アフリカ,南スーダン,4
北米,北米,18958
北米,バルバドス,1
北米,バハマ,2
北米,ベリーズ,2
北米,カナダ,2643
北米,コスタリカ,28
北米,キューバ,79
北米,ドミニカ共和国,42
北米,ドミニカ国,5
北米,エルサルバドル,21
北米,グアテマラ,24
北米,ハイチ,6
北米,ホンジュラス,26
北米,ジャマイカ,55
北米,メキシコ,400
北米,ニカラグア,9
北米,パナマ,11
北米,セントルシア,1
北米,セント・ヴィンセント,2
北米,セント・クリストファー・ネイヴィース,0
北米,トリニダード・トバゴ,10
北米,米国,15590
北米,グレナダ,0
北米,アンティグア・バーブーダ,1
南米,南米,5949
南米,アルゼンチン,236
南米,ボリビア,115
南米,ブラジル,2939
南米,チリ,110
南米,コロンビア,514
南米,エクアドル,31
南米,ガイアナ,0
南米,パラグアイ,74
南米,ペルー,1844
南米,スリナム,1
南米,ウルグアイ,15
南米,ベネズエラ,70
オセアニア,オセアニア,3596
オセアニア,オーストラリア,2742
オセアニア,フィジー,42
オセアニア,キリバス,0
オセアニア,マーシャル諸島,3
オセアニア,ミクロネシア,5
オセアニア,ニュージーランド,765
オセアニア,ナウル,0
オセアニア,パプア・ニューギニア,4
オセアニア,パラオ,6
オセアニア,ソロモン諸島,7
オセアニア,トンガ,15
オセアニア,ツバル,0
オセアニア,バヌアツ,0
オセアニア,サモア,7
無国籍・その他,無国籍・その他,371
,,
外国人人口　平成26年１月,,
第２表　国籍別外国人人口（平成26年１月１日現在）,,
注)「無国籍・その他」は、旧国名で報告された人数を含む。,,
