アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
217000117,217000117,建物,教育庁,,教職員住宅（トウシキ）２号棟,行政財産,東京都,大島町,差木地,,字小坂９９２‐１外,,34.683183,139.431283,鉄筋コンクリート造,748.24,20030214,,3,,20191108
212000203,212000203,建物,教育庁,,教職員住宅（阿古下錆）　１号棟,行政財産,東京都,三宅島三宅村,阿古,,８０３番地３,,34.059794,139.481623,鉄筋コンクリート造,781.28,19930726,,2,,20191108
217000100,217000100,建物,教育庁,,教職員住宅（八重川）１号棟,行政財産,東京都,大島町,元町,３丁目,１５‐３、１５‐４,,34.745775,139.359086,鉄筋コンクリート造,817.8,19990226,,3,,20191108
215000173,215000173,建物,教育庁,,教職員住宅（仲野第二）５号棟,行政財産,東京都,大島町,元町,,字仲野１８９番地３,,34.760938,139.35389,鉄筋コンクリート造,823.2,19960731,,3,,20191108
200032302,200032302,建物,教育庁,,教職員住宅（坪田大里）,行政財産,東京都,三宅島三宅村,坪田,,2975,,34.060471,139.549265,鉄筋コンクリート造,906.42,19820712,,2,,20191108
214000153,214000153,建物,教育庁,,教職員住宅（五日市）,行政財産,東京都,あきる野市,高尾,,字橋本１５０番地８、１１,,35.729413,139.23773,鉄筋コンクリート造,948.6,19950302,,3,,20191108
217000101,217000101,建物,教育庁,,教職員住宅（八重川）２号棟,行政財産,東京都,大島町,元町,３丁目,１５‐３、１５‐４,,34.746009,139.359092,鉄筋コンクリート造,983.4,19990226,,3,,20191108
211000265,211000265,建物,教育庁,,教職員住宅（須ヶ原）１号棟,行政財産,東京都,神津島村,,,１３４８番地,,34.203075,139.134041,鉄筋コンクリート造,"1,110.09",19920224,,3,,20191108
217000090,217000090,建物,教育庁,,教職員住宅（樫立第二）１号棟,行政財産,東京都,八丈島八丈町,樫立,,338,,33.069875,139.797975,鉄筋コンクリート造,"1,177.35",19980430,,4,,20191108
217000098,217000098,建物,教育庁,,教職員住宅（樫立第二）２号棟,行政財産,東京都,八丈島八丈町,樫立,,３４２‐１,,33.069991,139.797644,鉄筋コンクリート造,"1,177.35",19980430,,4,,20191108
217000110,217000110,建物,教育庁,,教職員住宅（神着）,行政財産,東京都,三宅島三宅村,神着,,１１１４‐１、１１１３‐１,,34.118966,139.540585,鉄筋コンクリート造,"1,319.85",20070724,,3,,20191108
200032290,200032290,建物,教育庁,,教職員住宅（大賀郷第二）,行政財産,東京都,八丈島八丈町,大賀郷,,３２６－１,,33.102748,139.780114,鉄筋コンクリート造,"1,363.68",19780201,,4,,20191108
200032292,200032292,建物,教育庁,,教職員住宅（三根）,行政財産,東京都,八丈島八丈町,三根,,4870,,33.121629,139.793546,鉄筋コンクリート造,"1,366.04",19831013,,2,,20191108
217000130,217000130,建物,教育庁,,教職員住宅（元町第二）,行政財産,東京都,大島町,元町,３丁目,１４‐４,,34.746142,139.357119,鉄筋コンクリート造,"1,756.92",20151015,,3,,20191108
217000129,217000129,建物,教育庁,,教職員住宅（八重川第二）,行政財産,東京都,大島町,元町,３丁目,１５‐５、１５‐６,,34.745738,139.359584,鉄筋コンクリート造,"1,899.47",20130628,,3,,20191108
200037190,200037190,建物,教育庁,,東京都教職員研修センター,行政財産,東京都,文京区,本郷,１丁目,Jan-37,,35.702421,139.756815,鉄骨鉄筋コンクリート造,"17,027.02",19960228,,8,,20191108
216000231,216000231,建物,教育庁,,多摩図書館,行政財産,東京都,国分寺市,泉町,２丁目,102番11,,35.698087,139.470106,鉄骨鉄筋コンクリート造,"9,840.47",20161001,,3,,20191108
200019949,200019949,建物,教育庁,,中央図書館,行政財産,東京都,港区,南麻布,５丁目,２０１－１,,35.652168,139.726559,鉄骨鉄筋コンクリート造,"23,196.21",19721212,,5,,20191108
200035858,200035858,建物,教育庁,,東京都中部学校経営支援センター,行政財産,東京都,渋谷区,笹塚,１丁目,6月26日,,35.671832,139.66726,鉄骨鉄筋コンクリート造,"1,417.96",19931001,,2,,20191108
200032714,200032714,建物,議会局,,都議会議事堂（議会局管理）２階～７階,行政財産,東京都,新宿区,西新宿,２丁目,５番,,35.69011,139.693197,鉄骨鉄筋コンクリート造,"27,740.07",19910330,,7,,20191108
220000001,19900003300,建物,交通局,,大塚駅前停留所定発所,行政財産,東京都,豊島区,北大塚,,2,,35.73158,139.729308,,9.6,,19900613,1,,20191108
220000002,19950002816,建物,交通局,,王子駅前停留所定発所,行政財産,東京都,北区,王子,1丁目,3,,35.752898,139.738127,,8.28,,19960331,1,,20191108
220000003,20010005618,建物,交通局,,荒川電車営業所詰所,行政財産,東京都,荒川区,西尾久,8丁目,Jul-33,,35.751182,139.751912,軽量鉄骨,65.89,,20020329,1,,20191108
220000004,20040000124,建物,交通局,,荒川基地分岐器置場上屋,行政財産,東京都,荒川区,西尾久,8丁目,Jul-33,,35.751182,139.751912,鉄筋鉄骨コンク,"19,153.00",,20041122,-,,20191108
220000005,19870002004,建物,交通局,,晴海見本市会場操車所,行政財産,東京都,中央区,晴海,5丁目,8,,35.648073,139.774588,軽骨･１,66.64,,19880331,1,,20191108
220000006,19920002701,建物,交通局,,豊海操車場,行政財産,東京都,中央区,豊海町,10丁目,2,,35.653706,139.768931,,40.77,,19930325,-,,20191108
220000007,20000001735,建物,交通局,,品川駅東口総合案内所,行政財産,東京都,港区,港南,2丁目,先,,35.628809,139.739038,鉄骨造平屋建,44.63,,20010330,1,,20191108
220000008,19970002208,建物,交通局,,港南分駐所,行政財産,東京都,港区,港南,4丁目,1月2日,,35.63091,139.751079,鉄骨コ・1・2F,"4,191.41",,19980331,2(上部住宅),,20191108
220000009,19790001830,建物,交通局,,田町バス折返場,行政財産,東京都,港区,芝浦,3丁目,2月23日,,35.64461,139.750246,筋,25,,19800331,0(上部住宅),,20191108
220000010,20030001685,建物,交通局,,新宿支所　　事務所,行政財産,東京都,新宿区,西新宿,3丁目,1月19日,,35.684579,139.686821,骨・2,696.72,,20040310,2,,20191108
220000011,19700004203,建物,交通局,,早稲田自営　事務所,行政財産,東京都,新宿区,西早稲田,1丁目,9月23日,,35.710737,139.720711,骨･筋･2,"1,132.05",,19710331,2(上部住宅),,20191108
220000012,19940002565,建物,交通局,,浅草寿町操車所  躯体,行政財産,東京都,台東区,寿,4丁目,2月3日,,35.708621,139.791391,ﾌﾟﾚﾊﾌﾞ1,14.9,,19941013,1,,20191108
220000013,20020000629,建物,交通局,,錦糸町操車所　躯体,行政財産,東京都,墨田区,江東橋,3丁目,7月13日,,35.696055,139.81444,軽骨・1,20.16,,20030224,1,,20191108
220000014,19740002078,建物,交通局,,江東自営　事務所,行政財産,東京都,墨田区,江東橋,4丁目,10月30日,,35.696582,139.818232,骨筋2･中2地1,"1,578.92",,19780330,2(上部住宅),,20191108
220000015,19900003648,建物,交通局,,深川自営  事務所躯体,行政財産,東京都,江東区,東雲,2丁目,7-41,,35.643785,139.802615,骨･筋･2,"3,350.15",,19910330,2(上部住宅),,20191108
220000016,19900003650,建物,交通局,,自動車工場  躯体,行政財産,東京都,江東区,東雲,2丁目,7-41,,35.643692,139.803477,筋･2,"5,191.34",,19910330,1(上部研修所他),,20191108
220000017,19830002415,建物,交通局,,東陽町操車所,行政財産,東京都,江東区,東陽,3丁目,23-20,,35.669706,139.81484,軽骨･1,40.5,,19840331,1,,20191108
220000018,20180003812,建物,交通局,,葛西橋操車場,行政財産,東京都,江東区,東砂,6丁目,10,,35.672194,139.842814,軽骨･1　高架橋下,19.5,,20190322,1,,20191108
220000019,19660004280,建物,交通局,,品川自営  事務所,行政財産,東京都,品川区,北品川,1丁目,5月12日,,35.623284,139.740774,骨･2,"1,057.83",,19670331,2(上部住宅),,20191108
220000020,19790001834,建物,交通局,,代田操車所,行政財産,東京都,世田谷区,代田,6丁目,6月30日,,35.669711,139.814837,骨･１,19.44,,19800331,1,,20191108
220000021,19700004204,建物,交通局,,渋谷自営  事務所,行政財産,東京都,渋谷区,東陽,2丁目,25-36,,35.653105,139.70766,内装,"1,140.31",,19710331,2(上部住宅),,20191108
220000022,19650003500,建物,交通局,,杉並支所　事務所,行政財産,東京都,杉並区,梅里,1丁目,14-22,,35.697642,139.651278,骨･筋･5,"1,322.42",,19660331,5,,20191108
220000023,19800001787,建物,交通局,,小滝橋自営　事務所,行政財産,東京都,中野区,中野,5丁目,Feb-30,,35.710367,139.693569,軽骨･2,"1,324.96",,19810331,2,,20191108
220000024,19600004560,建物,交通局,,江古田操車所,行政財産,東京都,中野区,江古田,2丁目,10月11日,,35.724574,139.666857,木･ﾓ･１,16.2,,19601218,1,,20191108
220000025,20120000477,建物,交通局,,巣鴨自営　事務所,行政財産,東京都,豊島区,巣鴨,2丁目,9月8日,,35.734889,139.738022,筋･4･地1,"5,430.00",,20121221,4,,20191108
220000026,19730001520,建物,交通局,,練馬支所　事務所,行政財産,東京都,練馬区,豊玉上,2丁目,7月1日,,35.738224,139.664748,骨･筋･2,"1,019.47",,19730921,2,,20191108
220000027,19780003888,建物,交通局,,北自営　事務所,行政財産,東京都,北区,神谷,3丁目,10月6日,,35.775,139.733697,筋･2,"1,434.89",,19800331,2(上部住宅),,20191108
220000028,19940003606,建物,交通局,,豊島五団地操車所躯体,行政財産,東京都,北区,豊島,5丁目,4,,35.764107,139.752205,骨･1,73.33,,19950331,1,,20191108
220000029,19730001755,建物,交通局,,南千住自営　事務所,行政財産,東京都,荒川区,南千住,2丁目,Jan-33,,35.730913,139.797546,骨･筋･3,"1,009.82",,19740331,3(上部住宅),,20191108
220000030,19730001652,建物,交通局,,千住自営　事務所,行政財産,東京都,足立区,梅田,2丁目,3月11日,,35.765538,139.802594,骨･筋･3,"1,418.06",,19740331,3(上部住宅),,20191108
220000031,19820002185,建物,交通局,,荒川土手操車所,行政財産,東京都,足立区,江北,2丁目,10月14日,,35.768607,139.763176,木･2,34.19,,19830331,1,,20191108
220000032,20120001170,建物,交通局,,新田操車所,行政財産,東京都,足立区,新田,1丁目,8月5日,,35.775535,139.737828,鉄筋鉄骨コンク,4.96,,20130305,1,,20191108
220000033,19650003530,建物,交通局,,東新小岩操車所,行政財産,東京都,葛飾区,東新小岩,2丁目,11月1日,,35.724889,139.866108,木ﾓ･１,19.44,,19660330,1,,20191108
220000034,19680016240,建物,交通局,,青戸支所  事務所,行政財産,東京都,葛飾区,白鳥,1丁目,8月1日,,35.744562,139.843604,軽骨･2,399.06,,19690331,2,,20191108
220000035,19970001265,建物,交通局,,西葛西駅前操車所,行政財産,東京都,江戸川区,西葛西,6丁目,14,,35.664493,139.859134,骨･1,10.8,,19970910,1,,20191108
220000036,19990002229,建物,交通局,,西葛西駅前案内所,行政財産,東京都,江戸川区,西葛西,6丁目,14,,35.664722,139.859334,骨・1,8.99,,20000323,1,,20191108
220000037,19830002410,建物,交通局,,船堀駅案内所,行政財産,東京都,江戸川区,船堀,3丁目,6,,35.683707,139.863946,筋･1,29.49,,19840331,1,,20191108
220000038,19740002079,建物,交通局,,江戸川自営　事務所,行政財産,東京都,江戸川区,中葛西,4丁目,9月11日,,35.668383,139.867407,骨･筋･2,"2,359.68",,19750331,2,,20191108
220000039,19840002191,建物,交通局,,葛西駅操車所,行政財産,東京都,江戸川区,中葛西,,5地内,,35.663476,139.872616,軽骨･1,16.2,,19850331,1,,20191108
220000040,19880003489,建物,交通局,,葛西東操車所,行政財産,東京都,江戸川区,東葛西,6丁目,3月1日,,35.663416,139.873623,軽骨･1,15.2,,19890331,1,,20191108
220000041,19900003311,建物,交通局,,東小松川分駐所　事務所,行政財産,東京都,江戸川区,小松川,4丁目,47,,35.688431,139.864455,骨･2,362.72,,19910212,2,,20191108
220000042,19760001523,建物,交通局,,なぎさニュータウン操車所,行政財産,東京都,江戸川区,南葛西,7丁目,22,,35.647685,139.879897,軽骨･2,14.58,,19770331,2,,20191108
220000043,19860002739,建物,交通局,,平井操車所,行政財産,東京都,江戸川区,平井,7丁目,1月2日,,35.711391,139.839931,骨･１,8.64,,19870331,1,,20191108
220000044,19850002053,建物,交通局,,臨海支所　事務所,行政財産,東京都,江戸川区,臨海町,4丁目,1,,35.647119,139.859625,筋･2,"1,759.16",,19860330,2,,20191108
220000045,19930003556,建物,交通局,,青梅支所  事務所躯体,行政財産,東京都,青梅市,森下町,,554,,35.790177,139.24934,,434.45,,19930831,2,,20191108
220000046,19850002054,建物,交通局,,大和操車所,行政財産,東京都,東大和市,奈良橋,6丁目,772-1,,35.749788,139.4263,骨･１,71.76,,19860330,1,,20191108
220000047,19910002646,建物,交通局,,新橋駅源助口休憩所Ａ１（浅草線）,行政財産,東京都,港区,新橋,3丁目,25,,35.66478,139.758646,骨,31.51,,19920331,-,,20191108
220000048,19800001380,建物,交通局,,曙橋駅　仮泊所(面積は局所有分),行政財産,東京都,新宿区,住吉町,,118-4,,35.692657,139.721996,筋･8,121.22,,19810214,8,,20191108
220000049,19800001495,建物,交通局,,新宿駅　仮泊所,行政財産,東京都,新宿区,西新宿,1丁目,1月27日,,35.692576,139.699446,筋･7,842.7,,19810214,7(一部),,20191108
220000050,20010002471,建物,交通局,,ＫＳオリンパス,普通財産,東京都,文京区,本郷,3丁目,204-5,,35.707302,139.760988,骨・3,227.43,,20001130,3,,20191108
220000051,19840002225,建物,交通局,,住吉駅　仮泊所,行政財産,東京都,江東区,住吉,2丁目,7月7日,,35.689116,139.815375,骨･1,64.57,,19850331,1,,20191108
220000052,19800001379,建物,交通局,,森下駅  仮泊所,行政財産,東京都,江東区,森下,1丁目,10月13日,,35.688187,139.797871,筋･5,906.4,,19810214,5,,20191108
220000053,20010006747,建物,交通局,,門前仲町駅　仮泊所,行政財産,東京都,江東区,門前仲町,2丁目,8月10日,,35.672843,139.796351,,100,,20001130,2,,20191108
220000054,19920002727,建物,交通局,,五反田仮泊所  躯体,行政財産,東京都,品川区,西五反田,2丁目,5月4日,,35.626907,139.722467,筋･3,439.56,,19930322,3,,20191108
220000055,20000002378,建物,交通局,,代々木クリスタルビル,普通財産,東京都,渋谷区,代々木,1丁目,Apr-35,,35.683922,139.701789,骨･筋･8 地･3,"6,448.83",,20001130,8,,20191108
220000056,19970002232,建物,交通局,,大江戸線新宿駅 仮泊所,行政財産,東京都,渋谷区,代々木,2丁目,21,,35.686021,139.697116,,252.91,,19971218,-,,20191108
220000057,19710004989,建物,交通局,,高島平乗務管理所,行政財産,東京都,板橋区,高島平,9丁目,1月1日,,35.787602,139.66999,筋･6,"3,334.04",,19720331,6,,20191108
