項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,6,1,5,4,他の野菜・海藻加工品,1499,0.4,-0.7,963,0.8,1289,0.6,1485,0.6,1612,0.5,1777,0.5,1700,0.4,1668,0.2
2,5,1,6,0,果物,3866,1.1,1.4,2555,2.2,3160,1.6,4038,1.6,4092,1.4,3444,1,4649,1,5098,0.6
2,6,1,6,1,生鮮果物,3349,0.9,4.1,2302,2,2827,1.4,3492,1.4,3489,1.2,2880,0.8,3938,0.9,4494,0.6
2,6,1,6,2,果物加工品,517,0.1,-13.1,253,0.2,333,0.2,546,0.2,603,0.2,565,0.2,711,0.2,604,0.1
2,5,1,7,0,油脂・調味料,4148,1.2,-4,2697,2.4,3743,1.9,3881,1.5,4169,1.4,4272,1.2,4970,1.1,5287,0.7
2,6,1,7,1,油脂,396,0.1,-16.8,246,0.2,340,0.2,340,0.1,415,0.1,392,0.1,463,0.1,571,0.1
2,6,1,7,2,調味料,3752,1.1,-2.4,2451,2.1,3403,1.7,3541,1.4,3754,1.2,3880,1.1,4507,1,4716,0.6
2,5,1,8,0,菓子類,6908,1.9,-2,3906,3.4,5172,2.6,6564,2.6,7491,2.5,7612,2.1,8458,1.9,9119,1.1
2,5,1,9,0,調理食品,14814,4.2,3.5,9314,8.1,11723,5.9,13656,5.4,15003,5,15665,4.3,18265,4,20004,2.5
2,6,1,9,1,主食的調理食品,4809,1.4,-1.4,3347,2.9,3720,1.9,4507,1.8,4529,1.5,5424,1.5,5503,1.2,6609,0.8
2,6,1,9,2,他の調理食品,10006,2.8,6.1,5967,5.2,8003,4,9149,3.6,10474,3.5,10241,2.8,12763,2.8,13394,1.7
2,5,1,10,0,飲料,4678,1.3,2.9,2452,2.1,3963,2,3935,1.5,4788,1.6,4953,1.4,5549,1.2,7078,0.9
2,6,1,10,1,茶類,1265,0.4,1.9,766,0.7,1314,0.7,952,0.4,1459,0.5,1225,0.3,1310,0.3,1822,0.2
2,6,1,10,2,コーヒー・ココア,996,0.3,-3.9,495,0.4,815,0.4,750,0.3,882,0.3,1163,0.3,1205,0.3,1653,0.2
2,6,1,10,3,他の飲料,2418,0.7,6.6,1191,1,1835,0.9,2233,0.9,2446,0.8,2564,0.7,3033,0.7,3604,0.5
2,5,1,11,0,酒類,4015,1.1,-14.9,2321,2,3067,1.5,2998,1.2,4487,1.5,4314,1.2,4940,1.1,5955,0.7
2,5,1,12,0,外食,18477,5.2,0.9,5193,4.5,9959,5,12797,5,18193,6.1,21719,6,23876,5.3,37387,4.7
2,6,1,12,1,一般外食,17560,4.9,0.5,5083,4.4,9035,4.5,11898,4.7,17509,5.8,20553,5.7,22672,5,35961,4.5
2,6,1,12,2,学校給食,917,0.3,10.3,110,0.1,923,0.5,899,0.4,684,0.2,1166,0.3,1204,0.3,1427,0.2
2,4,2,0,0,住居,27202,7.7,-15.4,2736,2.4,10486,5.3,20485,8.1,17746,5.9,18259,5.1,29061,6.4,90716,11.4
2,5,2,1,0,家賃地代,16800,4.7,2,2396,2.1,8940,4.5,18234,7.2,12755,4.2,14653,4.1,26217,5.8,34098,4.3
2,5,2,2,0,設備修繕・維持,10402,2.9,-33.7,340,0.3,1546,0.8,2251,0.9,4991,1.7,3605,1,2845,0.6,56617,7.1
2,6,2,2,1,設備材料,1242,0.4,-78.5,115,0.1,745,0.4,567,0.2,1808,0.6,980,0.3,355,0.1,4087,0.5
2,6,2,2,2,工事その他のサービス,9160,2.6,-7.7,225,0.2,801,0.4,1684,0.7,3183,1.1,2626,0.7,2490,0.6,52530,6.6
2,4,3,0,0,光熱・水道,20319,5.7,4.9,12708,11.1,19443,9.7,19580,7.7,19371,6.4,19947,5.5,24461,5.4,26632,3.3
2,5,3,1,0,電気代,8809,2.5,5.8,5611,4.9,8782,4.4,8155,3.2,8678,2.9,8185,2.3,9991,2.2,12213,1.5
2,5,3,2,0,ガス代,5815,1.6,1.9,4289,3.7,5102,2.6,5835,2.3,5815,1.9,5845,1.6,6592,1.5,7205,0.9
2,5,3,3,0,他の光熱,681,0.2,30.2,340,0.3,647,0.3,898,0.4,776,0.3,1086,0.3,461,0.1,558,0.1
2,5,3,4,0,上下水道料,5014,1.4,4.2,2468,2.2,4912,2.5,4692,1.8,4102,1.4,4831,1.3,7416,1.6,6655,0.8
2,4,4,0,0,家具・家事用品,14898,4.2,11.2,4358,3.8,6078,3,8953,3.5,10524,3.5,12530,3.5,17166,3.8,44285,5.6
2,5,4,1,0,家庭用耐久財,2670,0.8,-43.5,308,0.3,626,0.3,2217,0.9,1650,0.5,2633,0.7,4470,1,6723,0.8
2,6,4,1,1,家事用耐久財,1332,0.4,-44.2,70,0.1,266,0.1,1581,0.6,683,0.2,1382,0.4,2921,0.6,2398,0.3
2,6,4,1,2,冷暖房用器具,991,0.3,-30,238,0.2,360,0.2,590,0.2,873,0.3,621,0.2,1348,0.3,2881,0.4
2,6,4,1,3,一般家具,346,0.1,-62.4,-,-,-,-,46,0,93,0,630,0.2,201,0,1443,0.2
2,5,4,2,0,室内装備・装飾品,3573,1,523.6,267,0.2,115,0.1,579,0.2,574,0.2,784,0.2,1052,0.2,21398,2.7
2,5,4,3,0,寝具類,1248,0.4,45.5,158,0.1,268,0.1,514,0.2,919,0.3,1978,0.5,2234,0.5,2654,0.3
2,5,4,4,0,家事雑貨,3148,0.9,0.5,1195,1,2206,1.1,2544,1,3657,1.2,3089,0.9,4674,1,4649,0.6
2,5,4,5,0,家事用消耗品,3201,0.9,-3.3,1949,1.7,2543,1.3,2587,1,3195,1.1,3603,1,3884,0.9,4630,0.6
2,5,4,6,0,家事サービス,1060,0.3,31.7,482,0.4,319,0.2,513,0.2,531,0.2,443,0.1,852,0.2,4232,0.5
2,4,5,0,0,被服及び履物,15881,4.5,-1,3549,3.1,6699,3.4,8330,3.3,12458,4.1,19897,5.5,24107,5.3,35912,4.5
2,5,5,1,0,和服,133,0,392.6,-,-,-,-,11,0,29,0,53,0,-,-,827,0.1
2,5,5,2,0,洋服,6594,1.9,-7.5,1364,1.2,2427,1.2,3882,1.5,4646,1.5,8488,2.4,9297,2.1,15950,2
2,6,5,2,1,男子用洋服,2641,0.7,-14.2,272,0.2,903,0.5,865,0.3,941,0.3,3393,0.9,3496,0.8,8558,1.1
2,6,5,2,2,婦人用洋服,3358,0.9,-1.7,881,0.8,920,0.5,2505,1,3230,1.1,4718,1.3,4915,1.1,6302,0.8
2,6,5,2,3,子供用洋服,595,0.2,-6.9,211,0.2,604,0.3,512,0.2,475,0.2,376,0.1,887,0.2,1090,0.1
2,5,5,3,0,シャツ・セーター類,3016,0.8,11.8,629,0.5,883,0.4,1473,0.6,3164,1.1,4173,1.2,4298,1,6458,0.8
2,6,5,3,1,男子用シャツ・セーター類,1097,0.3,20.4,154,0.1,343,0.2,482,0.2,1074,0.4,1473,0.4,1581,0.4,2556,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1758,0.5,8.8,402,0.4,488,0.2,795,0.3,1833,0.6,2649,0.7,2548,0.6,3575,0.4
2,6,5,3,3,子供用シャツ・セーター類,161,0,-4.7,72,0.1,51,0,196,0.1,258,0.1,51,0,170,0,327,0
2,5,5,4,0,下着類,1684,0.5,2.2,759,0.7,821,0.4,861,0.3,1913,0.6,2415,0.7,2264,0.5,2753,0.3
2,6,5,4,1,男子用下着類,680,0.2,27.1,294,0.3,490,0.2,375,0.1,491,0.2,999,0.3,1084,0.2,1023,0.1
2,6,5,4,2,婦人用下着類,860,0.2,-9.2,409,0.4,303,0.2,363,0.1,1267,0.4,1248,0.3,946,0.2,1485,0.2
2,6,5,4,3,子供用下着類,144,0,-12.7,57,0,29,0,123,0,155,0.1,168,0,234,0.1,245,0
2,5,5,5,0,生地・糸類,83,0,-47.1,37,0,73,0,47,0,117,0,59,0,150,0,97,0
2,5,5,6,0,他の被服,1450,0.4,-10.5,304,0.3,847,0.4,827,0.3,1460,0.5,1680,0.5,2288,0.5,2733,0.3
2,5,5,7,0,履物類,1886,0.5,2.2,401,0.4,1483,0.7,882,0.3,654,0.2,2274,0.6,3694,0.8,3794,0.5
2,5,5,8,0,被服関連サービス,1035,0.3,12.9,54,0,166,0.1,348,0.1,474,0.2,756,0.2,2116,0.5,3299,0.4
2,4,6,0,0,保健医療,15043,4.2,-12.7,4642,4.1,9456,4.7,10786,4.2,12868,4.3,15879,4.4,21077,4.7,30406,3.8
2,5,6,1,0,医薬品,2743,0.8,-7.3,1326,1.2,2427,1.2,2186,0.9,3032,1,2939,0.8,3342,0.7,3935,0.5
2,5,6,2,0,健康保持用摂取品,1263,0.4,11.1,46,0,1049,0.5,1223,0.5,1077,0.4,1735,0.5,1962,0.4,1746,0.2
2,5,6,3,0,保健医療用品・器具,3053,0.9,5.2,804,0.7,2050,1,3174,1.2,1681,0.6,2425,0.7,5216,1.2,5967,0.7
2,5,6,4,0,保健医療サービス,7985,2.3,-21.9,2466,2.2,3930,2,4204,1.7,7078,2.4,8781,2.4,10556,2.3,18757,2.4
2,4,7,0,0,交通・通信,34235,9.6,20.4,6915,6,16710,8.4,22645,8.9,27686,9.2,37947,10.5,43064,9.5,84075,10.5
2,5,7,1,0,交通,8309,2.3,29,1910,1.7,2107,1.1,4367,1.7,6547,2.2,9035,2.5,11688,2.6,22336,2.8
2,5,7,2,0,自動車等関係費,12436,3.5,53.7,793,0.7,5056,2.5,6045,2.4,8189,2.7,13024,3.6,14736,3.3,38896,4.9
2,6,7,2,1,自動車等購入,2554,0.7,...,-,-,-,-,-,-,-,-,-,-,2537,0.6,15168,1.9
2,6,7,2,2,自転車購入,764,0.2,90.5,-,-,-,-,-,-,534,0.2,2365,0.7,1381,0.3,1080,0.1
2,6,7,2,3,自動車等維持,9118,2.6,18.5,793,0.7,5056,2.5,6045,2.4,7655,2.5,10658,3,10818,2.4,22649,2.8
2,5,7,3,0,通信,13489,3.8,-3,4213,3.7,9547,4.8,12234,4.8,12950,4.3,15889,4.4,16640,3.7,22843,2.9
2,4,8,0,0,教育,16136,4.5,19.6,416,0.4,4146,2.1,3865,1.5,5659,1.9,12337,3.4,20760,4.6,65152,8.2
2,5,8,1,0,授業料等,10638,3,16.5,202,0.2,2281,1.1,2573,1,1883,0.6,4359,1.2,6942,1.5,55632,7
2,5,8,2,0,教科書・学習参考教材,99,0,-29.3,18,0,-,-,61,0,60,0,309,0.1,128,0,118,0
2,5,8,3,0,補習教育,5399,1.5,28,196,0.2,1864,0.9,1232,0.5,3715,1.2,7669,2.1,13690,3,9403,1.2
2,4,9,0,0,教養娯楽,39327,11.1,6.5,9201,8,17352,8.7,26745,10.5,31174,10.4,44705,12.4,60097,13.3,85442,10.7
2,5,9,1,0,教養娯楽用耐久財,2324,0.7,2.3,82,0.1,166,0.1,1615,0.6,543,0.2,4520,1.3,6998,1.6,2354,0.3
2,5,9,2,0,教養娯楽用品,9985,2.8,5.9,2550,2.2,5632,2.8,6447,2.5,9922,3.3,10322,2.9,15477,3.4,19426,2.4
2,5,9,3,0,書籍・他の印刷物,4329,1.2,-7.7,2233,2,3210,1.6,3421,1.3,3986,1.3,4657,1.3,5861,1.3,6902,0.9
2,5,9,4,0,教養娯楽サービス,22689,6.4,10.4,4336,3.8,8343,4.2,15261,6,16722,5.6,25206,7,31762,7,56760,7.1
2,6,9,4,1,宿泊料,2163,0.6,7,283,0.2,86,0,1844,0.7,924,0.3,2385,0.7,1366,0.3,8172,1
2,6,9,4,2,パック旅行費,4659,1.3,37.4,188,0.2,615,0.3,875,0.3,2928,1,6068,1.7,5719,1.3,16098,2
2,6,9,4,3,月謝類,4323,1.2,-0.2,714,0.6,1494,0.7,3485,1.4,3067,1,4569,1.3,7474,1.7,9384,1.2
2,6,9,4,4,他の教養娯楽サービス,11544,3.3,6.8,3151,2.8,6149,3.1,9057,3.6,9803,3.3,12184,3.4,17203,3.8,23106,2.9
2,4,10,0,0,その他の消費支出,71892,20.3,13.3,12903,11.3,27793,13.9,44653,17.6,62668,20.8,70099,19.5,91404,20.2,192151,24.1
2,5,10,1,0,諸雑費,28638,8.1,15.4,4635,4.1,11624,5.8,17469,6.9,22742,7.6,26451,7.3,34863,7.7,81983,10.3
2,6,10,1,1,理美容サービス,4536,1.3,2.8,650,0.6,2215,1.1,3097,1.2,3391,1.1,6610,1.8,6548,1.5,9198,1.2
2,6,10,1,2,理美容用品,6260,1.8,28.2,1136,1,2895,1.5,3330,1.3,6639,2.2,5779,1.6,7459,1.7,16453,2.1
2,6,10,1,3,身の回り用品,2562,0.7,0,482,0.4,571,0.3,1155,0.5,868,0.3,2722,0.8,2400,0.5,9650,1.2
2,6,10,1,4,たばこ,929,0.3,6.7,256,0.2,419,0.2,669,0.3,1098,0.4,1580,0.4,566,0.1,1909,0.2
2,6,10,1,5,他の諸雑費,14351,4,18.6,2112,1.8,5523,2.8,9219,3.6,10745,3.6,9760,2.7,17890,4,44773,5.6
2,5,10,2,0,こづかい,13654,3.8,44.6,628,0.5,3176,1.6,6828,2.7,11421,3.8,13418,3.7,18540,4.1,41211,5.2
2,5,10,3,0,交際費,27048,7.6,-4.1,7639,6.7,12993,6.5,20146,7.9,27194,9,27328,7.6,33376,7.4,60217,7.5
2,6,10,3,1,食料,10370,2.9,-4.2,2885,2.5,4848,2.4,10719,4.2,10569,3.5,10166,2.8,13643,3,19599,2.5
2,6,10,3,2,家具・家事用品,418,0.1,112.2,92,0.1,88,0,3,0,1558,0.5,503,0.1,292,0.1,392,0
2,6,10,3,3,被服及び履物,931,0.3,-38,154,0.1,329,0.2,400,0.2,1309,0.4,1448,0.4,1240,0.3,1631,0.2
2,6,10,3,4,教養娯楽,1943,0.5,-44.3,343,0.3,183,0.1,579,0.2,1466,0.5,2412,0.7,1770,0.4,6794,0.9
2,6,10,3,5,他の物品サービス,555,0.2,37.4,44,0,101,0.1,435,0.2,456,0.2,577,0.2,612,0.1,1646,0.2
2,6,10,3,6,贈与金,9668,2.7,12.3,2954,2.6,4841,2.4,6563,2.6,7588,2.5,10232,2.8,12336,2.7,22996,2.9
2,6,10,3,7,他の交際費,3164,0.9,-0.2,1167,1,2603,1.3,1446,0.6,4247,1.4,1990,0.6,3483,0.8,7157,0.9
2,5,10,4,0,仕送り金,2551,0.7,154.8,-,-,-,-,210,0.1,1310,0.4,2901,0.8,4624,1,8740,1.1
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,19446,5.5,22.3,1010,0.9,5522,2.8,5814,2.3,7770,2.6,15709,4.4,26227,5.8,73384,9.2
2,3,0,0,0,（再掲）教養娯楽関係費,48177,13.6,11.5,10151,8.9,18554,9.3,30010,11.8,36213,12,52204,14.5,68127,15.1,121066,15.2
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,12219,3.4,27.1,2954,2.6,4841,2.4,6774,2.7,8898,3,13133,3.6,16961,3.8,31736,4
2,3,0,0,0,（再掲）経常消費支出,260402,73.4,3,104472,91.3,175187,87.7,217216,85.5,250854,83.5,276101,76.6,333463,73.9,462901,58
2,3,0,0,0,（再掲）情報通信関係費,15340,4.3,-0.1,5277,4.6,11030,5.5,14872,5.9,15388,5.1,16551,4.6,20741,4.6,23403,2.9
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,312852,88.2,4.2,108747,95,184322,92.3,226667,89.3,273941,91.1,328975,91.3,402911,89.2,660076,82.7
3,2,0,0,0,現物総額,14399,100,52.6,4500,100,6799,100,10150,100,12384,100,28850,100,15523,100,22618,100
3,3,0,0,0,食料,9519,66.1,21.9,4475,99.4,5459,80.3,9348,92.1,9686,78.2,10667,37,11185,72.1,15722,69.5
3,3,0,0,0,住居,912,6.3,86.9,-,-,1022,15,-,-,1333,10.8,1851,6.4,950,6.1,1241,5.5
3,3,0,0,0,光熱・水道,2,0,...,-,-,-,-,-,-,14,0.1,-,-,-,-,-,-
3,3,0,0,0,家具・家事用品,222,1.5,35.4,1,0,114,1.7,206,2,322,2.6,579,2,83,0.5,255,1.1
3,3,0,0,0,被服及び履物,322,2.2,22.4,7,0.2,134,2,215,2.1,612,4.9,272,0.9,510,3.3,503,2.2
3,3,0,0,0,保健医療,5,0,-86.5,-,-,-,-,3,0,-,-,-,-,23,0.1,7,0
3,3,0,0,0,交通・通信,394,2.7,125.1,-,-,-,-,20,0.2,72,0.6,13,0,816,5.3,1813,8
3,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3,0,0,0,教養娯楽,772,5.4,161.7,18,0.4,43,0.6,293,2.9,174,1.4,844,2.9,1596,10.3,2412,10.7
3,3,0,0,0,その他の消費支出,2251,15.6,...,-,-,28,0.4,64,0.6,171,1.4,14622,50.7,360,2.3,665,2.9
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年12月,,,,,,,,,,,,,,,,,,,,,,
第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―全世帯―,,,,,,,,,,,,,,,,,,,,,,
注１）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出　3：現物総額）,,,,,,,,,,,,,,,,,,,,,,
