日付,種別,区分,販売方法,種類1,種類2,卸売頭数
2021-11-10,豚,搬入枝肉,せり,上,,
2021-11-10,豚,搬入枝肉,せり,中,,
2021-11-10,豚,搬入枝肉,せり,並,,
2021-11-10,豚,搬入枝肉,せり,等外,,
2021-11-10,豚,搬入枝肉,相対,極上,,
2021-11-10,豚,搬入枝肉,相対,上,,
2021-11-10,豚,搬入枝肉,相対,中,,
2021-11-10,豚,搬入枝肉,相対,並,,
2021-11-10,豚,搬入枝肉,相対,等外,,
2021-11-11,牛,生体,,和牛,おす,
2021-11-11,牛,生体,,和牛,めす,72
2021-11-11,牛,生体,,和牛,去勢,183
2021-11-11,牛,生体,,交雑,おす,
2021-11-11,牛,生体,,交雑,めす,42
2021-11-11,牛,生体,,交雑,去勢,39
2021-11-11,牛,生体,,乳牛用,おす,
2021-11-11,牛,生体,,乳牛用,めす,
2021-11-11,牛,生体,,乳牛用,去勢,10
2021-11-11,牛,搬入枝肉,,和牛,おす,
2021-11-11,牛,搬入枝肉,,和牛,めす,59
2021-11-11,牛,搬入枝肉,,和牛,去勢,12
2021-11-11,牛,搬入枝肉,,交雑,おす,
2021-11-11,牛,搬入枝肉,,交雑,めす,24
2021-11-11,牛,搬入枝肉,,交雑,去勢,26
2021-11-11,牛,搬入枝肉,,乳牛用,おす,
2021-11-11,牛,搬入枝肉,,乳牛用,めす,16
2021-11-11,牛,搬入枝肉,,乳牛用,去勢,
2021-11-11,豚,生体,せり,極上,,4
2021-11-11,豚,生体,せり,上,,225
2021-11-11,豚,生体,せり,中,,336
2021-11-11,豚,生体,せり,並,,124
2021-11-11,豚,生体,せり,等外,,88
2021-11-11,豚,生体,相対,極上,,
2021-11-11,豚,生体,相対,上,,
2021-11-11,豚,生体,相対,中,,
2021-11-11,豚,生体,相対,並,,
2021-11-11,豚,生体,相対,等外,,
2021-11-11,豚,搬入枝肉,せり,極上,,
2021-11-11,豚,搬入枝肉,せり,上,,
2021-11-11,豚,搬入枝肉,せり,中,,
2021-11-11,豚,搬入枝肉,せり,並,,
2021-11-11,豚,搬入枝肉,せり,等外,,
2021-11-11,豚,搬入枝肉,相対,極上,,
2021-11-11,豚,搬入枝肉,相対,上,,5
2021-11-11,豚,搬入枝肉,相対,中,,24
2021-11-11,豚,搬入枝肉,相対,並,,1
2021-11-11,豚,搬入枝肉,相対,等外,,10
2021-11-12,牛,生体,,和牛,おす,
2021-11-12,牛,生体,,和牛,めす,53
2021-11-12,牛,生体,,和牛,去勢,197
2021-11-12,牛,生体,,交雑,おす,
2021-11-12,牛,生体,,交雑,めす,53
2021-11-12,牛,生体,,交雑,去勢,34
2021-11-12,牛,生体,,乳牛用,おす,
2021-11-12,牛,生体,,乳牛用,めす,
2021-11-12,牛,生体,,乳牛用,去勢,5
2021-11-12,牛,搬入枝肉,,和牛,おす,
2021-11-12,牛,搬入枝肉,,和牛,めす,95
2021-11-12,牛,搬入枝肉,,和牛,去勢,46
2021-11-12,牛,搬入枝肉,,交雑,おす,1
2021-11-12,牛,搬入枝肉,,交雑,めす,15
2021-11-12,牛,搬入枝肉,,交雑,去勢,16
2021-11-12,牛,搬入枝肉,,乳牛用,おす,
2021-11-12,牛,搬入枝肉,,乳牛用,めす,38
2021-11-12,牛,搬入枝肉,,乳牛用,去勢,
2021-11-12,豚,生体,せり,極上,,5
2021-11-12,豚,生体,せり,上,,305
2021-11-12,豚,生体,せり,中,,507
2021-11-12,豚,生体,せり,並,,174
2021-11-12,豚,生体,せり,等外,,41
2021-11-12,豚,生体,相対,極上,,
2021-11-12,豚,生体,相対,上,,
2021-11-12,豚,生体,相対,中,,
2021-11-12,豚,生体,相対,並,,
2021-11-12,豚,生体,相対,等外,,
2021-11-12,豚,搬入枝肉,せり,極上,,
2021-11-12,豚,搬入枝肉,せり,上,,
2021-11-12,豚,搬入枝肉,せり,中,,
2021-11-12,豚,搬入枝肉,せり,並,,
2021-11-12,豚,搬入枝肉,せり,等外,,
2021-11-12,豚,搬入枝肉,相対,極上,,
2021-11-12,豚,搬入枝肉,相対,上,,4
2021-11-12,豚,搬入枝肉,相対,中,,13
2021-11-12,豚,搬入枝肉,相対,並,,2
2021-11-12,豚,搬入枝肉,相対,等外,,5
2021-11-15,牛,生体,,和牛,おす,
2021-11-15,牛,生体,,和牛,めす,211
2021-11-15,牛,生体,,和牛,去勢,81
2021-11-15,牛,生体,,交雑,おす,
2021-11-15,牛,生体,,交雑,めす,54
2021-11-15,牛,生体,,交雑,去勢,5
2021-11-15,牛,生体,,乳牛用,おす,
2021-11-15,牛,生体,,乳牛用,めす,
2021-11-15,牛,生体,,乳牛用,去勢,
2021-11-15,牛,搬入枝肉,,和牛,おす,
2021-11-15,牛,搬入枝肉,,和牛,めす,56
2021-11-15,牛,搬入枝肉,,和牛,去勢,12
2021-11-15,牛,搬入枝肉,,交雑,おす,
2021-11-15,牛,搬入枝肉,,交雑,めす,43
2021-11-15,牛,搬入枝肉,,交雑,去勢,11
2021-11-15,牛,搬入枝肉,,乳牛用,おす,
2021-11-15,牛,搬入枝肉,,乳牛用,めす,20
2021-11-15,牛,搬入枝肉,,乳牛用,去勢,2
2021-11-15,豚,生体,せり,極上,,3
2021-11-15,豚,生体,せり,上,,238
2021-11-15,豚,生体,せり,中,,400
2021-11-15,豚,生体,せり,並,,106
2021-11-15,豚,生体,せり,等外,,57
2021-11-15,豚,生体,相対,極上,,
2021-11-15,豚,生体,相対,上,,
2021-11-15,豚,生体,相対,中,,
2021-11-15,豚,生体,相対,並,,
2021-11-15,豚,生体,相対,等外,,
2021-11-15,豚,搬入枝肉,せり,極上,,
2021-11-15,豚,搬入枝肉,せり,上,,
2021-11-15,豚,搬入枝肉,せり,中,,
2021-11-15,豚,搬入枝肉,せり,並,,
2021-11-15,豚,搬入枝肉,せり,等外,,
2021-11-15,豚,搬入枝肉,相対,極上,,
2021-11-15,豚,搬入枝肉,相対,上,,
2021-11-15,豚,搬入枝肉,相対,中,,
2021-11-15,豚,搬入枝肉,相対,並,,
2021-11-15,豚,搬入枝肉,相対,等外,,
2021-11-16,牛,生体,,和牛,おす,
2021-11-16,牛,生体,,和牛,めす,51
2021-11-16,牛,生体,,和牛,去勢,175
2021-11-16,牛,生体,,交雑,おす,
2021-11-16,牛,生体,,交雑,めす,24
2021-11-16,牛,生体,,交雑,去勢,83
2021-11-16,牛,生体,,乳牛用,おす,
2021-11-16,牛,生体,,乳牛用,めす,
2021-11-16,牛,生体,,乳牛用,去勢,
2021-11-16,牛,搬入枝肉,,和牛,おす,
2021-11-16,牛,搬入枝肉,,和牛,めす,56
2021-11-16,牛,搬入枝肉,,和牛,去勢,5
2021-11-16,牛,搬入枝肉,,交雑,おす,
2021-11-16,牛,搬入枝肉,,交雑,めす,8
2021-11-16,牛,搬入枝肉,,交雑,去勢,3
2021-11-16,牛,搬入枝肉,,乳牛用,おす,
2021-11-16,牛,搬入枝肉,,乳牛用,めす,9
2021-11-16,牛,搬入枝肉,,乳牛用,去勢,3
2021-11-16,豚,生体,せり,極上,,
2021-11-16,豚,生体,せり,上,,233
2021-11-16,豚,生体,せり,中,,424
2021-11-16,豚,生体,せり,並,,186
2021-11-16,豚,生体,せり,等外,,83
2021-11-16,豚,生体,相対,極上,,
2021-11-16,豚,生体,相対,上,,
2021-11-16,豚,生体,相対,中,,
2021-11-16,豚,生体,相対,並,,
2021-11-16,豚,生体,相対,等外,,
2021-11-16,豚,搬入枝肉,せり,極上,,
2021-11-16,豚,搬入枝肉,せり,上,,
2021-11-16,豚,搬入枝肉,せり,中,,
2021-11-16,豚,搬入枝肉,せり,並,,
2021-11-16,豚,搬入枝肉,せり,等外,,
2021-11-16,豚,搬入枝肉,相対,極上,,
2021-11-16,豚,搬入枝肉,相対,上,,
2021-11-16,豚,搬入枝肉,相対,中,,
2021-11-16,豚,搬入枝肉,相対,並,,
2021-11-16,豚,搬入枝肉,相対,等外,,
2021-11-17,牛,生体,,和牛,おす,
2021-11-17,牛,生体,,和牛,めす,85
2021-11-17,牛,生体,,和牛,去勢,178
2021-11-17,牛,生体,,交雑,おす,
2021-11-17,牛,生体,,交雑,めす,64
2021-11-17,牛,生体,,交雑,去勢,28
2021-11-17,牛,生体,,乳牛用,おす,
2021-11-17,牛,生体,,乳牛用,めす,
2021-11-17,牛,生体,,乳牛用,去勢,
2021-11-17,牛,搬入枝肉,,和牛,おす,
2021-11-17,牛,搬入枝肉,,和牛,めす,49
2021-11-17,牛,搬入枝肉,,和牛,去勢,29
2021-11-17,牛,搬入枝肉,,交雑,おす,
2021-11-17,牛,搬入枝肉,,交雑,めす,69
2021-11-17,牛,搬入枝肉,,交雑,去勢,61
2021-11-17,牛,搬入枝肉,,乳牛用,おす,
2021-11-17,牛,搬入枝肉,,乳牛用,めす,34
2021-11-17,牛,搬入枝肉,,乳牛用,去勢,3
2021-11-17,豚,生体,せり,極上,,2
2021-11-17,豚,生体,せり,上,,142
2021-11-17,豚,生体,せり,中,,302
2021-11-17,豚,生体,せり,並,,122
2021-11-17,豚,生体,せり,等外,,124
2021-11-17,豚,生体,相対,極上,,
2021-11-17,豚,生体,相対,上,,
2021-11-17,豚,生体,相対,中,,
2021-11-17,豚,生体,相対,並,,
2021-11-17,豚,生体,相対,等外,,
2021-11-17,豚,搬入枝肉,せり,極上,,
2021-11-17,豚,搬入枝肉,せり,上,,
2021-11-17,豚,搬入枝肉,せり,中,,
2021-11-17,豚,搬入枝肉,せり,並,,
2021-11-17,豚,搬入枝肉,せり,等外,,
2021-11-17,豚,搬入枝肉,相対,極上,,
2021-11-17,豚,搬入枝肉,相対,上,,
2021-11-17,豚,搬入枝肉,相対,中,,
2021-11-17,豚,搬入枝肉,相対,並,,
2021-11-17,豚,搬入枝肉,相対,等外,,
2021-11-18,牛,生体,,和牛,おす,
2021-11-18,牛,生体,,和牛,めす,61
2021-11-18,牛,生体,,和牛,去勢,196
2021-11-18,牛,生体,,交雑,おす,
2021-11-18,牛,生体,,交雑,めす,36
2021-11-18,牛,生体,,交雑,去勢,22
2021-11-18,牛,生体,,乳牛用,おす,
2021-11-18,牛,生体,,乳牛用,めす,
2021-11-18,牛,生体,,乳牛用,去勢,
2021-11-18,牛,搬入枝肉,,和牛,おす,
2021-11-18,牛,搬入枝肉,,和牛,めす,67
2021-11-18,牛,搬入枝肉,,和牛,去勢,34
2021-11-18,牛,搬入枝肉,,交雑,おす,
2021-11-18,牛,搬入枝肉,,交雑,めす,29
2021-11-18,牛,搬入枝肉,,交雑,去勢,29
2021-11-18,牛,搬入枝肉,,乳牛用,おす,
2021-11-18,牛,搬入枝肉,,乳牛用,めす,42
2021-11-18,牛,搬入枝肉,,乳牛用,去勢,
2021-11-18,豚,生体,せり,極上,,1
2021-11-18,豚,生体,せり,上,,207
2021-11-18,豚,生体,せり,中,,297
2021-11-18,豚,生体,せり,並,,167
2021-11-18,豚,生体,せり,等外,,117
2021-11-18,豚,生体,相対,極上,,
2021-11-18,豚,生体,相対,上,,
2021-11-18,豚,生体,相対,中,,
2021-11-18,豚,生体,相対,並,,
2021-11-18,豚,生体,相対,等外,,
2021-11-18,豚,搬入枝肉,せり,極上,,
2021-11-18,豚,搬入枝肉,せり,上,,
2021-11-18,豚,搬入枝肉,せり,中,,
2021-11-18,豚,搬入枝肉,せり,並,,
2021-11-18,豚,搬入枝肉,せり,等外,,
2021-11-18,豚,搬入枝肉,相対,極上,,
2021-11-18,豚,搬入枝肉,相対,上,,
2021-11-18,豚,搬入枝肉,相対,中,,
2021-11-18,豚,搬入枝肉,相対,並,,
2021-11-18,豚,搬入枝肉,相対,等外,,11
2021-11-19,牛,生体,,和牛,おす,
2021-11-19,牛,生体,,和牛,めす,34
2021-11-19,牛,生体,,和牛,去勢,216
2021-11-19,牛,生体,,交雑,おす,
2021-11-19,牛,生体,,交雑,めす,46
2021-11-19,牛,生体,,交雑,去勢,45
2021-11-19,牛,生体,,乳牛用,おす,
2021-11-19,牛,生体,,乳牛用,めす,
2021-11-19,牛,生体,,乳牛用,去勢,
2021-11-19,牛,搬入枝肉,,和牛,おす,
2021-11-19,牛,搬入枝肉,,和牛,めす,98
2021-11-19,牛,搬入枝肉,,和牛,去勢,11
2021-11-19,牛,搬入枝肉,,交雑,おす,
2021-11-19,牛,搬入枝肉,,交雑,めす,6
2021-11-19,牛,搬入枝肉,,交雑,去勢,1
2021-11-19,牛,搬入枝肉,,乳牛用,おす,
2021-11-19,牛,搬入枝肉,,乳牛用,めす,37
2021-11-19,牛,搬入枝肉,,乳牛用,去勢,1
2021-11-19,豚,生体,せり,極上,,4
2021-11-19,豚,生体,せり,上,,255
2021-11-19,豚,生体,せり,中,,466
2021-11-19,豚,生体,せり,並,,216
2021-11-19,豚,生体,せり,等外,,51
2021-11-19,豚,生体,相対,極上,,
2021-11-19,豚,生体,相対,上,,
2021-11-19,豚,生体,相対,中,,
2021-11-19,豚,生体,相対,並,,
2021-11-19,豚,生体,相対,等外,,
2021-11-19,豚,搬入枝肉,せり,極上,,
2021-11-19,豚,搬入枝肉,せり,上,,
2021-11-19,豚,搬入枝肉,せり,中,,
2021-11-19,豚,搬入枝肉,せり,並,,
2021-11-19,豚,搬入枝肉,せり,等外,,
2021-11-19,豚,搬入枝肉,相対,極上,,
2021-11-19,豚,搬入枝肉,相対,上,,12
2021-11-19,豚,搬入枝肉,相対,中,,9
2021-11-19,豚,搬入枝肉,相対,並,,3
2021-11-19,豚,搬入枝肉,相対,等外,,
2021-11-22,牛,生体,,和牛,おす,
2021-11-22,牛,生体,,和牛,めす,234
2021-11-22,牛,生体,,和牛,去勢,56
2021-11-22,牛,生体,,交雑,おす,
2021-11-22,牛,生体,,交雑,めす,70
2021-11-22,牛,生体,,交雑,去勢,12
2021-11-22,牛,生体,,乳牛用,おす,
2021-11-22,牛,生体,,乳牛用,めす,
2021-11-22,牛,生体,,乳牛用,去勢,
2021-11-22,牛,搬入枝肉,,和牛,おす,
2021-11-22,牛,搬入枝肉,,和牛,めす,45
2021-11-22,牛,搬入枝肉,,和牛,去勢,18
2021-11-22,牛,搬入枝肉,,交雑,おす,
2021-11-22,牛,搬入枝肉,,交雑,めす,52
2021-11-22,牛,搬入枝肉,,交雑,去勢,1
2021-11-22,牛,搬入枝肉,,乳牛用,おす,
2021-11-22,牛,搬入枝肉,,乳牛用,めす,13
2021-11-22,牛,搬入枝肉,,乳牛用,去勢,
2021-11-22,豚,生体,せり,極上,,4
2021-11-22,豚,生体,せり,上,,260
2021-11-22,豚,生体,せり,中,,338
2021-11-22,豚,生体,せり,並,,127
2021-11-22,豚,生体,せり,等外,,108
2021-11-22,豚,生体,相対,極上,,
2021-11-22,豚,生体,相対,上,,
2021-11-22,豚,生体,相対,中,,
2021-11-22,豚,生体,相対,並,,
2021-11-22,豚,生体,相対,等外,,
2021-11-22,豚,搬入枝肉,せり,極上,,
2021-11-22,豚,搬入枝肉,せり,上,,
2021-11-22,豚,搬入枝肉,せり,中,,
2021-11-22,豚,搬入枝肉,せり,並,,
2021-11-22,豚,搬入枝肉,せり,等外,,
2021-11-22,豚,搬入枝肉,相対,極上,,
2021-11-22,豚,搬入枝肉,相対,上,,
2021-11-22,豚,搬入枝肉,相対,中,,
2021-11-22,豚,搬入枝肉,相対,並,,
2021-11-22,豚,搬入枝肉,相対,等外,,2
2021-11-24,牛,生体,,和牛,おす,
2021-11-24,牛,生体,,和牛,めす,73
2021-11-24,牛,生体,,和牛,去勢,174
2021-11-24,牛,生体,,交雑,おす,
2021-11-24,牛,生体,,交雑,めす,40
2021-11-24,牛,生体,,交雑,去勢,48
2021-11-24,牛,生体,,乳牛用,おす,
2021-11-24,牛,生体,,乳牛用,めす,
2021-11-24,牛,生体,,乳牛用,去勢,
2021-11-24,牛,搬入枝肉,,和牛,おす,
2021-11-24,牛,搬入枝肉,,和牛,めす,61
2021-11-24,牛,搬入枝肉,,和牛,去勢,42
2021-11-24,牛,搬入枝肉,,交雑,おす,
2021-11-24,牛,搬入枝肉,,交雑,めす,59
2021-11-24,牛,搬入枝肉,,交雑,去勢,48
2021-11-24,牛,搬入枝肉,,乳牛用,おす,3
2021-11-24,牛,搬入枝肉,,乳牛用,めす,9
2021-11-24,牛,搬入枝肉,,乳牛用,去勢,3
2021-11-24,豚,生体,せり,極上,,5
2021-11-24,豚,生体,せり,上,,354
2021-11-24,豚,生体,せり,中,,448
2021-11-24,豚,生体,せり,並,,169
2021-11-24,豚,生体,せり,等外,,45
2021-11-24,豚,生体,相対,極上,,
2021-11-24,豚,生体,相対,上,,
2021-11-24,豚,生体,相対,中,,
2021-11-24,豚,生体,相対,並,,
2021-11-24,豚,生体,相対,等外,,
2021-11-24,豚,搬入枝肉,せり,極上,,
2021-11-24,豚,搬入枝肉,せり,上,,
2021-11-24,豚,搬入枝肉,せり,中,,
2021-11-24,豚,搬入枝肉,せり,並,,
2021-11-24,豚,搬入枝肉,せり,等外,,
2021-11-24,豚,搬入枝肉,相対,極上,,
2021-11-24,豚,搬入枝肉,相対,上,,
2021-11-24,豚,搬入枝肉,相対,中,,27
2021-11-24,豚,搬入枝肉,相対,並,,2
2021-11-24,豚,搬入枝肉,相対,等外,,7
2021-11-25,牛,生体,,和牛,おす,
2021-11-25,牛,生体,,和牛,めす,102
2021-11-25,牛,生体,,和牛,去勢,182
2021-11-25,牛,生体,,交雑,おす,
2021-11-25,牛,生体,,交雑,めす,33
2021-11-25,牛,生体,,交雑,去勢,18
2021-11-25,牛,生体,,乳牛用,おす,
2021-11-25,牛,生体,,乳牛用,めす,
2021-11-25,牛,生体,,乳牛用,去勢,
2021-11-25,牛,搬入枝肉,,和牛,おす,
2021-11-25,牛,搬入枝肉,,和牛,めす,43
2021-11-25,牛,搬入枝肉,,和牛,去勢,36
2021-11-25,牛,搬入枝肉,,交雑,おす,
2021-11-25,牛,搬入枝肉,,交雑,めす,33
2021-11-25,牛,搬入枝肉,,交雑,去勢,52
2021-11-25,牛,搬入枝肉,,乳牛用,おす,
2021-11-25,牛,搬入枝肉,,乳牛用,めす,32
2021-11-25,牛,搬入枝肉,,乳牛用,去勢,
2021-11-25,豚,生体,せり,極上,,2
2021-11-25,豚,生体,せり,上,,258
2021-11-25,豚,生体,せり,中,,447
2021-11-25,豚,生体,せり,並,,159
2021-11-25,豚,生体,せり,等外,,83
2021-11-25,豚,生体,相対,極上,,
2021-11-25,豚,生体,相対,上,,
2021-11-25,豚,生体,相対,中,,
2021-11-25,豚,生体,相対,並,,
2021-11-25,豚,生体,相対,等外,,
2021-11-25,豚,搬入枝肉,せり,極上,,
2021-11-25,豚,搬入枝肉,せり,上,,
2021-11-25,豚,搬入枝肉,せり,中,,
2021-11-25,豚,搬入枝肉,せり,並,,
2021-11-25,豚,搬入枝肉,せり,等外,,
2021-11-25,豚,搬入枝肉,相対,極上,,
2021-11-25,豚,搬入枝肉,相対,上,,6
2021-11-25,豚,搬入枝肉,相対,中,,14
2021-11-25,豚,搬入枝肉,相対,並,,
2021-11-25,豚,搬入枝肉,相対,等外,,11
2021-11-26,牛,生体,,和牛,おす,
2021-11-26,牛,生体,,和牛,めす,87
2021-11-26,牛,生体,,和牛,去勢,189
2021-11-26,牛,生体,,交雑,おす,
2021-11-26,牛,生体,,交雑,めす,50
2021-11-26,牛,生体,,交雑,去勢,43
2021-11-26,牛,生体,,乳牛用,おす,
2021-11-26,牛,生体,,乳牛用,めす,
2021-11-26,牛,生体,,乳牛用,去勢,
2021-11-26,牛,搬入枝肉,,和牛,おす,
2021-11-26,牛,搬入枝肉,,和牛,めす,50
2021-11-26,牛,搬入枝肉,,和牛,去勢,60
2021-11-26,牛,搬入枝肉,,交雑,おす,
2021-11-26,牛,搬入枝肉,,交雑,めす,31
2021-11-26,牛,搬入枝肉,,交雑,去勢,21
2021-11-26,牛,搬入枝肉,,乳牛用,おす,
2021-11-26,牛,搬入枝肉,,乳牛用,めす,65
2021-11-26,牛,搬入枝肉,,乳牛用,去勢,
2021-11-26,豚,生体,せり,極上,,6
2021-11-26,豚,生体,せり,上,,329
2021-11-26,豚,生体,せり,中,,518
2021-11-26,豚,生体,せり,並,,178
2021-11-26,豚,生体,せり,等外,,92
2021-11-26,豚,生体,相対,極上,,
2021-11-26,豚,生体,相対,上,,
2021-11-26,豚,生体,相対,中,,
2021-11-26,豚,生体,相対,並,,
2021-11-26,豚,生体,相対,等外,,
2021-11-26,豚,搬入枝肉,せり,極上,,
2021-11-26,豚,搬入枝肉,せり,上,,
2021-11-26,豚,搬入枝肉,せり,中,,
2021-11-26,豚,搬入枝肉,せり,並,,
2021-11-26,豚,搬入枝肉,せり,等外,,
2021-11-26,豚,搬入枝肉,相対,極上,,
2021-11-26,豚,搬入枝肉,相対,上,,4
2021-11-26,豚,搬入枝肉,相対,中,,
2021-11-26,豚,搬入枝肉,相対,並,,
2021-11-26,豚,搬入枝肉,相対,等外,,6
2021-11-27,牛,生体,,和牛,おす,
2021-11-27,牛,生体,,和牛,めす,65
2021-11-27,牛,生体,,和牛,去勢,204
2021-11-27,牛,生体,,交雑,おす,
2021-11-27,牛,生体,,交雑,めす,45
2021-11-27,牛,生体,,交雑,去勢,26
2021-11-27,牛,生体,,乳牛用,おす,
2021-11-27,牛,生体,,乳牛用,めす,
2021-11-27,牛,生体,,乳牛用,去勢,10
2021-11-27,牛,搬入枝肉,,和牛,おす,
2021-11-27,牛,搬入枝肉,,和牛,めす,62
2021-11-27,牛,搬入枝肉,,和牛,去勢,3
2021-11-27,牛,搬入枝肉,,交雑,おす,
2021-11-27,牛,搬入枝肉,,交雑,めす,1
2021-11-27,牛,搬入枝肉,,交雑,去勢,
2021-11-27,牛,搬入枝肉,,乳牛用,おす,
2021-11-27,牛,搬入枝肉,,乳牛用,めす,12
2021-11-27,牛,搬入枝肉,,乳牛用,去勢,
2021-11-27,豚,生体,せり,極上,,
2021-11-27,豚,生体,せり,上,,
2021-11-27,豚,生体,せり,中,,
2021-11-27,豚,生体,せり,並,,
2021-11-27,豚,生体,せり,等外,,
2021-11-27,豚,生体,相対,極上,,
2021-11-27,豚,生体,相対,上,,
2021-11-27,豚,生体,相対,中,,
2021-11-27,豚,生体,相対,並,,
2021-11-27,豚,生体,相対,等外,,
2021-11-27,豚,搬入枝肉,せり,極上,,
2021-11-27,豚,搬入枝肉,せり,上,,
2021-11-27,豚,搬入枝肉,せり,中,,
2021-11-27,豚,搬入枝肉,せり,並,,
2021-11-27,豚,搬入枝肉,せり,等外,,
2021-11-27,豚,搬入枝肉,相対,極上,,
2021-11-27,豚,搬入枝肉,相対,上,,
2021-11-27,豚,搬入枝肉,相対,中,,
2021-11-27,豚,搬入枝肉,相対,並,,
2021-11-27,豚,搬入枝肉,相対,等外,,
2021-11-29,牛,生体,,和牛,おす,
2021-11-29,牛,生体,,和牛,めす,281
2021-11-29,牛,生体,,和牛,去勢,76
2021-11-29,牛,生体,,交雑,おす,
2021-11-29,牛,生体,,交雑,めす,11
2021-11-29,牛,生体,,交雑,去勢,3
2021-11-29,牛,生体,,乳牛用,おす,
2021-11-29,牛,生体,,乳牛用,めす,
2021-11-29,牛,生体,,乳牛用,去勢,
2021-11-29,牛,搬入枝肉,,和牛,おす,
2021-11-29,牛,搬入枝肉,,和牛,めす,40
2021-11-29,牛,搬入枝肉,,和牛,去勢,35
2021-11-29,牛,搬入枝肉,,交雑,おす,
2021-11-29,牛,搬入枝肉,,交雑,めす,48
2021-11-29,牛,搬入枝肉,,交雑,去勢,18
2021-11-29,牛,搬入枝肉,,乳牛用,おす,
2021-11-29,牛,搬入枝肉,,乳牛用,めす,29
2021-11-29,牛,搬入枝肉,,乳牛用,去勢,4
2021-11-29,豚,生体,せり,極上,,
2021-11-29,豚,生体,せり,上,,215
2021-11-29,豚,生体,せり,中,,378
2021-11-29,豚,生体,せり,並,,168
2021-11-29,豚,生体,せり,等外,,146
2021-11-29,豚,生体,相対,極上,,
2021-11-29,豚,生体,相対,上,,
2021-11-29,豚,生体,相対,中,,
2021-11-29,豚,生体,相対,並,,
2021-11-29,豚,生体,相対,等外,,
2021-11-29,豚,搬入枝肉,せり,極上,,
2021-11-29,豚,搬入枝肉,せり,上,,
2021-11-29,豚,搬入枝肉,せり,中,,
2021-11-29,豚,搬入枝肉,せり,並,,
2021-11-29,豚,搬入枝肉,せり,等外,,
2021-11-29,豚,搬入枝肉,相対,極上,,
2021-11-29,豚,搬入枝肉,相対,上,,
2021-11-29,豚,搬入枝肉,相対,中,,
2021-11-29,豚,搬入枝肉,相対,並,,
2021-11-29,豚,搬入枝肉,相対,等外,,2
2021-11-30,牛,生体,,和牛,おす,
2021-11-30,牛,生体,,和牛,めす,55
2021-11-30,牛,生体,,和牛,去勢,214
2021-11-30,牛,生体,,交雑,おす,
2021-11-30,牛,生体,,交雑,めす,18
2021-11-30,牛,生体,,交雑,去勢,37
2021-11-30,牛,生体,,乳牛用,おす,
2021-11-30,牛,生体,,乳牛用,めす,
2021-11-30,牛,生体,,乳牛用,去勢,
2021-11-30,牛,搬入枝肉,,和牛,おす,
2021-11-30,牛,搬入枝肉,,和牛,めす,45
2021-11-30,牛,搬入枝肉,,和牛,去勢,7
2021-11-30,牛,搬入枝肉,,交雑,おす,
2021-11-30,牛,搬入枝肉,,交雑,めす,6
2021-11-30,牛,搬入枝肉,,交雑,去勢,2
2021-11-30,牛,搬入枝肉,,乳牛用,おす,
2021-11-30,牛,搬入枝肉,,乳牛用,めす,15
2021-11-30,牛,搬入枝肉,,乳牛用,去勢,6
2021-11-30,豚,生体,せり,極上,,3
2021-11-30,豚,生体,せり,上,,267
2021-11-30,豚,生体,せり,中,,400
2021-11-30,豚,生体,せり,並,,204
2021-11-30,豚,生体,せり,等外,,41
2021-11-30,豚,生体,相対,極上,,
2021-11-30,豚,生体,相対,上,,
2021-11-30,豚,生体,相対,中,,
2021-11-30,豚,生体,相対,並,,
2021-11-30,豚,生体,相対,等外,,
2021-11-30,豚,搬入枝肉,せり,極上,,
2021-11-30,豚,搬入枝肉,せり,上,,
2021-11-30,豚,搬入枝肉,せり,中,,
2021-11-30,豚,搬入枝肉,せり,並,,
2021-11-30,豚,搬入枝肉,せり,等外,,
2021-11-30,豚,搬入枝肉,相対,極上,,
2021-11-30,豚,搬入枝肉,相対,上,,6
2021-11-30,豚,搬入枝肉,相対,中,,22
2021-11-30,豚,搬入枝肉,相対,並,,2
2021-11-30,豚,搬入枝肉,相対,等外,,9
2021-12-01,牛,生体,,和牛,おす,
2021-12-01,牛,生体,,和牛,めす,82
2021-12-01,牛,生体,,和牛,去勢,188
2021-12-01,牛,生体,,交雑,おす,
2021-12-01,牛,生体,,交雑,めす,42
2021-12-01,牛,生体,,交雑,去勢,18
2021-12-01,牛,生体,,乳牛用,おす,
2021-12-01,牛,生体,,乳牛用,めす,
2021-12-01,牛,生体,,乳牛用,去勢,
2021-12-01,牛,搬入枝肉,,和牛,おす,
2021-12-01,牛,搬入枝肉,,和牛,めす,74
2021-12-01,牛,搬入枝肉,,和牛,去勢,25
2021-12-01,牛,搬入枝肉,,交雑,おす,
2021-12-01,牛,搬入枝肉,,交雑,めす,72
2021-12-01,牛,搬入枝肉,,交雑,去勢,57
2021-12-01,牛,搬入枝肉,,乳牛用,おす,
2021-12-01,牛,搬入枝肉,,乳牛用,めす,20
2021-12-01,牛,搬入枝肉,,乳牛用,去勢,2
2021-12-01,豚,生体,せり,極上,,3
2021-12-01,豚,生体,せり,上,,140
2021-12-01,豚,生体,せり,中,,373
2021-12-01,豚,生体,せり,並,,163
2021-12-01,豚,生体,せり,等外,,140
2021-12-01,豚,生体,相対,極上,,
2021-12-01,豚,生体,相対,上,,
2021-12-01,豚,生体,相対,中,,
2021-12-01,豚,生体,相対,並,,
2021-12-01,豚,生体,相対,等外,,
