項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,6,1,10,2,コーヒー・ココア,920,0.3,7.1,556,0.5,641,0.4,768,0.4,794,0.3,926,0.3,1273,0.3,1478,0.2
2,6,1,10,3,他の飲料,2134,0.7,-0.6,1100,1,1491,0.9,1933,0.9,1715,0.7,2192,0.7,3008,0.8,3482,0.5
2,5,1,11,0,酒類,3448,1.1,0.8,1409,1.3,1902,1.1,2888,1.3,3735,1.4,2999,1,4170,1.1,7022,0.9
2,5,1,12,0,外食,17308,5.5,-0.6,4016,3.8,9467,5.6,12183,5.6,14805,5.7,20311,6.5,22272,5.7,37977,5.1
2,6,1,12,1,一般外食,16516,5.2,1,3688,3.5,9073,5.3,11374,5.3,13771,5.3,19707,6.3,21007,5.4,36870,5
2,6,1,12,2,学校給食,792,0.3,-24.7,328,0.3,394,0.2,808,0.4,1035,0.4,605,0.2,1265,0.3,1107,0.1
2,4,2,0,0,住居,28243,9,22,3371,3.2,11883,7,20851,9.7,24269,9.3,16974,5.4,37178,9.5,83004,11.2
2,5,2,1,0,家賃地代,19698,6.3,31.6,2894,2.8,9857,5.8,19857,9.2,22293,8.5,14041,4.5,32012,8.2,36804,4.9
2,5,2,2,0,設備修繕・維持,8545,2.7,4.6,477,0.5,2026,1.2,994,0.5,1976,0.8,2932,0.9,5166,1.3,46200,6.2
2,6,2,2,1,設備材料,1529,0.5,-36.2,85,0.1,488,0.3,286,0.1,62,0,345,0.1,148,0,9287,1.2
2,6,2,2,2,工事その他のサービス,7016,2.2,21.4,393,0.4,1538,0.9,708,0.3,1914,0.7,2587,0.8,5018,1.3,36913,5
2,4,3,0,0,光熱・水道,16883,5.4,-17.1,11634,11.1,13861,8.1,16952,7.9,18714,7.2,18823,6,18173,4.6,20002,2.7
2,5,3,1,0,電気代,7318,2.3,-21.3,4786,4.6,6393,3.8,6511,3,8360,3.2,8188,2.6,8357,2.1,8618,1.2
2,5,3,2,0,ガス代,4483,1.4,-21.8,3524,3.4,3812,2.2,4471,2.1,5146,2,4897,1.6,4555,1.2,4977,0.7
2,5,3,3,0,他の光熱,223,0.1,-59.1,158,0.2,213,0.1,171,0.1,134,0.1,287,0.1,463,0.1,133,0
2,5,3,4,0,上下水道料,4859,1.5,1.4,3166,3,3442,2,5799,2.7,5074,1.9,5451,1.7,4798,1.2,6274,0.8
2,4,4,0,0,家具・家事用品,12022,3.8,13.3,2836,2.7,4506,2.6,7605,3.5,8136,3.1,10397,3.3,13464,3.4,37135,5
2,5,4,1,0,家庭用耐久財,4511,1.4,41.7,156,0.1,700,0.4,1844,0.9,2518,1,3220,1,4716,1.2,18391,2.5
2,6,4,1,1,家事用耐久財,2219,0.7,74.2,105,0.1,279,0.2,1335,0.6,1695,0.6,1825,0.6,2498,0.6,7782,1
2,6,4,1,2,冷暖房用器具,2113,0.7,52.6,52,0,319,0.2,391,0.2,458,0.2,1172,0.4,1775,0.5,10609,1.4
2,6,4,1,3,一般家具,179,0.1,-65.9,-,-,102,0.1,117,0.1,365,0.1,224,0.1,443,0.1,-,-
2,5,4,2,0,室内装備・装飾品,869,0.3,8.4,118,0.1,109,0.1,365,0.2,605,0.2,727,0.2,2201,0.6,1942,0.3
2,5,4,3,0,寝具類,1338,0.4,26.9,67,0.1,124,0.1,632,0.3,498,0.2,669,0.2,1468,0.4,5896,0.8
2,5,4,4,0,家事雑貨,1943,0.6,-19.4,872,0.8,1187,0.7,1989,0.9,1581,0.6,2265,0.7,1734,0.4,3962,0.5
2,5,4,5,0,家事用消耗品,2450,0.8,-2.9,1483,1.4,2050,1.2,2495,1.2,2415,0.9,2762,0.9,2632,0.7,3302,0.4
2,5,4,6,0,家事サービス,912,0.3,42.5,139,0.1,335,0.2,280,0.1,519,0.2,753,0.2,713,0.2,3642,0.5
2,4,5,0,0,被服及び履物,16022,5.1,-5.4,4429,4.2,6325,3.7,7548,3.5,11487,4.4,19573,6.2,20086,5.1,42593,5.7
2,5,5,1,0,和服,292,0.1,274.4,-,-,-,-,-,-,27,0,38,0,-,-,1977,0.3
2,5,5,2,0,洋服,7940,2.5,6.9,1788,1.7,2577,1.5,2613,1.2,4959,1.9,9845,3.1,10471,2.7,23258,3.1
2,6,5,2,1,男子用洋服,2721,0.9,13.3,301,0.3,584,0.3,542,0.3,2206,0.8,3410,1.1,5474,1.4,6495,0.9
2,6,5,2,2,婦人用洋服,4339,1.4,-0.2,843,0.8,1628,1,1542,0.7,2049,0.8,5852,1.9,4036,1,14387,1.9
2,6,5,2,3,子供用洋服,880,0.3,30,644,0.6,365,0.2,529,0.2,703,0.3,584,0.2,961,0.2,2376,0.3
2,5,5,3,0,シャツ・セーター類,2525,0.8,-27.9,817,0.8,1196,0.7,1247,0.6,2364,0.9,3003,1,3621,0.9,5410,0.7
2,6,5,3,1,男子用シャツ・セーター類,761,0.2,-21.2,417,0.4,245,0.1,234,0.1,586,0.2,870,0.3,1136,0.3,1835,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1603,0.5,-31,393,0.4,848,0.5,927,0.4,1648,0.6,1856,0.6,2239,0.6,3301,0.4
2,6,5,3,3,子供用シャツ・セーター類,161,0.1,-23,6,0,104,0.1,85,0,130,0,276,0.1,247,0.1,274,0
2,5,5,4,0,下着類,1106,0.4,-14,646,0.6,622,0.4,960,0.4,954,0.4,1477,0.5,1523,0.4,1553,0.2
2,6,5,4,1,男子用下着類,388,0.1,-15.8,296,0.3,310,0.2,381,0.2,359,0.1,463,0.1,469,0.1,436,0.1
2,6,5,4,2,婦人用下着類,576,0.2,-17.9,349,0.3,256,0.2,530,0.2,277,0.1,831,0.3,948,0.2,833,0.1
2,6,5,4,3,子供用下着類,142,0,15.4,1,0,56,0,49,0,318,0.1,184,0.1,106,0,284,0
2,5,5,5,0,生地・糸類,158,0.1,20.6,44,0,113,0.1,84,0,234,0.1,242,0.1,94,0,300,0
2,5,5,6,0,他の被服,1327,0.4,-11.5,696,0.7,551,0.3,855,0.4,846,0.3,1903,0.6,1214,0.3,3214,0.4
2,5,5,7,0,履物類,1739,0.6,-0.3,344,0.3,632,0.4,1430,0.7,1542,0.6,1831,0.6,1902,0.5,4483,0.6
2,5,5,8,0,被服関連サービス,936,0.3,-26.7,95,0.1,634,0.4,359,0.2,561,0.2,1234,0.4,1262,0.3,2399,0.3
2,4,6,0,0,保健医療,17585,5.6,2.8,5781,5.5,11048,6.5,11608,5.4,10105,3.9,25680,8.2,17766,4.5,40960,5.5
2,5,6,1,0,医薬品,2441,0.8,-1.5,1385,1.3,2062,1.2,2070,1,2217,0.9,2887,0.9,3049,0.8,3406,0.5
2,5,6,2,0,健康保持用摂取品,1309,0.4,0,287,0.3,743,0.4,1064,0.5,795,0.3,1518,0.5,1582,0.4,3161,0.4
2,5,6,3,0,保健医療用品・器具,2473,0.8,-1.9,679,0.6,2071,1.2,1595,0.7,1845,0.7,2931,0.9,4434,1.1,3727,0.5
2,5,6,4,0,保健医療サービス,11362,3.6,5.3,3430,3.3,6172,3.6,6878,3.2,5248,2,18344,5.8,8701,2.2,30666,4.1
2,4,7,0,0,交通・通信,35707,11.3,18.5,7099,6.8,16799,9.9,18986,8.8,27319,10.5,34029,10.8,45840,11.7,99619,13.4
2,5,7,1,0,交通,7640,2.4,0.2,1376,1.3,3156,1.9,2904,1.3,6881,2.6,6348,2,9923,2.5,22856,3.1
2,5,7,2,0,自動車等関係費,13962,4.4,37.2,1050,1,4124,2.4,4716,2.2,7371,2.8,11947,3.8,15829,4,52580,7.1
2,6,7,2,1,自動車等購入,3292,1,567.7,-,-,-,-,-,-,-,-,-,-,-,-,23042,3.1
2,6,7,2,2,自転車購入,609,0.2,68.2,173,0.2,-,-,734,0.3,468,0.2,2540,0.8,-,-,344,0
2,6,7,2,3,自動車等維持,10060,3.2,7.9,877,0.8,4124,2.4,3982,1.8,6903,2.6,9407,3,15829,4,29194,3.9
2,5,7,3,0,通信,14105,4.5,14.4,4673,4.4,9518,5.6,11366,5.3,13067,5,15734,5,20089,5.1,24184,3.2
2,4,8,0,0,教育,13917,4.4,34.8,665,0.6,2527,1.5,4843,2.2,7727,3,9845,3.1,11495,2.9,60254,8.1
2,5,8,1,0,授業料等,10513,3.3,58.7,414,0.4,2256,1.3,2299,1.1,5218,2,7320,2.3,5922,1.5,50125,6.7
2,5,8,2,0,教科書・学習参考教材,115,0,-35.4,-,-,6,0,53,0,208,0.1,220,0.1,162,0,154,0
2,5,8,3,0,補習教育,3290,1,-6.6,250,0.2,265,0.2,2491,1.2,2301,0.9,2306,0.7,5411,1.4,9975,1.3
2,4,9,0,0,教養娯楽,38414,12.2,8.7,8851,8.4,17253,10.1,18924,8.8,30103,11.5,37733,12,48819,12.5,106958,14.4
2,5,9,1,0,教養娯楽用耐久財,2754,0.9,14.9,163,0.2,1674,1,457,0.2,303,0.1,3426,1.1,3176,0.8,10041,1.3
2,5,9,2,0,教養娯楽用品,6496,2.1,-1.1,2117,2,3913,2.3,3710,1.7,6739,2.6,7048,2.2,8802,2.2,13113,1.8
2,5,9,3,0,書籍・他の印刷物,4121,1.3,-7.6,2748,2.6,3189,1.9,3205,1.5,3664,1.4,4395,1.4,5154,1.3,6473,0.9
2,5,9,4,0,教養娯楽サービス,25042,8,14.3,3823,3.6,8478,5,11553,5.4,19397,7.4,22863,7.3,31688,8.1,77332,10.4
2,6,9,4,1,宿泊料,2602,0.8,46.1,352,0.3,464,0.3,330,0.2,3117,1.2,1476,0.5,4127,1.1,8342,1.1
2,6,9,4,2,パック旅行費,7442,2.4,32.4,-,-,137,0.1,912,0.4,3857,1.5,6474,2.1,5912,1.5,34763,4.7
2,6,9,4,3,月謝類,4268,1.4,-3.1,579,0.6,1588,0.9,2681,1.2,3885,1.5,3534,1.1,6868,1.8,10706,1.4
2,6,9,4,4,他の教養娯楽サービス,10731,3.4,6.1,2892,2.8,6289,3.7,7629,3.5,8539,3.3,11379,3.6,14780,3.8,23520,3.2
2,4,10,0,0,その他の消費支出,54863,17.4,-8.3,11298,10.7,23677,13.9,34925,16.2,45782,17.6,54799,17.4,81946,20.9,131172,17.6
2,5,10,1,0,諸雑費,23871,7.6,-2.4,6231,5.9,13792,8.1,12218,5.7,20623,7.9,21864,7,28271,7.2,63976,8.6
2,6,10,1,1,理美容サービス,3577,1.1,9.2,1622,1.5,2668,1.6,2429,1.1,4098,1.6,3807,1.2,4348,1.1,6057,0.8
2,6,10,1,2,理美容用品,4144,1.3,-15.8,1423,1.4,2556,1.5,2611,1.2,3670,1.4,4656,1.5,5563,1.4,8499,1.1
2,6,10,1,3,身の回り用品,1808,0.6,-12.8,176,0.2,882,0.5,1245,0.6,518,0.2,1760,0.6,2572,0.7,5479,0.7
2,6,10,1,4,たばこ,844,0.3,28.1,747,0.7,1450,0.9,620,0.3,413,0.2,480,0.2,717,0.2,1477,0.2
2,6,10,1,5,他の諸雑費,13498,4.3,-0.1,2263,2.2,6237,3.7,5313,2.5,11924,4.6,11160,3.5,15070,3.8,42463,5.7
2,5,10,2,0,こづかい,8162,2.6,-25.7,1140,1.1,2613,1.5,5286,2.4,7126,2.7,7946,2.5,17336,4.4,15587,2.1
2,5,10,3,0,交際費,20626,6.5,-7.9,3927,3.7,6466,3.8,17348,8,17218,6.6,24178,7.7,26089,6.7,49014,6.6
2,6,10,3,1,食料,5623,1.8,-21.2,1855,1.8,2204,1.3,5469,2.5,3162,1.2,6923,2.2,8697,2.2,10987,1.5
2,6,10,3,2,家具・家事用品,198,0.1,-18.2,19,0,210,0.1,81,0,64,0,322,0.1,335,0.1,353,0
2,6,10,3,3,被服及び履物,703,0.2,10,9,0,423,0.2,363,0.2,588,0.2,1109,0.4,864,0.2,1559,0.2
2,6,10,3,4,教養娯楽,1242,0.4,-12.2,68,0.1,308,0.2,368,0.2,1529,0.6,1360,0.4,2552,0.7,2500,0.3
2,6,10,3,5,他の物品サービス,1531,0.5,129.9,19,0,218,0.1,570,0.3,324,0.1,684,0.2,2187,0.6,6694,0.9
2,6,10,3,6,贈与金,8969,2.8,-0.9,1391,1.3,2457,1.4,8169,3.8,9694,3.7,11570,3.7,7237,1.8,22248,3
2,6,10,3,7,他の交際費,2360,0.7,-27.2,566,0.5,646,0.4,2328,1.1,1858,0.7,2210,0.7,4218,1.1,4672,0.6
2,5,10,4,0,仕送り金,2204,0.7,11.9,-,-,807,0.5,73,0,815,0.3,811,0.3,10250,2.6,2596,0.3
2,3,0,0,0,土地家屋購入,918,-,...,-,-,-,-,-,-,-,-,-,-,-,-,6425,-
2,3,0,0,0,（再掲）教育関係費,16621,5.3,28.2,1641,1.6,3360,2,6375,3,9462,3.6,12158,3.9,20270,5.2,62955,8.5
2,3,0,0,0,（再掲）教養娯楽関係費,44090,14,8.4,9079,8.6,18340,10.8,20513,9.5,35451,13.6,42110,13.4,58803,15,124034,16.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,11173,3.5,1.4,1391,1.3,3264,1.9,8242,3.8,10509,4,12382,3.9,17488,4.5,24844,3.3
2,3,0,0,0,（再掲）経常消費支出,225312,71.5,-,97623,92.9,148419,87.1,185224,85.8,209639,80.4,235060,74.7,291851,74.4,408162,54.9
2,3,0,0,0,（再掲）情報通信関係費,16221,5.2,7.3,6317,6,11285,6.6,13882,6.4,15753,6,17999,5.7,23762,6.1,24436,3.3
2,3,0,0,0,（再掲）消費支出（除く住居等）1）,272238,86.4,0.4,100339,95.5,155241,91.1,186676,86.5,226022,86.7,285158,90.7,337391,86.1,613241,82.4
3,2,0,0,0,現物総額,5490,100,-19.5,1619,100,4520,100,4759,100,5228,100,5759,100,9867,100,6623,100
3,3,0,0,0,食料,3519,64.1,-18.3,1550,95.7,2704,59.8,3316,69.7,3597,68.8,3959,68.7,3675,37.2,5818,87.8
3,3,0,0,0,住居,850,15.5,45.3,-,-,1280,28.3,-,-,1373,26.3,384,6.7,2895,29.3,-,-
3,3,0,0,0,光熱・水道,1,0,...,-,-,-,-,-,-,-,-,-,-,-,-,7,0.1
3,3,0,0,0,家具・家事用品,193,3.5,20.6,-,-,128,2.8,571,12,65,1.2,345,6,58,0.6,182,2.7
3,3,0,0,0,被服及び履物,159,2.9,-69.7,10,0.6,125,2.8,5,0.1,81,1.5,693,12,172,1.7,22,0.3
3,3,0,0,0,保健医療,64,1.2,-4.5,50,3.1,51,1.1,119,2.5,-,-,85,1.5,112,1.1,33,0.5
3,3,0,0,0,交通・通信,373,6.8,-0.8,-,-,209,4.6,218,4.6,-,-,-,-,2168,22,-,-
3,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3,0,0,0,教養娯楽,318,5.8,-57.8,9,0.6,23,0.5,515,10.8,101,1.9,270,4.7,784,7.9,515,7.8
3,3,0,0,0,その他の消費支出,14,0.3,-69.6,-,-,-,-,15,0.3,12,0.2,24,0.4,2,0,45,0.7
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年11月,,,,,,,,,,,,,,,,,,,,,,
第１表　生計支出７分位階層別１世帯当たり１か月間の用途別生計支出　―全世帯―,,,,,,,,,,,,,,,,,,,,,,
注１）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出　3：現物総額）,,,,,,,,,,,,,,,,,,,,,,
