項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
2,6,1,5,2,乾物・海藻,637,0.2,416,0.2,630,0.2,644,0.2,671,0.2,514,0.2,714,0.2,938,0.3,569,0.2
2,6,1,5,3,大豆加工品,1017,0.3,609,0.2,689,0.3,938,0.3,1098,0.3,993,0.3,1237,0.3,1423,0.4,1140,0.5
2,6,1,5,4,他の野菜・海藻加工品,1001,0.3,575,0.2,749,0.3,783,0.3,908,0.2,1117,0.3,1027,0.2,1757,0.5,1105,0.5
2,5,1,6,0,果物,3037,0.9,1400,0.5,2207,0.9,2303,0.8,3135,0.8,2329,0.7,3693,0.9,4855,1.5,5154,2.1
2,6,1,6,1,生鮮果物,2771,0.9,1342,0.5,1997,0.8,2099,0.7,2881,0.7,2154,0.6,3274,0.8,4503,1.4,4592,1.9
2,6,1,6,2,果物加工品,265,0.1,57,0,210,0.1,204,0.1,255,0.1,175,0.1,419,0.1,352,0.1,563,0.2
2,5,1,7,0,油脂・調味料,3251,1,2679,1,2149,0.8,2986,1,3547,0.8,3321,1,4068,1,3620,1.1,3616,1.5
2,6,1,7,1,油脂,351,0.1,217,0.1,269,0.1,344,0.1,457,0.1,282,0.1,428,0.1,419,0.1,386,0.2
2,6,1,7,2,調味料,2900,0.9,2462,0.9,1880,0.7,2642,0.9,3090,0.7,3039,0.9,3640,0.9,3201,1,3230,1.3
2,5,1,8,0,菓子類,5935,1.8,5550,2,5626,2.2,6437,2.2,7059,1.7,5691,1.7,6051,1.5,5997,1.9,4265,1.8
2,5,1,9,0,調理食品,9824,3,7587,2.8,6494,2.6,8198,2.8,9312,2.2,10455,3.1,10933,2.6,13562,4.2,12749,5.3
2,6,1,9,1,主食的調理食品,4432,1.4,3728,1.4,3140,1.2,3912,1.4,3924,0.9,4743,1.4,4644,1.1,5583,1.7,6262,2.6
2,6,1,9,2,他の調理食品,5391,1.7,3859,1.4,3354,1.3,4286,1.5,5388,1.3,5712,1.7,6288,1.5,7980,2.5,6488,2.7
2,5,1,10,0,飲料,4513,1.4,3743,1.4,3441,1.4,4791,1.7,5276,1.3,4698,1.4,4735,1.1,5435,1.7,3180,1.3
2,6,1,10,1,茶類,1048,0.3,914,0.3,780,0.3,952,0.3,1099,0.3,1290,0.4,927,0.2,1335,0.4,960,0.4
2,6,1,10,2,コーヒー・ココア,950,0.3,660,0.2,726,0.3,1214,0.4,1088,0.3,842,0.3,1307,0.3,971,0.3,616,0.3
2,6,1,10,3,他の飲料,2515,0.8,2169,0.8,1935,0.8,2625,0.9,3088,0.7,2566,0.8,2502,0.6,3130,1,1603,0.7
2,5,1,11,0,酒類,3324,1,1411,0.5,2222,0.9,3059,1.1,3848,0.9,2942,0.9,4729,1.1,5144,1.6,3057,1.3
2,5,1,12,0,外食,19637,6.1,18025,6.6,17596,7,25460,8.8,21596,5.2,18487,5.5,19006,4.6,21817,6.7,10782,4.5
2,6,1,12,1,一般外食,18152,5.6,16860,6.1,14469,5.7,22395,7.8,19381,4.6,17383,5.2,18618,4.5,21817,6.7,10782,4.5
2,6,1,12,2,学校給食,1484,0.5,1165,0.4,3127,1.2,3065,1.1,2215,0.5,1104,0.3,388,0.1,-,-,-,-
2,4,2,0,0,住居,26542,8.2,52785,19.2,31173,12.3,24601,8.5,33682,8.1,15363,4.6,22774,5.5,9264,2.9,28115,11.7
2,5,2,1,0,家賃地代,21337,6.6,52685,19.1,31118,12.3,22692,7.9,15692,3.8,9376,2.8,17138,4.1,5521,1.7,25813,10.7
2,5,2,2,0,設備修繕・維持,5205,1.6,101,0,55,0,1909,0.7,17990,4.3,5987,1.8,5636,1.4,3743,1.2,2302,1
2,6,2,2,1,設備材料,3439,1.1,41,0,12,0,189,0.1,17667,4.2,4387,1.3,322,0.1,483,0.1,73,0
2,6,2,2,2,工事その他のサービス,1766,0.5,60,0,43,0,1719,0.6,323,0.1,1600,0.5,5315,1.3,3260,1,2229,0.9
2,4,3,0,0,光熱・水道,17442,5.4,12711,4.6,14418,5.7,15256,5.3,18198,4.4,18686,5.6,20892,5,20001,6.2,19430,8.1
2,5,3,1,0,電気代,9307,2.9,6432,2.3,7771,3.1,8630,3,9947,2.4,9495,2.8,10831,2.6,10454,3.2,11029,4.6
2,5,3,2,0,ガス代,3622,1.1,2463,0.9,3423,1.4,3257,1.1,3651,0.9,3902,1.2,4682,1.1,3951,1.2,3574,1.5
2,5,3,3,0,他の光熱,32,0,10,0,16,0,79,0,39,0,6,0,22,0,69,0,-,-
2,5,3,4,0,上下水道料,4481,1.4,3806,1.4,3208,1.3,3290,1.1,4562,1.1,5283,1.6,5358,1.3,5526,1.7,4828,2
2,4,4,0,0,家具・家事用品,9454,2.9,6292,2.3,7776,3.1,9628,3.3,11192,2.7,16901,5,6690,1.6,7255,2.2,5405,2.2
2,5,4,1,0,家庭用耐久財,2909,0.9,97,0,1865,0.7,3979,1.4,3012,0.7,9050,2.7,1149,0.3,471,0.1,213,0.1
2,6,4,1,1,家事用耐久財,958,0.3,-,-,-,-,455,0.2,2803,0.7,1712,0.5,1149,0.3,447,0.1,213,0.1
2,6,4,1,2,冷暖房用器具,763,0.2,-,-,-,-,2694,0.9,48,0,2176,0.6,-,-,-,-,-,-
2,6,4,1,3,一般家具,1189,0.4,97,0,1865,0.7,830,0.3,162,0,5162,1.5,-,-,24,0,-,-
2,5,4,2,0,室内装備・装飾品,352,0.1,854,0.3,191,0.1,256,0.1,78,0,419,0.1,256,0.1,503,0.2,349,0.1
2,5,4,3,0,寝具類,871,0.3,644,0.2,2093,0.8,58,0,369,0.1,1656,0.5,460,0.1,1538,0.5,78,0
2,5,4,4,0,家事雑貨,2059,0.6,2152,0.8,1263,0.5,2034,0.7,2459,0.6,2747,0.8,1782,0.4,1643,0.5,1992,0.8
2,5,4,5,0,家事用消耗品,2641,0.8,2406,0.9,2111,0.8,2953,1,2939,0.7,2631,0.8,2722,0.7,2591,0.8,2542,1.1
2,5,4,6,0,家事サービス,622,0.2,139,0.1,253,0.1,349,0.1,2335,0.6,398,0.1,321,0.1,509,0.2,229,0.1
2,4,5,0,0,被服及び履物,15725,4.9,18278,6.6,12198,4.8,19271,6.7,15244,3.6,18596,5.5,15952,3.8,14040,4.3,8487,3.5
2,5,5,1,0,和服,17,0,149,0.1,-,-,-,-,-,-,7,0,-,-,-,-,-,-
2,5,5,2,0,洋服,6576,2,8138,3,6239,2.5,8733,3,4994,1.2,8957,2.7,6460,1.6,5490,1.7,1331,0.6
2,6,5,2,1,男子用洋服,1873,0.6,1367,0.5,534,0.2,1430,0.5,743,0.2,5277,1.6,3933,0.9,395,0.1,69,0
2,6,5,2,2,婦人用洋服,3533,1.1,2447,0.9,2205,0.9,6494,2.3,3287,0.8,3395,1,2527,0.6,5089,1.6,1262,0.5
2,6,5,2,3,子供用洋服,1170,0.4,4324,1.6,3500,1.4,809,0.3,964,0.2,285,0.1,-,-,6,0,-,-
2,5,5,3,0,シャツ・セーター類,3152,1,2700,1,2203,0.9,5446,1.9,3789,0.9,2503,0.7,2094,0.5,3720,1.1,1625,0.7
2,6,5,3,1,男子用シャツ・セーター類,698,0.2,1073,0.4,408,0.2,493,0.2,842,0.2,802,0.2,707,0.2,1054,0.3,26,0
2,6,5,3,2,婦人用シャツ・セーター類,2135,0.7,1128,0.4,789,0.3,4173,1.4,2766,0.7,1653,0.5,1387,0.3,2665,0.8,1599,0.7
2,6,5,3,3,子供用シャツ・セーター類,318,0.1,499,0.2,1006,0.4,780,0.3,181,0,48,0,-,-,-,-,-,-
2,5,5,4,0,下着類,913,0.3,975,0.4,879,0.3,1510,0.5,858,0.2,792,0.2,741,0.2,714,0.2,654,0.3
2,6,5,4,1,男子用下着類,222,0.1,37,0,244,0.1,123,0,196,0,357,0.1,303,0.1,218,0.1,292,0.1
2,6,5,4,2,婦人用下着類,409,0.1,553,0.2,245,0.1,297,0.1,487,0.1,419,0.1,438,0.1,467,0.1,362,0.2
2,6,5,4,3,子供用下着類,283,0.1,385,0.1,390,0.2,1090,0.4,175,0,16,0,-,-,29,0,-,-
2,5,5,5,0,生地・糸類,65,0,73,0,108,0,82,0,37,0,76,0,18,0,96,0,19,0
2,5,5,6,0,他の被服,1029,0.3,1510,0.5,1157,0.5,748,0.3,1049,0.3,869,0.3,1342,0.3,1264,0.4,293,0.1
2,5,5,7,0,履物類,3125,1,3675,1.3,1197,0.5,2357,0.8,3681,0.9,3914,1.2,4145,1,1874,0.6,4217,1.8
2,5,5,8,0,被服関連サービス,847,0.3,1059,0.4,415,0.2,395,0.1,835,0.2,1479,0.4,1152,0.3,882,0.3,349,0.1
2,4,6,0,0,保健医療,15479,4.8,26492,9.6,19364,7.7,9234,3.2,16040,3.8,11818,3.5,12683,3.1,21433,6.6,8898,3.7
2,5,6,1,0,医薬品,1862,0.6,880,0.3,1004,0.4,1329,0.5,1886,0.5,1734,0.5,2578,0.6,3018,0.9,2762,1.1
2,5,6,2,0,健康保持用摂取品,902,0.3,147,0.1,509,0.2,333,0.1,1270,0.3,391,0.1,1456,0.4,1621,0.5,1926,0.8
2,5,6,3,0,保健医療用品・器具,2870,0.9,3367,1.2,2261,0.9,2832,1,3600,0.9,5165,1.5,2100,0.5,1589,0.5,465,0.2
2,5,6,4,0,保健医療サービス,9845,3,22098,8,15590,6.2,4740,1.6,9284,2.2,4528,1.3,6550,1.6,15205,4.7,3745,1.6
2,4,7,0,0,交通・通信,42576,13.1,28675,10.4,29061,11.5,32307,11.2,81119,19.4,47681,14.2,51308,12.4,34550,10.7,20550,8.5
2,5,7,1,0,交通,12033,3.7,10083,3.7,9541,3.8,8004,2.8,11112,2.7,15196,4.5,20072,4.8,14614,4.5,6539,2.7
2,5,7,2,0,自動車等関係費,16061,5,7304,2.7,6745,2.7,9683,3.4,55548,13.3,14571,4.3,11154,2.7,7076,2.2,4773,2
2,6,7,2,1,自動車等購入,6715,2.1,-,-,-,-,-,-,45519,10.9,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,546,0.2,-,-,-,-,1434,0.5,504,0.1,1264,0.4,-,-,-,-,597,0.2
2,6,7,2,3,自動車等維持,8800,2.7,7304,2.7,6745,2.7,8248,2.9,9525,2.3,13307,4,11154,2.7,7076,2.2,4176,1.7
2,5,7,3,0,通信,14483,4.5,11288,4.1,12775,5.1,14621,5.1,14460,3.5,17914,5.3,20081,4.8,12860,4,9238,3.8
2,4,8,0,0,教育,30554,9.4,7872,2.9,11195,4.4,15585,5.4,59438,14.2,47368,14.1,71950,17.3,13718,4.2,-,-
2,5,8,1,0,授業料等,25273,7.8,7759,2.8,11063,4.4,7638,2.7,46905,11.2,36682,10.9,67635,16.3,13643,4.2,-,-
2,5,8,2,0,教科書・学習参考教材,233,0.1,113,0,-,-,60,0,269,0.1,274,0.1,1050,0.3,75,0,-,-
2,5,8,3,0,補習教育,5049,1.6,-,-,132,0.1,7887,2.7,12263,2.9,10412,3.1,3265,0.8,-,-,-,-
2,4,9,0,0,教養娯楽,36117,11.1,25238,9.2,30927,12.2,33558,11.7,44381,10.6,28514,8.5,52286,12.6,44573,13.8,28126,11.7
2,5,9,1,0,教養娯楽用耐久財,1972,0.6,196,0.1,3909,1.5,145,0.1,1189,0.3,1649,0.5,6148,1.5,2597,0.8,602,0.2
2,5,9,2,0,教養娯楽用品,6056,1.9,2727,1,9107,3.6,4977,1.7,6538,1.6,5351,1.6,6539,1.6,7521,2.3,6093,2.5
2,5,9,3,0,書籍・他の印刷物,3863,1.2,1722,0.6,1527,0.6,3344,1.2,4416,1.1,4419,1.3,5479,1.3,5369,1.7,4276,1.8
2,5,9,4,0,教養娯楽サービス,24226,7.5,20593,7.5,16383,6.5,25092,8.7,32238,7.7,17094,5.1,34121,8.2,29086,9,17155,7.1
2,6,9,4,1,宿泊料,2922,0.9,115,0,1297,0.5,1128,0.4,4368,1,2006,0.6,6022,1.5,7406,2.3,677,0.3
2,6,9,4,2,パック旅行費,3765,1.2,9602,3.5,360,0.1,58,0,4065,1,2019,0.6,9971,2.4,4823,1.5,411,0.2
2,6,9,4,3,月謝類,6566,2,2606,0.9,5858,2.3,13656,4.7,14016,3.4,2447,0.7,1887,0.5,4129,1.3,4417,1.8
2,6,9,4,4,他の教養娯楽サービス,10972,3.4,8269,3,8868,3.5,10251,3.6,9789,2.3,10622,3.2,16241,3.9,12728,3.9,11649,4.8
2,4,10,0,0,その他の消費支出,47788,14.7,34708,12.6,32817,13,43332,15,48257,11.5,49908,14.8,69613,16.8,58391,18,43318,18
2,5,10,1,0,諸雑費,21341,6.6,16455,6,17434,6.9,22118,7.7,23728,5.7,21100,6.3,22550,5.4,27693,8.5,17182,7.1
2,6,10,1,1,理美容サービス,3642,1.1,3500,1.3,2430,1,2957,1,4720,1.1,3589,1.1,3382,0.8,5061,1.6,3198,1.3
2,6,10,1,2,理美容用品,4431,1.4,3824,1.4,3376,1.3,4480,1.6,5246,1.3,2951,0.9,6254,1.5,6148,1.9,3039,1.3
2,6,10,1,3,身の回り用品,1995,0.6,896,0.3,1246,0.5,2418,0.8,2388,0.6,2953,0.9,1869,0.5,1322,0.4,2264,0.9
2,6,10,1,4,たばこ,671,0.2,451,0.2,205,0.1,307,0.1,682,0.2,1096,0.3,1050,0.3,996,0.3,438,0.2
2,6,10,1,5,他の諸雑費,10603,3.3,7784,2.8,10177,4,11957,4.2,10691,2.6,10511,3.1,9995,2.4,14165,4.4,8242,3.4
2,5,10,2,0,こづかい,10551,3.3,5157,1.9,6333,2.5,6934,2.4,15836,3.8,13675,4.1,16625,4,8404,2.6,9411,3.9
2,5,10,3,0,交際費,14471,4.5,13088,4.8,9050,3.6,12889,4.5,8693,2.1,13454,4,23635,5.7,20837,6.4,16725,6.9
2,6,10,3,1,食料,4373,1.3,2241,0.8,2159,0.9,2378,0.8,2503,0.6,5115,1.5,5238,1.3,8593,2.7,8139,3.4
2,6,10,3,2,家具・家事用品,188,0.1,110,0,184,0.1,123,0,144,0,186,0.1,376,0.1,316,0.1,67,0
2,6,10,3,3,被服及び履物,553,0.2,115,0,300,0.1,537,0.2,183,0,101,0,1524,0.4,1369,0.4,519,0.2
2,6,10,3,4,教養娯楽,1540,0.5,43,0,449,0.2,4861,1.7,59,0,410,0.1,837,0.2,3844,1.2,1304,0.5
2,6,10,3,5,他の物品サービス,333,0.1,28,0,1098,0.4,69,0,364,0.1,30,0,349,0.1,542,0.2,405,0.2
2,6,10,3,6,贈与金,3980,1.2,8750,3.2,3105,1.2,881,0.3,3554,0.9,2207,0.7,7950,1.9,3329,1,4193,1.7
2,6,10,3,7,他の交際費,3503,1.1,1802,0.7,1754,0.7,4040,1.4,1886,0.5,5406,1.6,7361,1.8,2844,0.9,2099,0.9
2,5,10,4,0,仕送り金,1425,0.4,9,0,-,-,1391,0.5,-,-,1678,0.5,6803,1.6,1458,0.5,-,-
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,34658,10.7,9553,3.5,15097,6,20172,7,64124,15.3,52629,15.6,81916,19.7,14753,4.6,135,0.1
2,3,0,0,0,（再掲）教養娯楽関係費,40472,12.5,29839,10.8,36919,14.6,39316,13.7,41553,9.9,30708,9.1,60146,14.5,53416,16.5,33006,13.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,5404,1.7,8759,3.2,3105,1.2,2272,0.8,3554,0.9,3884,1.2,14752,3.6,4786,1.5,4193,1.7
2,3,0,0,0,（再掲）経常消費支出,233867,72.1,236768,86,213844,84.5,226841,78.8,238722,57.1,227593,67.6,265762,64,246882,76.2,211920,88
2,3,0,0,0,（再掲）情報通信関係費,18059,5.6,12954,4.7,15127,6,16006,5.6,18615,4.5,21668,6.4,26714,6.4,18489,5.7,12480,5.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,285525,88.1,213629,77.6,218669,86.4,261121,90.7,335160,80.2,317387,94.3,377732,91,309848,95.7,208550,86.6
2,2,0,0,0,その他の実支出,87804,-,58297,-,67883,-,116945,-,103944,-,103520,-,103225,-,77784,-,37653,-
2,3,0,0,0,直接税,40025,-,19439,-,27284,-,54359,-,49406,-,48078,-,50381,-,35795,-,19045,-
2,4,0,0,0,勤労所得税,15613,-,6303,-,9612,-,23093,-,20383,-,20655,-,18305,-,11589,-,6728,-
2,4,0,0,0,個人住民税,21389,-,11384,-,17268,-,29992,-,27969,-,24146,-,27429,-,15986,-,7770,-
2,4,0,0,0,他の税,3023,-,1752,-,404,-,1273,-,1054,-,3277,-,4646,-,8221,-,4547,-
2,3,0,0,0,社会保険料,47721,-,38858,-,40599,-,62517,-,54452,-,55442,-,52845,-,41694,-,18608,-
2,4,0,0,0,公的年金保険料,26973,-,23333,-,25185,-,36931,-,31482,-,30604,-,31543,-,21125,-,4610,-
2,4,0,0,0,健康保険料,17480,-,14375,-,13939,-,20716,-,18898,-,20866,-,17071,-,17441,-,12282,-
2,4,0,0,0,介護保険料,1820,-,-,-,71,-,2774,-,2239,-,2228,-,2637,-,2168,-,1654,-
2,4,0,0,0,他の社会保険料,1448,-,1149,-,1404,-,2096,-,1833,-,1744,-,1593,-,961,-,62,-
2,3,0,0,0,その他,59,-,-,-,-,-,69,-,86,-,-,-,-,-,294,-,-,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),450862,-,378119,-,401157,-,547064,-,533297,-,491167,-,540670,-,358674,-,237550,-
2,2,0,0,0,預貯金,342900,-,321006,-,315218,-,419887,-,390189,-,365569,-,399364,-,258210,-,195131,-
2,2,0,0,0,保険料,24836,-,11355,-,18788,-,19426,-,26102,-,29686,-,34386,-,39895,-,14845,-
2,3,0,0,0,個人・企業年金保険料,6766,-,1547,-,2656,-,2653,-,4280,-,7748,-,5608,-,27517,-,1074,-
