ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
1260,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,271004,大阪府,大阪市,中央区,21000,2021/1/1,2020
1261,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,271004,大阪府,大阪市,中央区,21000,2021/1/1,2020
1262,一般寄付,目黒区におまかせ！,131181,東京都,荒川区,,170000,2021/1/1,2020
1263,コミュニティ活動支援寄付金,めぐろのまちづくり活動を応援したい！,132110,東京都,小平市,,12000,2021/1/1,2020
1264,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,52000,2021/1/1,2020
1265,一般寄付,目黒区におまかせ！,142042,神奈川県,鎌倉市,,12000,2021/1/1,2020
1266,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131032,東京都,港区,,25000,2021/1/1,2020
1267,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,392049,高知県,南国市,,25000,2021/1/1,2020
1268,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,111007,埼玉県,さいたま市,浦和区,20000,2021/1/1,2020
1269,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,102024,群馬県,高崎市,,16000,2021/2/1,2020
1270,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132021,東京都,立川市,,12000,2021/2/1,2020
1271,一般寄付,目黒区におまかせ！,272035,大阪府,豊中市,,21000,2021/2/1,2020
1272,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,西区,16000,2021/2/1,2020
1273,一般寄付,目黒区におまかせ！,131202,東京都,練馬区,,143000,2021/2/1,2020
1274,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,072036,福島県,郡山市,,21000,2021/2/1,2020
1275,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,35000,2021/2/1,2020
1276,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131229,東京都,葛飾区,,25000,2021/2/1,2020
1277,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,462217,鹿児島県,志布志市,,143000,2021/2/1,2020
1278,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,022021,青森県,弘前市,,16000,2021/2/1,2020
1279,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,231002,愛知県,名古屋市,中川区,12000,2021/2/1,2020
1280,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131156,東京都,杉並区,,14000,2021/2/1,2020
1281,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,港北区,7000,2021/2/1,2020
1282,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,35000,2021/2/1,2020
1283,一般寄付,目黒区におまかせ！,122203,千葉県,流山市,,49000,2021/2/1,2020
1284,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,112089,埼玉県,所沢市,,100000,2021/2/1,2020
1285,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131041,東京都,新宿区,,12000,2021/2/1,2020
1286,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131041,東京都,新宿区,,16000,2021/2/1,2020
1287,図書資料充実寄付金,図書館の資料を充実させたい！,131105,東京都,目黒区,,10000,2021/2/1,2020
1288,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,342122,広島県,東広島市,,21000,2021/2/1,2020
1289,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,172014,石川県,金沢市,,21000,2021/2/1,2020
1290,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,242012,三重県,津市,,7000,2021/2/1,2020
1291,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,232254,愛知県,知立市,,14000,2021/2/1,2020
1292,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141003,神奈川県,横浜市,西区,21000,2021/2/1,2020
1293,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112089,埼玉県,所沢市,,286000,2021/2/1,2020
1294,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112089,埼玉県,所沢市,,340000,2021/2/1,2020
1295,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,121002,千葉県,千葉市,中央区,16000,2021/2/1,2020
1296,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,232220,愛知県,東海市,,10000,2021/2/1,2020
1297,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132098,東京都,町田市,,16000,2021/2/1,2020
1298,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,120000,2021/2/1,2020
1299,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131202,東京都,練馬区,,127000,2021/2/1,2020
1300,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131121,東京都,世田谷区,,120000,2021/2/1,2020
1301,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,50000,2021/2/1,2020
1302,障害福祉推進寄付金,子どもたちの療育用教材の充実に！,131202,東京都,練馬区,,7000,2021/2/1,2020
1303,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,青葉区,127000,2021/2/1,2020
1304,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,141305,神奈川県,川崎市,高津区,7000,2021/2/1,2020
1305,一般寄付,目黒区におまかせ！,141003,神奈川県,横浜市,港北区,25000,2021/2/1,2020
1306,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131105,東京都,目黒区,,10000,2021/3/1,2020
1307,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,340006,広島県,安芸郡府中町,,15000,2021/3/1,2020
1308,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131181,東京都,荒川区,,35000,2021/3/1,2020
1309,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131156,東京都,杉並区,,16000,2021/3/1,2020
1310,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131156,東京都,杉並区,,7000,2021/3/1,2020
1311,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,127000,2021/3/1,2020
1312,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,122041,千葉県,船橋市,,270000,2021/3/1,2020
1313,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132098,東京都,町田市,,110000,2021/3/1,2020
1314,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132098,東京都,町田市,,10000,2021/3/1,2020
1315,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,112461,埼玉県,白岡市,,35000,2021/3/1,2020
1316,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132039,東京都,武蔵野市,,110000,2021/3/1,2020
1317,一般寄付,目黒区におまかせ！,112348,埼玉県,八潮市,,14000,2021/3/1,2020
1318,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112241,埼玉県,戸田市,,286000,2021/3/1,2020
1319,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112241,埼玉県,戸田市,,85000,2021/3/1,2020
1320,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,112241,埼玉県,戸田市,,127000,2021/3/1,2020
1321,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,041009,宮城県,仙台市,青葉区,110000,2021/3/1,2020
1322,地域防災対策推進寄付金,地震に強いまちづくりを推進するために！,282081,兵庫県,相生市,,15000,2021/3/1,2020
1323,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,60000,2021/3/1,2020
1324,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,022012,青森県,青森市,,25000,2021/3/1,2020
1325,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141003,神奈川県,横浜市,金沢区,10000,2021/3/1,2020
1326,一般寄付,目黒区におまかせ！,131032,東京都,港区,,12000,2021/3/1,2020
1327,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,122122,千葉県,佐倉市,,143000,2021/3/1,2020
1328,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131059,東京都,文京区,,110000,2021/3/1,2020
1329,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122319,千葉県,印西市,,16000,2021/3/1,2020
1330,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131164,東京都,豊島区,,10000,2021/3/1,2020
1331,一般寄付,目黒区におまかせ！,340006,広島県,安芸郡府中町,,60000,2021/3/1,2020
1332,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,35000,2021/3/1,2020
1333,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131024,東京都,中央区,,85000,2021/3/1,2020
1334,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,112224,埼玉県,越谷市,,10000,2021/3/1,2020
1335,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131091,東京都,品川区,,254000,2021/3/1,2020
1336,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,112348,埼玉県,八潮市,,35000,2021/3/1,2020
1337,一般寄付,目黒区におまかせ！,141500,神奈川県,相模原市,中央区,25000,2021/3/1,2020
1338,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,132144,東京都,国分寺市,,127000,2021/3/1,2020
1339,一般寄付,目黒区におまかせ！,102032,群馬県,桐生市,,15000,2021/3/1,2020
