全国地方公共団体コード,ID,地方公共団体名,子育て施設ID,子育て施設名称,年齢,年齢区分,最低入所指数
132292,132292KSSN000190,西東京市,132292KSLT000059,HOPPA田無しょこら保育園,2,2歳,100以上105未満
132292,132292KSSN000059,西東京市,132292KSLT000060,HOPPA田田無まかろん保育園,0,0歳,欠員あり
132292,132292KSSN000125,西東京市,132292KSLT000060,HOPPA田田無まかろん保育園,1,1歳,欠員あり
132292,132292KSSN000191,西東京市,132292KSLT000060,HOPPA田田無まかろん保育園,2,2歳,-
132292,132292KSSN000060,西東京市,132292KSLT000061,もりのなかま保育園保谷園,0,0歳,欠員あり
132292,132292KSSN000126,西東京市,132292KSLT000061,もりのなかま保育園保谷園,1,1歳,100以上105未満
132292,132292KSSN000192,西東京市,132292KSLT000061,もりのなかま保育園保谷園,2,2歳,欠員あり
132292,132292KSSN000061,西東京市,132292KSLT000062,ドリームキッズ中町保育園,0,0歳,100未満
132292,132292KSSN000127,西東京市,132292KSLT000062,ドリームキッズ中町保育園,1,1歳,105
132292,132292KSSN000193,西東京市,132292KSLT000062,ドリームキッズ中町保育園,2,2歳,欠員あり
132292,132292KSSN000062,西東京市,132292KSLT000063,CO- 春（ こはる） 保育園,0,0歳,100未満
132292,132292KSSN000128,西東京市,132292KSLT000063,CO- 春（ こはる） 保育園,1,1歳,105
132292,132292KSSN000194,西東京市,132292KSLT000063,CO- 春（ こはる） 保育園,2,2歳,-
132292,132292KSSN000063,西東京市,132292KSLT000064,ナーサリーこひつじ園,0,0歳,欠員あり
132292,132292KSSN000129,西東京市,132292KSLT000064,ナーサリーこひつじ園,1,1歳,105
132292,132292KSSN000195,西東京市,132292KSLT000064,ナーサリーこひつじ園,2,2歳,-
132292,132292KSSN000064,西東京市,132292KSLT000065,生活クラブ保育園ぽむ,0,0歳,100未満
132292,132292KSSN000130,西東京市,132292KSLT000065,生活クラブ保育園ぽむ,1,1歳,100以上105未満
132292,132292KSSN000196,西東京市,132292KSLT000065,生活クラブ保育園ぽむ,2,2歳,非公開
132292,132292KSSN000065,西東京市,132292KSLT000066,Manamana下保谷保育室,0,0歳,100以上105未満
132292,132292KSSN000131,西東京市,132292KSLT000066,Manamana下保谷保育室,1,1歳,105
132292,132292KSSN000197,西東京市,132292KSLT000066,Manamana下保谷保育室,2,2歳,-
132292,132292KSSN000066,西東京市,132292KSLT000067,みらいひばりがおか保育園,0,0歳,欠員あり
132292,132292KSSN000132,西東京市,132292KSLT000067,みらいひばりがおか保育園,1,1歳,100未満
132292,132292KSSN000198,西東京市,132292KSLT000067,みらいひばりがおか保育園,2,2歳,-
