区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（津波）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（津波）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（津波）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（津波）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（津波）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（津波）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13111,大田区,298,210,15,0,63,0,11,0,204,153,15,0,34,0,2,0,394,348,20,0,25,0,1,0,289,210,15,0,54,0,11,0,199,153,15,0,29,0,2,0,390,348,20,0,22,0,1,0
13112,世田谷区,149,74,10,1,57,0,9,0,95,52,10,0,30,0,3,0,170,131,14,1,24,0,0,0,145,74,10,1,52,0,9,0,93,52,10,0,27,0,3,0,168,131,14,1,22,0,0,0
13113,渋谷区,16,6,5,0,2,0,2,0,13,5,6,0,1,0,1,0,13,10,3,0,0,0,0,0,15,6,5,0,1,0,2,0,13,5,6,0,1,0,1,0,13,10,3,0,0,0,0,0
13114,中野区,26,2,4,0,10,0,11,0,12,1,4,0,5,0,2,0,13,4,5,0,4,0,0,0,26,2,4,0,9,0,11,0,11,1,4,0,5,0,2,0,13,4,5,0,3,0,0,0
13115,杉並区,94,15,6,0,70,0,3,0,52,9,5,0,36,0,1,0,70,30,9,0,31,0,0,0,93,15,6,0,70,0,3,0,52,9,5,0,36,0,1,0,70,30,9,0,31,0,0,0
13116,豊島区,12,3,0,0,7,0,2,0,8,2,0,0,4,0,1,0,6,0,4,0,2,0,0,0,12,3,0,0,6,0,2,0,7,2,0,0,4,0,1,0,6,0,4,0,2,0,0,0
13117,北区,21,11,4,0,3,0,3,0,13,7,4,0,2,0,1,0,25,19,5,0,1,0,0,0,21,11,4,0,3,0,3,0,13,7,4,0,2,0,1,0,25,19,5,0,1,0,0,0
13118,荒川区,55,48,2,0,4,0,1,0,37,33,2,0,2,0,0,0,85,81,3,0,1,0,0,0,55,48,2,0,4,0,1,0,37,33,2,0,2,0,0,0,85,81,3,0,1,0,0,0
13119,板橋区,15,1,6,0,7,0,1,0,9,5,0,0,4,0,0,0,13,2,8,0,3,0,0,0,14,1,6,0,7,0,1,0,9,5,0,0,3,0,0,0,12,2,8,0,2,0,0,0
13120,練馬区,50,6,0,0,42,0,2,0,27,4,0,0,22,0,0,0,30,10,0,0,20,0,0,0,49,6,0,0,41,0,2,0,27,4,0,0,22,0,0,0,30,10,0,0,19,0,0,0
13121,足立区,106,69,8,0,26,0,2,0,69,46,8,0,15,0,1,0,131,108,11,0,12,0,0,0,105,69,8,0,25,0,2,0,68,46,8,0,14,0,1,0,130,108,11,0,11,0,0,0
13122,葛飾区,59,36,5,0,15,0,2,0,37,23,5,0,9,0,1,0,71,56,7,0,8,0,0,0,57,36,5,0,14,0,2,0,36,23,5,0,8,0,1,0,70,56,7,0,7,0,0,0
13123,江戸川区,122,83,7,0,29,0,3,0,79,56,6,0,16,0,1,0,151,127,10,0,15,0,0,0,117,83,7,0,24,0,3,0,76,56,6,0,13,0,1,0,149,127,10,0,12,0,0,0
13201,八王子市,55,20,7,3,23,0,1,0,38,11,8,3,16,0,0,0,58,32,9,4,13,0,0,0,53,20,7,3,21,0,1,0,37,11,8,3,15,0,0,0,57,32,9,4,12,0,0,0
13202,立川市,5,1,0,0,4,0,0,0,4,1,0,0,3,0,0,0,4,1,0,0,3,0,0,0,5,1,0,0,4,0,0,0,4,1,0,0,3,0,0,0,4,1,0,0,3,0,0,0
13203,武蔵野市,13,1,2,0,9,0,1,0,8,1,2,0,5,0,0,0,7,2,2,0,3,0,0,0,13,1,2,0,9,0,1,0,8,1,2,0,5,0,0,0,7,2,2,0,3,0,0,0
13204,三鷹市,14,2,2,0,8,0,1,0,8,1,2,0,5,0,0,0,11,4,3,0,4,0,0,0,13,2,2,0,8,0,1,0,8,1,2,0,4,0,0,0,11,4,3,0,4,0,0,0
13205,青梅市,3,1,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,3,1,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0
13206,府中市,13,2,3,0,8,0,1,0,10,1,3,0,6,0,0,0,13,4,4,0,5,0,0,0,13,2,3,0,7,0,1,0,9,1,3,0,5,0,0,0,12,4,4,0,4,0,0,0
13207,昭島市,4,1,0,0,4,0,0,0,4,0,0,0,3,0,0,0,4,1,0,0,3,0,0,0,4,1,0,0,4,0,0,0,4,0,0,0,3,0,0,0,4,1,0,0,3,0,0,0
13208,調布市,13,3,2,0,7,0,1,0,8,2,2,0,4,0,0,0,12,6,3,0,3,0,0,0,12,3,2,0,6,0,1,0,8,2,2,0,3,0,0,0,12,6,3,0,3,0,0,0
13209,町田市,78,46,5,1,24,0,3,0,50,30,5,1,13,0,1,0,94,72,7,1,13,0,0,0,76,46,5,1,22,0,3,0,49,30,5,1,12,0,1,0,93,72,7,1,12,0,0,0
13210,小金井市,10,1,1,0,8,0,0,0,7,0,2,0,5,0,0,0,8,1,2,0,4,0,0,0,10,1,1,0,8,0,0,0,7,0,2,0,5,0,0,0,8,1,2,0,4,0,0,0
13211,小平市,12,1,2,0,7,0,1,0,8,0,2,0,5,0,0,0,11,3,3,0,5,0,0,0,11,1,2,0,6,0,1,0,7,0,2,0,4,0,0,0,10,3,3,0,4,0,0,0
13212,日野市,11,3,2,0,4,0,1,0,7,2,2,0,3,0,0,0,12,5,3,0,3,0,0,0,10,3,2,0,4,0,1,0,7,2,2,0,3,0,0,0,11,5,3,0,3,0,0,0
13213,東村山市,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
13214,国分寺市,14,2,1,0,7,0,4,0,8,1,1,0,5,0,1,0,11,3,2,0,5,0,0,0,14,2,1,0,6,0,4,0,8,1,1,0,4,0,1,0,10,3,2,0,5,0,0,0
13215,国立市,4,1,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,3,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0
13218,福生市,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
13219,狛江市,10,2,1,0,7,0,1,0,5,1,1,0,3,0,0,0,8,3,1,0,3,0,0,0,10,2,1,0,7,0,1,0,5,1,1,0,3,0,0,0,8,3,1,0,3,0,0,0
13220,東大和市,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0
13221,清瀬市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13222,東久留米市,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0
13223,武蔵村山市,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0
13224,多摩市,5,2,2,0,1,0,0,0,4,1,2,0,1,0,0,0,7,4,2,0,0,0,0,0,5,2,2,0,1,0,0,0,4,1,2,0,1,0,0,0,7,4,2,0,0,0,0,0
13225,稲城市,5,2,1,0,1,0,0,0,3,1,1,0,1,0,0,0,6,4,1,0,0,0,0,0,5,2,1,0,1,0,0,0,3,1,1,0,0,0,0,0,6,4,1,0,0,0,0,0
13227,羽村市,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
13228,あきる野市,10,0,0,2,8,0,0,0,7,0,0,1,6,0,0,0,9,0,0,3,6,0,0,0,10,0,0,2,8,0,0,0,7,0,0,1,6,0,0,0,8,0,0,3,6,0,0,0
13229,西東京市,11,0,2,0,8,0,1,0,6,1,0,0,4,0,0,0,8,0,3,0,4,0,0,0,10,0,2,0,8,0,1,0,6,1,0,0,4,0,0,0,7,0,3,0,4,0,0,0
13303,瑞穂町,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13305,日の出町,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13307,檜原村,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
13308,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,区部合計,1469,876,106,2,400,0,83,2,1001,656,101,2,220,0,22,0,1671,1378,127,2,162,0,2,0,1437,876,106,2,368,0,83,2,984,656,101,2,202,0,22,0,1658,1378,127,2,149,0,2,0
,多摩合計,307,92,34,9,155,0,17,0,203,57,32,6,102,0,5,0,300,149,46,12,92,0,1,0,297,92,34,9,145,0,17,0,196,57,32,6,95,0,5,0,294,149,46,12,85,0,1,0
,都合計,1777,969,140,10,556,0,100,2,1205,713,134,8,322,0,28,0,1971,1528,173,14,254,0,3,0,1734,969,140,10,513,0,100,2,1180,713,134,8,297,0,28,0,1951,1528,173,14,234,0,3,0
