区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13113,渋谷区,246,138,36,0,5,67,1,209,147,40,0,4,19,0,107,87,18,0,1,2,0,246,138,36,0,4,67,1,209,147,40,0,3,19,0,107,87,18,0,1,2,0
13114,中野区,576,61,19,0,23,473,0,185,55,20,0,8,102,0,131,89,25,0,5,11,0,574,61,19,0,21,473,0,184,55,20,0,7,102,0,130,89,25,0,5,11,0
13115,杉並区,566,188,28,0,241,109,0,351,160,28,0,126,36,0,491,306,43,0,138,4,0,563,188,28,0,237,109,0,349,160,28,0,124,36,0,489,306,43,0,136,4,0
13116,豊島区,236,62,22,0,13,139,0,141,63,26,0,6,46,0,100,75,22,0,3,1,0,233,62,22,0,10,139,0,140,63,26,0,5,46,0,100,75,22,0,3,1,0
13117,北区,318,152,20,0,6,140,0,198,135,21,0,4,39,0,250,217,25,0,3,4,0,318,152,20,0,6,140,0,198,135,21,0,3,39,0,250,217,25,0,3,4,0
13118,荒川区,336,255,28,0,12,40,0,252,210,29,0,4,9,0,423,381,38,0,3,1,0,335,255,28,0,11,40,0,252,210,29,0,4,9,0,423,381,38,0,3,1,0
13119,板橋区,284,163,32,0,22,67,0,215,152,32,0,7,24,0,266,214,42,0,6,4,0,282,163,32,0,19,67,0,215,152,32,0,6,24,0,266,214,42,0,6,4,0
13120,練馬区,578,168,37,0,256,117,0,302,143,35,0,88,36,0,399,245,55,0,95,4,0,572,168,37,0,250,117,0,299,143,35,0,85,36,0,396,245,55,0,93,4,0
13121,足立区,1068,650,79,0,263,76,0,704,544,78,0,55,28,0,1052,889,105,0,54,3,0,1056,650,79,0,251,76,0,702,544,78,0,53,28,0,1049,889,105,0,51,3,0
13122,葛飾区,376,212,45,0,69,50,0,260,183,44,0,17,16,0,359,284,61,0,13,2,0,367,212,45,0,60,50,0,257,183,44,0,14,16,0,356,284,61,0,10,2,0
13123,江戸川区,216,112,37,0,32,35,0,154,97,36,0,12,8,0,210,148,51,0,9,2,0,208,112,37,0,24,35,0,150,97,36,0,8,8,0,208,148,51,0,7,2,0
13201,八王子市,335,173,35,4,74,49,0,268,167,37,4,43,16,0,288,207,42,5,32,2,0,329,173,35,4,68,49,0,264,167,37,4,39,16,0,285,207,42,5,29,2,0
13202,立川市,83,37,13,0,5,29,0,68,39,14,0,3,12,0,54,38,13,0,2,1,0,83,37,13,0,5,29,0,68,39,14,0,3,12,0,54,38,13,0,2,1,0
13203,武蔵野市,144,48,18,0,35,44,0,93,50,19,0,6,17,0,72,48,19,0,4,1,0,144,48,18,0,34,44,0,92,50,19,0,6,17,0,72,48,19,0,4,1,0
13204,三鷹市,146,58,18,0,27,43,0,94,56,19,0,8,11,0,112,79,25,0,6,2,0,145,58,18,0,25,43,0,93,56,19,0,7,11,0,111,79,25,0,6,2,0
13205,青梅市,38,19,8,4,3,4,0,31,17,8,3,2,1,0,39,22,10,5,2,0,0,38,19,8,4,3,4,0,31,17,8,3,2,1,0,39,22,10,5,2,0,0
13206,府中市,112,62,16,0,11,24,0,89,63,17,0,5,5,0,96,72,19,0,4,1,0,111,62,16,0,9,24,0,89,63,17,0,4,5,0,96,72,19,0,4,1,0
13207,昭島市,47,27,7,0,4,9,0,40,26,7,0,3,4,0,41,31,8,0,2,0,0,47,27,7,0,4,9,0,40,26,7,0,3,4,0,41,31,8,0,2,0,0
13208,調布市,143,49,23,0,19,52,0,93,48,23,0,5,18,0,99,62,31,0,4,2,0,137,49,23,0,13,52,0,93,48,23,0,4,18,0,99,62,31,0,4,2,0
13209,町田市,257,110,40,1,59,47,0,185,107,41,1,16,21,0,210,138,55,1,14,2,0,252,110,40,1,54,47,0,183,107,41,1,14,21,0,208,138,55,1,12,2,0
13210,小金井市,99,36,12,0,28,23,0,62,40,13,0,5,4,0,65,44,16,0,5,0,0,98,36,12,0,28,23,0,62,40,13,0,5,4,0,65,44,16,0,5,0,0
13211,小平市,181,70,20,0,39,52,0,105,67,21,0,5,11,0,118,84,26,0,5,3,0,176,70,20,0,34,52,0,105,67,21,0,5,11,0,118,84,26,0,5,3,0
13212,日野市,135,66,19,0,6,45,0,101,67,19,0,3,12,0,104,75,24,0,3,2,0,135,66,19,0,5,45,0,101,67,19,0,3,12,0,104,75,24,0,3,2,0
13213,東村山市,108,37,8,0,5,58,0,73,34,8,0,2,29,0,65,47,11,0,3,5,0,107,37,8,0,5,58,0,73,34,8,0,2,29,0,65,47,11,0,2,5,0
13214,国分寺市,208,28,12,0,13,155,0,80,26,12,0,3,39,0,63,35,16,0,4,7,0,205,28,12,0,10,155,0,80,26,12,0,3,39,0,62,35,16,0,3,7,0
13215,国立市,28,12,4,0,3,9,0,23,12,5,0,2,4,0,23,15,6,0,2,0,0,27,12,4,0,2,9,0,22,12,5,0,2,4,0,22,15,6,0,1,0,0
13218,福生市,19,8,3,0,1,6,0,13,7,3,0,1,2,0,15,10,4,0,1,0,0,19,8,3,0,1,6,0,13,7,3,0,1,2,0,15,10,4,0,1,0,0
13219,狛江市,74,19,7,0,28,21,0,35,17,6,0,4,8,0,44,28,11,0,5,0,0,73,19,7,0,27,21,0,35,17,6,0,4,8,0,44,28,11,0,5,0,0
13220,東大和市,44,18,4,0,3,18,0,27,17,4,0,2,5,0,32,23,6,0,2,0,0,43,18,4,0,3,18,0,27,17,4,0,1,5,0,31,23,6,0,2,0,0
13221,清瀬市,23,14,4,0,1,4,0,21,13,4,0,1,2,0,23,17,6,0,1,0,0,23,14,4,0,1,4,0,21,13,4,0,1,2,0,23,17,6,0,1,0,0
13222,東久留米市,94,36,11,0,20,27,0,60,35,10,0,3,13,0,63,43,15,0,3,2,0,93,36,11,0,19,27,0,60,35,10,0,3,13,0,63,43,15,0,3,2,0
13223,武蔵村山市,26,15,4,0,4,3,0,21,14,4,0,2,1,0,25,17,5,0,2,0,0,26,15,4,0,4,3,0,21,14,4,0,2,1,0,25,17,5,0,2,0,0
13224,多摩市,43,28,9,1,1,3,0,42,29,10,1,1,1,0,42,30,11,1,1,0,0,43,28,9,1,1,3,0,42,29,10,1,1,1,0,42,30,11,1,1,0,0
13225,稲城市,27,19,5,0,1,1,0,24,17,5,0,1,0,0,32,24,7,0,1,0,0,27,19,5,0,1,1,0,24,17,5,0,1,0,0,32,24,7,0,1,0,0
13227,羽村市,17,7,3,0,3,3,0,13,6,3,0,2,0,0,14,8,4,0,2,0,0,16,7,3,0,3,3,0,12,6,3,0,2,0,0,14,8,4,0,2,0,0
13228,あきる野市,29,7,5,3,10,4,0,19,5,5,2,4,3,0,22,8,6,4,4,0,0,28,7,5,3,9,4,0,19,5,5,2,4,3,0,21,8,6,4,3,0,0
13229,西東京市,192,51,18,0,76,47,0,93,46,17,0,11,19,0,107,68,26,0,11,2,0,188,51,18,0,72,47,0,92,46,17,0,10,19,0,106,68,26,0,10,2,0
13303,瑞穂町,8,4,2,0,1,1,0,7,3,2,0,1,1,0,7,4,2,0,1,0,0,8,4,2,0,1,1,0,7,3,2,0,1,1,0,7,4,2,0,1,0,0
13305,日の出町,6,2,1,1,1,1,0,4,2,1,1,0,0,0,6,3,1,1,0,0,0,6,2,1,1,1,1,0,4,2,1,1,0,0,0,6,3,1,1,0,0,0
13307,檜原村,2,0,0,2,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0
13308,奥多摩町,3,0,0,3,0,0,0,2,0,0,2,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,2,0,0,2,0,0,0,3,0,0,3,0,0,0
,区部合計,8770,4047,917,1,1549,2229,26,5927,3798,1005,1,500,618,6,6372,4932,928,2,452,60,0,8670,4047,917,1,1449,2229,26,5891,3798,1005,1,464,618,6,6344,4932,928,2,423,60,0
,多摩合計,2671,1060,329,19,481,782,0,1787,1032,337,14,144,260,0,1887,1280,425,25,125,32,0,2632,1060,329,19,443,782,0,1776,1032,337,14,133,260,0,1877,1280,425,25,115,32,0
,都合計,11441,5107,1246,20,2031,3011,27,7715,4829,1342,15,645,878,6,8259,6212,1352,26,577,92,0,11302,5107,1246,20,1892,3011,27,7667,4829,1342,15,597,878,6,8221,6212,1352,26,538,92,0
