区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13122,葛飾区,2764,2185,204,0,247,127,0,2243,1939,201,0,62,42,0,3224,2898,274,0,46,6,0,2733,2185,204,0,216,127,0,2232,1939,201,0,51,42,0,3213,2898,274,0,35,6,0
13123,江戸川区,1970,1595,171,0,116,89,0,1634,1401,167,0,44,21,0,2411,2145,229,0,31,6,0,1941,1595,171,0,86,89,0,1619,1401,167,0,29,21,0,2405,2145,229,0,24,6,0
13201,八王子市,2785,2227,160,8,265,125,0,2478,2103,172,7,155,41,0,3059,2739,190,10,115,5,0,2764,2227,160,8,243,125,0,2464,2103,172,7,141,41,0,3047,2739,190,10,103,5,0
13202,立川市,711,561,58,0,17,74,0,686,580,65,0,12,30,0,671,601,60,0,8,1,0,710,561,58,0,17,74,0,686,580,65,0,11,30,0,671,601,60,0,8,1,0
13203,武蔵野市,934,615,82,0,124,112,0,803,649,89,0,22,43,0,733,629,86,0,15,3,0,932,615,82,0,122,112,0,803,649,89,0,21,43,0,733,629,86,0,14,3,0
13204,三鷹市,986,697,82,0,96,111,0,830,687,87,0,29,27,0,1087,947,114,1,22,4,0,980,697,82,0,90,111,0,827,687,87,0,26,27,0,1086,947,114,1,21,4,0
13205,青梅市,381,315,36,8,12,10,0,325,274,36,5,8,2,0,444,382,44,11,7,0,0,381,315,36,8,11,10,0,325,274,36,5,7,2,0,444,382,44,11,6,0,0
13206,府中市,989,817,71,0,38,62,0,927,821,76,0,17,13,0,1080,977,86,0,14,3,0,982,817,71,0,32,62,0,926,821,76,0,15,13,0,1079,977,86,0,13,3,0
13207,昭島市,448,378,32,0,15,23,0,412,360,33,0,10,9,0,484,437,38,0,8,1,0,448,378,32,0,14,23,0,412,360,33,0,10,9,0,484,437,38,0,8,1,0
13208,調布市,991,686,104,0,68,132,0,832,664,106,0,17,46,0,1045,885,138,0,16,6,0,970,686,104,0,47,132,0,831,664,106,0,15,46,0,1044,885,138,0,15,6,0
13209,町田市,2126,1609,185,1,211,120,0,1786,1487,187,1,56,54,0,2434,2129,247,2,51,5,0,2108,1609,185,1,193,120,0,1779,1487,187,1,49,54,0,2426,2129,247,2,44,5,0
13210,小金井市,662,450,54,0,100,58,0,573,485,58,0,18,11,0,647,557,72,0,18,0,0,661,450,54,0,99,58,0,573,485,58,0,18,11,0,647,557,72,0,17,0,0
13211,小平市,1169,804,93,0,139,133,0,929,785,95,0,19,29,0,1114,972,116,0,19,8,0,1153,804,93,0,123,133,0,928,785,95,0,18,29,0,1113,972,116,0,17,8,0
13212,日野市,995,774,86,0,20,114,0,889,761,86,0,10,31,0,1053,929,110,0,10,4,0,994,774,86,0,19,114,0,888,761,86,0,9,31,0,1052,929,110,0,9,4,0
13213,東村山市,669,465,36,0,19,149,0,544,426,35,0,8,75,0,681,610,50,0,10,12,0,668,465,36,0,17,149,0,543,426,35,0,7,75,0,681,610,50,0,9,12,0
13214,国分寺市,886,386,55,0,46,398,1,522,355,54,0,12,101,0,605,500,74,0,13,18,0,876,386,55,0,36,398,1,521,355,54,0,11,101,0,604,500,74,0,12,18,0
13215,国立市,236,183,19,0,11,22,0,223,184,21,0,7,10,0,277,245,25,0,6,0,0,233,183,19,0,9,22,0,221,184,21,0,6,10,0,275,245,25,0,4,0,0
13218,福生市,171,137,14,0,5,15,0,143,120,14,0,3,5,0,198,176,19,0,3,1,0,171,137,14,0,5,15,0,143,120,14,0,3,5,0,198,176,19,0,3,1,0
13219,狛江市,418,234,30,0,100,53,0,279,215,29,0,15,20,0,422,355,49,0,19,0,0,415,234,30,0,97,53,0,278,215,29,0,14,20,0,422,355,49,0,18,0,0
13220,東大和市,324,247,20,0,11,45,0,253,217,19,0,6,12,0,355,319,27,0,7,1,0,323,247,20,0,10,45,0,252,217,19,0,5,12,0,354,319,27,0,6,1,0
13221,清瀬市,234,199,19,0,5,11,0,220,192,19,0,3,6,0,280,252,25,0,2,1,0,233,199,19,0,4,11,0,220,192,19,0,3,6,0,280,252,25,0,2,1,0
13222,東久留米市,620,431,49,0,71,70,0,494,406,45,0,10,33,0,616,535,66,0,11,4,0,618,431,49,0,68,70,0,494,406,45,0,10,33,0,616,535,66,0,11,4,0
13223,武蔵村山市,253,211,19,0,14,9,0,221,192,19,0,8,2,0,287,255,23,0,8,0,0,252,211,19,0,13,9,0,220,192,19,0,8,2,0,286,255,23,0,8,0,0
13224,多摩市,487,430,43,1,5,8,0,481,427,47,1,3,3,0,539,486,48,2,3,0,0,487,430,43,1,5,8,0,481,427,47,1,3,3,0,539,486,48,2,3,0,0
13225,稲城市,297,265,23,0,4,3,0,263,236,23,0,3,1,0,383,349,31,1,2,0,0,297,265,23,0,4,3,0,263,236,23,0,3,1,0,382,349,31,1,2,0,0
13227,羽村市,170,136,15,0,10,9,0,146,120,16,0,8,1,0,194,169,18,0,7,0,0,169,136,15,0,9,9,0,145,120,16,0,8,1,0,193,169,18,0,6,0,0
13228,あきる野市,266,189,22,6,38,11,0,195,147,22,4,14,8,0,285,236,26,8,13,1,0,261,189,22,6,32,11,0,194,147,22,4,13,8,0,284,236,26,8,12,1,0
13229,西東京市,1112,636,82,0,273,121,0,747,581,78,0,40,48,0,1032,870,119,0,39,4,0,1097,636,82,0,258,121,0,743,581,78,0,36,48,0,1028,870,119,0,34,4,0
13303,瑞穂町,101,85,10,0,3,3,0,87,71,10,0,2,3,0,114,101,10,0,2,1,0,101,85,10,0,3,3,0,87,71,10,0,2,3,0,114,101,10,0,2,1,0
13305,日の出町,68,57,5,2,3,2,0,56,47,6,1,2,0,0,80,71,6,3,1,0,0,68,57,5,2,2,2,0,56,47,6,1,2,0,0,80,71,6,3,1,0,0
13307,檜原村,6,2,1,4,0,0,0,3,1,0,1,0,0,0,8,2,1,5,0,0,0,6,2,1,4,0,0,0,3,1,0,1,0,0,0,8,2,1,5,0,0,0
13308,奥多摩町,6,1,0,5,0,0,0,6,1,0,4,0,0,0,8,0,0,7,0,0,0,6,1,0,5,0,0,0,6,1,0,4,0,0,0,8,0,0,7,0,0,0
,区部合計,62107,46381,4213,3,5547,5715,249,53514,45473,4614,3,1788,1583,53,59123,53155,4194,3,1616,153,3,61748,46381,4213,3,5188,5715,249,53382,45473,4614,3,1656,1583,53,59021,53155,4194,3,1513,153,3
,多摩合計,19502,14227,1508,37,1722,2004,4,16352,13593,1547,28,516,667,1,20214,17717,1917,49,447,83,0,19364,14227,1508,37,1583,2004,4,16311,13593,1547,28,475,667,1,20178,17717,1917,49,411,83,0
,都合計,81609,60608,5721,40,7269,7720,252,69865,59066,6160,30,2303,2251,54,79337,70872,6111,52,2062,236,3,81112,60608,5721,40,6771,7720,252,69693,59066,6160,30,2131,2251,54,79198,70872,6111,52,1924,236,3
