市区町村コード,市区町村名,揺れによる全壊棟数(木造),揺れによる全壊棟数(非木造),揺れによる全壊棟数(合計),揺れによる大規模半壊棟数(木造),揺れによる大規模半壊棟数(非木造),揺れによる大規模半壊棟数(合計),揺れによる半壊棟数(木造),揺れによる半壊棟数(非木造),揺れによる半壊棟数(合計),液状化による全壊棟数(木造),液状化による全壊棟数(非木造),液状化による全壊棟数(合計),液状化による大規模半壊棟数(木造),液状化による大規模半壊棟数(非木造),液状化による大規模半壊棟数(合計),液状化による半壊棟数(木造),液状化による半壊棟数(非木造),液状化による半壊棟数(合計),急傾斜地崩壊による全壊棟数(木造),急傾斜地崩壊による全壊棟数(非木造),急傾斜地崩壊による全壊棟数(合計),急傾斜地崩壊による大規模半壊棟数(木造),急傾斜地崩壊による大規模半壊棟数(非木造),急傾斜地崩壊による大規模半壊棟数(合計),急傾斜地崩壊による半壊棟数(木造),急傾斜地崩壊による半壊棟数(非木造),急傾斜地崩壊による半壊棟数(合計),建物全壊棟数(木造),建物全壊棟数(非木造),建物全壊棟数(合計),建物大規模半壊棟数(木造),建物大規模半壊棟数(非木造),建物大規模半壊棟数(合計),建物半壊棟数(木造),建物半壊棟数(非木造),建物半壊棟数(合計)
13205,青梅市,985,184,1168,595,58,654,2553,475,3028,2,0,2,5,1,6,14,2,16,122,4,126,54,2,55,280,10,290,1109,188,1297,654,61,715,2847,486,3333
13206,府中市,532,150,682,512,59,571,2268,541,2809,4,0,4,11,2,13,31,6,37,0,0,0,0,0,0,0,0,0,536,150,686,523,61,584,2299,547,2845
13207,昭島市,1361,306,1668,429,87,515,1642,646,2288,1,0,1,3,1,4,9,2,11,0,0,0,0,0,0,0,0,0,1363,306,1669,432,87,519,1651,648,2299
13208,調布市,9,3,12,26,2,28,163,34,197,2,0,2,5,1,6,15,2,18,0,0,0,0,0,0,0,0,0,11,3,14,31,3,34,179,36,215
13209,町田市,82,11,92,118,8,126,956,111,1066,1,0,1,2,0,3,6,1,7,5,1,6,2,0,3,12,3,14,88,12,99,122,9,131,974,114,1088
13210,小金井市,145,27,172,208,12,220,1056,127,1184,1,0,1,2,0,2,4,1,5,0,0,0,0,0,0,0,0,1,146,27,173,210,12,222,1061,129,1190
13211,小平市,823,114,937,572,41,613,2475,355,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,114,937,572,41,613,2476,355,2830
13212,日野市,924,361,1285,553,107,660,2383,847,3230,4,0,4,12,3,15,33,8,42,6,4,10,3,2,4,13,8,20,934,365,1299,567,111,679,2429,863,3292
13213,東村山市,251,37,288,304,15,319,1429,147,1576,3,0,4,10,1,11,28,4,32,0,0,0,0,0,0,0,0,0,255,37,292,314,16,330,1457,151,1608
13214,国分寺市,722,147,869,396,50,446,1675,410,2085,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,723,147,869,397,50,447,1675,410,2086
13215,国立市,366,110,475,189,37,226,758,300,1058,0,0,0,1,0,1,3,1,4,0,0,1,0,0,0,1,0,1,367,110,476,190,37,227,762,301,1063
13218,福生市,422,96,517,197,30,227,799,236,1035,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,422,96,517,197,30,227,800,236,1036
13219,狛江市,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7
13220,東大和市,315,59,374,247,21,268,1057,177,1233,3,0,3,7,1,8,19,3,21,0,0,0,0,0,0,1,0,1,318,59,377,254,22,275,1076,179,1255
13221,清瀬市,10,3,13,26,1,28,166,20,186,1,0,1,3,0,3,8,1,9,0,0,0,0,0,0,0,0,0,11,3,14,29,2,31,175,21,196
13222,東久留米市,55,14,69,107,7,113,588,76,664,2,0,2,6,1,7,16,2,18,0,0,0,0,0,0,0,0,0,58,14,71,112,7,120,604,78,682
13223,武蔵村山市,764,184,948,300,53,352,1264,393,1657,1,0,1,2,0,2,5,1,6,1,0,1,0,0,0,1,0,2,766,184,949,302,53,355,1271,394,1665
13224,多摩市,136,33,168,170,14,184,1097,147,1244,2,0,2,7,2,9,19,6,26,3,2,4,1,1,2,6,4,10,140,35,174,178,17,196,1123,157,1280
13225,稲城市,35,4,39,45,2,47,369,28,397,2,0,2,7,1,8,19,3,23,0,0,1,0,0,0,1,0,1,37,4,42,52,4,55,389,31,420
13227,羽村市,505,133,638,233,41,274,918,319,1238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,506,133,639,233,41,274,919,320,1239
13228,あきる野市,255,41,296,266,16,282,1216,153,1369,0,0,0,1,0,1,2,0,2,49,1,50,21,1,21,114,3,117,304,42,347,287,17,304,1332,157,1489
13229,西東京市,14,4,18,37,3,40,233,38,271,1,0,1,2,0,2,6,1,6,0,0,0,0,0,0,0,0,0,14,4,18,39,3,42,238,39,277
13303,瑞穂町,359,107,467,181,34,215,736,266,1002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,360,107,467,181,34,216,737,266,1003
13305,日の出町,30,6,36,51,3,54,263,28,290,0,0,0,0,0,1,1,0,2,21,1,22,9,0,10,50,2,52,52,7,58,61,3,64,314,30,344
13307,檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,14,0,14,6,0,6,3,0,3,14,0,14
13308,奥多摩町,1,0,2,5,0,5,28,4,32,0,0,0,0,0,0,0,0,0,57,1,58,24,0,24,133,1,134,58,1,59,29,0,29,161,5,166
