区市町村コード,区市町村,都心南部、冬夕、風速8m/s,都心南部、冬昼、風速8m/s,都心南部、冬早朝、風速8m/s,都心南部、冬夕、風速4m/s,都心南部、冬昼、風速4m/s,都心南部、冬早朝、風速4m/s,多摩東部、冬夕、風速8m/s,多摩東部、冬昼、風速8m/s,多摩東部、冬早朝、風速8m/s,多摩東部、冬夕、風速4m/s,多摩東部、冬昼、風速4m/s,多摩東部、冬早朝、風速4m/s,大正関東、冬夕、風速8m/s,大正関東、冬昼、風速8m/s,大正関東、冬早朝、風速8m/s,大正関東、冬夕、風速4m/s,大正関東、冬昼、風速4m/s,大正関東、冬早朝、風速4m/s,立川断層、冬夕、風速8m/s,立川断層、冬昼、風速8m/s,立川断層、冬早朝、風速8m/s,立川断層、冬夕、風速4m/s,立川断層、冬昼、風速4m/s,立川断層、冬早朝、風速4m/s
13115,杉並区,0.108,0.081,0.074,0.107,0.081,0.073,0.143,0.105,0.097,0.142,0.104,0.096,0.047,0.032,0.026,0.046,0.032,0.026,0.017,0.01,0.006,0.017,0.01,0.006
13116,豊島区,0.065,0.06,0.058,0.064,0.059,0.057,0.056,0.049,0.047,0.054,0.048,0.046,0.015,0.012,0.01,0.014,0.011,0.01,0,0,0,0,0,0
13117,北区,0.136,0.131,0.131,0.136,0.131,0.131,0.099,0.096,0.096,0.099,0.096,0.096,0.021,0.019,0.019,0.02,0.019,0.019,0.001,0.001,0.001,0.001,0.001,0.001
13118,荒川区,0.352,0.328,0.327,0.351,0.328,0.327,0.294,0.285,0.284,0.293,0.285,0.284,0.087,0.086,0.085,0.087,0.086,0.085,0,0,0,0,0,0
13119,板橋区,0.058,0.054,0.053,0.057,0.054,0.053,0.065,0.059,0.058,0.064,0.058,0.057,0.011,0.009,0.009,0.011,0.009,0.009,0.001,0.001,0.001,0.001,0.001,0.001
13120,練馬区,0.052,0.042,0.038,0.052,0.041,0.038,0.109,0.066,0.061,0.107,0.066,0.06,0.021,0.015,0.012,0.021,0.015,0.012,0.006,0.004,0.003,0.006,0.004,0.003
13121,足立区,0.245,0.207,0.198,0.242,0.206,0.198,0.197,0.163,0.161,0.195,0.163,0.161,0.043,0.04,0.039,0.043,0.04,0.039,0.001,0.001,0.001,0.001,0.001,0
13122,葛飾区,0.156,0.123,0.118,0.15,0.12,0.116,0.097,0.08,0.078,0.094,0.079,0.077,0.045,0.042,0.04,0.044,0.041,0.04,0,0,0,0,0,0
13123,江戸川区,0.217,0.175,0.158,0.201,0.166,0.153,0.042,0.037,0.036,0.04,0.036,0.035,0.057,0.053,0.052,0.056,0.053,0.052,0,0,0,0,0,0
13201,八王子市,0.014,0.013,0.012,0.014,0.013,0.012,0.053,0.047,0.045,0.052,0.046,0.044,0.021,0.019,0.018,0.02,0.019,0.018,0.045,0.039,0.037,0.044,0.039,0.037
13202,立川市,0.011,0.009,0.008,0.011,0.009,0.008,0.036,0.031,0.03,0.035,0.031,0.03,0.009,0.008,0.007,0.008,0.008,0.007,0.224,0.174,0.155,0.221,0.172,0.154
13203,武蔵野市,0.045,0.036,0.033,0.045,0.036,0.032,0.085,0.054,0.05,0.084,0.054,0.049,0.022,0.017,0.014,0.022,0.017,0.014,0.019,0.015,0.013,0.019,0.015,0.013
13204,三鷹市,0.055,0.045,0.043,0.054,0.044,0.042,0.075,0.057,0.055,0.073,0.056,0.054,0.022,0.017,0.015,0.021,0.017,0.015,0.014,0.01,0.009,0.014,0.01,0.009
13205,青梅市,0.003,0.002,0.002,0.003,0.002,0.002,0.029,0.027,0.025,0.029,0.026,0.025,0.004,0.004,0.003,0.004,0.004,0.003,0.086,0.077,0.073,0.085,0.076,0.072
13206,府中市,0.035,0.031,0.03,0.034,0.03,0.029,0.044,0.037,0.036,0.043,0.037,0.035,0.018,0.016,0.015,0.017,0.015,0.014,0.059,0.045,0.041,0.055,0.043,0.04
13207,昭島市,0.006,0.005,0.004,0.005,0.005,0.004,0.045,0.04,0.038,0.045,0.04,0.038,0.01,0.009,0.008,0.009,0.009,0.008,0.219,0.167,0.151,0.216,0.166,0.15
13208,調布市,0.049,0.038,0.036,0.045,0.037,0.035,0.055,0.042,0.04,0.051,0.041,0.039,0.017,0.014,0.013,0.017,0.014,0.013,0.005,0.003,0.003,0.005,0.003,0.003
13209,町田市,0.031,0.028,0.027,0.03,0.028,0.027,0.059,0.046,0.045,0.058,0.046,0.045,0.042,0.038,0.037,0.042,0.038,0.037,0.006,0.005,0.004,0.006,0.004,0.004
13210,小金井市,0.038,0.03,0.028,0.038,0.03,0.028,0.085,0.054,0.051,0.085,0.054,0.051,0.023,0.017,0.016,0.023,0.017,0.016,0.043,0.028,0.026,0.043,0.028,0.026
13211,小平市,0.026,0.023,0.022,0.025,0.023,0.022,0.08,0.055,0.053,0.077,0.053,0.052,0.015,0.013,0.012,0.015,0.013,0.012,0.074,0.056,0.054,0.071,0.055,0.053
13212,日野市,0.017,0.016,0.016,0.017,0.016,0.016,0.046,0.04,0.039,0.044,0.039,0.038,0.015,0.014,0.014,0.015,0.014,0.013,0.085,0.069,0.067,0.082,0.068,0.066
13213,東村山市,0.012,0.01,0.01,0.011,0.01,0.01,0.045,0.036,0.035,0.043,0.036,0.035,0.004,0.003,0.003,0.004,0.003,0.003,0.029,0.025,0.025,0.028,0.025,0.024
13214,国分寺市,0.032,0.027,0.025,0.031,0.026,0.024,0.065,0.048,0.045,0.061,0.046,0.043,0.023,0.019,0.018,0.022,0.018,0.017,0.136,0.081,0.073,0.121,0.074,0.068
13215,国立市,0.028,0.023,0.02,0.024,0.021,0.019,0.049,0.04,0.036,0.043,0.036,0.034,0.017,0.014,0.013,0.014,0.013,0.012,0.227,0.151,0.111,0.199,0.135,0.102
13218,福生市,0.001,0.001,0.001,0.001,0.001,0.001,0.032,0.029,0.028,0.031,0.029,0.028,0.004,0.003,0.003,0.004,0.003,0.003,0.13,0.104,0.09,0.127,0.102,0.09
13219,狛江市,0.094,0.04,0.035,0.092,0.04,0.035,0.132,0.074,0.067,0.13,0.073,0.067,0.037,0.025,0.021,0.037,0.025,0.021,0.003,0.002,0.001,0.003,0.002,0.001
13220,東大和市,0.01,0.008,0.008,0.009,0.008,0.008,0.048,0.039,0.037,0.045,0.038,0.036,0.008,0.007,0.007,0.008,0.007,0.006,0.12,0.064,0.057,0.11,0.062,0.056
13221,清瀬市,0.016,0.015,0.015,0.016,0.015,0.014,0.034,0.03,0.029,0.032,0.03,0.029,0.003,0.002,0.002,0.003,0.002,0.002,0.008,0.007,0.007,0.008,0.007,0.007
13222,東久留米市,0.017,0.015,0.014,0.017,0.015,0.014,0.072,0.043,0.041,0.071,0.043,0.041,0.005,0.004,0.004,0.005,0.004,0.004,0.015,0.012,0.011,0.015,0.012,0.011
13223,武蔵村山市,0.005,0.004,0.004,0.005,0.004,0.004,0.04,0.034,0.033,0.04,0.034,0.033,0.007,0.006,0.006,0.007,0.006,0.005,0.177,0.119,0.11,0.173,0.118,0.109
13224,多摩市,0.019,0.018,0.018,0.019,0.018,0.018,0.029,0.028,0.028,0.029,0.028,0.028,0.017,0.016,0.016,0.017,0.016,0.016,0.023,0.022,0.022,0.023,0.022,0.022
13225,稲城市,0.027,0.025,0.025,0.026,0.025,0.025,0.037,0.035,0.035,0.037,0.035,0.035,0.019,0.018,0.017,0.018,0.018,0.017,0.009,0.008,0.008,0.009,0.008,0.008
13227,羽村市,0.003,0.002,0.002,0.003,0.002,0.001,0.045,0.038,0.036,0.043,0.036,0.034,0.007,0.006,0.006,0.007,0.006,0.005,0.222,0.162,0.125,0.21,0.155,0.121
13228,あきる野市,0.005,0.003,0.002,0.005,0.003,0.002,0.039,0.031,0.029,0.037,0.03,0.028,0.01,0.007,0.006,0.009,0.007,0.006,0.056,0.043,0.04,0.054,0.042,0.04
13229,西東京市,0.028,0.022,0.021,0.027,0.022,0.02,0.113,0.057,0.054,0.108,0.056,0.053,0.017,0.013,0.011,0.016,0.013,0.011,0.01,0.007,0.006,0.01,0.007,0.005
13303,瑞穂町,0.001,0.001,0,0.001,0.001,0,0.022,0.021,0.021,0.022,0.021,0.02,0.002,0.001,0.001,0.001,0.001,0.001,0.108,0.092,0.077,0.107,0.091,0.076
13305,日の出町,0.002,0.001,0.001,0.001,0.001,0.001,0.031,0.027,0.025,0.03,0.027,0.025,0.003,0.002,0.002,0.003,0.002,0.001,0.026,0.022,0.021,0.026,0.022,0.02
13307,檜原村,0,0,0,0,0,0,0.006,0.006,0.006,0.006,0.006,0.006,0,0,0,0,0,0,0.001,0,0,0.001,0,0
13308,奥多摩町,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003
,区部合計,0.163,0.13,0.125,0.159,0.128,0.124,0.111,0.09,0.087,0.109,0.089,0.086,0.05,0.046,0.044,0.05,0.045,0.043,0.002,0.002,0.001,0.002,0.001,0.001
,多摩合計,0.025,0.02,0.019,0.024,0.02,0.019,0.057,0.043,0.041,0.055,0.042,0.04,0.018,0.015,0.014,0.017,0.015,0.014,0.064,0.049,0.044,0.062,0.048,0.043
,都合計,0.119,0.095,0.091,0.116,0.094,0.09,0.093,0.075,0.072,0.091,0.074,0.072,0.04,0.036,0.034,0.039,0.035,0.034,0.022,0.017,0.015,0.021,0.016,0.015
