市町村名,歳出合計（千円）,1人件費（千円）,うち職員給（千円）,2物件費（千円）,3維持補修費（千円）,4扶助費（千円）,5補助費等（千円）,補助費等の内訳・(1)国に対するもの（千円）,補助費等の内訳・(2)都道府県に対するもの（千円）,補助費等の内訳・(3)同級他団体に対するもの（千円）,補助費等の内訳・(4)一部事務組合対するもの（千円）,補助費等の内訳・(5)その他に対するもの（千円）,6普通建設事業費（千円）,普通建設事業費の内訳・(1)補助事業費（千円）,普通建設事業費の内訳・(2)単独事業費（千円）,普通建設事業費の内訳・(3)県営事業負担金（千円）,普通建設事業費の内訳・(4)同級他団体施行事業負担金（千円）,普通建設事業費の内訳・(5)受託事業費（千円）,普通建設事業費の内訳・(5)受託事業費・受託事業費の内訳・①補助事業費 （千円）,普通建設事業費の内訳・(5)受託事業費・受託事業費の内訳・②単独事業費（千円）,7災害復旧事業費（千円）,災害復旧事業費の内訳・(1)補助事業費（千円）,災害復旧事業費の内訳・(2)単独事業費（千円）,災害復旧事業費の内訳・(3)県営事業負担金（千円）,8失業対策事業費（千円）,失業対策事業費の内訳・(1)補助事業費（千円）,失業対策事業費の内訳・(2)単独事業費（千円）,9公債費（千円）,10積立金（千円）,11投資及び出資金（千円）,12貸付金（千円）,13繰出金（千円）,14前年度繰上充用金（千円）,区分
調布市,80864752 ,11735549 ,7364669 ,14273390 ,717555 ,18905084 ,8685000 ,56814 ,2349151 ,98597 ,619176 ,5561262 ,10189417 ,5012215 ,4920784 ,141082 ,0 ,115336 ,0 ,115336 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4293133 ,3396732 ,415 ,10915 ,8657562 ,0 ,調
町田市,139361513 ,22227347 ,14625674 ,19482960 ,1216190 ,43531217 ,12418157 ,438071 ,4500916 ,10651 ,1161432 ,6307087 ,13623091 ,5007924 ,8430131 ,27881 ,0 ,157155 ,0 ,157155 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6033732 ,3943069 ,0 ,8200 ,16877550 ,0 ,町
小金井市,36458127 ,6070773 ,3821340 ,6503808 ,192191 ,8885206 ,4179143 ,51847 ,1408115 ,636297 ,203203 ,1879681 ,2103175 ,465897 ,1394211 ,0 ,33640 ,209427 ,0 ,209427 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2938744 ,1646115 ,0 ,475 ,3938497 ,0 ,金
小平市,60138650 ,8803668 ,5466916 ,9040035 ,259348 ,17428730 ,7024732 ,225059 ,2061494 ,29983 ,1361955 ,3346241 ,3689851 ,755395 ,2933004 ,0 ,0 ,1452 ,0 ,1452 ,13188 ,0 ,13188 ,0 ,0 ,0 ,0 ,3978712 ,2829113 ,0 ,0 ,7071273 ,0 ,平
日野市,60886738 ,9362109 ,6453532 ,8624483 ,216038 ,15906240 ,6249362 ,86171 ,1919922 ,3076 ,488930 ,3751263 ,5433049 ,2846316 ,2584709 ,2024 ,0 ,0 ,0 ,0 ,3614 ,0 ,3614 ,0 ,0 ,0 ,0 ,3486540 ,4259638 ,148662 ,2500 ,7194503 ,0 ,日
東村山市,54688564 ,7858775 ,4888856 ,6822035 ,164994 ,16461376 ,4205967 ,169715 ,1735348 ,17862 ,464486 ,1818556 ,5947287 ,1419398 ,3621139 ,57902 ,0 ,848848 ,2484 ,846364 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4051911 ,2664223 ,0 ,15000 ,6496996 ,0 ,東
国分寺市,39576173 ,6843785 ,4244931 ,7203699 ,260251 ,9585841 ,3153585 ,41840 ,1455688 ,30974 ,302483 ,1322600 ,2912000 ,977971 ,1904061 ,0 ,29968 ,0 ,0 ,0 ,4288 ,0 ,4288 ,0 ,0 ,0 ,0 ,2696441 ,1222300 ,0 ,11693 ,5682290 ,0 ,分
国立市,28442772 ,4843378 ,2725251 ,3780474 ,136319 ,7847207 ,2539599 ,64286 ,959710 ,16826 ,599130 ,899647 ,3587663 ,1602779 ,1984884 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1545339 ,551937 ,0 ,25000 ,3585856 ,0 ,国
田無市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,田
保谷市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保
福生市,22424537 ,3666946 ,2302535 ,3296523 ,81939 ,7014608 ,2706436 ,129656 ,756891 ,29415 ,476318 ,1314156 ,1192584 ,166717 ,1025867 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1013220 ,1008170 ,0 ,0 ,2444111 ,0 ,福
狛江市,26041404 ,4515386 ,2602907 ,3593587 ,64271 ,5972679 ,2746838 ,44030 ,1010376 ,4503 ,566118 ,1121811 ,2754700 ,189884 ,2564816 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2373071 ,905027 ,0 ,485 ,3115360 ,0 ,狛
東大和市,29251607 ,4285305 ,2776850 ,3974170 ,116434 ,10306640 ,2863525 ,84250 ,1057584 ,29418 ,607739 ,1084534 ,1352479 ,521617 ,830862 ,0 ,0 ,0 ,0 ,0 ,3903 ,0 ,3903 ,0 ,0 ,0 ,0 ,1648202 ,1187860 ,0 ,27000 ,3486089 ,0 ,東
清瀬市,29145883 ,4586172 ,2715804 ,3027273 ,44137 ,9777009 ,2792754 ,18322 ,942559 ,2265 ,684431 ,1145177 ,2541777 ,568966 ,1972811 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,16 ,0 ,0 ,0 ,0 ,2122423 ,983534 ,0 ,12073 ,3258715 ,0 ,清
東久留米市,37601739 ,5337959 ,3453526 ,6060140 ,195178 ,11681249 ,4264712 ,172706 ,1485435 ,19443 ,1065757 ,1521371 ,1940628 ,786096 ,920395 ,0 ,0 ,234137 ,0 ,234137 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2849585 ,733495 ,0 ,54730 ,4484063 ,0 ,久
武蔵村山市,27865799 ,3567537 ,2177248 ,3347025 ,119934 ,10058469 ,2634210 ,172157 ,914490 ,3230 ,618085 ,926248 ,2097977 ,674606 ,1423371 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1273896 ,901803 ,0 ,10070 ,3854878 ,0 ,村
多摩市,50933163 ,8517042 ,5474451 ,8246130 ,297359 ,13671478 ,6833895 ,171677 ,1710899 ,7968 ,1395058 ,3548293 ,3178752 ,921340 ,2257412 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2458794 ,2785561 ,0 ,3000 ,4941152 ,0 ,多
稲城市,36287991 ,4929117 ,3153843 ,5113925 ,145057 ,8155698 ,2873414 ,16016 ,30206 ,633 ,959517 ,1867042 ,10420327 ,3359528 ,6683883 ,359734 ,0 ,17182 ,0 ,17182 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2040717 ,252545 ,0 ,0 ,2357191 ,0 ,稲
羽村市,21312909 ,3372579 ,2107540 ,3097011 ,235427 ,6065759 ,2910591 ,84013 ,724264 ,2146 ,708405 ,1391763 ,1210083 ,709557 ,480582 ,0 ,19944 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1234709 ,780302 ,0 ,0 ,2406448 ,0 ,羽
あきる野市,29860583 ,4131991 ,2629220 ,3908932 ,71770 ,8137396 ,3621989 ,107044 ,903282 ,1457 ,744475 ,1865731 ,3342463 ,1187828 ,1924716 ,0 ,0 ,229919 ,0 ,229919 ,47726 ,47726 ,0 ,0 ,0 ,0 ,0 ,2745484 ,70942 ,0 ,26860 ,3755030 ,0 ,あ
西東京市,67100090 ,10310219 ,6336287 ,10848888 ,236005 ,18302838 ,6834814 ,182446 ,2213832 ,16564 ,1547897 ,2874075 ,4419655 ,723893 ,3674982 ,0 ,0 ,20780 ,0 ,20780 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6866213 ,1610444 ,0 ,5350 ,7665664 ,0 ,西
瑞穂町,13885529 ,2006945 ,1207338 ,2429226 ,70598 ,2553806 ,1749618 ,10025 ,488189 ,14480 ,486178 ,750746 ,2358379 ,52048 ,2306331 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,486456 ,607844 ,0 ,0 ,1622657 ,0 ,瑞
日の出町,8832895 ,1415950 ,884650 ,1288450 ,24065 ,1622680 ,1569418 ,5214 ,258779 ,2960 ,174445 ,1128020 ,1045223 ,412565 ,632658 ,0 ,0 ,0 ,0 ,0 ,44707 ,0 ,44707 ,0 ,0 ,0 ,0 ,612921 ,107729 ,0 ,4000 ,1097752 ,0 ,日
檜原村,3528068 ,421696 ,224064 ,635439 ,27248 ,211338 ,443201 ,1651 ,69723 ,0 ,64349 ,307478 ,699289 ,296051 ,403238 ,0 ,0 ,0 ,0 ,0 ,61620 ,0 ,51743 ,9877 ,0 ,0 ,0 ,91706 ,371083 ,0 ,0 ,565448 ,0 ,檜
奥多摩町,6413063 ,821602 ,495153 ,1545813 ,38554 ,359280 ,839082 ,4656 ,139120 ,97 ,121114 ,574095 ,1486257 ,0 ,1486257 ,0 ,0 ,0 ,0 ,0 ,72007 ,1354 ,70653 ,0 ,0 ,0 ,0 ,268104 ,175982 ,7000 ,0 ,799382 ,0 ,奥
大島町,13619786 ,1143391 ,785173 ,5990831 ,86386 ,596363 ,679641 ,9329 ,12087 ,100 ,85533 ,572592 ,2394293 ,626947 ,1764009 ,3337 ,0 ,0 ,0 ,0 ,406418 ,207715 ,198703 ,0 ,0 ,0 ,0 ,701915 ,1078587 ,0 ,39456 ,502505 ,0 ,大
利島村,1070295 ,185090 ,93333 ,316223 ,75015 ,14493 ,84695 ,139 ,7 ,0 ,7431 ,77118 ,195917 ,0 ,195917 ,0 ,0 ,0 ,0 ,0 ,8046 ,0 ,8046 ,0 ,0 ,0 ,0 ,40521 ,1096 ,0 ,0 ,149199 ,0 ,利
新島村,3606993 ,683427 ,424973 ,847703 ,80527 ,88475 ,215897 ,2956 ,2431 ,0 ,34294 ,176216 ,931679 ,234148 ,697420 ,111 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,280058 ,50729 ,0 ,28500 ,399998 ,0 ,新
神津島村,2581566 ,574479 ,275510 ,580748 ,39911 ,88850 ,237512 ,3697 ,0 ,0 ,29012 ,204803 ,565332 ,141600 ,423732 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90123 ,112558 ,0 ,6804 ,285249 ,0 ,神
三宅村,3899464 ,564779 ,358321 ,1066899 ,49960 ,63945 ,324990 ,1807 ,3088 ,0 ,35455 ,284640 ,1032482 ,94014 ,938468 ,0 ,0 ,0 ,0 ,0 ,15573 ,0 ,15573 ,0 ,0 ,0 ,0 ,287712 ,172776 ,0 ,9140 ,311208 ,0 ,三
御蔵島村,1167481 ,185276 ,113059 ,314362 ,112608 ,16236 ,72213 ,702 ,136 ,0 ,8420 ,62955 ,197103 ,20412 ,176691 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,46065 ,184518 ,0 ,240 ,38860 ,0 ,御
八丈町,7327683 ,1159622 ,768184 ,1321951 ,255198 ,565840 ,1080310 ,2533 ,6146 ,0 ,77641 ,993990 ,1661114 ,447398 ,1213716 ,0 ,0 ,0 ,0 ,0 ,8691 ,0 ,8691 ,0 ,0 ,0 ,0 ,731746 ,24000 ,0 ,28500 ,490711 ,0 ,八
青ケ島村,935264 ,135434 ,78757 ,273492 ,38814 ,3982 ,43760 ,276 ,528 ,0 ,6748 ,36208 ,260803 ,0 ,260803 ,0 ,0 ,0 ,0 ,0 ,41623 ,5553 ,36070 ,0 ,0 ,0 ,0 ,43999 ,450 ,0 ,0 ,92907 ,0 ,青
小笠原村,4039969 ,980622 ,660760 ,1241876 ,79540 ,95773 ,226843 ,5769 ,370 ,0 ,2824 ,217880 ,378321 ,132863 ,245458 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,540159 ,198105 ,0 ,5400 ,293330 ,0 ,小
