市区町村コード,市区町村名,揺れによる全壊棟数(木造),揺れによる全壊棟数(非木造),揺れによる全壊棟数(合計),揺れによる大規模半壊棟数(木造),揺れによる大規模半壊棟数(非木造),揺れによる大規模半壊棟数(合計),揺れによる半壊棟数(木造),揺れによる半壊棟数(非木造),揺れによる半壊棟数(合計),液状化による全壊棟数(木造),液状化による全壊棟数(非木造),液状化による全壊棟数(合計),液状化による大規模半壊棟数(木造),液状化による大規模半壊棟数(非木造),液状化による大規模半壊棟数(合計),液状化による半壊棟数(木造),液状化による半壊棟数(非木造),液状化による半壊棟数(合計),急傾斜地崩壊による全壊棟数(木造),急傾斜地崩壊による全壊棟数(非木造),急傾斜地崩壊による全壊棟数(合計),急傾斜地崩壊による大規模半壊棟数(木造),急傾斜地崩壊による大規模半壊棟数(非木造),急傾斜地崩壊による大規模半壊棟数(合計),急傾斜地崩壊による半壊棟数(木造),急傾斜地崩壊による半壊棟数(非木造),急傾斜地崩壊による半壊棟数(合計),建物全壊棟数(木造),建物全壊棟数(非木造),建物全壊棟数(合計),建物大規模半壊棟数(木造),建物大規模半壊棟数(非木造),建物大規模半壊棟数(合計),建物半壊棟数(木造),建物半壊棟数(非木造),建物半壊棟数(合計)
13213,東村山市,8,3,11,25,2,27,160,29,189,4,0,4,11,1,13,32,4,36,0,0,0,0,0,0,0,0,0,12,3,15,36,3,40,192,33,225
13214,国分寺市,74,13,88,134,7,140,742,78,821,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,74,13,88,134,7,141,743,78,822
13215,国立市,12,5,17,32,3,34,194,33,226,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,0,0,0,13,5,18,33,3,36,197,33,230
13218,福生市,1,1,2,4,1,5,26,13,39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,4,1,5,27,13,40
13219,狛江市,59,9,68,102,4,106,534,48,582,3,0,3,9,1,10,24,3,28,0,0,0,0,0,0,0,0,0,62,9,71,111,5,116,559,51,609
13220,東大和市,8,2,10,22,1,24,144,19,163,3,0,3,6,1,7,18,3,21,0,0,0,0,0,0,0,0,0,11,2,13,29,2,31,162,22,184
13221,清瀬市,2,1,3,8,1,9,56,14,70,1,0,1,4,1,4,11,1,12,0,0,0,0,0,0,0,0,0,3,1,4,12,1,13,67,15,82
13222,東久留米市,7,3,10,24,2,26,152,33,185,3,0,3,9,1,10,25,4,29,0,0,0,0,0,0,0,0,0,11,3,14,33,4,36,177,37,214
13223,武蔵村山市,5,1,6,13,1,14,83,15,97,0,0,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,5,1,7,14,1,16,86,15,101
13224,多摩市,73,16,89,103,8,111,820,90,910,2,0,2,8,3,10,22,7,29,3,2,4,1,1,2,6,4,10,78,18,96,112,11,123,849,101,950
13225,稲城市,70,10,80,98,5,103,704,52,756,4,0,5,14,3,16,38,8,46,2,3,5,1,1,2,4,7,11,76,13,89,113,9,121,746,67,813
13227,羽村市,0,0,0,0,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,10
13228,あきる野市,0,0,0,1,1,2,7,13,20,0,0,0,1,0,1,2,0,2,32,0,32,13,0,13,74,0,74,32,0,32,15,1,16,83,14,96
13229,西東京市,42,9,50,100,4,104,611,57,668,2,0,2,5,1,5,13,1,14,0,0,0,0,0,0,0,0,0,43,9,52,105,5,110,623,59,682
13303,瑞穂町,0,0,0,0,1,1,1,8,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,11
13305,日の出町,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,2,3,0,3,1,0,1,7,0,7,3,0,3,2,0,2,8,2,10
13307,檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,7,0,7,40,0,40,17,0,17,7,0,7,40,0,40
13308,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
