区市町村コード,区市町村,冬夕、風速8m/s、死者（計）,冬夕、風速8m/s、死者（揺れ）,冬夕、風速8m/s、死者（屋内収容物）,冬夕、風速8m/s、死者（急傾斜地崩壊）,冬夕、風速8m/s、死者（火災）,冬夕、風速8m/s、死者（ブロック塀等）,冬夕、風速8m/s、死者（屋外落下物）,冬昼、風速8m/s、死者（計）,冬昼、風速8m/s、死者（揺れ）,冬昼、風速8m/s、死者（屋内収容物）,冬昼、風速8m/s、死者（急傾斜地崩壊）,冬昼、風速8m/s、死者（火災）,冬昼、風速8m/s、死者（ブロック塀等）,冬昼、風速8m/s、死者（屋外落下物）,冬早朝、風速8m/s、死者（計）,冬早朝、風速8m/s、死者（揺れ）,冬早朝、風速8m/s、死者（屋内収容物）,冬早朝、風速8m/s、死者（急傾斜地崩壊）,冬早朝、風速8m/s、死者（火災）,冬早朝、風速8m/s、死者（ブロック塀等）,冬早朝、風速8m/s、死者（屋外落下物）,冬夕、風速4m/s、死者（計）,冬夕、風速4m/s、死者（揺れ）,冬夕、風速4m/s、死者（屋内収容物）,冬夕、風速4m/s、死者（急傾斜地崩壊）,冬夕、風速4m/s、死者（火災）,冬夕、風速4m/s、死者（ブロック塀等）,冬夕、風速4m/s、死者（屋外落下物）,冬昼、風速4m/s、死者（計）,冬昼、風速4m/s、死者（揺れ）,冬昼、風速4m/s、死者（屋内収容物）,冬昼、風速4m/s、死者（急傾斜地崩壊）,冬昼、風速4m/s、死者（火災）,冬昼、風速4m/s、死者（ブロック塀等）,冬昼、風速4m/s、死者（屋外落下物）,冬早朝、風速4m/s、死者（計）,冬早朝、風速4m/s、死者（揺れ）,冬早朝、風速4m/s、死者（屋内収容物）,冬早朝、風速4m/s、死者（急傾斜地崩壊）,冬早朝、風速4m/s、死者（火災）,冬早朝、風速4m/s、死者（ブロック塀等）,冬早朝、風速4m/s、死者（屋外落下物）
13112,世田谷区,1212,424,93,0,485,210,0,662,382,98,0,100,81,0,854,622,128,1,98,5,0,1177,424,93,0,450,210,0,653,382,98,0,92,81,0,846,622,128,1,90,5,0
13113,渋谷区,365,204,67,0,7,86,1,321,218,75,0,5,24,0,159,123,33,0,1,2,0,365,204,67,0,7,86,1,321,218,75,0,5,24,0,159,123,33,0,1,2,0
13114,中野区,412,33,19,0,14,347,0,128,29,20,0,5,75,0,85,48,25,0,4,8,0,410,33,19,0,12,347,0,128,29,20,0,4,75,0,85,48,25,0,3,8,0
13115,杉並区,432,138,28,0,176,89,0,266,115,28,0,93,30,0,371,229,43,0,96,4,0,429,138,28,0,173,89,0,265,115,28,0,91,30,0,369,229,43,0,94,4,0
13116,豊島区,215,56,22,0,9,127,0,130,57,26,0,5,42,0,96,70,22,0,3,0,0,213,56,22,0,7,127,0,129,57,26,0,4,42,0,95,70,22,0,2,0,0
13117,北区,386,179,39,0,7,160,0,249,158,42,0,4,45,0,315,256,51,0,3,5,0,386,179,39,0,7,160,0,248,158,42,0,4,45,0,315,256,51,0,3,5,0
13118,荒川区,416,301,30,0,41,44,0,295,250,30,0,4,10,0,490,446,40,0,4,1,0,414,301,30,0,39,44,0,294,250,30,0,4,10,0,490,446,40,0,4,1,0
13119,板橋区,247,141,32,0,15,59,0,191,131,32,0,6,21,0,235,184,42,0,5,3,0,245,141,32,0,13,59,0,190,131,32,0,5,21,0,234,184,42,0,5,3,0
13120,練馬区,271,73,37,0,87,74,0,159,57,35,0,44,23,0,207,108,55,0,41,3,0,269,73,37,0,85,74,0,158,57,35,0,42,23,0,205,108,55,0,40,3,0
13121,足立区,1318,809,83,0,342,85,0,897,681,81,0,104,31,0,1279,1103,110,0,62,4,0,1302,809,83,0,326,85,0,892,681,81,0,99,31,0,1276,1103,110,0,59,4,0
13122,葛飾区,512,281,46,0,128,57,0,337,243,45,0,31,18,0,467,377,63,0,25,2,0,495,281,46,0,111,57,0,331,243,45,0,25,18,0,461,377,63,0,20,2,0
13123,江戸川区,1106,573,73,0,379,82,0,796,520,72,0,184,20,0,999,750,100,0,143,6,0,1040,573,73,0,313,82,0,760,520,72,0,149,20,0,970,750,100,0,115,6,0
13201,八王子市,54,34,0,1,9,10,0,42,33,0,1,5,3,0,48,0,42,2,3,0,0,53,34,0,1,7,10,0,42,33,0,1,4,3,0,48,0,42,2,3,0,0
13202,立川市,13,6,0,0,2,5,0,10,7,0,0,1,2,0,7,6,0,0,1,0,0,13,6,0,0,2,5,0,10,7,0,0,1,2,0,7,6,0,0,1,0,0
13203,武蔵野市,68,22,10,0,7,28,0,48,23,11,0,4,11,0,37,23,11,0,2,1,0,68,22,10,0,7,28,0,48,23,11,0,4,11,0,37,23,11,0,2,1,0
13204,三鷹市,95,38,10,0,13,33,0,59,36,11,0,4,8,0,73,53,14,0,4,1,0,94,38,10,0,12,33,0,59,36,11,0,4,8,0,73,53,14,0,4,1,0
13205,青梅市,2,1,0,0,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0
13206,府中市,82,42,16,0,5,19,0,67,42,17,0,3,4,0,72,49,19,0,3,1,0,82,42,16,0,5,19,0,66,42,17,0,3,4,0,72,49,19,0,3,1,0
13207,昭島市,3,2,0,0,1,0,0,3,2,0,0,1,0,0,2,2,0,0,1,0,0,3,2,0,0,1,0,0,3,2,0,0,1,0,0,2,2,0,0,1,0,0
13208,調布市,125,49,13,0,16,47,0,81,47,13,0,4,16,0,87,64,18,0,4,2,0,119,49,13,0,9,47,0,81,47,13,0,4,16,0,87,64,18,0,4,2,0
13209,町田市,110,52,23,0,11,23,0,87,48,23,0,5,11,0,105,67,31,1,5,1,0,109,52,23,0,10,23,0,87,48,23,0,5,11,0,105,67,31,1,5,1,0
13210,小金井市,37,13,7,0,4,13,0,26,13,7,0,2,3,0,28,17,9,0,2,0,0,37,13,7,0,4,13,0,26,13,7,0,2,3,0,28,17,9,0,2,0,0
13211,小平市,49,12,11,0,3,22,0,28,10,12,0,2,5,0,33,15,15,0,2,1,0,48,12,11,0,3,22,0,28,10,12,0,2,5,0,33,15,15,0,2,1,0
13212,日野市,42,10,11,0,2,19,0,27,10,11,0,1,5,0,27,11,14,0,1,1,0,42,10,11,0,2,19,0,27,10,11,0,1,5,0,27,11,14,0,1,1,0
13213,東村山市,22,6,0,0,2,15,0,14,6,0,0,1,7,0,9,7,0,0,1,1,0,22,6,0,0,1,15,0,14,6,0,0,1,7,0,9,7,0,0,1,1,0
13214,国分寺市,99,8,7,0,3,81,0,36,7,7,0,2,21,0,26,11,9,0,2,4,0,99,8,7,0,3,81,0,35,7,7,0,1,21,0,26,11,9,0,1,4,0
13215,国立市,12,2,4,0,2,5,0,10,2,5,0,1,2,0,9,3,6,0,1,0,0,12,2,4,0,1,5,0,9,2,5,0,1,2,0,9,3,6,0,1,0,0
13218,福生市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,狛江市,40,6,4,0,19,11,0,15,5,4,0,2,4,0,18,9,6,0,3,0,0,39,6,4,0,18,11,0,15,5,4,0,2,4,0,18,9,6,0,3,0,0
13220,東大和市,6,2,0,0,1,3,0,3,2,0,0,0,1,0,3,3,0,0,1,0,0,6,2,0,0,1,3,0,3,2,0,0,0,1,0,3,3,0,0,0,0,0
13221,清瀬市,8,2,4,0,1,2,0,7,1,4,0,0,1,0,8,2,6,0,0,0,0,8,2,4,0,0,2,0,7,1,4,0,0,1,0,8,2,6,0,0,0,0
13222,東久留米市,17,1,6,0,2,8,0,11,1,6,0,1,4,0,10,0,8,0,1,1,0,17,1,6,0,2,8,0,11,1,6,0,1,4,0,10,0,8,0,1,1,0
13223,武蔵村山市,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
13224,多摩市,17,5,9,0,1,2,0,15,4,10,0,0,1,0,17,5,11,0,0,0,0,17,5,9,0,1,2,0,15,4,10,0,0,1,0,17,5,11,0,0,0,0
13225,稲城市,16,9,5,0,1,1,0,14,8,5,0,0,0,0,20,12,7,0,1,0,0,16,9,5,0,1,1,0,14,8,5,0,0,0,0,20,12,7,0,1,0,0
13227,羽村市,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13228,あきる野市,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
13229,西東京市,41,6,10,0,4,20,0,25,5,10,0,2,8,0,27,9,15,0,2,1,0,41,6,10,0,4,20,0,25,5,10,0,2,8,0,27,9,15,0,2,1,0
13303,瑞穂町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13305,日の出町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13307,檜原村,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13308,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,区部合計,12865,6562,1210,1,2667,2385,40,9131,6365,1330,1,770,656,8,9303,7461,1184,2,588,67,0,12614,6562,1210,1,2416,2385,40,9051,6365,1330,1,690,656,8,9238,7461,1184,2,523,67,0
,多摩合計,963,330,151,4,111,368,0,632,311,155,3,45,117,0,671,370,241,5,40,14,0,950,330,151,4,98,368,0,629,311,155,3,43,117,0,669,370,241,5,38,14,0
,都合計,13829,6892,1362,5,2778,2752,40,9762,6676,1485,4,815,773,8,9974,7831,1425,7,628,82,0,13564,6892,1362,5,2513,2752,40,9680,6676,1485,4,733,773,8,9907,7831,1425,7,561,82,0
