市区町村コード,市区町村名,揺れによる全壊棟数(木造),揺れによる全壊棟数(非木造),揺れによる全壊棟数(合計),揺れによる大規模半壊棟数(木造),揺れによる大規模半壊棟数(非木造),揺れによる大規模半壊棟数(合計),揺れによる半壊棟数(木造),揺れによる半壊棟数(非木造),揺れによる半壊棟数(合計),液状化による全壊棟数(木造),液状化による全壊棟数(非木造),液状化による全壊棟数(合計),液状化による大規模半壊棟数(木造),液状化による大規模半壊棟数(非木造),液状化による大規模半壊棟数(合計),液状化による半壊棟数(木造),液状化による半壊棟数(非木造),液状化による半壊棟数(合計),急傾斜地崩壊による全壊棟数(木造),急傾斜地崩壊による全壊棟数(非木造),急傾斜地崩壊による全壊棟数(合計),急傾斜地崩壊による大規模半壊棟数(木造),急傾斜地崩壊による大規模半壊棟数(非木造),急傾斜地崩壊による大規模半壊棟数(合計),急傾斜地崩壊による半壊棟数(木造),急傾斜地崩壊による半壊棟数(非木造),急傾斜地崩壊による半壊棟数(合計),建物全壊棟数(木造),建物全壊棟数(非木造),建物全壊棟数(合計),建物大規模半壊棟数(木造),建物大規模半壊棟数(非木造),建物大規模半壊棟数(合計),建物半壊棟数(木造),建物半壊棟数(非木造),建物半壊棟数(合計)
13111,大田区,2819,448,3267,2425,178,2603,9835,1677,11512,222,5,227,341,108,449,958,302,1260,1,0,1,0,0,1,2,1,3,3042,453,3495,2766,286,3052,10795,1979,12774
13112,世田谷区,4939,771,5710,3316,286,3602,13812,2502,16314,12,0,12,29,9,38,81,25,106,6,4,11,3,2,5,14,10,25,4957,776,5733,3348,296,3644,13907,2538,16444
13113,渋谷区,720,200,920,568,79,647,2227,748,2975,8,0,8,12,7,19,35,19,54,0,0,0,0,0,0,0,0,0,728,200,928,580,86,666,2262,767,3029
13114,中野区,890,138,1027,997,59,1056,4252,581,4833,8,0,8,14,4,18,39,12,51,0,0,0,0,0,0,0,0,0,898,138,1036,1011,63,1074,4291,594,4884
13115,杉並区,2861,363,3223,2281,143,2424,9292,1318,10610,9,0,10,19,5,23,53,13,66,0,0,0,0,0,0,0,0,0,2870,363,3233,2300,147,2447,9345,1331,10676
13116,豊島区,680,130,810,794,56,849,3338,561,3899,17,0,17,23,7,30,64,20,84,0,0,0,0,0,0,0,0,0,696,130,827,817,63,879,3402,581,3984
13117,北区,2327,230,2558,1655,86,1742,6491,788,7279,42,1,42,58,19,77,164,53,217,2,1,3,1,0,1,5,2,7,2371,232,2603,1714,106,1820,6659,843,7503
13118,荒川区,4313,358,4671,1655,113,1768,5838,919,6757,30,0,30,39,10,49,110,27,138,0,0,0,0,0,0,0,0,0,4343,358,4701,1695,122,1817,5948,947,6895
13119,板橋区,1588,336,1924,1482,129,1611,6075,1196,7271,32,1,33,56,17,73,157,48,205,3,1,4,1,0,2,8,2,10,1624,338,1961,1539,146,1686,6239,1246,7485
13120,練馬区,2146,323,2469,2042,131,2173,8544,1223,9767,23,0,24,48,11,59,134,31,165,0,0,0,0,0,0,0,0,0,2169,324,2493,2090,142,2232,8679,1254,9932
13121,足立区,8789,987,9776,4661,325,4986,17717,2654,20371,156,3,159,270,70,340,758,195,954,0,0,0,0,0,0,0,0,0,8945,990,9935,4931,394,5326,18475,2850,21325
13122,葛飾区,2760,456,3216,1824,161,1985,7055,1386,8441,384,7,391,698,171,869,1959,480,2439,0,0,0,0,0,0,0,0,0,3144,463,3607,2522,332,2854,9013,1866,10880
13123,江戸川区,1342,232,1574,1352,94,1446,5793,908,6701,253,5,258,537,117,654,1507,328,1835,0,0,0,0,0,0,0,0,0,1595,237,1832,1889,211,2100,7300,1236,8536
13201,八王子市,1969,373,2342,1884,141,2025,8763,1273,10036,20,0,20,49,10,59,137,29,167,62,27,90,28,12,40,142,63,206,2051,400,2452,1961,164,2125,9043,1366,10409
13202,立川市,344,87,431,404,36,440,1815,351,2166,1,0,1,2,1,3,6,2,8,0,0,0,0,0,0,0,0,0,345,87,432,406,37,443,1822,353,2174
13203,武蔵野市,343,108,450,290,41,331,1217,372,1589,0,0,0,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,343,108,451,291,41,332,1220,373,1592
13204,三鷹市,657,128,785,511,48,559,2117,427,2543,3,0,3,7,1,8,20,4,24,5,1,5,2,0,2,11,2,13,664,129,793,520,50,570,2147,433,2580
13205,青梅市,316,50,367,355,20,375,1682,191,1874,2,0,2,5,1,6,15,2,16,93,4,97,39,2,41,214,9,223,412,54,466,399,22,422,1911,202,2113
13206,府中市,524,152,676,527,60,587,2301,557,2857,5,0,5,15,3,18,41,9,50,2,0,2,1,0,1,3,0,4,531,152,683,542,63,605,2345,566,2911
13207,昭島市,287,57,344,312,23,335,1350,220,1569,1,0,1,3,1,4,10,2,12,0,0,0,0,0,0,0,0,0,289,57,346,315,24,339,1360,222,1582
13208,調布市,563,107,669,504,41,546,2182,376,2559,5,0,5,14,2,15,38,5,43,0,0,1,0,0,0,1,0,1,568,107,675,518,43,561,2221,382,2603
13209,町田市,1366,334,1700,1305,125,1430,6657,1117,7774,1,0,2,5,1,6,14,3,17,13,3,17,6,1,7,31,7,38,1381,337,1718,1316,127,1444,6703,1127,7829
13210,小金井市,352,92,444,289,34,323,1254,302,1556,1,0,1,3,1,4,8,2,10,0,0,0,0,0,0,0,0,1,353,92,445,292,35,327,1263,304,1567
13211,小平市,831,131,962,609,48,658,2535,418,2954,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,831,131,962,610,48,658,2537,419,2955
13212,日野市,566,206,772,493,69,562,2219,593,2812,4,0,5,13,3,17,37,9,46,2,1,2,1,0,1,4,1,5,572,207,779,507,73,579,2260,603,2863
13213,東村山市,419,66,485,397,25,422,1760,229,1989,5,0,5,13,2,15,37,4,41,0,0,0,0,0,0,0,0,0,423,66,490,410,27,437,1797,233,2030
13214,国分寺市,373,79,452,326,31,357,1429,282,1711,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,373,79,452,326,31,358,1429,282,1712
13215,国立市,129,33,162,148,14,162,669,131,800,0,0,0,1,0,1,3,1,4,0,0,1,0,0,0,1,0,1,130,33,163,149,14,163,673,132,805
13218,福生市,114,22,136,145,9,154,682,88,770,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,114,22,136,145,9,154,683,88,771
13219,狛江市,236,47,283,193,18,210,827,154,982,4,0,4,10,1,11,27,4,31,0,0,0,0,0,0,0,0,0,240,47,287,202,19,221,854,158,1013
13220,東大和市,212,37,249,223,14,237,997,132,1128,3,0,3,8,1,9,21,3,24,0,0,0,0,0,0,0,0,1,215,37,253,231,15,246,1018,135,1153
13221,清瀬市,151,25,176,162,10,172,736,98,834,1,0,1,4,1,5,12,2,13,0,0,0,0,0,0,0,0,0,152,25,177,166,11,177,748,100,847
13222,東久留米市,391,92,482,320,33,353,1365,287,1651,4,0,4,10,1,12,29,4,34,0,0,0,0,0,0,0,0,0,395,92,486,330,34,365,1394,291,1685
13223,武蔵村山市,192,38,231,200,15,215,944,137,1082,1,0,1,2,0,2,6,1,6,0,0,0,0,0,0,1,0,1,193,38,232,203,15,218,951,138,1089
13224,多摩市,183,55,237,209,22,232,1168,215,1383,2,0,2,9,3,12,25,9,34,6,7,13,3,3,6,14,16,30,191,62,253,221,29,250,1206,240,1446
13225,稲城市,179,40,219,172,16,188,915,144,1059,5,0,5,16,3,19,44,9,53,2,3,5,1,1,2,4,7,11,186,43,229,189,20,209,963,160,1123
13227,羽村市,110,21,130,156,9,165,722,91,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,110,21,131,156,9,165,723,91,814
13228,あきる野市,162,19,181,265,9,274,1343,96,1440,0,0,0,1,0,1,2,0,2,74,3,77,33,1,34,172,6,178,236,22,258,299,10,309,1517,103,1620
13229,西東京市,603,99,702,491,37,529,2088,328,2416,2,0,2,5,1,6,15,2,17,0,0,0,0,0,0,0,0,0,605,99,704,497,38,535,2104,330,2433
13303,瑞穂町,77,16,93,113,7,119,567,71,638,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,77,16,93,113,7,120,568,71,639
13305,日の出町,45,6,51,74,3,77,363,30,393,0,0,0,1,0,1,2,0,2,23,1,23,10,0,10,52,2,54,68,7,75,84,3,88,417,33,450
13307,檜原村,2,0,2,7,0,7,38,2,39,0,0,0,0,0,0,0,0,0,41,0,41,18,0,18,95,1,96,43,0,43,25,0,25,133,2,135
13308,奥多摩町,0,0,0,1,0,2,8,4,12,0,0,0,0,0,0,0,0,0,65,1,66,27,0,27,152,2,153,65,1,66,28,1,29,160,6,166
