事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,4月,20.6,169.5,154.9,14.6,14.9,94.8,91.2,3.6
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,5月,18.5,155.1,141.3,13.8,14.3,89.6,86.7,2.9
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,6月,20.6,169.2,155.7,13.5,14.9,94.4,91.7,2.7
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,7月,20.8,171.4,157.9,13.5,15.6,100.5,97.7,2.8
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,8月,19.6,161.1,148.5,12.6,15,93.1,90.8,2.3
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,9月,19.2,158.2,145.1,13.1,14.7,91.1,88.4,2.7
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,10月,19.7,161.6,148.3,13.3,14.6,91.2,88.6,2.6
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,11月,19.5,161.6,147.3,14.3,14.7,91.7,89,2.7
５人以上,Q サービス業（他に分類されないもの）,平成21,2009,12月,19.2,158.6,145,13.6,14.5,90.4,87.5,2.9
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成21年確報,,,,,,,,,,,,
第７－１表　産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間（事業所規模５人以上）,,,,,,,,,,,,
