事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成19,2007,年平均,100.8,97.8,106.3,103.7,102.6,100.2,95.7,102,104.2,102.8,92.7,106,96.7,92.1,99.2
30人以上,平成20,2008,年平均,99.4,96,106.3,104.4,105.7,99.6,94.9,101,107.2,101.7,89.1,105.5,87.1,91.1,96.4
30人以上,平成21,2009,年平均,97.5,92.3,103.6,101.3,105.4,97.9,94.8,100.7,104.9,100,82.6,104.9,83,91,94.9
30人以上,平成21,2009,1月,92.6,92.1,96.9,95.6,102.5,94.1,89.7,95.7,101.7,94.1,82.9,100.3,77.2,87.4,89.1
30人以上,平成21,2009,2月,94.9,91.6,102.9,101.5,102.9,94.6,93.6,98,98.9,95.8,80.4,100.8,82.3,85.2,92.1
30人以上,平成21,2009,3月,98.6,97.2,105.5,100.9,110.5,100.5,93.9,102.4,106.6,101.5,82.5,104.3,85,91,96.6
30人以上,平成21,2009,4月,102.4,99.5,109.4,107.5,112.2,104.3,98.4,104.9,112.8,104.5,83.2,109.8,89.1,97.4,98.6
30人以上,平成21,2009,5月,92.9,82.5,95.4,93.7,91.4,90.6,90.7,96.1,98.9,99,80.1,105,83.3,85.7,91.8
30人以上,平成21,2009,6月,101.4,98.4,108.8,104.8,115.4,100.3,96.3,104.9,109.4,103.7,82.6,108.3,95.7,97.9,98.8
30人以上,平成21,2009,7月,103.7,101,112.6,107.5,116.6,106.3,97.5,106.5,113.4,107.1,82.9,110,89.4,95,100.9
30人以上,平成21,2009,8月,96,88.6,99.9,98.5,102.3,99,96,99.7,104.9,98.9,82.4,105.4,61.3,92.9,95.1
30人以上,平成21,2009,9月,95,87,101.8,99.8,100.5,94.6,95.6,99.3,98.4,96.3,81.7,100.9,77.6,82.3,92.7
30人以上,平成21,2009,10月,98.4,95.8,103.5,100.8,111.1,98.9,94.7,100.4,106.9,99.3,83.3,107.2,90.1,94.3,95.6
30人以上,平成21,2009,11月,97.3,88.4,104.8,104,100.9,95.6,95.6,99.6,101.9,101.1,84,103.1,85.5,92.7,94.5
30人以上,平成21,2009,12月,96.5,85.6,102.1,100.8,98.4,95.7,95.9,101.2,104.9,98.4,84.9,103.2,79.6,90.2,92.5
30人以上,平成16,2004,年平均（前年比（％））,1.3,-1.9,1,1.6,3.1,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均（前年比（％））,-1.2,-5.6,2.7,2.5,0.6,－,－,－,－,－,－,－,－,－,－
30人以上,平成18,2006,年平均（前年比（％））,1.1,0.9,3.5,1.1,1.3,-0.1,-3.3,4,2.2,1.6,-6.2,-1.2,2.3,-1.3,1.3
30人以上,平成19,2007,年平均（前年比（％））,-0.3,-3.1,2.7,2.6,1.3,0.3,-1,-1.9,2,1.2,-1.2,7.3,-5.5,-6.7,-2.1
30人以上,平成20,2008,年平均（前年比（％））,-1.4,-1.8,0,0.7,3,-0.6,-0.8,-1,2.9,-1.1,-3.9,-0.5,-9.9,-1.1,-2.8
30人以上,平成21,2009,年平均（前年比（％））,-1.9,-3.9,-2.5,-3,-0.3,-1.7,-0.1,-0.3,-2.1,-1.7,-7.3,-0.6,-4.7,-0.1,-1.6
30人以上,平成21,2009,1月（前年同月比（％））,-0.2,1,1.5,3.6,6.4,1.2,-1.2,1.1,2.9,1.6,-10.8,1.4,-7.5,0.6,-1.9
30人以上,平成21,2009,2月（前年同月比（％））,-4.5,-4.5,-3.2,-4.4,-1,-1.8,-3.3,-3,-4,-4.8,-11,-4.4,-11.5,-4.7,-4.4
30人以上,平成21,2009,3月（前年同月比（％））,-1.7,3,-2.3,-4.1,5.5,-1.2,-2.6,1.2,0.6,-1.2,-8.5,0.1,-4.5,1.9,-1.1
30人以上,平成21,2009,4月（前年同月比（％））,-1.2,-1.1,-1.8,-1.2,1.1,-0.5,-0.7,0.7,2.9,-2.3,-9.5,1.2,-9.7,3.6,-0.9
30人以上,平成21,2009,5月（前年同月比（％））,-6,-12.2,-7.7,-7,-9,-8.9,-2.4,-4.2,-8.5,-3.1,-11.9,0.8,-8.8,1.3,-4.7
30人以上,平成21,2009,6月（前年同月比（％））,-0.6,2.6,-1.1,-3.4,7.3,0.4,-0.1,1.5,-0.8,-1.6,-6.7,0.1,2.4,-1.1,-0.3
30人以上,平成21,2009,7月（前年同月比（％））,-1,-1.8,0.1,-4,2.1,0.7,-0.1,-0.3,-1,-0.5,-7.8,1.6,-3.2,1.3,-0.1
30人以上,平成21,2009,8月（前年同月比（％））,-0.5,-8.3,-1.2,-1.7,-1.3,0.4,1.8,0.7,-2.7,-0.5,-4.8,2,-8.5,-1.2,-0.5
30人以上,平成21,2009,9月（前年同月比（％））,-2.5,-7.8,-2.5,-3.3,-7.3,-2.4,3.4,-1.5,-7.2,-3.5,-2.6,-4.2,-0.4,-3.2,-2.5
30人以上,平成21,2009,10月（前年同月比（％））,-4,-5.8,-7.4,-7.5,-4.1,-4.6,0.1,-3.3,-5.4,-5,-1.5,-1.7,-4.9,1.7,-2.8
30人以上,平成21,2009,11月（前年同月比（％））,0.2,-3.4,-1.2,-1,-1.2,-0.4,2,0.2,1,1.2,-6.4,-1.2,2.6,11,0.4
30人以上,平成21,2009,12月（前年同月比（％））,-0.6,-8,-2.5,-0.8,-1.8,-3.7,3,3.7,-3,-0.7,-5.8,-2.5,-1,-11,-0.5
,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成21年確報,,,,,,,,,,,,,,,,,,
第１８表　労働時間指数（総実労働時間）　,,,,,,,,,,,,,,,,,,
（平成17年平均=100）,,,,,,,,,,,,,,,,,,
（注）平成21年１月分調査における調査対象事業所の抽出替えに伴い、指数を平成19年に遡って改訂しています。,,,,,,,,,,,,,,,,,,
