年度,Fiscal year,地域階層,地域コード,地域,District,住民税負担額 (百万円) Inhabitant tax (millions yen)／計 Total,住民税負担額 (百万円) Inhabitant tax (millions yen)／道府県民税分 Prefectural,住民税負担額 (百万円) Inhabitant tax (millions yen)／市町村民税分 Municipal,1人当たり負担額 (円) Tax levied per capita (yen)／計 Total,1人当たり負担額 (円) Tax levied per capita (yen)／道府県民税分 Prefectural,1人当たり負担額 (円) Tax levied per capita (yen)／市町村民税分 Municipal,1世帯当たり負担額 (円) Tax levied per household (yen)／計 Total,1世帯当たり負担額 (円) Tax levied per household (yen)／道府県民税分 Prefectural,1世帯当たり負担額 (円) Tax levied per household (yen)／市町村民税分 Municipal
平成23,2011,2,13219,狛江市,Komae-shi,9696,3851,5845,123504,49056,74448,247806,98430,149377
平成23,2011,2,13220,東大和市,Higashiyamato-shi,8118,3220,4898,97157,38536,58621,237367,94148,143219
平成23,2011,2,13221,清瀬市,Kiyose-shi,6966,2767,4199,93785,37252,56533,223131,88629,134502
平成23,2011,2,13222,東久留米市,Higashikurume-shi,11836,4704,7132,102142,40597,61546,240580,95619,144961
平成23,2011,2,13223,武蔵村山市,Musashimurayama-shi,5491,2174,3317,78062,30910,47152,202388,80140,122248
平成23,2011,2,13224,多摩市,Tama-shi,17229,6846,10383,117449,46670,70779,268866,106839,162027
平成23,2011,2,13225,稲城市,Inagi-shi,10019,3981,6038,117036,46501,70535,284441,113016,171425
平成23,2011,2,13227,羽村市,Hamura-shi,5561,2204,3356,97769,38760,59009,235450,93342,142108
平成23,2011,2,13228,あきる野市,Akiruno-shi,7013,2780,4233,86602,34332,52270,235272,93270,142002
平成23,2011,2,13229,西東京市,Nishitokyo-shi,23030,9142,13889,115625,45896,69729,259599,103045,156554
平成23,2011,1,13300,郡部,All gun,4785,1894,2891,81758,32362,49396,227034,89866,137168
平成23,2011,2,13303,瑞穂町,Mizuho-machi,2844,1125,1718,85344,33773,51571,229211,90705,138506
平成23,2011,2,13305,日の出町,Hinode-machi,1384,549,836,82327,32627,49700,249218,98768,150450
平成23,2011,2,13307,檜原村,Hinohara-mura,140,55,85,56234,22143,34091,151147,59517,91630
平成23,2011,2,13308,奥多摩町,Okutama-machi,416,165,252,70673,27958,42715,190543,75379,115164
平成23,2011,1,13350,島部,All islands,2326,911,1416,84038,32899,51139,169533,66369,103164
平成23,2011,2,13361,大島町,Oshima-machi,628,249,379,74784,29617,45168,152604,60436,92168
平成23,2011,2,13362,利島村,Toshima-mura,34,14,21,100908,40307,60601,164640,65764,98876
平成23,2011,2,13363,新島村,Niijima-mura,220,87,133,77458,30675,46783,177745,70391,107354
平成23,2011,2,13364,神津島村,Kozushima-mura,135,53,82,71889,28413,43476,170805,67509,103296
平成23,2011,2,13381,三宅村,Miyake-mura,260,94,166,97333,35022,62311,164291,59114,105177
平成23,2011,2,13382,御蔵島村,Mikurajima-mura,32,12,20,91138,34144,56994,159835,59881,99955
平成23,2011,2,13401,八丈町,Hachijo-machi,589,233,357,72152,28506,43646,144340,57026,87314
平成23,2011,2,13402,青ヶ島村,Aogashima-mura,25,10,15,123953,49431,74522,195058,77786,117271
平成23,2011,2,13421,小笠原村,Ogasawara-mura,403,160,243,141896,56193,85703,292332,115768,176564
,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,,,,,
21-8  地域別個人住民税負担額 (平成19～平成23年度) 21-8  INHABITANT TAX ON INDIVIDUALS LEVIED BY DISTRICT ( Fiscal Years 2007-2011 ),,,,,,,,,,,,,,
この表の住民負担額のうち特別区の区域分は都民税及び特別区民税の収入額，その他の区域分は都民税及び市町村税の収入額による。また，負担額の算出に用いた人口及び世帯数は各年度とも10月1日現在のものである。,,,,,,,,,,,,,,
The individual inhabitant tax for the ku area is revenue from the metropolitan and municipal ku inhabitant taxes， and for the other districts is revenue from the metropolitan and municipal shi， machi， mura inhabitant taxes. The populations and houshold numbers used to calculate the levied amounts are as of Oct. 1 of the fiscal years stated.,,,,,,,,,,,,,,
資料：都主税局税制部歳入課「東京都税務統計年報」Source: Bureau of Taxation， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市町村部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,
