年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成25,2013,3,13208,調布市,Chofu-shi,183951,89946,94005
平成25,2013,3,13209,町田市,Machida-shi,344535,168093,176442
平成25,2013,3,13210,小金井市,Koganei-shi,96223,47391,48832
平成25,2013,3,13211,小平市,Kodaira-shi,149336,73312,76024
平成25,2013,3,13212,日野市,Hino-shi,145296,73001,72295
平成25,2013,3,13213,東村山市,Higashimurayama-shi,124107,60593,63514
平成25,2013,3,13214,国分寺市,Kokubunji-shi,97441,47869,49572
平成25,2013,3,13215,国立市,Kunitachi-shi,61155,29964,31191
平成25,2013,3,13218,福生市,Fussa-shi,47495,23865,23630
平成25,2013,3,13219,狛江市,Komae-shi,64947,31461,33486
平成25,2013,3,13220,東大和市,Higashiyamato-shi,68257,33724,34533
平成25,2013,3,13221,清瀬市,Kiyose-shi,60410,28914,31496
平成25,2013,3,13222,東久留米市,Higashikurume-shi,94705,46257,48448
平成25,2013,3,13223,武蔵村山市,Musashimurayama-shi,56710,28446,28264
平成25,2013,3,13224,多摩市,Tama-shi,120833,59256,61577
平成25,2013,3,13225,稲城市,Inagi-shi,67674,34147,33527
平成25,2013,3,13227,羽村市,Hamura-shi,45495,23200,22295
平成25,2013,3,13228,あきる野市,Akiruno-shi,66009,32820,33189
平成25,2013,3,13229,西東京市,Nishitokyo-shi,161305,78410,82895
平成25,2013,1,13300,郡部,All gun,48593,24346,24247
平成25,2013,3,13303,瑞穂町,Mizuho-machi,27242,13869,13373
平成25,2013,3,13305,日の出町,Hinode-machi,13967,6841,7126
平成25,2013,3,13307,檜原村,Hinohara-mura,2226,1111,1115
平成25,2013,3,13308,奥多摩町,Okutama-machi,5158,2525,2633
平成25,2013,1,13350,島部,All Islands,22968,11630,11338
平成25,2013,2,13360,大島支庁,Oshima-shicho,11315,5559,5756
平成25,2013,3,13361,大島町,Oshima-machi,6929,3402,3527
平成25,2013,3,13362,利島村,Toshima-mura,259,139,120
平成25,2013,3,13363,新島村,Niijima-mura,2518,1200,1318
平成25,2013,3,13364,神津島村,Kozushima-mura,1609,818,791
平成25,2013,2,13380,三宅支庁,Miyake-shicho,2684,1447,1237
平成25,2013,3,13381,三宅村,Miyake-mura,2433,1316,1117
平成25,2013,3,13382,御蔵島村,Mikurajima-mura,251,131,120
平成25,2013,2,13400,八丈支庁,Hachijo-shicho,6930,3465,3465
平成25,2013,3,13401,八丈町,Hachijo-machi,6792,3382,3410
平成25,2013,3,13402,青ヶ島村,Aogashima-mura,138,83,55
平成25,2013,2,13420,小笠原支庁,Ogasawara-shicho,2039,1159,880
平成25,2013,3,13421,小笠原村,Ogasawara-mura,2039,1159,880
,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,
22-1  選挙人名簿登録者数 (平成21～25年) 22-1  NUMBER OF REGISTERED VOTERS ( 2009-2013 ),,,,,,,,
各年9月2日現在 Figures are as of Sept. 2 of the year stated.,,,,,,,,
資料：都選挙管理委員会事務局 「選挙人名簿登録者数」（ホームページ） Source: Metropolitan Election Administration Commission,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
