地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
5,13109,9,品川区,Shinagawa-ku,380429,3641412,25935,740737,-,-,15260,501338,-,-,10675,239399,14639,439681,-,-,11667,386437,328188,2074557
5,13110,10,目黒区,Meguro-ku,355183,2179976,21416,466090,-,-,11751,334598,-,-,9665,131492,882,35464,-,-,1310,60247,331575,1618175
5,13111,11,大田区,Ota-ku,851361,7510761,43163,1168900,3559,98040,34252,988348,659,10819,4693,71693,17630,527683,-,-,16362,543351,774206,5270827
5,13112,12,世田谷区,Setagaya-ku,1184555,8184574,70240,1110893,2907,71644,35937,716800,5411,49737,25985,272712,10128,320097,5525,193366,6390,123550,1092272,6436668
5,13113,13,渋谷区,Shibuya-ku,273126,2729417,26393,659404,-,-,12205,312461,-,-,14188,346943,4509,210877,-,-,10614,283368,231610,1575768
5,13114,14,中野区,Nakano-ku,367111,2141579,26403,487688,-,-,12401,270053,-,-,14002,217635,-,-,-,-,2328,82644,338380,1571247
5,13115,15,杉並区,Suginami-ku,687425,4596446,56665,1054794,-,-,37999,847176,1596,19033,17070,188585,4327,178337,1059,21149,4615,102137,620759,3240029
5,13116,16,豊島区,Toshima-ku,309142,2343889,15601,415521,140,3080,9172,244736,-,-,6289,167705,4697,153818,-,-,4907,128505,283937,1646045
5,13117,17,北区,Kita-ku,372110,2951451,32081,745305,6311,192333,9860,258900,-,-,15910,294072,692,15845,-,-,3565,56727,335772,2133574
5,13118,18,荒川区,Arakawa-ku,215084,1661377,16368,393996,-,-,13123,329961,-,-,3245,64035,1049,36055,-,-,-,-,197667,1231326
5,13119,19,板橋区,Itabashi-ku,740303,5826977,27231,736772,-,-,9036,266640,-,-,18195,470132,17205,598326,-,-,12631,271439,683236,4220440
5,13120,20,練馬区,Nerima-ku,1126992,7333844,74778,1331424,-,-,36354,704202,9416,133136,29008,494086,2522,77085,4549,152990,-,-,1045143,5772345
5,13121,21,足立区,Adachi-ku,1045764,9663662,74557,1734931,-,-,27922,771777,19432,412549,27203,550605,7601,254034,-,-,17490,461126,946116,7213571
5,13122,22,葛飾区,Katsushika-ku,702278,5178621,44176,786290,-,-,30570,619638,-,-,13606,166652,8080,219304,-,-,6530,208419,643492,3964608
5,13123,23,江戸川区,Edogawa-ku,1075837,9211974,66360,1492040,4634,75814,36292,1022701,-,-,25434,393525,6374,231384,4186,112614,16120,423764,982797,6952172
1,13200,,市部,All shi,10273586,70833210,922517,14312524,29612,383007,482326,8238265,410579,5691252,-,-,68241,1492260,64505,3546689,-,-,9218323,51481737
5,13201,1,八王子市,Hachioji-shi,1512545,14240217,144600,2197151,6313,67423,51808,921042,86479,1208686,-,-,34987,686823,31168,2246125,-,-,1301790,9110118
5,13202,2,立川市,Tachikawa-shi,292961,2554257,37738,712112,-,-,28121,442672,9617,269440,-,-,-,-,-,-,-,-,255223,1842145
5,13203,3,武蔵野市,Musashino-shi,146081,1119722,21638,326565,-,-,15164,240962,6474,85603,-,-,-,-,-,-,-,-,124443,793157
5,13204,4,三鷹市,Mitaka-shi,290128,1909598,28369,430110,-,-,6088,157034,22281,273076,-,-,-,-,1924,72207,-,-,259835,1407281
5,13205,5,青梅市,Ome-shi,958720,4752177,114781,1452584,17783,228845,59789,829958,37209,393781,-,-,-,-,5720,140141,-,-,838219,3159452
5,13206,6,府中市,Fuchu-shi,475162,3725359,36747,721591,-,-,22895,532122,13852,189469,-,-,6710,130454,7178,279872,-,-,424527,2593442
5,13207,7,昭島市,Akishima-shi,252595,1735262,23454,371105,-,-,13622,226046,9832,145059,-,-,3810,72004,-,-,-,-,225331,1292153
5,13208,8,調布市,Chofu-shi,439169,2673675,23455,379393,-,-,9179,221757,14276,157636,-,-,6740,131819,4879,146292,-,-,404095,2016171
5,13209,9,町田市,Machida-shi,1336868,8474946,79035,1255278,-,-,53935,883519,25100,371759,-,-,4513,162281,1426,93025,-,-,1251894,6964362
5,13210,10,小金井市,Koganei-shi,176781,1059179,17216,273418,-,-,6509,111962,10707,161456,-,-,-,-,-,-,-,-,159565,785761
5,13211,11,小平市,Kodaira-shi,259418,1924501,36491,477819,-,-,20948,290204,15543,187615,-,-,-,-,-,-,-,-,222927,1446682
5,13212,12,日野市,Hino-shi,493538,3278489,32303,551545,-,-,6137,101241,26166,450304,-,-,5103,134467,4494,184465,-,-,451638,2408012
5,13213,13,東村山市,Higashimurayama-shi,301775,1764806,24995,279512,-,-,11566,184280,13429,95232,-,-,-,-,-,-,-,-,276780,1485294
5,13214,14,国分寺市,Kokubunji-shi,240451,1295683,13378,165866,-,-,5210,72145,8168,93721,-,-,-,-,-,-,-,-,227073,1129817
5,13215,15,国立市,Kunitachi-shi,153120,1268035,10220,162928,-,-,2502,53279,7718,109649,-,-,2373,73093,1973,164395,-,-,138554,867619
5,13218,16,福生市,Fussa-shi,149945,1115049,17271,249855,-,-,12131,177020,5140,72835,-,-,3575,90763,-,-,-,-,129099,774431
5,13219,17,狛江市,Komae-shi,127779,806994,10473,164947,-,-,6651,110673,3822,54274,-,-,-,-,-,-,-,-,117306,642047
5,13220,18,東大和市,Higashiyamato-shi,235334,1532289,25832,282688,-,-,12190,197907,13642,84781,-,-,-,-,-,-,-,-,209502,1249601
5,13221,19,清瀬市,Kiyose-shi,183779,1045674,12001,162093,-,-,10288,143496,1713,18597,-,-,-,-,964,41075,-,-,170814,842506
5,13222,20,東久留米市,Higashikurume-shi,248072,1521650,19474,238006,-,-,12441,159464,7033,78542,-,-,-,-,-,-,-,-,228598,1283644
5,13223,21,武蔵村山市,Musashimurayama-shi,270552,1541896,18956,276543,-,-,15642,239498,3314,37045,-,-,-,-,-,-,-,-,251596,1265353
5,13224,22,多摩市,Tama-shi,292201,3169668,37547,994024,-,-,20571,505730,16976,488294,-,-,-,-,-,-,-,-,254654,2175644
5,13225,23,稲城市,Inagi-shi,254639,1933320,22756,531315,-,-,20538,506905,2218,24410,-,-,-,-,-,-,-,-,231883,1402005
5,13227,24,羽村市,Hamura-shi,164306,1323521,16461,275872,-,-,7646,105430,8815,170442,-,-,430,10556,181,4435,-,-,147234,1032658
5,13228,25,あきる野市,Akiruno-shi,751073,3338992,64476,946703,5516,86739,31308,540153,27652,319811,-,-,-,-,4598,174657,-,-,681999,2217632
5,13229,26,西東京市,Nishitokyo-shi,266594,1728251,32850,433501,-,-,19447,283766,13403,149735,-,-,-,-,-,-,-,-,233744,1294750
1,13300,,郡部,All gun,808492,4932915,172929,2425399,26937,371578,30846,475887,115146,1577934,-,-,5820,162871,1020,29580,-,-,628723,2315065
5,13303,1,瑞穂町,Mizuho-machi,244745,1475098,18754,257123,-,-,8907,134210,9847,122913,-,-,5820,162871,-,-,-,-,220171,1055104
5,13305,2,日の出町,Hinode-machi,141704,888556,25339,299710,-,-,4256,71156,21083,228554,-,-,-,-,1020,29580,-,-,115345,559266
5,13307,3,檜原村,Hinohara-mura,119832,1019774,50278,847213,-,-,14421,224952,35857,622261,-,-,-,-,-,-,-,-,69554,172561
5,13308,4,奥多摩町,Okutama-machi,302211,1549487,78558,1021353,26937,371578,3262,45569,48359,604206,-,-,-,-,-,-,-,-,223653,528134
1,13350,,島部,All islands,1478962,7121726,240263,2805368,-,-,-,-,240263,2805368,-,-,-,-,-,-,-,-,1238699,4316358
5,13361,1,大島町,Oshima-machi,498756,2019119,60253,570328,-,-,-,-,60253,570328,-,-,-,-,-,-,-,-,438503,1448791
5,13362,2,利島村,Toshima-mura,27706,127434,8803,58934,-,-,-,-,8803,58934,-,-,-,-,-,-,-,-,18903,68500
5,13363,3,新島村,Niｉｊima-mura,142718,672468,16408,167361,-,-,-,-,16408,167361,-,-,-,-,-,-,-,-,126310,505107
5,13364,4,神津島村,Kouzushima-mura,78802,276054,8577,87893,-,-,-,-,8577,87893,-,-,-,-,-,-,-,-,70225,188161
5,13381,5,三宅村,Miyake-mura,134490,878232,34856,488928,-,-,-,-,34856,488928,-,-,-,-,-,-,-,-,99634,389304
5,13382,6,御蔵島村,Mikurajima-mura,21273,228290,14993,204253,-,-,-,-,14993,204253,-,-,-,-,-,-,-,-,6280,24037
5,13401,7,八丈町,Hachijo-machi,487978,2089565,54666,600065,-,-,-,-,54666,600065,-,-,-,-,-,-,-,-,433312,1489500
5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,6347,58471,-,-,-,-,6347,58471,-,-,-,-,-,-,-,-,30773,99181
5,13421,9,小笠原村,Ogasawara-mura,50119,672912,35360,569135,-,-,-,-,35360,569135,-,-,-,-,-,-,-,-,14759,103777
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,
４　運　　　　　輸　 ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  地域， 種類別道路の延長及び面積（平成25年） ,,,,,,,,,,,,,,,,,,,,,,,,
4月1日現在。 ,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,
4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  LENGTH AND AREA OF ROADS BY DISTRICT AND CATEGORY (2013) ,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,
　  　   a) Outside designated sections          Source : Bureau of Construction,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
