年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area,
平成25,2013,5,13120,20,練馬区,Nerima-ku,1126992,7333844,962247,6673552,5638,225294,27372,751838,413214,3285424,516023,2410996,164745,660292,8139,86223,18301,95048,138305,479021,
平成25,2013,5,13121,21,足立区,Adachi-ku,1045764,9663662,954765,9391264,9824,382638,56878,1567851,540971,5170237,347092,2270538,90999,272398,-,-,18086,71271,72913,201127,
平成25,2013,5,13122,22,葛飾区,Katsushika-ku,702278,5178621,613791,4827105,3566,140685,23560,620451,218949,2644729,367716,1421240,88487,351516,-,-,2787,13760,85700,337756,
平成25,2013,5,13123,23,江戸川区,Edogawa-ku,1075837,9211974,1075837,9211974,29959,1104347,75248,1615010,502064,4414593,468566,2078024,-,-,-,-,-,-,-,-,
平成25,2013,2,13200,,市部,All shi,10273586,70833210,6934462,61752835,24582,1032124,248363,8518579,1931004,24666641,4730513,27535491,3339124,9080375,29057,253242,185016,994814,3125051,7832319,
平成25,2013,5,13201,1,八王子市,Hachioji-shi,1512545,14240217,1290692,13609833,3749,193108,76079,3479369,329114,4548479,881750,5388877,221853,630384,621,4893,3765,19655,217467,605836,
平成25,2013,5,13202,2,立川市,Tachikawa-shi,292961,2554257,229749,2319354,674,29803,16070,539849,92829,1074416,120176,675286,63212,234903,19,198,94,365,63099,234340,
平成25,2013,5,13203,3,武蔵野市,Musashino-shi,146081,1119722,120898,1021114,141,4316,2219,66344,41816,540113,76722,410341,25183,98608,855,6467,2885,15769,21443,76372,
平成25,2013,5,13204,4,三鷹市,Mitaka-shi,290128,1909598,243100,1733060,1712,53539,4758,162626,48911,559057,187719,957838,47028,176538,170,1630,1447,6567,45411,168341,
平成25,2013,5,13205,5,青梅市,Ome-shi,958720,4752177,437089,3718855,316,14713,10957,257815,144424,1866635,281392,1579692,521631,1033322,40,289,700,3656,520891,1029377,
平成25,2013,5,13206,6,府中市,Fuchu-shi,475162,3725359,381761,3458200,3072,104677,22639,676792,98363,1256036,257687,1420695,93401,267159,-,-,4419,16657,88982,250502,
平成25,2013,5,13207,7,昭島市,Akishima-shi,252595,1735262,123945,1253207,706,24475,3775,87442,61321,811755,58143,329535,128650,482055,4284,37135,22559,132324,101807,312596,
平成25,2013,5,13208,8,調布市,Chofu-shi,439169,2673675,293021,2292648,586,23790,17370,453574,59530,681263,215535,1134021,146148,381027,189,1322,2099,9892,143860,369813,
平成25,2013,5,13209,9,町田市,Machida-shi,1336868,8474946,884051,7413991,2683,141168,14767,415593,171830,2468591,694771,4388639,452817,1060955,75,2882,3126,11758,449616,1046315,
平成25,2013,5,13210,10,小金井市,Koganei-shi,176781,1059179,86420,726431,22,817,1913,60258,29422,356153,55063,309203,90361,332748,2482,23644,12639,56635,75240,252469,
平成25,2013,5,13211,11,小平市,Kodaira-shi,259418,1924501,198276,1630388,265,13908,947,29004,69646,848054,127418,739422,61142,294113,3643,30639,22884,134899,34615,128575,
平成25,2013,5,13212,12,日野市,Hino-shi,493538,3278489,343084,2896009,1236,46072,11648,370287,71440,942945,258760,1536705,150454,382480,217,1782,3860,20934,146377,359764,
平成25,2013,5,13213,13,東村山市,Higashimurayama-shi,301775,1764806,223269,1549313,99,7754,1289,32584,55209,595720,166672,913255,78506,215493,82,613,1838,7375,76586,207505,
平成25,2013,5,13214,14,国分寺市,Kokubunji-shi,240451,1295683,101681,746117,62,2109,470,10704,30123,335548,71026,397756,138770,549566,8417,75119,35538,193528,94815,280919,
平成25,2013,5,13215,15,国立市,Kunitachi-shi,153120,1268035,122495,1189678,394,12682,7765,316025,35783,412951,78553,448020,30625,78357,-,-,499,2598,30126,75759,
平成25,2013,5,13218,16,福生市,Fussa-shi,149945,1115049,127359,1049920,39,842,5341,96446,37172,484419,84807,468213,22586,65129,-,-,170,846,22416,64283,
平成25,2013,5,13219,17,狛江市,Komae-shi,127779,806994,108603,753062,148,8995,873,28208,20490,267676,87092,448183,19176,53932,132,3233,7,35,19037,50664,
平成25,2013,5,13220,18,東大和市,Higashiyamato-shi,235334,1532289,186627,1399539,292,15161,495,22816,103231,974429,82609,387133,48707,132750,1949,11933,11392,47090,35366,73727,
平成25,2013,5,13221,19,清瀬市,Kiyose-shi,183779,1045674,100493,807022,1145,48564,474,10948,36320,388056,62554,359454,83286,238652,983,7239,12052,61679,70251,169734,
平成25,2013,5,13222,20,東久留米市,Higashikurume-shi,248072,1521650,185026,1333016,125,5281,262,5069,39716,505864,144923,816802,63046,188634,427,8425,1223,6309,61396,173900,
平成25,2013,5,13223,21,武蔵村山市,Musashimurayama-shi,270552,1541896,145096,1172672,-,-,606,16200,52220,667205,92270,489267,125456,369224,-,-,450,2346,125006,366878,
平成25,2013,5,13224,22,多摩市,Tama-shi,292201,3169668,255590,2990030,4847,187967,22638,664008,66103,933223,162002,1204832,36611,179638,750,7658,4991,52261,30870,119719,
平成25,2013,5,13225,23,稲城市,Inagi-shi,254639,1933320,158874,1736931,354,21875,8332,238715,56391,878517,93797,597824,95765,196389,128,927,583,3129,95054,192333,
平成25,2013,5,13227,24,羽村市,Hamura-shi,164306,1323521,126839,1188398,823,25439,4797,116083,53772,651643,67447,395233,37467,135123,905,6658,4478,21905,32084,106560,
平成25,2013,5,13228,25,あきる野市,Akiruno-shi,751073,3338992,272608,2377757,127,8809,9385,297477,82533,1108076,180563,963395,478465,961235,773,6183,6512,33109,471180,921943,
平成25,2013,5,13229,26,西東京市,Nishitokyo-shi,266594,1728251,187816,1386290,965,36260,2494,64343,43295,509817,141062,775870,78778,341961,1916,14373,24806,133493,52056,194095,
平成25,2013,3,13300,,郡部,All gun,808492,4932915,404679,4098698,318,11038,7038,204632,166207,2560609,231116,1322419,403813,834217,378,2690,3514,17194,399921,814333,
平成25,2013,5,13303,1,瑞穂町,Mizuho-machi,244745,1475098,146161,1209069,212,8830,5368,161427,48866,557049,91715,481763,98584,266029,22,126,1674,8202,96888,257701,
平成25,2013,5,13305,2,日の出町,Hinode-machi,141704,888556,84712,727126,99,2046,1568,41651,30356,381909,52689,301520,56992,161430,322,2267,1494,7357,55176,151806,
平成25,2013,5,13307,3,檜原村,Hinohara-mura,119832,1019774,62014,918435,7,162,6,92,34958,726795,27043,191386,57818,101339,11,108,250,1164,57557,100067,
平成25,2013,5,13308,4,奥多摩町,Okutama-machi,302211,1549487,111792,1244068,-,-,96,1462,52027,894856,59669,347750,190419,305419,23,189,96,471,190300,304759,
平成25,2013,3,13350,,島部,All islands,1478962,7121726,652499,5169433,213,5786,1079,24200,247505,2763825,403702,2375622,826463,1952293,2668,22561,16018,84669,807777,1845063,
平成25,2013,5,13361,1,大島町,Oshima-machi,498756,2019119,174837,1256379,187,5184,379,6435,82128,854308,92143,390452,323919,762740,996,7582,6675,31470,316248,723688,
平成25,2013,5,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378,
平成25,2013,5,13363,3,新島村,Niｉｊima-mura,142718,672468,67037,509046,24,544,9,138,26013,274996,40991,233368,75681,163422,60,437,606,5543,75015,157442,
平成25,2013,5,13364,4,神津島村,Kouzushima-mura,78802,276054,30687,208222,-,-,29,471,8160,86589,22498,121162,48115,67832,9,56,102,514,48004,67262,
平成25,2013,5,13381,5,三宅村,Miyake-mura,134490,878232,83748,736822,-,-,38,1061,40464,530115,43246,205646,50742,141410,105,871,544,2998,50093,137541,
平成25,2013,5,13382,6,御蔵島村,Mikurajima-mura,21273,228290,19982,225632,-,-,-,-,1000,16961,18982,208671,1291,2658,-,-,-,-,1291,2658,
平成25,2013,5,13401,7,八丈町,Hachijo-machi,487978,2089565,190033,1372176,2,58,395,11588,75300,752771,114336,607759,297945,717389,1360,9976,6873,37585,289712,669828,
平成25,2013,5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534,
平成25,2013,5,13421,9,小笠原村,Ogasawara-mura,50119,672912,49389,548097,-,-,73,2321,13380,234344,35936,411432,730,24815,-,-,18,83,712,24732,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 ) 4　運輸 4　TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積（平成21～25年） ,,,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH (2009～2013) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Area in square meters),,,,,,,,,,,,,,,,,,,,,,,,,,, 
　　    Source : Bureau of Construction，TMG,,,,,,,,,,,,,,,,,,,,,,,,,,, 
