地域階層,地域コード,地域,District,項番 Item number,警察署,Police station,総数 Total,凶悪犯 Felonious offenses／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／傷人 Bodily injury,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／強姦 Rape),凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／普通 Others,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／殺人 Homicide,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／傷人 Bodily injury,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／強姦 Rape),凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／普通 Others,凶悪犯 Felonious offenses／放火 Arson,凶悪犯 Felonious offenses／強姦 Rape),粗暴犯 Violent offenses／凶器準備集合 Unlawful assembly with dangerous weapons,粗暴犯 Violent offenses／暴行 Violence,粗暴犯 Violent offenses／傷害 Bodily injury,粗暴犯 Violent offenses／傷害致死 Bodily injury resulting in death,粗暴犯 Violent offenses／脅迫 Intimidation,粗暴犯 Violent offenses／恐喝 Extortion,窃盗犯 Larcenous offenses／侵入窃盗 Breaking & entering／theft,窃盗犯 Larcenous offenses／非侵入窃盗 Theft without breaking and entering,知能犯 Intellectual offenses／詐欺 Fraud,知能犯 Intellectual offenses／横領 Embezzlement,知能犯 Intellectual offenses／偽造 Counterfeiting,知能犯 Intellectual offenses／汚職 Corruption,知能犯 Intellectual offenses／背任 Breach of trust,風俗犯 Moral offenses／賭博 Gambling,風俗犯 Moral offenses／わいせつ Indecency,その他 Others／占有離脱物横領 Embezzlement of lost properties,その他 Others／公務執行妨害 Obstructing the execution of official duties,その他 Others／住居侵入 Trespassing,その他 Others／盗品等 Stolen properties， etc.,その他 Others／器物損壊等 Damage or destruction of structure， etc.,その他 Others／その他 Others,
2,13103,港区,Minato-ku,12,麻布署,Azabu P. Sta.,1588,2, -,1, -,1, -,2, -,2,1,4, -,67,112, -,3,11,33,978,73,6,14, -, -, -,13,44,16,9, -,182,14,
2,13103,港区,Minato-ku,13,赤坂署,Akasaka P. Sta.,803,1, -, -, -, -, -, -, -,2, -,3, -,32,27, -,8,5,28,489,49,6,5, -, -, -,6,27,4,4, -,95,12,
2,13104,新宿区,Shinjuku-ku,14,牛込署,Ushigome P. Sta. ,966, -, -, -, -,1, -,4, -,3, -,2, -,36,36, -,2,3,58,550,69,1,9, -, -, -,12,45,4,14,2,113,2,
2,13104,新宿区,Shinjuku-ku,15,新宿署,Shinjuku P. Sta.,5400,3, -, -, -,2, -,6, -,24,3,2, -,243,231,1,28,28,150,3529,309,6,49, -, -,1,54,269,31,31,3,371,26,
2,13104,新宿区,Shinjuku-ku,16,戸塚署,Totsuka P. Sta.,1478,1, -, -, -,2, -, -, -,3,1,2, -,51,44,1,5,4,85,941,55,2,4, -, -, -,12,108,12,12,2,128,3,
2,13104,新宿区,Shinjuku-ku,17,四谷署,Yotsuya P. Sta.,1483,2, -,1, -,1, -,1, -,1, -,2, -,37,41, -,4,9,53,1011,84,1,11,1, -, -,15,64,9,4, -,129,2,
2,13105,文京区,Bunkyo-ku,18,富坂署,Tomisaka P. Sta.,655, -, -,1, -, -, -,1, -, -,1, -, -,24,12, -,1,1,24,433,47,2,3, -, -,1,4,33, -,5, -,62, - ,
2,13105,文京区,Bunkyo-ku,19,大塚署,Otsuka P. Sta.,339, -, -, -, -,2, -, -, -, -, -, -, -,3,9, -,1,2,16,217,24, -,3, -,1, -,3,17, -,1, -,37,3,
2,13105,文京区,Bunkyo-ku,20,本富士署,Motofuji P. Sta.,732, -, -, -, -, -, -,1, -,3, -,1, -,27,19, -, -,3,42,497,39,3, -, -,1, -,1,23,4,2,2,62,2,
2,13105,文京区,Bunkyo-ku,21,駒込署,Komagome P. Sta.,323, -, -, -, -,1, -, -, -, -, -, -, -,11,9, -,1, -,21,204,19, -, -, -, -, -,1,14,2,3, -,37, - ,
2,13106,台東区,Taito-ku,22,上野署,Ueno P. Sta.,1732,1, -,2, -,1,1,1, -, -,1,1, -,61,45, -,6,9,33,1284,61,3,11, -, -, -,11,80,6,4,1,105,4,
2,13106,台東区,Taito-ku,23,下谷署,Shitaya P. Sta.　,795,3, -,1, -,1, -, -, -, -, -, -, -,20,16, -, -,2,37,545,43, -,2, -, -, -,3,47,6,4, -,62,3,
2,13106,台東区,Taito-ku,24,浅草署,Asakusa P. Sta.　,1457,4, -, -, -,3, -, -, -,1, -, -, -,46,30, -,7,4,80,1020,56,1,5, -, -, -,10,64,6,2,2,112,4,
2,13106,台東区,Taito-ku,25,蔵前署,Kuramae P. Sta.,668,1, -, -, -, -, -, -,1,1,1,1, -,13,11, -,1, -,31,429,42,4,5, -, -, -,20,47,4,5, -,51, - ,
2,13107,墨田区,Sumida-ku,26,本所署,Honjo P. Sta.,2327, -, -,4, -,4, -, -, -,2,1, -, -,107,66, -,6,6,70,1631,73,3,13, -, -, -,23,106,13,14,1,178,6,
2,13107,墨田区,Sumida-ku,27,向島署,Mukojima P. Sta. ,1330,1, -, -, -, -, -,5, -,1, -,1, -,33,19, -,2,3,81,901,37,2, -, -, -, -,11,62,8,8, -,153,2,
2,13108,江東区,Koto-ku,28,深川署,Fukagawa P. Sta.,2036,2, -, -, -,1, -,2, -,2,1,3, -,49,32, -,6,3,67,1378,89, -,10, -,1, -,15,120,3,7, -,237,8,
2,13108,江東区,Koto-ku,29,城東署,Joto P. Sta. ,2938,4, -, -, -,4, -,1, -,1,2,4, -,52,49,1,6,13,96,2118,109,1,14, -, -, -,24,144,7,12,2,267,7,
2,13108,江東区,Koto-ku,30,東京湾岸署,Tokyo Wangan P. Sta.,1019, -, -, -, -, -, -, -, -,2,1, -, -,47,27, -,1,1,21,710,32,2,4, -, -,2,8,44,3,8,1,102,3,
2,13109,品川区,Shinagawa-ku,31,品川署,Shinagawa P. Sta.,562, -, -, -, -,1, -,1, -,1, -, -, -,13,11, -,1,2,25,317,49,2,6, -,1,1,21,40,2,5, -,61,2,
2,13109,品川区,Shinagawa-ku,32,大井署,Oi P. Sta. ,1037,1, -, -, -,1, -, -, -, -,1, -, -,29,16,1,2,7,39,715,62,2,8, -, -, -,3,40,3,3,1,102,1,
2,13109,品川区,Shinagawa-ku,33,大崎署,Osaki P. Sta.,947,1,1, -,1, -, -, -, -,3, -,2, -,43,36, -,5,6,27,590,79,3,4, -, -, -,5,34,6,3, -,92,6,
2,13109,品川区,Shinagawa-ku,34,荏原署,Ebara P. Sta.　,1343, -, -,1, -,2, -,1, -, -, -, -, -,56,28, -,5,4,60,878,83,4,1, -, -, -,12,43,4,11, -,147,3,
2,13110,目黒区,Meguro-ku,35,目黒署,Meguro P. Sta.,1239,2, -, -, -, -, -,1, -, -,1,2, -,53,31, -,3,2,67,757,65,2,4, -, -, -,19,49,7,14, -,155,5,
2,13110,目黒区,Meguro-ku,36,碑文谷署,Himon-ya P. Sta.　,1249,1, -, -, -, -, -, -, -, -, -,1, -,29,16, -,5,5,117,790,56,2,1, -, -, -,13,46,1,5, -,157,4,
2,13111,大田区,Ota-ku,37,大森署,Omori P. Sta.,1881, -, -, -, -, -, -,1, -,2, -,1, -,37,44, -,7,4,71,1328,65,1,2, -, -, -,7,98,14,13,2,181,3,
2,13111,大田区,Ota-ku,38,田園調布署,Den-en Chofu P. Sta.,999,3, -, -, -,1, -, -, -,2,1, -, -,28,23, -,9,7,54,578,65,1,8, -, -, -,26,41,4,10, -,133,5,
2,13111,大田区,Ota-ku,39,蒲田署,Kamata P. Sta.,3233,1, -,2, -,1, -,2, -,6, -, -, -,69,58, -,14,5,108,2318,103,2,11, -,1, -,19,161,10,13,8,318,3,
2,13111,大田区,Ota-ku,40,池上署,Ikegami P. Sta.,1305, -, -,1, -,1, -, -, -, -,1,1, -,21,15, -,5,2,60,892,47,2,2, -, -, -,10,59,2,14,2,166,2,
2,13111,大田区,Ota-ku,41,東京空港署,Tokyo Airport P. Sta.,160, -, -, -, -, -, -, -, -, -, -, -, -,16,4, -,3,1,2,94,10,1, -, -, -, -,1,6,4,1, -,10,7,
2,13112,世田谷区,Setagaya-ku,42,世田谷署,Setagaya P. Sta.,2028,2, -, -, -,3, -,2, -,5,1,1, -,47,24, -, -,2,122,1322,75,2,2, -, -, -,19,132,9,19, -,233,6,
2,13112,世田谷区,Setagaya-ku,43,北沢署,Kitazawa P. Sta. ,1926,1, -,1, -,2, -,3, -, -,1,4, -,57,30, -,3,9,157,1209,83, -, -, -, -, -,44,85,4,20,1,206,6,
2,13112,世田谷区,Setagaya-ku,44,玉川署,Tamagawa P. Sta. ,1982, -, -, -, -, -, -,1, -,1, -,2, -,18,25, -,4,6,82,1430,79, -,4, -, -, -,15,106,5,15,4,181,4,
2,13112,世田谷区,Setagaya-ku,45,成城署,Seijo P. Sta.　,2634,1, -,1, -,2, -, -, -,4,1, -, -,31,31, -,4,2,117,1874,103,1,2, -, -, -,17,175,7,21,1,232,7,
2,13113,渋谷区,Shibuya-ku,46,渋谷署,Shibuya P. Sta.,3683,2, -, -,1, -, -,2, -,3, -,1, -,120,103, -,6,20,77,2557,165,5,23, -, -, -,44,139,22,13,3,370,7,
2,13113,渋谷区,Shibuya-ku,47,原宿署,Harajuku P. Sta. ,1308,2, -,1, -,1, -,1, -,1,4, -, -,38,25, -,5,5,40,900,65,4,10, -, -, -,13,55,5,8,1,123,1,
2,13113,渋谷区,Shibuya-ku,48,代々木署,Yoyogi P. Sta.,1466, -, -, -, -,1, -, -, -,2,2,2, -,26,23, -,2,4,82,997,68, -, -, -, -, -,8,70,6,12,1,155,5,
2,13114,中野区,Nakano-ku,49,中野署,Nakano P. Sta.,2161,2, -, -, -,3, -,1, -,3, -, -, -,55,46, -,1,1,126,1431,75, -,9, -, -,1,23,93,14,20,2,249,6,
2,13114,中野区,Nakano-ku,50,野方署,Nogata P. Sta. ,1911,1, -, -, -,5, -,2, -,4,1, -, -,53,33, -,1,9,129,1219,81,1,7, -, -, -,12,76,6,18,1,248,4,
2,13115,杉並区,Suginami-ku,51,杉並署,Suginami P. Sta.,2148, -, -, -, -, -, -,1,1,3,1, -, -,43,18, -,4,4,108,1502,78, -,1, -, -, -,12,107,3,20,2,238,2,
2,13115,杉並区,Suginami-ku,52,高井戸署,Takaido P. Sta.,1640, -, -, -, -, -, -,1, -,1,1,1, -,38,21, -,4,4,110,1057,81,1,5, -, -, -,10,96,6,19,1,180,3,
2,13115,杉並区,Suginami-ku,53,荻窪署,Ogikubo P. Sta.,1864,2, -, -, -,1, -,2, -,2, -,2, -,42,20, -,3,3,97,1294,82,3,7, -, -, -,21,64,8,20,1,186,4,
2,13116,豊島区,Toshima-ku,54,巣鴨署,Sugamo P. Sta.,1380, -, -,2, -,1, -,2, -,4,3, -, -,36,30, -,2,6,73,967,46,3,3, -,1, -,8,46,15,10,1,116,5,
2,13116,豊島区,Toshima-ku,55,池袋署,Ikebukuro P. Sta.,3256,4, -,1, -,3, -,8,1,12, -,5, -,112,78,2,9,14,55,2318,155,3,20, -, -,1,48,160,13,8,11,207,8,
2,13116,豊島区,Toshima-ku,56,目白署,Mejiro P. Sta. ,1503,1, -, -, -, -, -, -, -,1,1,1, -,17,23, -,3,3,89,1025,65, -,7, -, -,1,13,71,6,23,2,148,3,
2,13117,北区,Kita-ku,57,滝野川署,Takinogawa P. Sta.,942, -, -, -, -,2, -, -, -, -, -, -, -,25,30, -,2,5,40,615,30,1,2, -, -, -,12,46,7,7, -,114,4,
2,13117,北区,Kita-ku,58,王子署,Oji P. Sta.,1477,1, -, -, -, -, -,1, -,2,1, -, -,36,11, -, -,5,55,1079,63, -,7, -, -, -,8,67,5,8,3,124,1,
2,13117,北区,Kita-ku,59,赤羽署,Akabane P. Sta.　,1845, -, -, -, -,1, -,3, -,2,1,3, -,43,33, -,6,7,71,1259,66,1,7, -, -, -,15,117,7,14,2,183,4,
2,13118,荒川区,Arakawa-ku,60,尾久署,Ogu P. Sta.,658, -, -, -, -, -, -,1, -,1, -, -, -,14,17, -,3,2,31,465,20, -, -, -, -, -,8,21,2,11, -,60,2,
2,13118,荒川区,Arakawa-ku,61,南千住署,Minamisenju P. Sta.,583,2, -, -, -, -, -,1, -,2, -, -, -,28,16, -,1,3,12,387,29, -,1, -, -, -,6,37,7,2,1,46,2,
2,13118,荒川区,Arakawa-ku,62,荒川署,Arakawa P. Sta.,1349,1, -, -, -, -, -,1, -,1,2,2, -,60,33, -,4,6,58,910,55,1,2, -, -, -,12,68,3,8,3,118,1,
2,13119,板橋区,Itabashi-ku,63,板橋署,Itabashi P. Sta.,2612,2,1, -, -,1, -,1, -,3,1,2, -,54,44, -,9,8,130,1751,95,6,8, -, -, -,17,143,7,17,4,301,7,
2,13119,板橋区,Itabashi-ku,64,志村署,Shimura P. Sta.,1482, -, -, -, -,1, -,2, -,3, -,2, -,31,18,1,1,5,78,987,63,1,3, -, -, -,16,78,4,9,1,177,1,
2,13119,板橋区,Itabashi-ku,65,高島平署,Takashimadaira P. Sta.,2175,1,1, -, -,2, -,2, -, -, -,1, -,29,42, -,6,6,74,1492,75,1,2, -, -, -,10,163,15,8,1,242,2,
2,13120,練馬区,Nerima-ku,66,練馬署,Nerima P. Sta.,2601, -, -,1, -, -, -,2, -,2,1,1, -,38,23, -,4,4,131,1897,98,2,5, -, -,1,20,84,3,12,4,260,8,
2,13120,練馬区,Nerima-ku,67,光が丘署,Hikarigaoka P. Sta.,2159,1, -, -, -,3, -,1, -,4, -,3, -,21,31, -,4,11,42,1653,73, -,8, -, -, -,22,87,5,10,5,172,3,
2,13120,練馬区,Nerima-ku,68,石神井署,Shakujii P. Sta. ,2707,2, -,1, -, -, -,3, -,3,1, -, -,42,52, -,3,5,108,2039,67,3,2, -, -, -,8,74,10,20,2,256,6,
2,13121,足立区,Adachi-ku,69,千住署,Senju P. Sta.,982,2, -, -, -,1, -,1, -,2,1,1, -,55,39, -,3,6,63,578,35,2,4, -, -, -,13,48,9,6,1,110,2,
2,13121,足立区,Adachi-ku,70,西新井署,Nishiarai P. Sta.,3297,2, -, -, -,1, -,8, -,5,2,1, -,65,64,1,8,12,165,2275,89,3,11, -, -, -,21,118,12,13,4,409,8,
2,13121,足立区,Adachi-ku,71,竹の塚署,Takenozuka P. Sta.,2125,1, -, -, -,2, -,3, -,3,1,1, -,46,29, -,5,4,67,1512,58,1,5, -, -, -,17,75,5,10,2,277,1,
2,13121,足立区,Adachi-ku,72,綾瀬署,Ayase P. Sta.,2777, -, -,1, -,5, -,5, -,5,2,9, -,47,54, -,5,15,170,1937,59,3,7, -, -,2,15,95,9,19,1,309,3,
2,13122,葛飾区,Katsushika-ku,73,亀有署,Kameari P. Sta.,2734, -, -, -, -,2, -,1, -,3, -,2, -,44,40, -,4,10,193,1879,85,1,3, -, -, -,15,109,6,22,1,310,4,
2,13122,葛飾区,Katsushika-ku,74,葛飾署,Katsushika P. Sta.,2511,3, -, -, -,1, -,3, -,6,3,4, -,86,69, -,1,3,177,1550,116,2,7, -, -, -,17,91,9,23,1,333,6,
2,13123,江戸川区,Edogawa-ku,75,小松川署,Komatsugawa P. Sta.,3164,6, -,1, -,3,1,5, -,7,1,1, -,54,58,1,4,8,193,2151,98,3,17, -, -, -,37,110,16,25,2,359,3,
2,13123,江戸川区,Edogawa-ku,76,葛西署,Kasai P. Sta.　,3585,1, -, -, -,5, -,5,1,2,1,5, -,89,60,2,12,9,170,2543,107,3,5, -, -, -,18,118,14,28,1,379,7,
2,13123,江戸川区,Edogawa-ku,77,小岩署,Koiwa P. Sta.　,1952,1, -, -, -, -, -,1, -,5,1,3, -,46,47, -,7,10,125,1269,80,2,4, -, -, -,13,69,10,21,2,231,5,
1,,市，郡部,All shi and gun,,,,46794,30, -,11,1,39, -,40, -,60,24,49,2,926,644,2,89,125,2387,32541,1282,33,99,4, -,4,341,1847,128,364,35,5595,92,
2,13205,青梅市,Ome-shi,1,青梅署,Ome P. Sta.,1179, -, -,2, -,5, -,1, -,2, -,1, -,15,12, -,1,4,71,834,29, -,3, -, -, -,6,28,2,4,1,154,4,
2,13228,あきる野市,Akiruno-shi,2,五日市署,Itsukaichi P. Sta.,296, -, -,1, -, -, -, -, -,1,1,1, -,2,3, -,3,3,14,204,10, -, -, -, -, -,6,5, -, -,2,39,1,
2,13218,福生市,Fussa-shi,3,福生署,Fussa P. Sta.,2601,2, -,1, -,5, -,2, -,4,4,3, -,33,50, -,7,8,161,1737,48, -,6,3, -, -,14,90,15,16, -,389,3,
2,13201,八王子市,Hachioji-shi,4,八王子署,Hachioji P. Sta.,3182,3, -,3, -,1, -,4, -,5,3,3, -,99,63, -,7,11,190,2133,110,5,17, -, -,1,31,134,12,27,3,303,14,
2,13201,八王子市,Hachioji-shi,5,高尾署,Takao P. Sta.,1686,2, -, -, -,2, -, -, -,1,1,3, -,17,22, -,8,4,72,1196,24,1,2, -, -, -,9,84,9,10,1,217,1,
2,13201,八王子市,Hachioji-shi,6,南大沢署,Minami-Osawa P. Sta.,2478,1, -,2, -,1, -,5, -,5,1,4, -,19,20, -, -,3,136,1670,55, -,3, -, -, -,13,109,2,11, -,418, - ,
2,13209,町田市,Machida-shi,7,町田署,Machida P. Sta.,4160,2, -,1, -,4, -,6, -,5,2,4, -,76,72, -,6,13,273,2732,98,1,11, -, -, -,44,133,8,27,6,625,11,
2,13212,日野市,Hino-shi,8,日野署,Hino P. Sta.,1507,1, -, -, -,1, -,2, -, -,1, -, -,14,17, -,3,1,108,948,45,1,3, -, -, -,19,83,5,12,1,237,5,
2,13224,多摩市,Tama-shi,9,多摩中央署,Tamachuo P. Sta.,2055,2, -, -, -,2, -,3, -,5,1,2, -,32,28, -,8,8,78,1407,66,1,2, -, -, -,17,87,3,16,2,277,8,
2,13207,昭島市,Akishima-shi,10,昭島署,Akishima P. Sta. ,1534,1, -, -, -,1, -,1, -,5, -,2, -,27,28, -,1,2,51,1092,26,1,1, -, -, -,18,62,2,8,1,201,3,
2,13202,立川市,Tachikawa-shi,11,立川署,Tachikawa P. Sta.,4017,2, -, -,1,3, -,2, -,6,5,8,2,91,61, -,4,7,145,2953,113,2,13,1, -, -,16,201,12,29,2,333,5,
2,13220,東大和市,Higashiyamato-shi,12,東大和署,Higashiyamato P. Sta.,1888,1, -, -, -,3, -,1, -,3, -,3, -,33,25, -,5,4,95,1319,36,2,6, -, -, -,9,57,3,6,6,270,1,
2,13206,府中市,Fuchu-shi,13,府中署,Fuchu P. Sta.　,2540,3, -, -, -,2, -,1, -,2, -,3, -,25,42, -,8,4,122,1804,76,5,4, -, -, -,22,91,12,15,1,294,4,
2,13210,小金井市,Koganei-shi,14,小金井署,Koganei P. Sta.,2610,1, -, -, -,1, -,2, -,2,1,3, -,53,25, -,2,6,153,1845,76,2,5, -, -, -,18,108,2,42,1,254,8,
2,13229,西東京市,Nishitokyo-shi,15,田無署,Tanashi P. Sta.,3358,4, -, -, -, -, -,3, -,5,1,3, -,124,43, -,8,5,172,2363,104,1,2, -, -, -,33,76,13,30,2,358,8,
2,13211,小平市,Kodaira-shi,16,小平署,Kodaira P. Sta.,1990, -, -, -, -,1, -, -, -,3,1, -, -,49,24, -,4,11,116,1351,73,2,4, -, -, -,11,62,1,30,1,243,3,
2,13213,東村山市,Higashimurayama-shi,17,東村山署,Higashimurayama P. Sta.,2262,2, -, -, -, -, -,2, -,1, -,4, -,46,30, -,5,9,124,1631,53,1,6, -, -, -,15,65,4,13,2,246,3,
2,13203,武蔵野市,Musashino-shi,18,武蔵野署,Musashino P. Sta.,2650,1, -,1, -,1, -, -, -,2, -,1, -,47,21,1,3,5,82,1997,68,2,7, -, -,2,3,159,7,19,1,219,1,
2,13204,三鷹市,Mitaka-shi,19,三鷹署,Mitaka P. Sta.,1766,1, -, -, -,2, -,2, -, -,1, -, -,43,19, -,2,4,51,1241,55,4,1, -, -, -,16,75,8,21,1,217,2,
2,13208,調布市,Chofu-shi,20,調布署,Chofu P. Sta.,3035,1, -, -, -,4, -,3, -,3,1,1, -,81,39,1,4,13,173,2084,117,2,3, -, -,1,21,138,8,28,1,301,7,
1,13350,島部,All islands　　,,,,68, -, -, -, -,1, -, -, -, -, -, -, -,5,5, -, -, -,6,37,2, -, -, -, -, -,-, -, -,1, -,9,2,
2,13361,大島町,Oshima-machi,1,大島署,Oshima P. Sta. ,17, -, -, -, -, -, -, -, -, -, -, -, -,2,1, -, -, -, -,10, -, -, -, -, -, -,-, -, -, -, -,4, - ,
2,13363,新島村,Niijima-mura,2,新島署,Niijima P. Sta.,5, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,4, -, -, -, -, -, -,-, -, -, -, -,1, - ,
2,13381,三宅村,Miyake-mura,3,三宅島署,Miyakejima P. Sta.,3, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,2, -, -, -, -, -, -,-, -, -, -, -, -, - ,
2,13401,八丈町,Hachijo-machi,4,八丈島署,Hachijojima P. Sta.,31, -, -, -, -,1, -, -, -, -, -, -, -,2,3, -, -, -,5,13,2, -, -, -, -, -,-, -, -,1, -,3,1,
2,13421,小笠原村,Ogasawara-mura,5,小笠原署,Ogasawara P. Sta.　,12, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -, -,1,8, -, -, -, -, -, -,-, -, -, -, -,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10 警察署別刑法犯の罪種別認知状況（平成24年） 20-10 CRIMINAL OFFENSES KNOWN TO THE POLICE BY TYPE OF CRIME AND POLICE STATION ( 2012 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 業務上等過失致死傷 （交通関係） 事件は除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 区名の表示は各警察署の所在地による。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Excludes cases of professional negligence resulting in deaths and injuries (traffic related).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) ""ku"" indicates the locations of police stations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：警視庁総務部文書課 「警視庁の統計」 Source: Metropolitan Police Department， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
