地域階層,地域コード,項番 Item number,地域,District,総数 Total／棟数 Number,総数 Total／床面積の合計 Total floor space,総数 Total／工事費予定額 Estimated construction cost,木造 Wooden／棟数 Number,木造 Wooden／床面積の合計 Total floor space,木造 Wooden／工事費予定額 Estimated building cost,鉄骨鉄筋コンクリート造 Steel reinforced concrete／棟数 Number,鉄骨鉄筋コンクリート造 Steel reinforced concrete／床面積の合計 Total floor space,鉄骨鉄筋コンクリート造 Steel reinforced concrete／工事費予定額 Estimated building cost,鉄筋コンクリート造 Reinforced concrete／棟数 Number,鉄筋コンクリート造 Reinforced concrete／床面積の合計 Total floor space,鉄筋コンクリート造 Reinforced concrete／工事費予定額 Estimated building cost,鉄骨造 Steel-frame／棟数 Number,鉄骨造 Steel-frame／床面積の合計 Total floor space,鉄骨造 Steel-frame／工事費予定額 Estimated building cost,コンクリートブロック造 Concrete-block／棟数 Number,コンクリートブロック造 Concrete-block／床面積の合計 Total floor space,コンクリートブロック造 Concrete-block／工事費予定額 Estimated building cost,その他 Others／棟数 Number,その他 Others／床面積の合計 Total floor space,その他 Others／工事費予定額 Estimated building cost
5,13109,9,品川区,Shinagawa-ku,1029,566511,14729768,695,72930,1351348,5,48775,1820000,121,286735,7095316,207,158058,4462854,1,13,x,-,-,-
5,13110,10,目黒区,Meguro-ku,911,229082,5152311,601,74891,1377988,7,3938,88608,122,107102,2620959,174,42942,1062726,-,-,-,7,209,2030
5,13111,11,大田区,Ota-ku,2371,732212,19304037,1645,182413,3282440,10,7193,168831,239,404211,12737671,470,137927,3110368,2,138,x,5,330,2877
5,13112,12,世田谷区,Setagaya-ku,3707,1044525,22490633,2728,309652,5701735,7,17122,363720,303,573994,13132670,658,143282,3284645,2,191,x,9,284,2374
5,13113,13,渋谷区,Shibuya-ku,659,308923,7696880,354,41795,759126,6,9865,297956,141,203253,5190004,158,54010,1449794,-,-,-,-,-,-
5,13114,14,中野区,Nakano-ku,1131,313418,7129939,790,87669,1581714,2,12288,x,112,158994,3614745,222,54258,1561180,-,-,-,5,209,2300
5,13115,15,杉並区,Suginami-ku,2482,493369,10395267,1882,205158,3794233,-,-,-,141,197555,4501399,442,90231,2095887,3,173,1618,14,252,2130
5,13116,16,豊島区,Toshima-ku,894,370962,9527284,590,65311,1212220,2,1743,x,91,243741,6997230,210,60149,1242784,-,-,-,1,18,x
5,13117,17,北区,Kita-ku,1111,356289,7462881,766,84941,1516633,3,3808,86451,100,194907,3976390,239,72440,1882207,-,-,-,3,193,1200
5,13118,18,荒川区,Arakawa-ku,645,185684,3782823,466,51302,870640,-,-,-,52,107017,2320500,124,27304,591253,-,-,-,3,61,430
5,13119,19,板橋区,Itabashi-ku,1773,496466,10679916,1279,137350,2330501,16,57488,1641013,126,224793,5033363,337,76390,1669653,3,157,2595,12,288,2791
5,13120,20,練馬区,Nerima-ku,2651,528337,10706427,2010,216718,3915601,3,30044,842630,132,158788,3322065,505,122775,2626061,-,-,-,1,12,x
5,13121,21,足立区,Adachi-ku,3353,738385,14210138,2468,263686,4377165,6,8344,200726,147,258884,5449122,689,206659,4178997,-,-,-,43,812,4128
5,13122,22,葛飾区,Katsushika-ku,1836,333381,6429662,1380,145650,2561449,-,-,-,69,99486,1929132,373,87990,1937851,-,-,-,14,255,1230
5,13123,23,江戸川区,Edogawa-ku,2269,458914,8625477,1758,191201,3349983,-,-,-,90,138495,2877975,396,128677,2394473,-,-,-,25,541,3046
2,13200,,市部,All shi,19080,3826788,72424914,15020,1602337,26995506,34,120519,3551035,655,1129982,23160237,3227,970200,18698497,6,396,5680,138,3354,13959
5,13201,1,八王子市,Hachioji-shi,2689,493638,8947060,1990,219214,3574960,8,28236,843340,98,147398,2601672,584,98644,1926502,1,11,x,8,135,436
5,13202,2,立川市,Tachikawa-shi,835,246708,4869257,631,66996,1114222,1,4273,x,33,93371,1997612,156,81864,1684554,-,-,-,14,204,869
5,13203,3,武蔵野市,Musashino-shi,504,129980,2680200,356,43852,794995,-,-,-,38,59773,1328950,107,26137,555097,-,-,-,3,218,1158
5,13204,4,三鷹市,Mitaka-shi,850,169768,3536848,621,65465,1153052,3,13721,239850,38,38926,789624,183,51555,1353392,1,19,x,4,82,850
5,13205,5,青梅市,Ome-shi,593,77786,1299768,503,55901,889519,-,-,-,14,6577,132233,72,15256,277841,-,-,-,4,52,175
5,13206,6,府中市,Fuchu-shi,1140,261961,4906982,849,84193,1457086,7,29045,677700,49,82141,1728280,227,66456,1042796,2,44,x,6,82,470
5,13207,7,昭島市,Akishima-shi,461,97848,1815301,356,39870,644626,-,-,-,16,25584,675860,80,32233,494349,-,-,-,9,161,466
5,13208,8,調布市,Chofu-shi,851,200249,4366615,649,62785,1129883,-,-,-,32,45631,1038260,165,91750,2198037,-,-,-,5,83,435
5,13209,9,町田市,Machida-shi,2126,412470,7554967,1746,195119,3107269,2,6596,x,90,106064,2585506,275,104177,1699651,2,322,x,11,192,1706
5,13210,10,小金井市,Koganei-shi,670,113106,2230481,552,55823,1025673,-,-,-,26,33984,724670,92,23299,480138,-,-,-,-,-,-
5,13211,11,小平市,Kodaira-shi,1020,162018,2813910,879,86398,1422873,-,-,-,12,13906,274000,124,61538,1116603,-,-,-,5,176,434
5,13212,12,日野市,Hino-shi,1045,175526,3135598,784,81777,1373034,1,17,x,28,46692,792770,220,46863,968584,-,-,-,12,177,910
5,13213,13,東村山市,Higashimurayama-shi,489,84186,1545093,406,41071,734755,-,-,-,19,31968,566183,60,11073,243870,-,-,-,4,74,285
5,13214,14,国分寺市,Kokubunji-shi,595,90408,1709496,487,50657,899783,2,8224,x,22,15747,315850,84,15780,327776,-,-,-,-,-,-
5,13215,15,国立市,Kunitachi-shi,406,120747,3488894,275,31932,569838,2,19939,x,31,48429,1387457,97,20418,395014,-,-,-,1,29,x
5,13218,16,福生市,Fussa-shi,250,44800,768842,192,22536,379973,-,-,-,4,4508,109500,51,17696,279019,-,-,-,3,60,350
5,13219,17,狛江市,Komae-shi,431,109070,2141849,338,35448,659469,2,1809,x,12,58073,1149563,76,13631,263634,-,-,-,3,109,560
5,13220,18,東大和市,Higashiyamato-shi,415,104216,2173578,332,35709,602788,2,934,x,8,46847,1204500,69,20661,338954,-,-,-,4,65,236
5,13221,19,清瀬市,Kiyose-shi,289,32715,565564,254,27347,450950,-,-,-,2,324,x,32,5028,107014,-,-,-,1,16,x
5,13222,20,東久留米市,Higashikurume-shi,893,188237,2420016,789,78545,1258416,-,-,-,9,70077,771789,75,38616,386811,-,-,-,20,999,3000
5,13223,21,武蔵村山市,Musashimurayama-shi,348,61343,999211,301,34323,573863,-,-,-,3,20063,301150,42,6935,124142,-,-,-,2,22,x
5,13224,22,多摩市,Tama-shi,327,114042,2630666,240,27879,474764,2,5561,x,21,40167,794530,61,40325,1262920,-,-,-,3,110,452
5,13225,23,稲城市,Inagi-shi,411,80697,1389461,302,33441,575485,-,-,-,15,25280,445330,91,21934,368467,-,-,-,3,42,179
5,13227,24,羽村市,Hamura-shi,322,45218,757324,276,31349,504189,-,-,-,5,2058,41258,37,11750,211711,-,-,-,4,61,166
5,13228,25,あきる野市,Akiruno-shi,536,91785,1433042,441,47603,799520,1,1311,x,13,19857,348450,77,22965,255896,-,-,-,4,49,176
5,13229,26,西東京市,Nishitokyo-shi,584,118266,2244891,471,47104,824521,1,853,x,17,46537,1047940,90,23616,335725,-,-,-,5,156,205
3,13300,,郡部,All gun,375,54568,1003137,311,34676,533585,1,150,x,7,9901,249442,53,9747,212910,-,-,-,3,94,700
3,13350,,島部,All islands,86,14169,294760,48,4551,80121,2,2620,x,12,4724,121625,21,2217,33808,1,17,x,2,40,x
4,13360,1,大島支庁,Oshima-shicho,44,9185,205174,22,1979,37535,2,2620,x,8,3722,96025,10,824,12658,-,-,-,2,40,x
4,13380,2,三宅支庁,Miyake-shicho,10,1101,15256,5,555,8556,-,-,-,2,26,x,3,520,6100,-,-,-,-,-,-
4,13400,3,八丈支庁,Hachijo-shicho,28,3773,71780,21,2017,34030,-,-,-,1,928,x,5,811,14500,1,17,x,-,-,-
4,13420,4,小笠原支庁,Ogasawara-shicho,4,110,2550,-,-,-,-,-,-,1,48,x,3,62,550,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  地 域 別 構 造 別 着 工 建 築 物 (平成24年） ,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル， 金額　万円） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　資料：都都市整備局市街地建築部建築企画課 ,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  BUILDING CONSTRUCTION STARTＳ BY DISTRICT AND STRUCTURE（2012） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　(Space in m2，Value in 10 thousand yen),,,,,,,,,,,,,,,,,,,,,,,,,
　　Source: Bureau of Urban Development，TMG,,,,,,,,,,,,,,,,,,,,,,,,,
