地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
2,13214,14,国分寺市,Kokubunji-shi,918,468,450,868,449,419,50,19,31,3,3,-,2,2,-,26,11,15,1.12,744,152
2,13215,15,国立市,Kunitachi-shi,548,293,255,565,307,258,-17,-14,-3,3,1,2,2,-,2,12,8,4,1.16,383,109
2,13218,16,福生市,Fussa-shi,431,215,216,584,305,279,-153,-90,-63,2,1,1,1,-,1,5,4,1,1.28,404,138
2,13219,17,狛江市,Komae-shi,627,345,282,593,303,290,34,42,-8,-,-,-,-,-,-,15,6,9,1.14,509,120
2,13220,18,東大和市,Higashiyamato-shi,762,396,366,697,393,304,65,3,62,6,3,3,5,3,2,15,9,6,1.54,370,168
2,13221,19,清瀬市,Kiyose-shi,531,272,259,712,374,338,-181,-102,-79,-,-,-,-,-,-,16,8,8,1.23,312,137
2,13222,20,東久留米市,Higashikurume-shi,855,417,438,995,537,458,-140,-120,-20,4,3,1,1,1,-,19,13,6,1.28,464,214
2,13223,21,武蔵村山市,Musashimurayama-shi,556,284,272,557,313,244,-1,-29,28,1,1,-,-,-,-,10,4,6,1.37,293,151
2,13224,22,多摩市,Tama-shi,1007,532,475,1100,599,501,-93,-67,-26,1,-,1,1,-,1,22,7,15,1.11,633,252
2,13225,23,稲城市,Inagi-shi,771,397,374,575,318,257,196,79,117,1,-,1,-,-,-,25,11,14,1.38,460,140
2,13227,24,羽村市,Hamura-shi,434,231,203,470,235,235,-36,-4,-32,-,-,-,-,-,-,8,2,6,1.35,283,119
2,13228,25,あきる野市,Akiruno-shi,623,314,309,877,432,445,-254,-118,-136,2,2,-,2,2,-,14,4,10,1.42,350,139
2,13229,26,西東京市,Nishitokyo-shi,1609,832,777,1576,838,738,33,-6,39,3,3,-,-,-,-,43,16,27,1.24,1013,315
1,13300,,郡部,All gun,406,208,198,853,419,434,-447,-211,-236,-,-,-,-,-,-,8,3,5,1.39,246,116
2,13303,1,瑞穂町,Mizuho-machi,213,106,107,297,170,127,-84,-64,-20,-,-,-,-,-,-,4,-,4,1.2,171,86
2,13305,2,日の出町,Hinode-machi,158,82,76,284,122,162,-126,-40,-86,-,-,-,-,-,-,4,3,1,1.78,56,20
2,13307,3,檜原村,Hinohara-mura,16,10,6,90,41,49,-74,-31,-43,-,-,-,-,-,-,-,-,-,1.93,9,4
2,13308,4,奥多摩町,Okutama-machi,19,10,9,182,86,96,-163,-76,-87,-,-,-,-,-,-,-,-,-,1.06,10,6
1,13350,,島部,All islands,204,108,96,460,241,219,-256,-133,-123,-,-,-,-,-,-,-,-,-,1.72,142,62
2,13361,1,大島町,Oshima-machi,56,31,25,152,76,76,-96,-45,-51,-,-,-,-,-,-,-,-,-,1.72,40,13
2,13362,2,利島村,Toshima-mura,0,0,0,6,4,2,-6,-4,-2,-,-,-,-,-,-,-,-,-,-,-,1
2,13363,3,新島村,Niijima-mura,19,11,8,60,33,27,-41,-22,-19,-,-,-,-,-,-,-,-,-,1.53,10,7
2,13364,4,神津島村,Kozushima-mura,17,12,5,27,13,14,-10,-1,-9,-,-,-,-,-,-,-,-,-,1.8,11,3
2,13381,5,三宅村,Miyake-mura,24,11,13,54,30,24,-30,-19,-11,-,-,-,-,-,-,-,-,-,2.49,15,5
2,13382,6,御蔵島村,Mikurajima-mura,7,5,2,4,1,3,3,4,-1,-,-,-,-,-,-,-,-,-,1.83,6,1
2,13401,7,八丈町,Hachijo-machi,47,21,26,148,76,72,-101,-55,-46,-,-,-,-,-,-,-,-,-,1.5,38,20
2,13402,8,青ヶ島村,Aogashima-mura,1,0,1,0,0,0,1,-,1,-,-,-,-,-,-,-,-,-,0.56,-,2
2,13421,9,小笠原村,Ogasawara-mura,33,17,16,9,8,1,24,9,15,-,-,-,-,-,-,-,-,-,2.09,22,10
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (3) 地域，男女別（平成24年）  2-7  VITAL STATISTICS  (3) BY DISTRICT AND GENDER ( 2012 ),,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
