ID,事業所名称,全国地方公共団体コード,都道府県名,所在地（区市町村）,事業者・所有者,トップレベル認定状況（2022年度末時点）,事業所概要URL
1635,銀座三井ビルディング,131024,東京都,中央区銀座八丁目13番１号,三井不動産株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_GINZAMITSUIBUILDING
1645,三菱商事ビルディング,131016,東京都,千代田区丸の内二丁目３番１号,三菱商事株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_MITSUBISHISHOJIBUILDING
1654,東京ミッドタウン,131032,東京都,港区赤坂九丁目７番１号,三井不動産株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_TOKYOMIDTOWN
1724,サピアタワー,131016,東京都,千代田区丸の内一丁目７番12号,東日本旅客鉄道株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_SAPIATOWER
1737,虎ノ門タワーズ オフィス,131032,東京都,港区虎ノ門四丁目１番28号,ケーティービル有限会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_TORANOMONTOWERSOFFICE
1739,アートヴィレッジ大崎セントラルタワー,131091,東京都,品川区大崎一丁目２番２号,第一生命保険株式会社、株式会社金陽社、ＳＡＴＯＮＥ株式会社、三明化成株式会社、株式会社大成ハウジングセンター、東洋製罐グループホールディングス株式会社、東罐共栄株式会社、ヒロセ電機株式会社、株式会社松村興産　他,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r4_art-village-osaki-central-tower
1752,グラントウキョウノースタワー,131016,東京都,千代田区丸の内一丁目９番１号,三井不動産株式会社、東日本旅客鉄道株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_GRANTOKYO-NORTH-TOWER
1836,赤坂Ｂｉｚタワー,131032,東京都,港区赤坂五丁目３番１号,株式会社TBSホールディングス,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_AKASAKA-BIZ-TOWER
1867,グラントウキョウサウスタワー,131016,東京都,千代田区丸の内一丁目９番２号,東日本旅客鉄道株式会社、日本ビルファンド投資法人、鹿島八重洲開発株式会社、三井住友信託銀行株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_GRANTOKYO-SOUTH-TOWER
1941,三井住友銀行本店ビルディング,131016,東京都,千代田区丸の内一丁目１番２号,三井不動産株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_SUMITOMOMITSUIBANKINGHEADOFFICE
1951,神田駿河台地区熱供給センター,131016,東京都,千代田区神田駿河台三丁目11番１号,東京都市サービス株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_HEATSUPPLYCENTERINKANDA-SURUGADAI
1976,飯野ビルディング,131016,東京都,千代田区内幸町二丁目１番１号,飯野海運株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_IINOBUILDING
1978,室町東三井ビルディング　室町古河三井ビルディング　室町ちばぎん三井ビルディング,131024,東京都,中央区日本橋室町二丁目２番１号,三井不動産株式会社,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_MUROMACHIHIGASHIMITSUIBUILDING
2007,清水建設株式会社本社ビル,131024,東京都,中央区京橋二丁目16番１号,清水建設株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_SHIMIZU-CORPORATION-HEADQUARTERS
2013,ＪＲ南新宿ビル,131130,東京都,渋谷区代々木二丁目１番５号,みずほ信託銀行株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_JR-MINAMI-SHINJUKU-BUILDING
2015,東京スカイツリータウン,131075,東京都,墨田区押上一丁目１番２号,東武鉄道株式会社、東武タワースカイツリー株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_TOKYOSKYTREETOWN
2016,東京スカイツリー地域熱供給施設,131075,東京都,墨田区押上一丁目１番２号,株式会社東武エネルギーマネジメント,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_TOKYOSKYTREECHIIKINETSUKYOKYUSHISETSU
2054,赤坂Ｋタワー,131032,東京都,港区元赤坂一丁目２番７号,鹿島建設株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r3_akasaka-k-tower
2072,飯田橋グラン・ブルーム,131016,東京都,千代田区富士見二丁目10番２号,三井不動産株式会社、石原産業株式会社、株式会社佐藤林業、日本郵便株式会社、ゼンセン同盟富士紡績労働組合、前田建設工業株式会社、日本基督教団富士見町協会、日本ビルファンド投資法人　他,準トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/r5_iidabashi_grand_bloom-1
2082,東京都水道局羽村導水ポンプ所,132276,東京都,羽村市玉川一丁目３番20号,東京都水道局,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r4_hamura-conveyance-pumping-station
2086,三井住友銀行東館,131016,東京都,千代田区丸の内一丁目３番２号,株式会社三井住友銀行,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_SUMITOMOMITSUIBANKINGCORPORATIONEAST
2088,品川シーズンテラス,131032,東京都,港区港南一丁目２番70号,エヌ・ティ・ティ都市開発株式会社、大成建設株式会社、ヒューリック株式会社、ヒューリックリート投資法人、東京都市開発株式会社、東京都下水道局,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_SHINAGAWASEASONTERRACE
2113,東京ガーデンテラス紀尾井町,131016,東京都,千代田区紀尾井町１番３号,株式会社西武プロパティーズ,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R2_TOKYOGARDENTERRACEKIOICHO
2116,ＪＲ新宿ミライナタワー,131041,東京都,新宿区新宿四丁目１番６号,東日本旅客鉄道株式会社　他,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R1_JRSHINJUKUMIRAINATOWER
2127,赤坂インターシティAIR,131032,東京都,港区赤坂一丁目８番１号,日鉄興和不動産株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-R3_AKASAKA-INTERCITY-AIR
2161,東京ミッドタウン日比谷,131016,東京都,千代田区有楽町一丁目１番２号,三井不動産株式会社,トップレベル,https://www.kankyo.metro.tokyo.lg.jp/documents/d/kankyo/toplevel-certification-files-r4_tokyo-midtown-hibiya
