,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
トリクロロエチレン（Trichloroethene）,4月,0.87,1,1.2,1.3,1.1,1.7,1.3,1.3,1.9,4.4,3.4,3.9,0.96,0.91,1.6,2.9,1.6,1.6,0.65,0.91,1.3,0.94,0.92,1.2
トリクロロエチレン（Trichloroethene）,5月,0.66,0.67,0.68,0.53,0.53,0.97,0.93,1,2,2.9,1.6,1.6,1.3,2.1,1.2,3,1.9,3,1.1,0.98,0.94,0.53,1.9,0.77
トリクロロエチレン（Trichloroethene）,6月,2.8,2.1,1.2,1.4,1.4,0.69,0.72,1.5,2.5,5.1,3.6,2.4,1.4,1.1,1.3,0.98,0.74,0.96,0.59,0.5,0.7,0.76,1.2,1.2
トリクロロエチレン（Trichloroethene）,7月,1.4,1.9,1.4,0.84,1,1.3,0.94,1.9,4.5,3.9,4.6,2.2,1.7,1.2,2.2,1,1.7,1.9,1.1,1.5,2,1.2,1.3,1.9
トリクロロエチレン（Trichloroethene）,8月,1.1,1.5,0.69,0.7,0.82,1.1,1.1,1.6,1.6,2.4,2.1,1.2,0.52,0.45,0.33,0.63,0.33,0.72,0.54,0.54,0.46,0.77,0.69,0.61
トリクロロエチレン（Trichloroethene）,9月,1.4,1.3,0.76,0.69,0.79,1.4,1.1,1.2,2,4.1,3.5,2.2,4.4,2.5,2.5,1.7,2.9,1.6,1.1,1.2,1.2,1.5,0.83,1.3
トリクロロエチレン（Trichloroethene）,10月,2.6,1.7,1,1.2,0.71,0.8,0.86,1.2,2.7,2.8,4.2,6.7,4.5,2.5,4.8,4.1,10,3.6,2.1,1.8,1.3,1.9,1.6,1.4
トリクロロエチレン（Trichloroethene）,11月,1.2,1.1,0.88,0.75,0.93,0.79,0.75,1.7,2.8,2.2,3.3,3.6,2.7,2.5,3.1,3,9.4,7.1,6.2,2.7,1.9,2.3,2.2,1.6
トリクロロエチレン（Trichloroethene）,12月,1.3,1.2,1,0.99,0.87,1.2,0.8,1.1,1.7,2.9,2,3,3.9,3.7,6.1,4,5,10,6.6,3.9,2.9,2.6,1.7,1.7
トリクロロエチレン（Trichloroethene）,1月,0.7,0.81,0.84,0.77,0.91,0.62,1,0.83,2.1,4.8,5.5,5.5,2,3.8,5.9,3.7,7.2,5.6,5.2,3.5,5.2,1.7,1.3,1.2
トリクロロエチレン（Trichloroethene）,2月,0.7,0.41,0.37,0.51,0.36,0.51,0.68,1.1,2.7,3.5,3.1,2.5,1.1,2.1,1.5,1.2,1.5,0.92,1,1.4,4.1,2,1.2,1.1
トリクロロエチレン（Trichloroethene）,3月,2.7,2.3,1.5,0.89,1.1,1.5,0.84,0.99,1.3,3.9,2.7,3.6,1.4,1.3,2.6,2.9,2.1,1.4,0.98,0.46,0.77,1.2,2.2,2.8
トリクロロエチレン（Trichloroethene）,平均,1.5,1.3,0.96,0.88,0.87,1.1,0.92,1.3,2.3,3.6,3.3,3.2,2.2,2,2.8,2.4,3.7,3.2,2.3,1.6,1.9,1.5,1.4,1.4
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
テトラクロロエチレン（Tetrachloroethene）,4月,0.1,0.12,0.12,0.11,0.1,0.11,0.13,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.07,0.08,0.1,0.11,0.07,0.07,0.06,0.07,0.06,0.07
テトラクロロエチレン（Tetrachloroethene）,5月,0.06,0.06,0.06,0.06,0.11,0.11,0.08,0.08,0.08,0.08,0.09,0.07,0.07,0.04,0.06,0.06,0.07,0.08,0.07,0.14,0.05,0.05,0.06,0.07
テトラクロロエチレン（Tetrachloroethene）,6月,0.06,0.07,0.08,0.09,0.07,0.07,0.09,0.08,0.07,0.1,0.09,0.14,0.08,0.1,0.07,0.11,0.2,0.06,0.06,0.04,0.04,0.06,0.05,0.15
テトラクロロエチレン（Tetrachloroethene）,7月,0.07,0.05,0.05,0.06,0.05,0.07,0.07,0.07,0.09,0.07,0.07,0.14,0.13,0.08,0.08,0.08,0.08,0.05,0.05,0.05,0.05,0.05,0.07,0.05
テトラクロロエチレン（Tetrachloroethene）,8月,0.04,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.06,0.11,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04
テトラクロロエチレン（Tetrachloroethene）,9月,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.08,0.07,0.06,0.05,0.05,0.06,0.04,0.04,0.04,0.04,0.05,0.04
テトラクロロエチレン（Tetrachloroethene）,10月,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.09,0.11,0.13,0.14,0.17,0.13,0.14,0.13,0.12,0.11,0.1,0.08,0.09,0.07,0.07,0.06,0.05
テトラクロロエチレン（Tetrachloroethene）,11月,0.12,0.12,0.14,0.12,0.12,0.12,0.12,0.11,0.13,0.16,0.14,0.21,0.12,0.12,0.13,0.09,0.08,0.17,0.12,0.18,0.18,0.19,0.17,0.13
テトラクロロエチレン（Tetrachloroethene）,12月,0.16,0.17,0.14,0.12,0.13,0.11,0.13,0.12,0.22,0.23,0.14,0.2,0.16,0.14,0.13,0.12,0.1,0.12,0.16,0.11,0.14,0.16,0.18,0.16
テトラクロロエチレン（Tetrachloroethene）,1月,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.16,0.09,0.1,0.1,0.11,0.09,0.11,0.13,0.09,0.13,0.21,0.17
テトラクロロエチレン（Tetrachloroethene）,2月,0.11,0.16,0.07,0.08,0.09,0.11,0.12,0.11,0.13,0.19,0.08,0.08,0.07,0.06,0.08,0.05,0.04,0.04,0.05,0.05,0.05,0.07,0.06,0.06
テトラクロロエチレン（Tetrachloroethene）,3月,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.1,0.1,0.09,0.09,0.07,0.07,0.05,0.05,0.04,0.04,0.04,0.06,0.07,0.07,0.07
テトラクロロエチレン（Tetrachloroethene）,平均,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.12,0.1,0.12,0.1,0.09,0.08,0.08,0.09,0.08,0.1,0.08,0.07,0.08,0.09,0.09
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
ジクロロメタン（Dichloromethane）,4月,1.4,1.6,1.8,1.7,1.7,1.7,1.5,1.3,1.2,1.2,1.2,1.4,1.2,1.3,1.4,1.2,1.5,1.4,1.1,1.2,1.1,1.5,1.2,1.5
ジクロロメタン（Dichloromethane）,5月,0.93,0.94,0.92,0.98,1,1,0.99,0.93,1,1,1,1.1,0.82,0.81,1,0.88,1.5,0.81,0.79,0.85,0.89,1,0.91,0.96
ジクロロメタン（Dichloromethane）,6月,0.96,1.1,1.2,1.1,1.1,1.3,1.4,1.5,1.2,1.7,1.8,1.6,1.2,2.1,1.9,1.1,1.1,0.84,0.79,0.75,0.76,0.75,0.85,1.3
ジクロロメタン（Dichloromethane）,7月,0.78,0.91,0.9,0.74,0.82,0.83,0.95,0.84,0.77,0.9,0.78,0.86,0.8,1.2,0.98,0.83,1.2,0.84,0.73,0.77,0.69,0.69,0.67,0.68
ジクロロメタン（Dichloromethane）,8月,0.62,0.74,0.86,0.92,0.84,0.92,0.89,0.77,0.83,1.3,0.78,1.1,0.68,0.66,0.67,0.55,0.59,0.56,1.5,0.61,0.5,0.52,0.56,0.64
ジクロロメタン（Dichloromethane）,9月,0.74,0.81,0.82,0.97,0.84,0.92,0.89,0.94,0.92,0.85,1.1,1.2,0.86,1,0.88,0.8,0.76,0.8,0.66,0.64,0.65,1,0.63,0.6
ジクロロメタン（Dichloromethane）,10月,1.2,1.2,1.3,1.4,1.1,1.2,1.3,1.4,1.3,1.2,1.2,1.6,1.4,1.3,1.7,1.4,1.2,1.4,1.1,1.3,1.2,1.3,1.2,1.2
ジクロロメタン（Dichloromethane）,11月,2,1.7,1.8,1.8,1.6,1.6,2,1.8,1.5,1.5,2.3,1.8,1.3,1.2,1.3,1.1,1.1,2,1.7,1.5,1.8,1.9,2,1.8
ジクロロメタン（Dichloromethane）,12月,2,1.9,2,1.9,1.9,1.7,1.8,1.8,2,1.7,2,2.1,1.7,1.7,1.4,1.4,1.6,1.6,1.9,1.9,1.8,1.6,1.7,1.9
ジクロロメタン（Dichloromethane）,1月,1.4,1.3,1.5,1.6,1.4,1.4,1.5,1.3,1.3,1.4,1.2,1.5,1.7,2,1.1,1.1,1.4,1.7,1.8,1.8,1.6,1.7,1.9,1.7
ジクロロメタン（Dichloromethane）,2月,1,1,1.1,1.3,1.2,1.2,1.4,1.3,1.3,1.3,1.1,1.6,0.93,0.99,0.93,0.79,0.96,0.74,0.8,0.92,0.9,0.97,0.83,0.93
ジクロロメタン（Dichloromethane）,3月,1.1,1.5,1.2,1.4,1.3,1.3,1.4,1.2,1.2,1.2,1.3,1.4,1.1,0.98,1.2,0.98,1.1,0.91,0.93,0.73,0.79,1,0.9,1.1
ジクロロメタン（Dichloromethane）,平均,1.2,1.2,1.3,1.3,1.2,1.3,1.3,1.3,1.2,1.3,1.3,1.4,1.1,1.3,1.2,1,1.2,1.1,1.2,1.1,1.1,1.2,1.1,1.2
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
塩化ビニルモノマー（Vinylchloride）,4月,0.02,0.02,0.02,0.04,0.01,0.02,0.01,0.02,0.03,0.11,0.13,0.34,0.08,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.05,0.02
塩化ビニルモノマー（Vinylchloride）,5月,0.02,0.23,0.28,0.16,0.08,0.04,0.02,0.01,0.05,0.12,0.02,0.18,0.09,0.13,0.05,0.05,0.18,0.06,0.23,0.04,0.03,0.06,0.07,0.03
塩化ビニルモノマー（Vinylchloride）,6月,0.07,0.22,0.05,0.04,0.02,0.05,0.05,0.07,0.04,0.07,0.36,0.2,0.18,0.31,0.15,0.11,1.2,0.01,0.01,0.01,0.02,0.03,0.03,0.04
塩化ビニルモノマー（Vinylchloride）,7月,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.03,0.08,0.05,0.03,0.04,0.09,0.03,0.02,0.05,0.03,0.04,0.05,0.18,0.08
塩化ビニルモノマー（Vinylchloride）,8月,0.04,0.09,0.04,0.03,0.04,0.07,0.09,0.05,0.06,0.17,0.33,0.28,0.12,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.06
塩化ビニルモノマー（Vinylchloride）,9月,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02,0.02
塩化ビニルモノマー（Vinylchloride）,10月,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.05,0.06,0.04,0.02,0.03,0.01,0.04,0.02,0.02,0.03,0.02,0.02
塩化ビニルモノマー（Vinylchloride）,11月,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.16,0.1,0.11,0.62,0.14,0.16,0.15,0.08,0.1,0.07,0.11,0.04,0.03,0.03
塩化ビニルモノマー（Vinylchloride）,12月,0.05,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.14,0.11,0.41,0.21,0.2,0.1,0.1,0.14,0.16,0.16,0.11,0.06
塩化ビニルモノマー（Vinylchloride）,1月,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.04,0.15,0.08,0.09,0.08,0.04,0.05,0.04,0.03,0.03,0.02,0.03,0.03,0.03
塩化ビニルモノマー（Vinylchloride）,2月,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.17,0.08,0.13,0.04,0.09,0.11,0.34,0.07,0.03,0.03,0.03,0.02,0.02,0.04,0.02
塩化ビニルモノマー（Vinylchloride）,3月,0.02,0.02,0.1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.08,0.08,0.05,0.04,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.02
塩化ビニルモノマー（Vinylchloride）,平均,0.03,0.06,0.05,0.03,0.02,0.03,0.03,0.02,0.03,0.07,0.11,0.13,0.09,0.13,0.1,0.09,0.17,0.04,0.1,0.04,0.04,0.04,0.05,0.04
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
"1,3-ブタジエン（1,3-Butadiene）",4月,0.41,0.15,0.099,0.068,0.073,0.1,0.096,0.099,0.11,0.22,0.19,0.34,0.27,0.16,0.14,0.24,0.12,0.16,0.16,0.14,0.11,0.6,0.63,0.54
"1,3-ブタジエン（1,3-Butadiene）",5月,0.25,0.17,0.18,0.46,0.34,0.55,0.11,0.23,0.13,0.13,0.11,0.2,0.14,0.19,0.18,0.3,0.35,0.18,0.46,0.9,0.49,0.51,1.18,0.71
"1,3-ブタジエン（1,3-Butadiene）",6月,0.5,0.82,0.13,0.15,0.091,0.18,0.11,0.11,0.1,0.11,0.17,0.22,0.11,0.23,0.17,0.28,0.2,0.2,0.2,0.19,0.15,0.2,0.33,0.5
"1,3-ブタジエン（1,3-Butadiene）",7月,0.44,0.18,0.17,0.13,0.25,0.28,0.26,1.18,0.29,0.2,0.2,0.2,0.25,0.19,0.28,0.23,0.31,0.23,0.3,0.31,0.3,0.53,0.28,0.46
"1,3-ブタジエン（1,3-Butadiene）",8月,0.36,0.54,0.38,0.48,0.49,0.48,0.38,0.24,0.43,0.49,2.62,1.2,0.7,0.33,0.22,0.17,0.21,0.42,0.37,0.39,0.25,0.41,0.27,0.75
"1,3-ブタジエン（1,3-Butadiene）",9月,0.24,0.2,0.12,0.23,0.12,0.12,0.17,0.16,0.086,0.081,0.099,0.13,0.11,0.14,0.12,0.16,0.13,0.14,0.27,0.3,0.21,0.12,0.3,0.25
"1,3-ブタジエン（1,3-Butadiene）",10月,0.097,0.098,0.088,0.075,0.074,0.07,0.086,0.092,0.088,0.087,0.083,0.12,0.13,0.1,0.099,0.093,0.11,0.18,0.14,0.32,0.31,0.15,0.15,0.21
"1,3-ブタジエン（1,3-Butadiene）",11月,0.13,0.11,0.12,0.1,0.092,0.086,0.11,0.12,0.12,0.14,0.18,0.12,0.13,0.23,0.21,0.15,0.17,0.15,0.5,0.31,0.39,0.23,0.17,0.13
"1,3-ブタジエン（1,3-Butadiene）",12月,0.22,0.18,0.14,0.13,0.12,0.12,0.14,0.15,0.15,0.14,0.11,0.29,0.12,0.11,0.21,0.71,0.16,0.18,0.19,0.22,0.24,0.28,0.29,0.22
"1,3-ブタジエン（1,3-Butadiene）",1月,0.18,0.13,0.12,0.24,0.34,0.21,0.12,0.13,0.13,0.11,0.17,0.12,0.097,0.14,0.43,0.24,0.23,0.23,0.21,0.24,0.16,0.18,0.19,0.18
"1,3-ブタジエン（1,3-Butadiene）",2月,0.12,0.074,0.064,0.07,0.074,0.075,0.11,0.18,0.29,0.23,0.23,0.23,0.23,0.32,0.21,0.19,0.15,0.27,0.4,0.4,0.34,0.38,0.17,0.23
"1,3-ブタジエン（1,3-Butadiene）",3月,0.41,0.63,0.36,0.22,0.32,0.11,0.099,0.11,0.2,0.15,0.18,0.15,0.3,0.17,0.16,0.22,0.25,0.14,0.15,0.27,0.38,0.47,0.35,0.41
"1,3-ブタジエン（1,3-Butadiene）",平均,0.28,0.27,0.16,0.2,0.2,0.2,0.15,0.23,0.18,0.17,0.36,0.28,0.22,0.19,0.2,0.25,0.2,0.21,0.28,0.33,0.28,0.34,0.36,0.38
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
アクリロニトリル（Acrylonitrile）,4月,0.17,0.26,0.17,0.22,0.15,0.17,0.16,0.16,0.25,0.88,0.98,2.3,1.2,0.85,0.62,0.76,0.5,0.41,0.42,0.26,0.18,0.22,0.47,0.26
アクリロニトリル（Acrylonitrile）,5月,0.62,0.34,0.47,0.25,0.19,0.27,0.23,0.36,0.82,1,0.82,1.1,0.96,1.4,0.56,0.92,0.65,0.56,1.8,1.3,0.84,1,1.2,0.46
アクリロニトリル（Acrylonitrile）,6月,0.72,0.77,0.26,0.35,0.19,0.63,0.23,0.26,0.34,0.47,0.78,1.4,0.51,0.81,1,0.87,0.85,0.8,0.29,0.53,0.37,0.46,0.57,1.5
アクリロニトリル（Acrylonitrile）,7月,0.29,0.13,0.14,0.17,0.11,0.16,0.26,0.19,0.46,0.25,0.64,0.5,0.3,0.34,0.53,0.66,0.49,0.25,0.16,0.27,0.2,0.46,0.26,0.34
アクリロニトリル（Acrylonitrile）,8月,0.2,0.3,0.36,0.69,0.67,0.62,0.34,0.29,0.91,1.2,1,1.3,1.4,0.58,0.45,0.35,0.62,0.37,0.27,0.67,0.48,0.21,0.16,0.49
アクリロニトリル（Acrylonitrile）,9月,0.64,0.33,0.27,0.26,0.12,0.12,0.13,0.31,0.09,0.1,0.17,0.3,0.14,0.22,0.21,0.2,0.18,0.33,0.23,0.13,0.07,0.09,0.3,0.33
アクリロニトリル（Acrylonitrile）,10月,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.08,0.22,0.25,0.19,0.15,0.18,0.21,0.18,0.54,0.18,0.1,0.08,0.12,0.1,0.08
アクリロニトリル（Acrylonitrile）,11月,0.1,0.11,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.19,0.53,0.33,0.22,0.71,0.41,0.31,0.31,0.26,0.24,0.3,0.31,0.17,0.13,0.11
アクリロニトリル（Acrylonitrile）,12月,0.15,0.14,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.17,0.2,0.41,0.22,0.24,0.34,0.41,0.35,0.29,0.28,0.23,0.24,0.25,0.23,0.17
アクリロニトリル（Acrylonitrile）,1月,0.09,0.08,0.08,0.09,0.09,0.11,0.08,0.08,0.07,0.09,0.16,0.16,0.1,0.15,0.29,0.32,0.33,0.23,0.29,0.22,0.12,0.13,0.13,0.13
アクリロニトリル（Acrylonitrile）,2月,0.08,0.07,0.07,0.07,0.08,0.07,0.09,0.1,0.12,0.43,0.6,0.44,0.33,0.41,0.42,0.38,0.24,0.26,0.3,0.33,0.16,0.24,0.12,0.08
アクリロニトリル（Acrylonitrile）,3月,0.09,0.1,0.15,0.09,0.07,0.08,0.07,0.08,0.07,0.16,0.14,0.16,0.38,0.32,0.31,0.3,0.26,0.19,0.14,0.26,0.35,0.21,0.18,0.16
アクリロニトリル（Acrylonitrile）,平均,0.27,0.23,0.19,0.2,0.16,0.21,0.15,0.18,0.28,0.42,0.52,0.72,0.5,0.52,0.45,0.47,0.41,0.37,0.4,0.39,0.28,0.3,0.32,0.34
,時間,1（μｇ/m3）,2（μｇ/m3）,3（μｇ/m3）,4（μｇ/m3）,5（μｇ/m3）,6（μｇ/m3）,7（μｇ/m3）,8（μｇ/m3）,9（μｇ/m3）,10（μｇ/m3）,11（μｇ/m3）,12（μｇ/m3）,13（μｇ/m3）,14（μｇ/m3）,15（μｇ/m3）,16（μｇ/m3）,17（μｇ/m3）,18（μｇ/m3）,19（μｇ/m3）,20（μｇ/m3）,21（μｇ/m3）,22（μｇ/m3）,23（μｇ/m3）,24（μｇ/m3）
クロロホルム（Chloroform）,4月,0.17,0.22,0.22,0.25,0.24,0.2,0.21,0.22,0.18,0.16,0.17,0.17,0.16,0.15,0.15,0.31,0.24,0.15,0.16,0.18,0.18,0.18,0.19,0.17
クロロホルム（Chloroform）,5月,0.13,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.14,0.14,0.22,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.15
クロロホルム（Chloroform）,6月,0.18,0.22,0.2,0.19,0.18,0.18,0.21,0.2,0.22,0.19,0.28,0.41,0.72,0.35,1.2,0.19,0.19,0.16,0.16,0.14,0.15,0.16,0.16,0.16
クロロホルム（Chloroform）,7月,0.18,0.15,0.17,0.14,0.18,0.18,0.25,0.49,0.16,0.38,0.35,0.25,0.24,0.29,0.25,0.17,0.2,0.2,0.15,0.14,0.12,0.2,0.19,0.14
クロロホルム（Chloroform）,8月,0.19,0.2,0.28,0.26,0.26,0.26,0.36,0.54,0.38,0.21,0.17,0.31,0.13,0.12,0.1,0.09,0.1,0.11,0.16,0.12,0.14,0.12,0.16,0.18
クロロホルム（Chloroform）,9月,0.34,0.29,0.4,0.48,0.55,0.51,0.48,1.1,0.49,0.58,0.84,1.3,0.84,0.33,0.45,0.32,0.51,0.35,0.2,0.22,0.2,0.25,0.23,0.29
クロロホルム（Chloroform）,10月,0.63,0.5,0.4,0.43,0.45,0.43,0.38,0.77,0.5,0.51,0.6,0.43,0.33,0.58,0.29,0.39,0.25,0.46,0.41,0.33,0.63,2.6,0.92,0.89
クロロホルム（Chloroform）,11月,0.62,0.56,0.59,0.66,0.61,0.58,0.69,1.9,0.83,0.72,0.86,0.94,0.52,0.47,0.47,0.25,0.45,2.4,1.5,0.83,1,0.59,0.85,0.48
