台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-200,○,26,環改化,自,20,文京区本郷二丁目２０１－１他４筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-232,,26,環改化,自,21,江東区豊洲六丁目９番１他１筆,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-558,○,26,環改化,自,22,千代田区大手町二丁目１－１７他１筆,,,,,162,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.22,,適合,,適合,,,,,,,,,1200,適合,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-555,,26,環改化,自,23,大田区京浜島二丁目６番２,,,,,35,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,4.2,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-535,,26,環改化,自,25,足立区新田１丁目５－１,,,,,125,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.048,適合,0.038,適合,適合,適合,15,適合,適合,適合,適合,適合,適合,適合,9200,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-535,,26,環改化,自,25,足立区新田１丁目５－１,,,,,82,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,0.083,,,,19,,,,,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-535,,26,環改化,自,25,足立区新田１丁目５－１,,,,,82,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,適合,,,,47,,適合,,,
指-560,,26,環改化,自,26,足立区西伊興町他２筆,,,,,90,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.011,適合,適合,適合,6.9,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-560,,26,環改化,自,26,足立区西伊興町他２筆,,,,,27,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-560,,26,環改化,自,26,足立区西伊興町他２筆,,,,,27,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,1.2,,,,,
指-597,,26,環改化,自,27,江東区新木場四丁目１３番,,,,,108,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.09,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.013,0.097,0.03,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-597,,26,環改化,自,27,江東区新木場四丁目１３番,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-597,,26,環改化,自,27,江東区新木場四丁目１３番,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,
指-232,,26,環改化,自,28,江東区豊洲六丁目８番他６筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,0.079,,,,,,,,,,,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-553,○,26,環改化,自,29,世田谷区上野毛四丁目３７０番,,,,,48,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,1.5,,適合,,,,,適合,220,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-553,○,26,環改化,自,29,世田谷区上野毛四丁目３７０番,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-569,○,26,環改化,自,30,江戸川区東篠崎一丁目４番他１３筆,,,,,96,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,920,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-569,○,26,環改化,自,30,江戸川区東篠崎一丁目４番他１３筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-545,○,26,環改化,自,31,渋谷区渋谷３丁目５１他１筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,220,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-536,○,26,環改化,自,32,中央区湊二丁目１番４５他１筆,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,,,,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,適合,,適合,適合,,適合,,,,適合,適合,390,適合,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-536,○,26,環改化,自,32,中央区湊二丁目１番４５他１筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-543,○,26,環改化,自,34,板橋区舟渡１丁目１１番２号他７筆,,,,,116,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,適合,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,26,環改化,自,35,江東区豊洲六丁目１－４他６筆,,,,,16,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,0.017,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-431,,26,環改化,自,35,江東区豊洲六丁目１－４他６筆,,,,,16,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,適合,0.4,0.026,適合,0.23,適合,0.08,1.1,3.9,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-549,,26,環改化,自,36,江東区有明一丁目１番８他１０筆,,,,,358,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.019,適合,0.023,適合,適合,適合,2.6,適合,適合,適合,適合,適合,適合,適合,520,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-549,,26,環改化,自,36,江東区有明一丁目１番８他１０筆,,,,,233,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,,0.19,,,1.6,2.6,,,,,,,,600,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-549,,26,環改化,自,36,江東区有明一丁目１番８他１０筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,,,,,,
指-502,,26,環改化,自,39,大田区西六郷一丁目４番４,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,180,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-552,○,26,環改化,自,41,港区赤坂九丁目１６２番１他９筆,,,,,4,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,220,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-552,○,26,環改化,自,41,港区赤坂九丁目１６２番１他９筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-561,○,26,環改化,自,42,中央区湊二丁目１１－１他２筆,,,,,12,土壌概況,,,,,,,不検出,不検出,不検出,,,,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,適合,,適合,適合,,適合,,,,適合,適合,1400,適合,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-561,○,26,環改化,自,42,中央区湊二丁目１１－１他２筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-563,○,26,環改化,自,43,北区堀船１丁目２３番１他１１筆,,,,,175,土壌概況,,,,,,,3.9,5.4,770,,不検出,不検出,10,16,96,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.055,140,適合,適合,適合,適合,適合,,適合,,,,適合,適合,17000,1800,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-563,○,26,環改化,自,43,北区堀船１丁目２３番１他１１筆,,,,,16,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,適合,適合,適合,,,,,,0.015,26,,,,,,,,,,,,,3900,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-563,○,26,環改化,自,43,北区堀船１丁目２３番１他１１筆,,,,,16,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,適合,適合,適合,,,,,,適合,適合,,,,,,,,,,
指-548,○,26,環改化,自,44,港区浜松町二丁目５番２他１１筆,,,,,73,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.18,適合,0.019,適合,適合,適合,適合,,適合,,,,適合,適合,2100,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-548,○,26,環改化,自,44,港区浜松町二丁目５番２他１１筆,,,,,36,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,0.013,,,,,,,,,,,,5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-548,○,26,環改化,自,44,港区浜松町二丁目５番２他１１筆,,,,,12,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,,,,,,
指-607,,26,環改化,自,45,港区三田一丁目１０１番２,,,,,90,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.035,0.06,適合,0.02,適合,適合,適合,,,,,,適合,適合,910,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-607,,26,環改化,自,45,港区三田一丁目１０１番２,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-607,,26,環改化,自,45,港区三田一丁目１０１番２,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,
指-585,,26,環改化,自,47,江東区新砂２丁目６３２－３他２筆,,,,,70,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.019,適合,適合,適合,2.2,,適合,,,,適合,適合,400,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-585,,26,環改化,自,47,江東区新砂２丁目６３２－３他２筆,,,,,10,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,1.5,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-585,,26,環改化,自,47,江東区新砂２丁目６３２－３他２筆,,,,,10,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,4.1,,,,,
指-581,,26,環改化,自,48,大田区羽田空港１丁目内,,,,,68,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.1,適合,適合,適合,適合,適合,適合,2.9,,適合,,,,適合,適合,340,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-557,○,26,環改化,自,50,新宿区霞ヶ丘町４－４２,,,,,8,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.023,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-557,○,26,環改化,自,50,新宿区霞ヶ丘町４－４２,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-557,○,26,環改化,自,50,新宿区霞ヶ丘町４－４２,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-591,,26,環改化,自,51,江東区北砂二丁目１番２２他３筆,,,,,33,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.044,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,800,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-591,,26,環改化,自,51,江東区北砂二丁目１番２２他３筆,,,,,5,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.16,,,,,,,,,,,,800,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-591,,26,環改化,自,51,江東区北砂二丁目１番２２他３筆,,,,,5,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.028,,,,,,,,,
指-502,,26,環改化,自,52,大田区西六郷一丁目４番４,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,適合,適合,3000,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-607,,26,環改化,自,53,港区三田一丁目１０１番２,,,,,8,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.033,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-607,,26,環改化,自,53,港区三田一丁目１０１番２,,,,,7,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-607,,26,環改化,自,53,港区三田一丁目１０１番２,,,,,7,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,
指-567,○,26,環改化,自,54,新宿区霞ヶ丘町１０－１,,,,,298,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,適合,,,,,,,,,,,1600,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-567,○,26,環改化,自,54,新宿区霞ヶ丘町１０－１,,,,,8,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-567,○,26,環改化,自,54,新宿区霞ヶ丘町１０－１,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-568,○,26,環改化,自,55,新宿区霞ヶ丘町１６－８,,,,,68,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,適合,,,,,,,,,,,適合,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-568,○,26,環改化,自,55,新宿区霞ヶ丘町１６－８,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-568,○,26,環改化,自,55,新宿区霞ヶ丘町１６－８,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
"指-394
指-395","
○",26,環改化,自,56,北区西が丘３丁目１４４２番１０,,,,,3,土壌概況,,,,,,,0.2,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-394
指-395","
○",26,環改化,自,56,北区西が丘３丁目１４４２番１０,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,,,,,,,,,,,,,,,
"指-394
395","
○",26,環改化,自,56,北区西が丘３丁目１４４２番１０,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
指-590,○,26,環改化,自,57,港区浜松町一丁目１１番１他３筆,,,,,12,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.012,適合,14,適合,0.012,適合,適合,,適合,,,,適合,適合,3500,適合,200,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-508,,26,環改化,自,58,荒川区東尾久七丁目１３３０番４,,,,,6,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,18,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-508,,26,環改化,自,58,荒川区東尾久七丁目１３３０番４,,,,,6,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,11,,,,,
指-585,,26,環改化,自,59,江東区新砂二丁目６３２－３他２筆,,,,,17,土壌概況,,,,,,,不検出,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,0.043,適合,0.092,適合,適合,1.1,1.7,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-585,,26,環改化,自,59,江東区新砂二丁目６３２－３他２筆,,,,,8,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,,0.092,,,1.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-585,,26,環改化,自,59,江東区新砂二丁目６３２－３他２筆,,,,,8,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,0.018,,,3.6,1.3,,,,,
指-606,,26,環改化,自,60,足立区宮城二丁目３８番１,,,,,3,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,適合,,,,,,,,,,,,,適合,適合,適合,適合,0.013,適合,適合,適合,0.94,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-606,,26,環改化,自,60,足立区宮城二丁目３８番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-606,,26,環改化,自,60,足立区宮城二丁目３８番１,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,適合,,,,,
指-573,○,26,環改化,自,61,足立区西加平一丁目１１９９番１他１筆,,,,,6,土壌概況,,,,,,,0.1,不検出,不検出,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.05,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.018,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-573,○,26,環改化,自,61,足立区西加平一丁目１１９９番１他１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,適合,適合,,,,適合,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
