テナントID,所在地,特定テナント等事業者名称（会社名）,特定テナント等事業所名称（支店名等）,特定テナントが入居する事業所名称,総合評価
0958-04,港区虎ノ門二丁目１０番１号,独立行政法人エネルギー・金属鉱物資源機構,独立行政法人エネルギー・金属鉱物資源機構,虎ノ門ツインビルディング,S評価
0961-02,千代田区丸の内二丁目４番１号,ブルームバーグL.P.,丸の内ビルディング,丸の内ビルディング,AA評価
0976-01,北区赤羽西一丁目７番１号,株式会社 イトーヨーカ堂,株式会社イトーヨーカ堂 赤羽店,パルロード３,AA評価
0982-01,渋谷区恵比寿四丁目２０番３号,サッポログループマネジメント株式会社,サッポログループ本社棟,恵比寿ガーデンプレイス,AAA評価
0982-03,渋谷区恵比寿四丁目２０番３号,株式会社コロプラ,株式会社コロプラ 本社,恵比寿ガーデンプレイス,A評価
0985-04,港区港南一丁目８番１５号,ＥＮＥＯＳ株式会社,ＥＮＥＯＳ株式会社,Ｗビル,AA評価
0990-01,武蔵野市吉祥寺本町二丁目３番１号,株式会社 東急百貨店,株式会社 東急百貨店 吉祥寺店,株式会社 東急百貨店 吉祥寺店,AAA評価
0991-01,千代田区丸の内三丁目１番１号,出光興産株式会社,帝劇ビル,帝劇ビル,AA評価
1001-03,文京区後楽二丁目５番１号,株式会社ミスミグループ本社,株式会社ミスミグループ本社/株式会社ミスミ,住友不動産飯田橋ファーストビル,AA評価
1001-04,文京区後楽二丁目５番１号,ドコモ・システムズ株式会社,住友不動産飯田橋ファーストビル,住友不動産飯田橋ファーストビル,AA評価
1004-01,港区芝三丁目８番２号,東ソー株式会社,本社,芝公園ファーストビル,AA評価
1013-01,港区虎ノ門四丁目３番１号,WeWork Japan 合同会社,WeWork 城山トラストタワー,城山トラストタワー,A評価
1014-01,品川区北品川四丁目７番３５号,森トラスト・ホテルズ＆リゾーツ株式会社,東京マリオットホテル,御殿山トラストシティ,AAA評価
1018-01,港区芝公園四丁目１番４号,日本タタ・コンサルタンシー・サービシズ株式会社,日本タタ・コンサルタンシー・サービシズ株式会社,メソニック３８ＭＴビル,AA評価
1026-01,港区海岸一丁目１６番１号,株式会社ベストホスピタリティーネットワーク,ホテルインターコンチネンタル東京ベイ,ニューピア竹芝サウスタワー,A評価
1034-02,港区三田一丁目４番２８号,ＮＥＣネクサソリューションズ株式会社,本社,三田国際ビル,AAA評価
1035-01,港区赤坂五丁目２番２０号,株式会社読売広告社,株式会社読売広告社 本社,赤坂パークビル,A評価
1051-02,千代田区丸の内二丁目２番３号,三菱商事株式会社,三菱商事株式会社,丸の内仲通りビル,AA評価
1052-02,港区港南二丁目16番３号,日本マイクロソフト株式会社,日本マイクロソフト株式会社 品川本社,品川スクエア,S評価
1052-04,港区港南二丁目16番４号,大塚製薬株式会社,大塚製薬株式会社,品川スクエア,S評価
1053-01,千代田区丸の内二丁目５番２号,三菱瓦斯化学株式会社,三菱瓦斯化学株式会社 本社,三菱ビル（丸の内二丁目ビル含む）,AA評価
1053-03,千代田区丸の内二丁目５番２号,株式会社三菱地所設計,三菱ビル（丸の内二丁目ビル含む）,三菱ビル（丸の内二丁目ビル含む）,A評価
1066-02,中央区新川二丁目２７番１号,日鉄ソリューションズ株式会社,日鉄ソリューションズ株式会社,東京住友ツインビルディング 東館,AAA評価
1066-03,中央区新川二丁目２７番１号,住友不動産株式会社,住友不動産株式会社,東京住友ツインビルディング 東館,AA評価
1067-01,千代田区大手町二丁目２番２号,野村證券株式会社,野村證券 大手町本社,アーバンネット大手町ビル,AA評価
1068-01,港区芝浦三丁目４番１号,株式会社ＮＴＴファシリティーズ,株式会社ＮＴＴファシリティーズ,グランパークビル,S評価
1068-02,港区芝浦三丁目４番１号,エヌ・ティ・ティ・コミュニケーションズ株式会社,エヌ・ティ・ティ・コミュニケーションズ株式会社,グランパークビル,S評価
1068-03,港区芝浦三丁目４番１号,リコージャパン株式会社,リコージャパン株式会社 田町事業所,グランパークビル,AAA評価
1071-01,千代田区一ツ橋一丁目１番１号,株式会社帆風,株式会社帆風 竹橋プリンティングセンター,パレスサイドビル,AAA評価
1071-02,千代田区一ツ橋一丁目１番１号,株式会社マイナビ,本社,パレスサイドビル,AA評価
1087-01,八王子市南大沢二丁目２８番地１,株式会社 イトーヨーカ堂,イトーヨーカドー南大沢店,ガレリア・ユギ,AAA評価
1090-02,目黒区下目黒一丁目８番１号,株式会社 目黒雅叙園,ホテル雅叙園東京,アルコタワー・ホテル雅叙園東京,AAA評価
1090-03,目黒区下目黒一丁目８番１号,アマゾンジャパン合同会社,アマゾンジャパン合同会社,アルコタワー・ホテル雅叙園東京,AA評価
1092-01,渋谷区神宮前五丁目５２番２号,Sansan株式会社,本社,青山オーバルビル,A評価
1115-01,渋谷区恵比寿南一丁目５番５号,株式会社ジェイアール東日本企画,株式会社ジェイアール東日本企画,ＪＲ恵比寿ビル,AAA評価
1120-01,千代田区霞が関三丁目３番２号,東日本高速道路株式会社,東日本高速道路株式会社,新霞が関ビルディング,AA評価
1120-02,千代田区霞が関三丁目３番２号,独立行政法人医薬品医療機器総合機構,独立行政法人医薬品医療機器総合機構,新霞が関ビルディング,AA評価
1133-02,品川区南大井六丁目２６番２号,株式会社日立製作所,株式会社日立製作所 デジタルシステム&サービス統括本部,第一ビルディング 大森ベルポートオフィス,A評価
1165-02,港区芝浦四丁目９番２５号,ＫＤＤＩ株式会社,ＫＤＤＩ株式会社 東京南ネットワークセンター,芝浦スクエアビル,A評価
1191-01,港区東新橋一丁目６番３号,株式会社ロイヤルパークホテルズアンドリゾーツ,ザ ロイヤルパークホテル アイコニック 東京汐留,汐留タワー,AAA評価
1191-02,港区東新橋一丁目６番３号,株式会社資生堂,本社事務所（汐留オフィス）,汐留タワー,S評価
1302-02,江東区豊洲五丁目６番５２号,株式会社オートバックスセブン,株式会社オートバックスセブン,ＮＢＦ豊洲キャナルフロント,A評価
1302-03,江東区豊洲五丁目６番５２号,ソフトバンク株式会社,ソフトバンク株式会社 豊洲事業所,ＮＢＦ豊洲キャナルフロント,A評価
1312-01,千代田区永田町二丁目１３番１０号,プルデンシャル生命保険株式会社,プルデンシャル生命保険株式会社,プルデンシャルタワー,AAA評価
1312-02,千代田区永田町二丁目１３番１０号,ジブラルタ生命保険株式会社,ジブラルタ生命保険株式会社,プルデンシャルタワー,AAA評価
1348-01,千代田区外神田一丁目１８番１３号,株式会社 日立製作所,秋葉原ダイビル,秋葉原ダイビル,AAA評価
1389-01,八王子市旭町14番１号,株式会社京王プラザホテル,京王プラザホテル八王子,京王プラザホテル八王子,AAA評価
1390-01,多摩市落合一丁目43番地,株式会社京王プラザホテル,京王プラザホテル多摩,京王多摩センタービル,A評価
1398-01,品川区八潮三丁目２番38号(代表住所：Ａ棟),株式会社 近鉄ロジスティクス・システムズ,東京ターミナル,東京貨物ターミナル駅複合施設(北特高受電点),AA評価
1398-03,品川区八潮三丁目２番38号(代表住所：Ａ棟),佐川グローバルロジスティクス株式会社,佐川グローバルロジスティクス株式会社 京浜エリア 大井SRC,東京貨物ターミナル駅複合施設(北特高受電点),A評価
1398-04,品川区八潮三丁目２番38号(代表住所：Ａ棟),株式会社シンシア,シンシア品川Ｒ・Ｃセンター及びシンシア品川リサイクルセンター,東京貨物ターミナル駅複合施設(北特高受電点),AA評価
1398-06,品川区八潮三丁目２番38号(代表住所：Ａ棟),日通ＮＥＣロジスティクス株式会社,日通ＮＥＣロジスティクス株式会社,東京貨物ターミナル駅複合施設(北特高受電点),A評価
1398-07,品川区八潮三丁目２番38号(代表住所：Ａ棟),東邦薬品株式会社,ＴＢＣ ＷＩＬＬ品川,東京貨物ターミナル駅複合施設(北特高受電点),A評価
1398-08,品川区八潮三丁目２番38号(代表住所：Ａ棟),ヤマト運輸株式会社,ヤマト運輸株式会社 新東京ベース店,東京貨物ターミナル駅複合施設(北特高受電点),A評価
1398-09,品川区八潮三丁目２番38号(代表住所：Ａ棟),日正海運株式会社,東京貨物ターミナル駅複合施設（北特高受電点）,東京貨物ターミナル駅複合施設(北特高受電点),AAA評価
1398-10,品川区八潮三丁目２番38号(代表住所：Ａ棟),佐川急便株式会社,城南営業所、目黒営業所、大井中継センター,東京貨物ターミナル駅複合施設(北特高受電点),AA評価
1424-01,中央区築地一丁目１３番１号,阪和興業株式会社,東京本社,築地松竹ビル,AA評価
1424-03,中央区築地一丁目１３番１号,株式会社CARTA HOLDINGS,株式会社CARTA HOLDINGS,築地松竹ビル,A評価
1451-03,港区東新橋一丁目９番１号,MT&ヒルトンホテル株式会社,コンラッド東京,東京汐留ビルディング,AA評価
1465-01,千代田区丸の内二丁目７番３号,三菱電機株式会社,三菱電機株式会社,東京ビルディング,AAA評価
1465-02,千代田区丸の内二丁目７番３号,JPモルガン証券株式会社,JPモルガン証券株式会社,東京ビルディング,AA評価
1484-01,千代田区二番町８番地８,株式会社セブン＆アイ・ホールディングス,株式会社セブン＆アイ・ホールディングス,二番町ガーデン,AAA評価
1509-01,中央区日本橋室町二丁目１番１号,デンカ株式会社,日本橋三井タワー,日本橋三井タワー,AA評価
1509-03,中央区日本橋室町二丁目１番１号,マンダリン・オリエンタル東京株式会社,マンダリン・オリエンタル東京,日本橋三井タワー,AA評価
1509-04,中央区日本橋室町二丁目１番１号,東レ株式会社,日本橋三井タワー,日本橋三井タワー,AAA評価
1509-05,中央区日本橋室町二丁目１番１号,中外製薬株式会社,日本橋三井タワー,日本橋三井タワー,AAA評価
1517-02,港区北青山三丁目６番７号,株式会社ツカダ・グローバルホールディング,ザ ストリングス表参道,明治安田生命青山パラシオ,A評価
1518-01,千代田区丸の内二丁目１番１号,日本化薬株式会社,日本化薬株式会社（本社）,明治安田生命ビル・明治生命館,AA評価
1612-02,品川区東品川四丁目１２番８号,株式会社マーベラス,株式会社マーベラス,品川シーサイドイーストタワー,A評価
1623-01,江東区豊洲二丁目４番９号,ユナイテッド・シネマ株式会社,ユナイテッド・シネマ 豊洲,アーバンドック ららぽーと豊洲,AAA評価
1623-02,江東区豊洲二丁目４番９号,KCJ GROUP 株式会社,キッザニア東京,アーバンドック ららぽーと豊洲,AA評価
1633-01,江東区豊洲三丁目１番１号,株式会社IHI,豊洲IHIビル,豊洲ＩＨＩビル,S評価
1635-02,中央区銀座八丁目１３番１号,株式会社三井不動産ホテルマネジメント,三井ガーデンホテル銀座プレミア,銀座三井ビルディング,AA評価
1635-04,中央区銀座八丁目１３番１号,JA三井リース株式会社,JA三井リース株式会社,銀座三井ビルディング,AA評価
1635-05,中央区銀座八丁目１３番１号,東京電力エナジーパートナー株式会社,東京電力エナジーパートナー株式会社,銀座三井ビルディング,A評価
1647-01,新宿区歌舞伎町二丁目４４番１号,地方独立行政法人東京都立病院機構,地方独立行政法人東京都立病院機構 東京都立大久保病院,東京都健康プラザ「ハイジア」,A評価
1647-02,新宿区歌舞伎町二丁目４４番１号,株式会社東急スポーツオアシス,東京都健康プラザ「ハイジア」,東京都健康プラザ「ハイジア」,A評価
1649-02,品川区東品川四丁目１２番１号,エヌ・ティ・ティ・コムウェア株式会社,ｴﾇ･ﾃｨ･ﾃｨ･ｺﾑｳｪｱ株式会社,品川シーサイド サウスタワー,AAA評価
1654-02,港区赤坂９-７-１,株式会社ファーストリテイリング,株式会社ファーストリテイリング,東京ミッドタウン,S評価
1654-03,港区赤坂９-７-１,ザ・リッツ・カールトン・プロパティ・マネジメント・カンパニー東京有限会社,ザ・リッツ・カールトン東京,東京ミッドタウン,A評価
1654-05,港区赤坂９-７-１,日興アセットマネジメント株式会社,東京本社,東京ミッドタウン,AAA評価
1654-06,港区赤坂９-７-１,富士フイルムホールディングス株式会社,東京ミッドタウン,東京ミッドタウン,AAA評価
1654-07,港区赤坂９-７-１,シスコシステムズ合同会社,シスコシステムズ合同会社,東京ミッドタウン,A評価
1654-09,港区赤坂９-７-１,株式会社ソニー・ミュージックエンタテインメント,株式会社ソニー・ミュージックエンタテインメント 六本木オフィス,東京ミッドタウン,S評価
1654-10,港区赤坂９-７-１,ナイキジャパングループ合同会社,本社,東京ミッドタウン,AAA評価
1655-01,港区白金一丁目17番３号,アクサ生命保険株式会社,アクサ生命保険株式会社 本社,ＮＢＦプラチナタワー,AAA評価
1656-01,江東区豊洲三丁目３番９号,株式会社エヌ・ティ・ティ・データ,豊洲センタービルアネックス,豊洲センタービルアネックス,S評価
1658-01,港区港南一丁目７番１号,ソニーグループ株式会社,ソニーグループ株式会社,ソニーシティ,S評価
1658-02,港区港南一丁目７番１号,株式会社ソニー・インタラクティブエンタテインメント,ソニーシティ,ソニーシティ,AA評価
1660-01,墨田区錦糸二丁目２番１号,三井不動産株式会社,アルカキット錦糸町,アルカキット錦糸町,AA評価
1706-03,港区海岸一丁目２番３号,株式会社ダイフク,株式会社ダイフク 東京本社,汐留芝離宮ビルディング,AA評価
1706-04,港区海岸一丁目２番３号,東京ガスエンジニアリングソリューションズ株式会社,汐留芝離宮ビルディング,汐留芝離宮ビルディング,AAA評価
1717-01,千代田区九段北一丁目13番12号,MSD株式会社,本社,北の丸スクエア,AA評価
1718-01,新宿区新宿三丁目１番２６号,株式会社 丸井,新宿マルイアネックス,新宿三丁目イーストビル,AA評価
1718-02,新宿区新宿三丁目１番２６号,株式会社ティ・ジョイ,新宿バルト９,新宿三丁目イーストビル,AA評価
1719-01,品川区大崎二丁目1番1号,日本ﾍﾞｰﾘﾝｶﾞｰｲﾝｹﾞﾙﾊｲﾑ株式会社,ThinkPark Tower,ThinkPark Tower,AAA評価
1719-03,品川区大崎二丁目1番1号,住友重機械工業株式会社,本社,ThinkPark Tower,AA評価
1719-05,品川区大崎二丁目1番1号,ダッソー・システムズ株式会社,ダッソー・システムズ株式会社,ThinkPark Tower,A評価
1723-02,千代田区丸の内一丁目５番１号,三菱ＨＣキャピタル株式会社,丸の内オフィス,新丸の内ビルディング,AAA評価
1723-04,千代田区丸の内一丁目５番１号,ＡＧＣ株式会社,ＡＧＣ株式会社 本社,新丸の内ビルディング,S評価
1724-01,千代田区丸の内一丁目７番１２号,石油資源開発株式会社,石油資源開発株式会社,サピアタワー,AAA評価
1734-01,港区芝浦四丁目２番８号,住友不動産ヴィラフォンテーヌ株式会社,ヴィラフォンテーヌグランド東京田町,住友不動産三田ツインビル東館,AA評価
1735-01,港区三田三丁目５番27号,ユニ・チャーム株式会社,ユニ・チャーム株式会社,住友不動産三田ツインビル西館,S評価
1735-02,港区三田三丁目５番27号,アボットジャパン合同会社,住友不動産三田ツインビル西館,住友不動産三田ツインビル西館,AAA評価
1739-02,品川区大崎一丁目２番２号,フューチャー株式会社,本社,アートヴィレッジ大崎セントラルタワー,AA評価
1743-01,西多摩郡日の出町大字平井字三吉野桜木２３７番地３,イオンリテール株式会社,イオンスタイル日の出,イオンモール日の出,AAA評価
1744-01,武蔵村山市榎一丁目１番地３,イオンリテール株式会社,イオンむさし村山店,イオンモールむさし村山,AA評価
1752-01,千代田区丸の内一丁目９番１号,大和アセットマネジメント株式会社,大和証券本店ビル,グラントウキョウノースタワー,S評価
1752-02,千代田区丸の内一丁目９番１号,株式会社大和証券グループ本社,大和証券本店ビル,グラントウキョウノースタワー,S評価
1752-03,千代田区丸の内一丁目９番１号,株式会社 大丸松坂屋百貨店,株式会社 大丸松坂屋百貨店,グラントウキョウノースタワー,AA評価
1752-04,千代田区丸の内一丁目９番１号,大和証券株式会社,大和証券本店ビル,グラントウキョウノースタワー,S評価
1752-05,千代田区丸の内一丁目９番１号,BNPパリバ証券株式会社,グラントウキョウノースタワー,グラントウキョウノースタワー,AAA評価
1752-06,千代田区丸の内一丁目９番１号,日本調剤株式会社,日本調剤株式会社,グラントウキョウノースタワー,AAA評価
1761-01,千代田区神田練塀町３番地,東京センチュリー株式会社,本社,富士ソフト秋葉原ビル,AA評価
1767-02,港区赤坂一丁目11番44号,アクセンチュア株式会社,赤坂インターシティ・ホーマットバイカウント,赤坂インターシティ・ホーマットバイカウント,S評価
1767-03,港区赤坂一丁目11番44号,エムスリー株式会社,AIC事務所,赤坂インターシティ・ホーマットバイカウント,AAA評価
1815-02,港区海岸一丁目２番２０号,株式会社プロネクサス,株式会社プロネクサス,三菱UFJ信託銀行株式会社 汐留ビルディング,AA評価
1815-03,港区海岸一丁目２番２０号,ＴＯＴＯ株式会社,ＴＯＴＯ株式会社 汐留事業所,三菱UFJ信託銀行株式会社 汐留ビルディング,A評価
1822-01,江東区豊洲五丁目６番15号,株式会社 博報堂プロダクツ,豊洲オフィス,ＮＢＦ豊洲ガーデンフロント,A評価
1836-01,港区赤坂五丁目３番１号,株式会社 博報堂,本社,赤坂Ｂｉｚタワー,AAA評価
1836-02,港区赤坂五丁目３番１号,株式会社ＩＮＰＥＸ,株式会社ＩＮＰＥＸ,赤坂Ｂｉｚタワー,S評価
1836-03,港区赤坂五丁目３番１号,株式会社 博報堂DYメディアパートナーズ,東京本社,赤坂Ｂｉｚタワー,AA評価
1836-04,港区赤坂五丁目３番１号,東京エレクトロン株式会社,東京エレクトロン株式会社,赤坂Ｂｉｚタワー,AA評価
1840-05,江東区東雲一丁目７番１２号,東電設計株式会社,東電設計株式会社,ＫＤＸ豊洲グランスクエア,AA評価
1843-04,江東区新砂三丁目４番１１号,ELCジャパン株式会社,ELCジャパン株式会社,GLP東京Ⅱ,A評価
1843-07,江東区新砂三丁目４番１１号,トッパン・フォームズ・セントラルプロダクツ株式会社,トッパン・フォームズ・セントラルプロダクツ株式会社 城東センター,GLP東京Ⅱ,AA評価
1845-01,豊島区東池袋四丁目７番18号,三菱ＵＦＪニコス株式会社,太陽生命東池袋ビル（三菱UFJニコス池袋システムセンタービル）,太陽生命東池袋ビル（三菱ＵＦＪニコス池袋システムセンタービル）,A評価
1858-01,千代田区九段南一丁目２番１号,厚生労働省 東京労働局,九段第３合同庁舎・千代田区役所本庁舎,九段第３合同庁舎・千代田区役所本庁舎,AA評価
1861-01,足立区西新井栄町一丁目20番１号,ＴＯＨＯシネマズ株式会社,ＴＯＨＯシネマズ西新井,アリオ西新井,AAA評価
1867-01,千代田区丸の内一丁目９番２号,株式会社リクルート,株式会社リクルート,グラントウキョウサウスタワー,AAA評価
1867-05,千代田区丸の内一丁目９番２号,株式会社JR東日本ビルディング,グラントウキョウサウスタワー,グラントウキョウサウスタワー,AAA評価
1873-01,大田区羽田空港三丁目４番２号,全日本空輸株式会社,全日本空輸株式会社,第２旅客ターミナルビル,AA評価
1873-02,大田区羽田空港三丁目４番２号,株式会社羽田エクセルホテル東急,第2旅客ターミナルビル,第２旅客ターミナルビル,AAA評価
1874-01,大田区羽田空港三丁目６番８号,ジャルロイヤルケータリング株式会社,羽田工場,新羽田整備地区事業所,AA評価
1875-01,江東区青海三丁目4番19号,ＳＢフレームワークス株式会社,ＳＢフレームワークス株式会社,青海埠頭,A評価
1883-01,千代田区霞が関三丁目２番１号,帝人株式会社,帝人株式会社,霞が関コモンゲート(中央合同庁舎第７号館),AAA評価
1883-02,千代田区霞が関三丁目２番１号,金融庁,金融庁,霞が関コモンゲート(中央合同庁舎第７号館),AA評価
1883-03,千代田区霞が関三丁目２番２号,会計検査院,会計検査院,霞が関コモンゲート(中央合同庁舎第７号館),AA評価
1899-01,江東区有明三丁目6番6号,株式会社 相鉄ホテルマネジメント,相鉄グランドフレッサ東京ベイ有明,有明プライムビル,AA評価
1904-02,八王子市南大沢三丁目21番地1,東京ロジファクトリ-株式会社,東京ロジファクトリー株式会社 南大沢物流センター,Dプロジェクト八王子,A評価
1904-03,八王子市南大沢三丁目21番地1,三菱食品株式会社,八王子物流センター（八王子南大沢SDC）,Dプロジェクト八王子,A評価
1908-01,千代田区大手町一丁目3番2号,住友林業株式会社,本社,日経ビル・JAビル・経団連会館,AA評価
1914-01,千代田区丸の内二丁目6番1号,日本製鉄株式会社,本社,丸の内パークビルディング（三菱一号館含む）,A評価
1914-02,千代田区丸の内二丁目6番1号,三菱商事株式会社,三菱商事株式会社,丸の内パークビルディング（三菱一号館含む）,AAA評価
1914-03,千代田区丸の内二丁目6番1号,株式会社MHMJapanリーガル,森・濱田松本法律事務所,丸の内パークビルディング（三菱一号館含む）,AA評価
1922-01,府中市宮町一丁目50番地,ＴＯＨＯシネマズ株式会社,ＴＯＨＯシネマズ府中,くるる,AAA評価
1925-01,江東区新砂三丁目4番31号,株式会社 カインズ,カインズ南砂町SUNAMO店,南砂町ショッピングセンターSUNAMO,AA評価
1928-01,千代田区丸の内一丁目９番１号,日本ホテル株式会社,東京ステーションホテル,ＪＲ東日本東京駅,AA評価
1933-01,中央区銀座八丁目21番１号,パナソニックコネクト株式会社,パナソニックコネクト株式会社,住友不動産汐留浜離宮ビル,AA評価
1934-03,目黒区青葉台三丁目6番28号,株式会社Cygames,株式会社Cygames,住友不動産青葉台タワー,AAA評価
1937-01,江東区　木場一丁目５番65号,株式会社りそな銀行,株式会社りそな銀行 東京本社,深川ギャザリア ウエスト２棟,AAA評価
1938-01,東京都品川区大崎一丁目５番１号,日鉄エンジニアリング株式会社,日鉄エンジニアリング株式会社,大崎センタービル,S評価
1940-02,江東区豊洲三丁目２番20号,SCSK株式会社,豊洲ﾌﾛﾝﾄ,豊洲フロント,AAA評価
1940-03,江東区豊洲三丁目２番20号,マルハニチロ株式会社,マルハニチロ株式会社,豊洲フロント,AA評価
1940-04,江東区豊洲三丁目２番20号,株式会社三菱UFJ銀行,豊洲フロント,豊洲フロント,AA評価
1940-05,江東区豊洲三丁目２番20号,パーソルホールディングス株式会社,パーソルプロセス＆テクノロジー株式会社,豊洲フロント,AA評価
1941-01,千代田区丸の内一丁目１番２号,株式会社 三井住友銀行,三井住友銀行本店,三井住友銀行本店ビルディング,A評価
1958-01,千代田区永田町二丁目10番３号,株式会社三菱総合研究所,株式会社三菱総合研究所,東急キャピトルタワー,AAA評価
1958-02,千代田区永田町二丁目10番３号,株式会社ザ・キャピトルホテル東急,株式会社ザ・キャピトルホテル東急,東急キャピトルタワー,A評価
1973-01,東京都大田区羽田空港二丁目６番５号,日本航空株式会社,東京空港支店,東京国際空港第３旅客ターミナルビル,A評価
